molid,identifiere,MWC01,MWC02,MWC03,MWC04,MWC05,MWC06,MWC07,MWC08,MWC09,MWC10,TWC,SRW01,SRW02,SRW03,SRW04,SRW05,SRW06,SRW07,SRW08,SRW09,SRW10,MPC01,MPC02,MPC03,MPC04,MPC05,MPC06,MPC07,MPC08,MPC09,MPC10,piPC01,piPC02,piPC03,piPC04,piPC05,piPC06,piPC07,piPC08,piPC09,piPC10,TPC,piID,PCR,PCD,CID,BID
101,C10H12O2,12.0,4.0069999999999997,4.7960000000000003,5.617,6.431,7.2590000000000003,8.0809999999999995,8.9100000000000001,9.7349999999999994,10.563000000000001,89.399000000000001,12.0,24.0,0.0,84.0,0.0,360.0,0.0,1700.0,0.0,8424.0,12.0,15.0,18.0,20.0,22.0,17.0,12.0,5.0,1.0,0.0,2.8330000000000002,3.3500000000000001,3.855,4.3159999999999998,4.7850000000000001,4.7709999999999999,4.6779999999999999,4.0810000000000004,2.4089999999999998,0.0,34.402000000000001,47.079000000000001,1.3680000000000001,12.677,23.427,12.407
102,C8H14O2,9.0,3.714,4.4189999999999996,5.1980000000000004,5.9320000000000004,6.7130000000000001,7.4560000000000004,8.2349999999999994,8.9830000000000005,9.7599999999999998,79.409999999999997,10.0,18.0,0.0,62.0,0.0,246.0,0.0,1038.0,0.0,4528.0,9.0,11.0,10.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,2.4849999999999999,2.8330000000000002,2.944,2.7730000000000001,2.1970000000000001,1.609,0.0,0.0,0.0,0.0,22.273,24.841999999999999,1.115,2.569,18.317,10.413
103,C14H20O,15.0,4.29,5.069,5.9269999999999996,6.7320000000000002,7.5910000000000002,8.4060000000000006,9.2669999999999995,10.086,10.946999999999999,98.316000000000003,15.0,30.0,0.0,114.0,0.0,510.0,0.0,2442.0,0.0,12130.0,15.0,21.0,22.0,23.0,26.0,26.0,24.0,20.0,8.0,0.0,2.996,3.4809999999999999,3.8759999999999999,4.2610000000000001,4.75,4.7990000000000004,4.8620000000000001,4.6600000000000001,4.2750000000000004,0.0,42.228999999999999,52.960000000000001,1.254,10.73,29.018000000000001,15.316000000000001
104,C14H20O,15.0,4.29,5.069,5.9269999999999996,6.7320000000000002,7.5910000000000002,8.4060000000000006,9.2669999999999995,10.086,10.946999999999999,98.316000000000003,15.0,30.0,0.0,114.0,0.0,510.0,0.0,2442.0,0.0,12130.0,15.0,21.0,22.0,23.0,26.0,26.0,24.0,20.0,8.0,0.0,2.996,3.4809999999999999,3.8759999999999999,4.2610000000000001,4.75,4.7990000000000004,4.8620000000000001,4.6600000000000001,4.2750000000000004,0.0,42.228999999999999,52.960000000000001,1.254,10.73,29.018000000000001,15.316000000000001
105,C13H22O2,15.0,4.2629999999999999,5.0039999999999996,5.8380000000000001,6.5970000000000004,7.431,8.1969999999999992,9.0289999999999999,9.8000000000000007,10.630000000000001,96.787999999999997,15.0,30.0,0.0,110.0,0.0,468.0,0.0,2110.0,0.0,9780.0,15.0,20.0,19.0,20.0,23.0,22.0,18.0,14.0,16.0,12.0,2.8900000000000001,3.2189999999999999,3.2959999999999998,3.4340000000000002,3.6890000000000001,3.7610000000000001,3.5840000000000001,3.2189999999999999,3.3319999999999999,3.3319999999999999,44.222000000000001,48.756,1.103,4.5339999999999998,29.190000000000001,15.285
106,C13H22O2,15.0,4.2629999999999999,5.0039999999999996,5.8380000000000001,6.5970000000000004,7.431,8.1969999999999992,9.0289999999999999,9.8000000000000007,10.630000000000001,96.787999999999997,15.0,30.0,0.0,110.0,0.0,468.0,0.0,2110.0,0.0,9780.0,15.0,20.0,19.0,20.0,23.0,22.0,18.0,14.0,16.0,12.0,2.8900000000000001,3.2189999999999999,3.2959999999999998,3.4340000000000002,3.6890000000000001,3.7610000000000001,3.5840000000000001,3.2189999999999999,3.3319999999999999,3.3319999999999999,44.222000000000001,48.756,1.103,4.5339999999999998,29.190000000000001,15.285
107,C8H8O2,10.0,3.8069999999999999,4.5750000000000002,5.3609999999999998,6.1509999999999998,6.944,7.7380000000000004,8.532,9.327,10.122,82.555999999999997,10.0,20.0,0.0,68.0,0.0,284.0,0.0,1284.0,0.0,6020.0,10.0,12.0,14.0,14.0,14.0,8.0,6.0,2.0,0.0,0.0,2.7080000000000002,3.157,3.6309999999999998,4.0,4.4000000000000004,3.976,4.0380000000000003,2.7839999999999998,0.0,0.0,28.329000000000001,38.694000000000003,1.3660000000000001,10.366,19.527000000000001,10.476000000000001
108,C6H10O2,7.0,3.4340000000000002,4.1429999999999998,4.875,5.609,6.3470000000000004,7.0860000000000003,7.8250000000000002,8.5649999999999995,9.3040000000000003,72.188999999999993,8.0,14.0,0.0,46.0,0.0,182.0,0.0,766.0,0.0,3304.0,7.0,8.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.3029999999999999,2.6389999999999998,2.8330000000000002,2.3029999999999999,1.099,0.0,0.0,0.0,0.0,0.0,16.776,19.175999999999998,1.143,2.3999999999999999,14.492000000000001,8.5139999999999993
109,C9H18O,9.0,3.5550000000000002,4.1740000000000004,4.8120000000000003,5.4509999999999996,6.0979999999999999,6.7439999999999998,7.3940000000000001,8.0429999999999993,8.6950000000000003,73.968000000000004,10.0,18.0,0.0,50.0,0.0,156.0,0.0,514.0,0.0,1748.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,2.3980000000000001,2.3029999999999999,2.1970000000000001,2.0790000000000002,1.946,1.792,1.609,1.3859999999999999,1.099,0.0,25.103999999999999,26.809000000000001,1.0680000000000001,1.7050000000000001,18.829000000000001,10.304
110,C8H16O,8.0,3.4340000000000002,4.0430000000000001,4.673,5.3029999999999999,5.9429999999999996,6.5810000000000004,7.2229999999999999,7.8639999999999999,8.5069999999999997,70.570999999999998,9.0,16.0,0.0,44.0,0.0,136.0,0.0,444.0,0.0,1496.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,2.3029999999999999,2.1970000000000001,2.0790000000000002,1.946,1.792,1.609,1.3859999999999999,1.099,0.0,0.0,21.802,23.411000000000001,1.0740000000000001,1.609,16.829999999999998,9.3369999999999997
111,C10H20O2,11.0,3.8069999999999999,4.4429999999999996,5.1299999999999999,5.7839999999999998,6.4749999999999996,7.1360000000000001,7.8289999999999997,8.4939999999999998,9.1869999999999994,81.284999999999997,12.0,22.0,0.0,66.0,0.0,220.0,0.0,770.0,0.0,2772.0,11.0,11.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,2.5649999999999999,2.6389999999999998,2.3980000000000001,2.3029999999999999,2.1970000000000001,2.0790000000000002,1.946,1.792,1.609,1.3859999999999999,31.381,32.914999999999999,1.0489999999999999,1.5329999999999999,22.661999999999999,12.262
112,C9H18O2,10.0,3.714,4.3440000000000003,5.0300000000000002,5.6799999999999997,6.3719999999999999,7.0289999999999999,7.7220000000000004,8.3829999999999991,9.0760000000000005,78.349999999999994,11.0,20.0,0.0,60.0,0.0,200.0,0.0,700.0,0.0,2520.0,10.0,10.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,0.0,2.4849999999999999,2.5649999999999999,2.3029999999999999,2.1970000000000001,2.0790000000000002,1.946,1.792,1.609,1.3859999999999999,0.0,27.904,29.363,1.052,1.458,20.661999999999999,11.288
113,C13H16O2,15.0,4.2050000000000001,4.9630000000000001,5.7400000000000002,6.5119999999999996,7.2919999999999998,8.0670000000000002,8.8490000000000002,9.625,10.407999999999999,95.661000000000001,15.0,30.0,0.0,102.0,0.0,414.0,0.0,1798.0,0.0,8040.0,15.0,18.0,20.0,19.0,19.0,15.0,15.0,14.0,12.0,10.0,3.0449999999999999,3.4809999999999999,3.8450000000000002,4.0709999999999997,4.3689999999999998,3.9430000000000001,4.0529999999999999,4.1909999999999998,4.3280000000000003,4.5049999999999999,46.014000000000003,62.476999999999997,1.3580000000000001,16.463999999999999,29.356999999999999,15.278
114,C3H6O2,4.0,2.8330000000000002,3.367,4.0069999999999997,4.5750000000000002,5.2199999999999998,5.7960000000000003,6.444,7.0220000000000002,7.6710000000000003,55.936,5.0,8.0,0.0,24.0,0.0,80.0,0.0,272.0,0.0,928.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.792,1.946,1.3859999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3170000000000002,10.124000000000001,1.087,0.80600000000000005,8.6969999999999992,5.75
115,C9H10O,10.0,3.8069999999999999,4.5750000000000002,5.3609999999999998,6.1509999999999998,6.944,7.7380000000000004,8.532,9.327,10.122,82.555999999999997,10.0,20.0,0.0,68.0,0.0,284.0,0.0,1284.0,0.0,6020.0,10.0,12.0,14.0,14.0,14.0,8.0,6.0,2.0,0.0,0.0,2.7080000000000002,3.157,3.6309999999999998,4.0,4.4000000000000004,3.976,4.0380000000000003,2.7839999999999998,0.0,0.0,28.329000000000001,38.694000000000003,1.3660000000000001,10.366,19.527000000000001,10.476000000000001
116,C5H10O2,6.0,3.2189999999999999,3.8069999999999999,4.4889999999999999,5.1059999999999999,5.79,6.4180000000000001,7.101,7.734,8.4149999999999991,65.078999999999994,7.0,12.0,0.0,36.0,0.0,120.0,0.0,420.0,0.0,1512.0,6.0,6.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0790000000000002,2.1970000000000001,1.792,1.609,1.3859999999999999,0.0,0.0,0.0,0.0,0.0,14.986000000000001,16.064,1.0720000000000001,1.0780000000000001,12.67,7.484
117,C7H14O2,8.0,3.4969999999999999,4.1429999999999998,4.8440000000000003,5.5170000000000003,6.2290000000000001,6.9109999999999996,7.6239999999999997,8.3100000000000005,9.0229999999999997,73.097999999999999,9.0,16.0,0.0,48.0,0.0,166.0,0.0,616.0,0.0,2376.0,8.0,8.0,7.0,6.0,4.0,2.0,1.0,0.0,0.0,0.0,2.3029999999999999,2.3980000000000001,2.3029999999999999,2.1970000000000001,1.792,1.099,0.69299999999999995,0.0,0.0,0.0,20.821000000000002,21.783999999999999,1.046,0.96299999999999997,16.655000000000001,9.3889999999999993
118,C10H20O2,11.0,3.8069999999999999,4.4660000000000002,5.165,5.8490000000000002,6.5579999999999998,7.2530000000000001,7.9669999999999996,8.6669999999999998,9.3819999999999997,82.114000000000004,12.0,22.0,0.0,66.0,0.0,226.0,0.0,826.0,0.0,3142.0,11.0,11.0,10.0,9.0,8.0,6.0,5.0,3.0,2.0,1.0,2.5649999999999999,2.6389999999999998,2.5649999999999999,2.4849999999999999,2.3980000000000001,2.0790000000000002,1.946,1.3859999999999999,1.099,0.69299999999999995,30.783000000000001,31.855,1.0349999999999999,1.0720000000000001,22.651,12.282999999999999
119,C6H12O2,7.0,3.367,4.0069999999999997,4.6909999999999998,5.3609999999999998,6.0519999999999996,6.7300000000000004,7.4219999999999997,8.1029999999999998,8.7959999999999994,69.530000000000001,8.0,14.0,0.0,42.0,0.0,146.0,0.0,538.0,0.0,2044.0,7.0,7.0,6.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,2.1970000000000001,2.3029999999999999,2.1970000000000001,1.792,1.609,0.69299999999999995,0.0,0.0,0.0,0.0,17.794,18.791,1.056,0.998,14.66,8.4369999999999994
120,C9H7N,11.0,3.9319999999999999,4.7450000000000001,5.5720000000000001,6.4020000000000001,7.2350000000000003,8.0679999999999996,8.9019999999999992,9.7360000000000007,10.57,86.162000000000006,10.0,22.0,0.0,78.0,0.0,346.0,0.0,1694.0,0.0,8662.0,11.0,14.0,18.0,22.0,26.0,18.0,16.0,14.0,12.0,0.0,2.8620000000000001,3.4809999999999999,4.1230000000000002,4.7220000000000004,5.29,5.3280000000000003,5.6139999999999999,5.8860000000000001,6.1360000000000001,0.0,35.619,53.442999999999998,1.5,17.824000000000002,20.658000000000001,10.561999999999999
121,C13H20O,14.0,4.234,5.0300000000000002,5.9109999999999996,6.7370000000000001,7.625,8.4610000000000003,9.3529999999999998,10.193,11.087999999999999,96.632999999999996,14.0,28.0,0.0,108.0,0.0,496.0,0.0,2508.0,0.0,13378.0,14.0,20.0,22.0,25.0,25.0,24.0,11.0,9.0,7.0,6.0,2.8900000000000001,3.367,3.6890000000000001,3.9700000000000002,4.1269999999999998,4.2629999999999999,3.5840000000000001,3.5550000000000002,3.367,3.4340000000000002,41.436,50.247,1.2130000000000001,8.8109999999999999,27.013999999999999,14.375
122,C9H8O,10.0,3.7610000000000001,4.4889999999999999,5.242,5.9939999999999998,6.758,7.5179999999999998,8.2859999999999996,9.048,9.8170000000000002,80.912999999999997,10.0,20.0,0.0,64.0,0.0,248.0,0.0,1048.0,0.0,4620.0,10.0,11.0,12.0,13.0,14.0,8.0,6.0,4.0,2.0,0.0,2.7730000000000001,3.157,3.6309999999999998,4.0449999999999999,4.5129999999999999,4.2190000000000003,4.3650000000000002,4.2750000000000004,4.1230000000000002,0.0,29.646000000000001,45.100000000000001,1.5209999999999999,15.454000000000001,19.704999999999998,10.423999999999999
123,C5H10O,5.0,2.944,3.4969999999999999,4.0780000000000003,4.6539999999999999,5.242,5.8259999999999996,6.415,7.0019999999999998,7.5910000000000002,58.249000000000002,6.0,10.0,0.0,26.0,0.0,76.0,0.0,234.0,0.0,740.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.946,1.792,1.609,1.3859999999999999,1.099,0.0,0.0,0.0,0.0,0.0,12.579000000000001,13.832000000000001,1.1000000000000001,1.2529999999999999,10.839,6.5090000000000003
124,C5H10O2,6.0,3.2189999999999999,3.8069999999999999,4.4889999999999999,5.1059999999999999,5.79,6.4180000000000001,7.101,7.734,8.4149999999999991,65.078999999999994,7.0,12.0,0.0,36.0,0.0,120.0,0.0,420.0,0.0,1512.0,6.0,6.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0790000000000002,2.1970000000000001,1.792,1.609,1.3859999999999999,0.0,0.0,0.0,0.0,0.0,14.986000000000001,16.064,1.0720000000000001,1.0780000000000001,12.67,7.484
125,C11H14O,12.0,3.9700000000000002,4.7270000000000003,5.5090000000000003,6.2930000000000001,7.0860000000000003,7.8789999999999996,8.6750000000000007,9.4719999999999995,10.27,87.882999999999996,12.0,24.0,0.0,80.0,0.0,324.0,0.0,1432.0,0.0,6624.0,12.0,14.0,16.0,17.0,18.0,12.0,10.0,6.0,4.0,2.0,2.8330000000000002,3.2389999999999999,3.6829999999999998,4.0709999999999997,4.4710000000000001,4.1079999999999997,4.2190000000000003,3.4980000000000002,3.27,2.7839999999999998,35.558,48.176000000000002,1.355,12.618,23.526,12.372999999999999
126,C14H20O,15.0,4.1740000000000004,4.9199999999999999,5.694,6.4630000000000001,7.2489999999999997,8.0269999999999992,8.8190000000000008,9.5999999999999996,10.395,95.340999999999994,15.0,30.0,0.0,98.0,0.0,384.0,0.0,1634.0,0.0,7260.0,15.0,17.0,19.0,21.0,23.0,18.0,16.0,14.0,10.0,6.0,2.996,3.3839999999999999,3.8010000000000002,4.2359999999999998,4.6749999999999998,4.5369999999999999,4.7610000000000001,4.8730000000000002,4.649,4.1760000000000002,45.465000000000003,64.478999999999999,1.4179999999999999,19.013999999999999,29.550000000000001,15.291
127,C11H22O2,12.0,3.8919999999999999,4.5540000000000003,5.242,5.9219999999999997,6.6159999999999997,7.3019999999999996,7.9989999999999997,8.6880000000000006,9.3870000000000005,84.600999999999999,13.0,24.0,0.0,72.0,0.0,246.0,0.0,888.0,0.0,3304.0,12.0,12.0,11.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.6389999999999998,2.7080000000000002,2.6389999999999998,2.3980000000000001,2.3029999999999999,2.1970000000000001,2.0790000000000002,1.946,1.792,1.609,34.621000000000002,36.003999999999998,1.04,1.383,24.655000000000001,13.247999999999999
128,C12H16O2,14.0,4.1109999999999998,4.8440000000000003,5.609,6.3579999999999997,7.1299999999999999,7.8840000000000003,8.6590000000000007,9.4160000000000004,10.193,92.204999999999998,14.0,28.0,0.0,92.0,0.0,358.0,0.0,1500.0,0.0,6508.0,14.0,16.0,17.0,18.0,18.0,14.0,13.0,12.0,10.0,8.0,2.944,3.3140000000000001,3.6309999999999998,3.9820000000000002,4.3300000000000001,3.883,3.923,3.9900000000000002,4.0570000000000004,4.1500000000000004,43.536000000000001,58.259,1.3380000000000001,14.724,27.530999999999999,14.287000000000001
129,C14H18O2,16.0,4.234,4.9630000000000001,5.7270000000000003,6.4749999999999996,7.2510000000000003,8.0090000000000003,8.7899999999999991,9.5540000000000003,10.339,97.341999999999999,16.0,32.0,0.0,104.0,0.0,398.0,0.0,1648.0,0.0,7132.0,16.0,18.0,19.0,21.0,22.0,17.0,16.0,15.0,11.0,10.0,3.0910000000000002,3.4500000000000002,3.7549999999999999,4.1369999999999996,4.4989999999999997,4.1749999999999998,4.2599999999999998,4.4059999999999997,3.9129999999999998,4.0039999999999996,51.229999999999997,71.334000000000003,1.3919999999999999,20.103999999999999,31.527000000000001,16.248000000000001
130,C9H16O,9.0,3.5550000000000002,4.1740000000000004,4.8120000000000003,5.4509999999999996,6.0979999999999999,6.7439999999999998,7.3940000000000001,8.0429999999999993,8.6950000000000003,73.968000000000004,10.0,18.0,0.0,50.0,0.0,156.0,0.0,514.0,0.0,1748.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,2.4849999999999999,2.4849999999999999,2.5649999999999999,2.4849999999999999,2.3980000000000001,2.3029999999999999,2.1970000000000001,1.946,1.609,0.0,25.103999999999999,30.472999999999999,1.214,5.3680000000000003,18.829000000000001,10.304
131,C12H22O2,14.0,4.2050000000000001,4.9900000000000002,5.8490000000000002,6.6680000000000001,7.532,8.3599999999999994,9.2249999999999996,10.055,10.92,95.802999999999997,14.0,28.0,0.0,104.0,0.0,454.0,0.0,2168.0,0.0,10918.0,14.0,19.0,21.0,26.0,29.0,27.0,12.0,9.0,4.0,4.0,2.7730000000000001,3.0910000000000002,3.1349999999999998,3.367,3.4969999999999999,3.4969999999999999,2.7080000000000002,2.5649999999999999,1.792,1.946,40.909999999999997,42.369999999999997,1.036,1.46,27.100999999999999,14.377000000000001
132,C12H22O2,14.0,4.2050000000000001,4.9900000000000002,5.8490000000000002,6.6680000000000001,7.532,8.3599999999999994,9.2249999999999996,10.055,10.92,95.802999999999997,14.0,28.0,0.0,104.0,0.0,454.0,0.0,2168.0,0.0,10918.0,14.0,19.0,21.0,26.0,29.0,27.0,12.0,9.0,4.0,4.0,2.7730000000000001,3.0910000000000002,3.1349999999999998,3.367,3.4969999999999999,3.4969999999999999,2.7080000000000002,2.5649999999999999,1.792,1.946,40.909999999999997,42.369999999999997,1.036,1.46,27.100999999999999,14.377000000000001
133,C13H22O2,14.0,4.1109999999999998,4.7960000000000003,5.5410000000000004,6.2439999999999998,6.9930000000000003,7.7009999999999996,8.452,9.1620000000000008,9.9139999999999997,91.914000000000001,15.0,28.0,0.0,92.0,0.0,340.0,0.0,1316.0,0.0,5218.0,14.0,16.0,14.0,12.0,11.0,12.0,8.0,6.0,5.0,5.0,2.8900000000000001,3.2189999999999999,3.1779999999999999,3.0910000000000002,3.258,3.5550000000000002,3.2189999999999999,3.0449999999999999,3.1349999999999998,3.367,39.689,49.155000000000001,1.238,9.4659999999999993,28.309000000000001,15.24
134,C9H11O2N,12.0,4.0069999999999997,4.7960000000000003,5.617,6.4279999999999999,7.258,8.0760000000000005,8.907,9.7270000000000003,10.56,89.376000000000005,12.0,24.0,0.0,84.0,0.0,360.0,0.0,1700.0,0.0,8414.0,12.0,15.0,18.0,20.0,19.0,13.0,9.0,6.0,3.0,1.0,2.8330000000000002,3.3140000000000001,3.8010000000000002,4.2320000000000002,4.5650000000000004,4.3109999999999999,4.2629999999999999,3.8940000000000001,3.169,2.1509999999999998,35.289000000000001,48.533000000000001,1.375,13.244,23.382999999999999,12.412000000000001
135,C13H24O2,14.0,4.0430000000000001,4.71,5.407,6.0890000000000004,6.7949999999999999,7.4829999999999997,8.1920000000000002,8.8829999999999991,9.5939999999999994,90.194999999999993,15.0,28.0,0.0,84.0,0.0,286.0,0.0,1036.0,0.0,3888.0,14.0,14.0,13.0,12.0,10.0,9.0,8.0,7.0,6.0,5.0,2.8330000000000002,2.8900000000000001,2.8330000000000002,2.7730000000000001,2.5649999999999999,2.4849999999999999,2.3980000000000001,2.3029999999999999,2.1970000000000001,2.0790000000000002,41.735999999999997,45.039000000000001,1.079,3.302,28.652000000000001,15.215999999999999
136,C10H14O3,13.0,4.0430000000000001,4.7960000000000003,5.5720000000000001,6.351,7.1399999999999997,7.9299999999999997,8.7249999999999996,9.5220000000000002,10.321,90.400000000000006,13.0,26.0,0.0,86.0,10.0,332.0,84.0,1390.0,540.0,6126.0,13.0,15.0,17.0,18.0,14.0,13.0,10.0,8.0,6.0,4.0,2.8620000000000001,3.2290000000000001,3.6469999999999998,4.0179999999999998,3.7810000000000001,3.9039999999999999,3.3460000000000001,3.234,3.1080000000000001,2.883,38.843000000000004,49.421999999999997,1.272,10.579000000000001,25.413,13.316000000000001
137,C12H16O3,15.0,4.2050000000000001,4.9489999999999998,5.7199999999999998,6.4820000000000002,7.2530000000000001,8.0190000000000001,8.7910000000000004,9.5589999999999993,10.331,95.308999999999997,15.0,30.0,0.0,102.0,0.0,408.0,0.0,1742.0,0.0,7660.0,15.0,18.0,19.0,18.0,19.0,14.0,14.0,14.0,12.0,10.0,2.996,3.3839999999999999,3.7069999999999999,3.9630000000000001,4.343,3.819,3.883,3.9620000000000002,4.0179999999999998,4.0949999999999998,46.546999999999997,60.817999999999998,1.3069999999999999,14.272,29.366,15.266999999999999
138,C13H16O3,16.0,4.2629999999999999,5.0300000000000002,5.8259999999999996,6.6189999999999998,7.4279999999999999,8.2330000000000005,9.0510000000000002,9.8620000000000001,10.685,98.997,16.0,32.0,0.0,108.0,0.0,440.0,0.0,1980.0,0.0,9432.0,16.0,19.0,22.0,24.0,24.0,19.0,17.0,15.0,12.0,10.0,3.0910000000000002,3.512,3.9460000000000002,4.3289999999999997,4.6550000000000002,4.4720000000000004,4.5110000000000001,4.3799999999999999,4.181,4.242,50.973999999999997,72.430999999999997,1.421,21.457000000000001,31.382000000000001,16.268999999999998
139,C15H26O2,16.0,4.2629999999999999,4.9489999999999998,5.7199999999999998,6.4219999999999997,7.1950000000000003,7.9020000000000001,8.6760000000000002,9.3859999999999992,10.161,97.674000000000007,17.0,32.0,0.0,108.0,0.0,404.0,0.0,1588.0,0.0,6422.0,16.0,19.0,16.0,16.0,13.0,14.0,10.0,10.0,7.0,7.0,2.996,3.3319999999999999,3.258,3.3319999999999999,3.3319999999999999,3.6110000000000002,3.367,3.367,3.2959999999999998,3.4969999999999999,46.015999999999998,56.055,1.218,10.039,32.137999999999998,17.216000000000001
140,C13H26O2,14.0,4.0430000000000001,4.71,5.3979999999999997,6.0800000000000001,6.774,7.4610000000000003,8.1579999999999995,8.8469999999999995,9.5459999999999994,90.016999999999996,15.0,28.0,0.0,84.0,0.0,286.0,0.0,1028.0,0.0,3808.0,14.0,14.0,13.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,2.7730000000000001,2.8330000000000002,2.7730000000000001,2.5649999999999999,2.4849999999999999,2.3980000000000001,2.3029999999999999,2.1970000000000001,2.0790000000000002,1.946,41.944000000000003,43.445999999999998,1.036,1.502,28.655000000000001,15.212
141,C5H10O3,7.0,3.4340000000000002,4.1109999999999998,4.8440000000000003,5.5570000000000004,6.29,7.0129999999999999,7.7450000000000001,8.4719999999999995,9.202,71.667000000000002,8.0,14.0,0.0,46.0,0.0,176.0,0.0,718.0,0.0,3014.0,7.0,8.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.1970000000000001,2.3980000000000001,2.3980000000000001,1.792,1.099,0.0,0.0,0.0,0.0,0.0,17.064,17.882999999999999,1.048,0.81899999999999995,14.496,8.4920000000000009
142,C12H22O2,13.0,3.9700000000000002,4.6349999999999998,5.3330000000000002,6.0190000000000001,6.7249999999999996,7.4199999999999999,8.1310000000000002,8.8300000000000001,9.5440000000000005,87.605999999999995,14.0,26.0,0.0,78.0,0.0,266.0,0.0,966.0,0.0,3646.0,13.0,13.0,12.0,11.0,10.0,8.0,7.0,6.0,5.0,3.0,2.7730000000000001,2.8330000000000002,2.7730000000000001,2.7080000000000002,2.7730000000000001,2.3980000000000001,2.3029999999999999,2.1970000000000001,2.0790000000000002,1.609,37.917999999999999,40.930999999999997,1.079,3.012,26.649999999999999,14.237
143,C16H16O2,19.0,4.4429999999999996,5.2089999999999996,6.0039999999999996,6.7809999999999997,7.5789999999999997,8.359,9.1579999999999995,9.9390000000000001,10.738,105.211,18.0,38.0,0.0,130.0,0.0,530.0,0.0,2322.0,0.0,10508.0,19.0,23.0,26.0,30.0,33.0,25.0,24.0,24.0,22.0,22.0,3.2959999999999998,3.7610000000000001,4.1669999999999998,4.6180000000000003,5.0359999999999996,4.6109999999999998,4.6950000000000003,4.8440000000000003,4.7220000000000004,4.9610000000000003,65.691000000000003,95.697000000000003,1.4570000000000001,30.006,36.406999999999996,18.242999999999999
144,C9H10O3,12.0,4.0430000000000001,4.8440000000000003,5.6799999999999997,6.5090000000000003,7.3470000000000004,8.1809999999999992,9.0190000000000001,9.8539999999999992,10.692,90.168000000000006,12.0,24.0,0.0,88.0,0.0,390.0,0.0,1880.0,0.0,9454.0,12.0,16.0,19.0,20.0,23.0,19.0,10.0,3.0,0.0,0.0,2.8330000000000002,3.3839999999999999,3.8759999999999999,4.2960000000000003,4.7850000000000001,4.7800000000000002,4.4950000000000001,3.169,0.0,0.0,33.396000000000001,43.619,1.306,10.222,23.254000000000001,12.427
145,C6H12O3,8.0,3.5550000000000002,4.2050000000000001,4.9630000000000001,5.6310000000000002,6.399,7.0720000000000001,7.8419999999999996,8.5169999999999995,9.2870000000000008,74.471999999999994,9.0,16.0,0.0,52.0,0.0,190.0,0.0,740.0,0.0,2986.0,8.0,9.0,7.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,2.3029999999999999,2.4849999999999999,2.3029999999999999,2.3980000000000001,1.3859999999999999,1.099,0.0,0.0,0.0,0.0,20.143999999999998,20.972999999999999,1.0409999999999999,0.82899999999999996,16.489999999999998,9.4190000000000005
146,C6H12O3,8.0,3.5550000000000002,4.2050000000000001,4.9630000000000001,5.6310000000000002,6.399,7.0720000000000001,7.8419999999999996,8.5169999999999995,9.2870000000000008,74.471999999999994,9.0,16.0,0.0,52.0,0.0,190.0,0.0,740.0,0.0,2986.0,8.0,9.0,7.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,2.3029999999999999,2.4849999999999999,2.3029999999999999,2.3980000000000001,1.3859999999999999,1.099,0.0,0.0,0.0,0.0,20.143999999999998,20.972999999999999,1.0409999999999999,0.82899999999999996,16.489999999999998,9.4190000000000005
147,C8H14O5,12.0,3.9700000000000002,4.6909999999999998,5.468,6.2169999999999996,7.0,7.7599999999999998,8.5449999999999999,9.3100000000000005,10.095000000000001,88.055999999999997,13.0,24.0,0.0,80.0,0.0,312.0,0.0,1312.0,0.0,5744.0,12.0,14.0,14.0,13.0,10.0,7.0,5.0,2.0,1.0,0.0,2.7080000000000002,2.944,2.996,2.944,2.7730000000000001,2.3029999999999999,2.0790000000000002,1.099,0.69299999999999995,0.0,31.681000000000001,33.539000000000001,1.0589999999999999,1.8580000000000001,24.297999999999998,13.313000000000001
