molID,identifier,"('THREEDMORSE', 'Mor04v')","('TOPOLOGICAL', 'MAXDN')","('THREEDMORSE', 'Mor32m')","('ATOMCENTRED_FRAGMENTS', 'O-057')","('GEOMETRICAL', 'AROM')","('THREEDMORSE', 'Mor25m')","('EIGENVALUE_INDICES', 'SEige')","('ATOMCENTRED_FRAGMENTS', 'C-027')","('GEOMETRICAL', 'DISPm')","('THREEDMORSE', 'Mor08v')","('GETAWAY', 'R1e+')","('THREEDMORSE', 'Mor25e')","('GETAWAY', 'HATS6m')","('EDGE_ADJACENCY_INDICES', 'EEig11r')","('BURDEN_EIGENVALUES_DESCRIPTORS', 'BELm8')","('GEOMETRICAL', 'DISPe')","('WHIM', 'P1s')","('ATOMCENTRED_FRAGMENTS', 'C-040')","('CONSTITUTIONAL', 'nBnz')","('TWOD_AUTOCORRELATIONS', 'GATS1m')","('TOPOLOGICAL_CHARGE_INDICES', 'JGT')","('FUNCTIONAL_GROUP_COUNTS', 'nArOH')","('EDGE_ADJACENCY_INDICES', 'EEig12x')","('ATOMCENTRED_FRAGMENTS', 'N-075')","('FUNCTIONAL_GROUP_COUNTS', 'nRCOOH')","('FUNCTIONAL_GROUP_COUNTS', 'nCp')","('GETAWAY', 'R2p')","('TOPOLOGICAL', 'Jhetm')","('WHIM', 'G1m')","('GEOMETRICAL', 'SPAM')","('CONSTITUTIONAL', 'nDB')","('GETAWAY', 'R2m+')"
318,none,0.23200000000000001,1.726,-0.002,0.0,0.0,-0.042000000000000003,0.49299999999999999,0.0,3.1400000000000001,0.17499999999999999,0.109,0.57299999999999995,0.032000000000000001,0.0,0.34799999999999998,0.091999999999999998,0.93899999999999995,1.0,0.0,0.93799999999999994,0.35899999999999999,0.0,0.0,0.0,0.0,2.0,0.56599999999999995,3.3969999999999998,0.17499999999999999,0.47799999999999998,1.0,0.034000000000000002
319,none,0.31900000000000001,1.74,-0.0040000000000000001,0.0,0.0,-0.0080000000000000002,0.49299999999999999,0.0,2.6629999999999998,0.014,0.13700000000000001,0.61399999999999999,0.037999999999999999,0.0,0.33700000000000002,0.084000000000000005,0.88900000000000001,1.0,0.0,0.93799999999999994,0.505,0.0,0.0,0.0,0.0,3.0,0.60299999999999998,3.6019999999999999,0.17499999999999999,0.45800000000000002,1.0,0.036999999999999998
320,none,0.312,1.756,-0.001,0.0,0.0,-0.0070000000000000001,0.49299999999999999,0.0,5.3170000000000002,-0.074999999999999997,0.13700000000000001,0.73299999999999998,0.040000000000000001,0.0,0.23499999999999999,0.151,0.88600000000000001,1.0,0.0,0.93799999999999994,0.46899999999999997,0.0,0.0,0.0,0.0,3.0,0.60199999999999998,3.6070000000000002,0.17499999999999999,0.46800000000000003,1.0,0.041000000000000002
321,none,0.43099999999999999,1.77,-0.010999999999999999,0.0,0.0,0.025000000000000001,0.49299999999999999,0.0,4.7210000000000001,-0.20399999999999999,0.109,0.81200000000000006,0.051999999999999998,0.0,0.23400000000000001,0.13100000000000001,0.81399999999999995,1.0,0.0,0.93799999999999994,0.58699999999999997,0.0,0.0,0.0,0.0,4.0,0.63100000000000001,3.8340000000000001,0.17499999999999999,0.42599999999999999,1.0,0.040000000000000001
322,none,0.747,3.2320000000000002,-0.028000000000000001,0.0,0.0,0.037999999999999999,0.98599999999999999,0.0,4.4050000000000002,-0.34599999999999997,0.124,0.80800000000000005,0.067000000000000004,-0.36499999999999999,0.67300000000000004,0.124,0.86399999999999999,1.0,0.0,0.85199999999999998,0.60299999999999998,0.0,-0.47799999999999998,0.0,0.0,3.0,0.63300000000000001,4.5469999999999997,0.16300000000000001,0.45700000000000002,2.0,0.055
323,none,0.23200000000000001,1.9510000000000001,-0.151,0.0,0.98199999999999998,0.35599999999999998,0.49299999999999999,0.0,10.449,-0.39600000000000002,0.16800000000000001,1.1830000000000001,0.043999999999999997,0.0,0.54800000000000004,0.111,0.91300000000000003,1.0,1.0,0.80800000000000005,0.40600000000000003,0.0,-0.039,0.0,0.0,2.0,0.73099999999999998,2.581,0.16800000000000001,0.46600000000000003,2.0,0.036999999999999998
324,none,-0.11899999999999999,1.518,0.014999999999999999,0.0,0.0,-0.0060000000000000001,0.49299999999999999,0.0,13.342000000000001,0.14299999999999999,0.20699999999999999,0.38700000000000001,0.058000000000000003,0.0,0.0,0.46500000000000002,0.98099999999999998,1.0,0.0,1.05,0.21299999999999999,0.0,0.0,0.0,0.0,1.0,0.46000000000000002,2.9100000000000001,0.19700000000000001,0.52000000000000002,1.0,0.128
325,none,-0.053999999999999999,1.528,0.0089999999999999993,0.0,0.0,0.01,0.49299999999999999,0.0,12.361000000000001,0.025000000000000001,0.221,0.443,0.047,0.0,0.0,0.42099999999999999,0.92400000000000004,1.0,0.0,1.05,0.44,0.0,0.0,0.0,0.0,2.0,0.48999999999999999,3.234,0.19700000000000001,0.46600000000000003,1.0,0.11700000000000001
326,none,0.53400000000000003,1.6970000000000001,-0.017000000000000001,0.0,0.0,-0.10100000000000001,0.49299999999999999,0.0,1.956,0.070999999999999994,0.094,0.55300000000000005,0.031,-1.002,0.58899999999999997,0.065000000000000002,0.96299999999999997,1.0,0.0,0.90000000000000002,0.314,0.0,0.0,0.0,0.0,2.0,0.59699999999999998,3.3610000000000002,0.16700000000000001,0.47099999999999997,1.0,0.021999999999999999
327,none,0.61399999999999999,1.7110000000000001,-0.021999999999999999,0.0,0.0,-0.060999999999999999,0.49299999999999999,0.0,2.798,-0.010999999999999999,0.125,0.66700000000000004,0.031,-1.002,0.56200000000000006,0.087999999999999995,0.93700000000000006,1.0,0.0,0.90000000000000002,0.44800000000000001,0.0,0.0,0.0,0.0,3.0,0.629,3.4980000000000002,0.16700000000000001,0.46400000000000002,1.0,0.035000000000000003
328,none,0.17100000000000001,2.3220000000000001,-0.058000000000000003,0.0,0.0,-0.025000000000000001,0.73999999999999999,0.0,12.949999999999999,-0.089999999999999997,0.19500000000000001,0.42899999999999999,0.056000000000000001,0.0,0.21099999999999999,0.48499999999999999,0.90400000000000003,1.0,0.0,0.95199999999999996,0.46899999999999997,0.0,0.0,0.0,0.0,2.0,0.57099999999999995,3.661,0.20399999999999999,0.48899999999999999,1.0,0.068000000000000005
329,none,1.179,1.675,0.035000000000000003,0.0,0.0,-0.24199999999999999,0.49299999999999999,0.0,8.5020000000000007,0.012,0.065000000000000002,0.71899999999999997,0.016,0.316,1.054,0.27300000000000002,0.98899999999999999,1.0,0.0,0.84399999999999997,0.20399999999999999,0.0,0.0,0.0,0.0,2.0,0.64100000000000001,3.1890000000000001,0.151,0.47099999999999997,1.0,0.025000000000000001
330,none,0.22,1.9319999999999999,0.0040000000000000001,0.0,0.0,-0.089999999999999997,0.73999999999999999,0.0,6.9340000000000002,0.095000000000000001,0.111,0.49399999999999999,0.033000000000000002,-1.0009999999999999,0.35299999999999998,0.20699999999999999,0.93799999999999994,1.0,0.0,0.88900000000000001,0.44800000000000001,0.0,0.0,0.0,0.0,2.0,0.56699999999999995,3.5800000000000001,0.17199999999999999,0.49399999999999999,2.0,0.066000000000000003
331,none,0.029999999999999999,1.8009999999999999,-0.17599999999999999,0.0,1.0,0.33100000000000002,0.49299999999999999,0.0,10.898,-0.375,0.129,1.0640000000000001,0.034000000000000002,-0.29099999999999998,0.58399999999999996,0.079000000000000001,0.93700000000000006,1.0,1.0,0.81299999999999994,0.31900000000000001,0.0,-0.5,0.0,0.0,1.0,0.77900000000000003,2.444,0.16900000000000001,0.48899999999999999,1.0,0.042000000000000003
332,none,0.055,1.8149999999999999,-0.186,0.0,1.0,0.34699999999999998,0.49299999999999999,0.0,10.082000000000001,-0.51400000000000001,0.13200000000000001,1.107,0.036999999999999998,-0.042000000000000003,0.41699999999999998,0.060999999999999999,0.91200000000000003,1.0,1.0,0.81299999999999994,0.42699999999999999,0.0,-0.5,0.0,0.0,2.0,0.76900000000000002,2.528,0.16900000000000001,0.45200000000000001,1.0,0.040000000000000001
333,none,0.124,1.7609999999999999,0.0070000000000000001,0.0,0.0,-0.0060000000000000001,0.49299999999999999,0.0,6.0110000000000001,0.13,0.112,0.54700000000000004,0.037999999999999999,0.0,0.0,0.192,0.93700000000000006,1.0,0.0,0.96399999999999997,0.38,0.0,0.0,0.0,0.0,2.0,0.54500000000000004,3.3570000000000002,0.18099999999999999,0.48499999999999999,1.0,0.052999999999999999
334,none,1.944,1.6679999999999999,0.105,0.0,0.0,-0.38600000000000001,0.49299999999999999,0.0,12.06,-0.105,0.050000000000000003,0.94699999999999995,0.012999999999999999,1.22,1.3899999999999999,0.374,0.995,1.0,0.0,0.81799999999999995,0.14699999999999999,0.0,0.91600000000000004,0.0,0.0,2.0,0.66700000000000004,3.1190000000000002,0.14099999999999999,0.46899999999999997,1.0,0.025000000000000001
335,none,0.29099999999999998,0.154,-0.0089999999999999993,0.0,0.0,-0.14099999999999999,0.070999999999999994,0.0,2.806,0.104,0.10100000000000001,0.59199999999999997,0.017000000000000001,0.0,0.56599999999999995,0.016,0.98199999999999998,0.0,0.0,1.125,0.17399999999999999,0.0,0.0,0.0,0.0,2.0,0.66100000000000003,3.379,1.0,0.47499999999999998,0.0,0.031
336,none,0.78100000000000003,1.6899999999999999,0.048000000000000001,0.0,0.0,-0.186,0.49299999999999999,0.0,2.6709999999999998,0.040000000000000001,0.094,0.56899999999999995,0.017999999999999999,0.025000000000000001,0.93200000000000005,0.20599999999999999,0.98599999999999999,1.0,0.0,0.84999999999999998,0.219,0.0,-0.12,0.0,0.0,1.0,0.63400000000000001,3.234,0.16500000000000001,0.47699999999999998,2.0,0.025000000000000001
337,none,0.34899999999999998,1.708,-0.012,0.0,0.0,-0.068000000000000005,0.49299999999999999,0.0,1.218,0.153,0.097000000000000003,0.57899999999999996,0.028000000000000001,0.0,0.57199999999999995,0.048000000000000001,0.95499999999999996,1.0,0.0,0.91700000000000004,0.33500000000000002,0.0,0.0,0.0,0.0,2.0,0.58399999999999996,3.3900000000000001,0.17100000000000001,0.47299999999999998,1.0,0.027
338,none,0.42899999999999999,1.728,-0.012999999999999999,0.0,0.0,-0.070000000000000007,0.49299999999999999,0.0,2.387,0.081000000000000003,0.127,0.74099999999999999,0.028000000000000001,0.0,0.45500000000000002,0.055,0.92800000000000005,1.0,0.0,0.91700000000000004,0.47199999999999998,0.0,0.0,0.0,0.0,3.0,0.62,3.556,0.17100000000000001,0.46500000000000002,1.0,0.035999999999999997
339,none,0.19400000000000001,1.774,0.0040000000000000001,0.0,0.0,0.023,0.49299999999999999,0.0,5.2510000000000003,0.029999999999999999,0.14199999999999999,0.59999999999999998,0.049000000000000002,0.0,0.0,0.16600000000000001,0.872,1.0,0.0,0.96399999999999997,0.53300000000000003,0.0,0.0,0.0,0.0,3.0,0.57899999999999996,3.6059999999999999,0.20699999999999999,0.45300000000000001,1.0,0.048000000000000001
340,none,-0.16900000000000001,1.1299999999999999,-0.0030000000000000001,0.0,0.0,-0.066000000000000003,0.247,0.0,7.8940000000000001,-0.055,0.246,0.23300000000000001,0.0,0.0,0.0,0.23499999999999999,0.81100000000000005,0.0,0.0,0.625,0.48599999999999999,0.0,0.0,0.0,0.0,2.0,0.51800000000000002,2.9100000000000001,0.21299999999999999,0.442,1.0,0.055
341,none,0.69699999999999995,2.0779999999999998,0.070999999999999994,0.0,0.0,-0.014999999999999999,1.48,0.0,5.6959999999999997,-0.16,0.106,0.67400000000000004,0.028000000000000001,0.46800000000000003,1.097,0.19900000000000001,0.75600000000000001,3.0,0.0,1.05,0.44600000000000001,0.0,0.65900000000000003,0.0,0.0,3.0,0.68899999999999995,4.9390000000000001,0.153,0.42699999999999999,3.0,0.025999999999999999
342,none,0.111,0.77500000000000002,-0.043999999999999997,0.0,0.0,-0.0060000000000000001,0.0,0.0,2.3530000000000002,-1.2150000000000001,0.14399999999999999,0.629,0.002,-1.0,0.371,0.016,0.46400000000000002,0.0,0.0,0.0,0.66000000000000003,0.0,0.0,0.0,0.0,2.0,0.82899999999999996,2.3370000000000002,0.19800000000000001,0.34899999999999998,1.0,0.034000000000000002
343,none,0.496,1.2250000000000001,-0.17399999999999999,0.0,0.0,-0.0089999999999999993,0.247,0.0,7.3170000000000002,-0.56999999999999995,0.11799999999999999,0.376,0.0,-0.81000000000000005,0.33400000000000002,0.20899999999999999,0.56399999999999995,0.0,0.0,0.45800000000000002,0.69699999999999995,0.0,-1.0,0.0,0.0,3.0,0.81399999999999995,2.4950000000000001,0.215,0.34300000000000003,1.0,0.064000000000000001
344,none,0.191,0.76400000000000001,-0.24199999999999999,0.0,0.995,0.30599999999999999,0.247,0.0,3.4900000000000002,-0.28000000000000003,0.14299999999999999,0.90300000000000002,0.060999999999999999,-0.74399999999999999,0.67000000000000004,0.082000000000000003,0.70199999999999996,0.0,1.0,1.0,0.50700000000000001,0.0,-0.56799999999999995,0.0,0.0,4.0,0.623,3.149,0.16800000000000001,0.40500000000000003,0.0,0.047
345,none,0.35299999999999998,1.647,0.14299999999999999,0.0,0.0,0.087999999999999995,0.247,0.0,4.4950000000000001,-0.41099999999999998,0.14299999999999999,0.97699999999999998,0.045999999999999999,-1.0,0.55800000000000005,0.188,0.81899999999999995,0.0,0.0,0.5,0.69599999999999995,0.0,0.0,0.0,0.0,2.0,0.76700000000000002,2.4540000000000002,0.17100000000000001,0.39200000000000002,1.0,0.047
346,none,0.55600000000000005,1.494,0.073999999999999996,0.0,0.0,-0.127,0.247,0.0,2.3759999999999999,-0.35999999999999999,0.17799999999999999,0.38300000000000001,0.034000000000000002,-1.0,0.42399999999999999,0.16,0.75900000000000001,0.0,0.0,0.5,0.56899999999999995,0.0,0.0,0.0,0.0,2.0,0.63,2.698,0.22600000000000001,0.40300000000000002,2.0,0.035000000000000003
347,none,0.317,1.8700000000000001,0.082000000000000003,0.0,0.0,-0.075999999999999998,0.49299999999999999,0.0,5.0869999999999997,-0.28699999999999998,0.13800000000000001,0.48299999999999998,0.075999999999999998,-0.245,0.56399999999999995,0.248,0.79000000000000004,1.0,0.0,0.81299999999999994,0.56000000000000005,0.0,-0.69199999999999995,0.0,0.0,3.0,0.65100000000000002,2.8570000000000002,0.184,0.40300000000000002,3.0,0.064000000000000001
348,none,0.44400000000000001,1.782,0.083000000000000004,0.0,0.0,-0.074999999999999997,0.49299999999999999,0.0,2.3919999999999999,-0.27300000000000002,0.13700000000000001,0.58899999999999997,0.066000000000000003,-0.23999999999999999,0.88100000000000001,0.17299999999999999,0.81599999999999995,1.0,0.0,0.80800000000000005,0.54600000000000004,0.0,-0.31,0.0,0.0,3.0,0.68700000000000006,2.839,0.17899999999999999,0.41499999999999998,3.0,0.042999999999999997
349,none,-0.871,0.68200000000000005,-0.012,0.0,0.0,-0.33300000000000002,0.0,0.0,2.633,-1.149,0.099000000000000005,0.55400000000000005,0.063,-0.192,0.94799999999999995,0.017000000000000001,0.60299999999999998,0.0,0.0,0.0,0.59499999999999997,0.0,-0.18099999999999999,0.0,0.0,3.0,0.84699999999999998,2.1200000000000001,0.185,0.34899999999999998,2.0,0.028000000000000001
350,none,-0.309,2.589,-0.17699999999999999,1.0,0.98199999999999998,0.309,0.49299999999999999,0.0,6.2389999999999999,-0.35699999999999998,0.375,0.60899999999999999,0.19,-1.0,0.22900000000000001,0.47599999999999998,0.89900000000000002,1.0,1.0,0.55600000000000005,0.36899999999999999,0.0,0.0,0.0,1.0,0.0,0.62,2.7799999999999998,0.191,0.5,2.0,0.189
351,none,-0.22,1.919,-0.13800000000000001,0.0,0.98699999999999999,0.28199999999999997,0.49299999999999999,0.0,1.8839999999999999,-0.27000000000000002,0.20100000000000001,0.52500000000000002,0.039,-0.65100000000000002,0.311,0.378,0.93200000000000005,1.0,1.0,0.81799999999999995,0.32300000000000001,0.0,-0.5,0.0,0.0,1.0,0.66600000000000004,2.5379999999999998,0.17699999999999999,0.49199999999999999,2.0,0.075999999999999998
352,none,-0.32300000000000001,1.3939999999999999,-0.13500000000000001,0.0,0.98699999999999999,0.29899999999999999,0.247,0.0,1.742,-0.29799999999999999,0.441,0.505,0.115,0.0,0.28699999999999998,0.20000000000000001,0.89800000000000002,0.0,1.0,0.5,0.252,0.0,0.0,0.0,0.0,1.0,0.56200000000000006,2.714,0.188,0.5,1.0,0.052999999999999999
353,none,0.112,1.796,-0.11799999999999999,0.0,0.98699999999999999,0.30299999999999999,0.49299999999999999,0.0,7.0579999999999998,-0.22500000000000001,0.13200000000000001,0.748,0.033000000000000002,-0.0050000000000000001,0.70099999999999996,0.125,0.93899999999999995,1.0,1.0,0.80800000000000005,0.29099999999999998,0.0,-0.28399999999999997,0.0,0.0,1.0,0.74199999999999999,2.4289999999999998,0.16800000000000001,0.49399999999999999,2.0,0.039
354,none,0.20999999999999999,1.8260000000000001,-0.11700000000000001,0.0,0.98699999999999999,0.33000000000000002,0.49299999999999999,0.0,6.0469999999999997,-0.48299999999999998,0.107,0.95099999999999996,0.029999999999999999,0.0,0.72599999999999998,0.14699999999999999,0.92200000000000004,1.0,1.0,0.80800000000000005,0.379,0.0,-0.17999999999999999,0.0,0.0,2.0,0.75800000000000001,2.5030000000000001,0.16800000000000001,0.45700000000000002,2.0,0.043999999999999997
355,none,-0.01,2.008,-0.32900000000000001,0.0,0.98399999999999999,0.60999999999999999,0.49299999999999999,0.0,2.0939999999999999,-0.68700000000000006,0.127,1.3069999999999999,0.057000000000000002,0.51200000000000001,0.93999999999999995,0.124,0.92900000000000005,1.0,2.0,0.754,0.25600000000000001,0.0,0.81799999999999995,0.0,0.0,0.0,0.88700000000000001,1.875,0.17699999999999999,0.47899999999999998,3.0,0.042000000000000003
356,none,-0.26900000000000002,1.5600000000000001,-0.14299999999999999,0.0,0.98699999999999999,0.32600000000000001,0.49299999999999999,0.0,6.1820000000000004,-0.182,0.29999999999999999,0.625,0.082000000000000003,-0.95999999999999996,0.29399999999999998,0.47299999999999998,0.93700000000000006,1.0,1.0,0.82499999999999996,0.21199999999999999,0.0,-0.68999999999999995,0.0,0.0,0.0,0.59299999999999997,2.5600000000000001,0.183,0.49099999999999999,2.0,0.183
357,none,0.0050000000000000001,1.831,-0.115,0.0,0.98699999999999999,0.32900000000000001,0.49299999999999999,0.0,3.3719999999999999,-0.31,0.129,0.70499999999999996,0.032000000000000001,-0.34699999999999998,0.35999999999999999,0.23499999999999999,0.94099999999999995,1.0,1.0,0.81299999999999994,0.315,0.0,-0.439,0.0,0.0,1.0,0.72099999999999997,2.4900000000000002,0.17199999999999999,0.49199999999999999,2.0,0.051999999999999998
358,none,0.29799999999999999,1.798,-0.127,0.0,0.98699999999999999,0.26400000000000001,0.49299999999999999,0.0,9.6020000000000003,-0.32500000000000001,0.13100000000000001,0.92200000000000004,0.021999999999999999,0.0,0.77700000000000002,0.063,0.94299999999999995,1.0,1.0,0.80400000000000005,0.371,0.0,0.0,0.0,0.0,2.0,0.76600000000000001,2.4249999999999998,0.16400000000000001,0.46000000000000002,2.0,0.036999999999999998
359,none,-0.33600000000000002,1.155,0.13600000000000001,0.0,0.0,-0.081000000000000003,0.247,0.0,10.367000000000001,-0.106,0.188,0.40000000000000002,0.053999999999999999,0.0,0.51400000000000001,0.28499999999999998,0.82699999999999996,0.0,0.0,0.55000000000000004,0.47799999999999998,0.0,0.0,0.0,0.0,3.0,0.61499999999999999,3.6469999999999998,0.17399999999999999,0.432,3.0,0.070000000000000007
360,none,0.081000000000000003,1.512,0.153,0.0,0.0,0.060999999999999999,0.49299999999999999,0.0,1.532,-0.073999999999999996,0.11799999999999999,0.74399999999999999,0.068000000000000005,-0.21199999999999999,0.93899999999999995,0.17199999999999999,0.82499999999999996,0.0,0.0,1.143,0.45800000000000002,0.0,0.0,0.0,0.0,5.0,0.63600000000000001,4.3739999999999997,0.16900000000000001,0.40699999999999997,2.0,0.035000000000000003
361,none,-0.193,1.54,0.129,0.0,0.0,-0.052999999999999999,0.49299999999999999,0.0,5.9820000000000002,-0.26600000000000001,0.14000000000000001,0.127,0.051999999999999998,-0.67700000000000005,0.91400000000000003,0.247,0.73999999999999999,0.0,0.0,1.167,0.50800000000000001,0.0,-0.61799999999999999,0.0,0.0,3.0,0.60499999999999998,4.133,0.16200000000000001,0.40000000000000002,2.0,0.050000000000000003
362,none,0.54000000000000004,1.8460000000000001,0.014999999999999999,0.0,0.0,-0.11899999999999999,0.49299999999999999,0.0,10.907,-0.042000000000000003,0.115,0.79300000000000004,0.055,-0.39100000000000001,0.78700000000000003,0.432,0.94099999999999995,1.0,0.0,0.875,0.51300000000000001,0.0,-0.69399999999999995,0.0,0.0,4.0,0.60199999999999998,3.5939999999999999,0.16200000000000001,0.439,2.0,0.058999999999999997
363,none,0.83199999999999996,1.7230000000000001,0.024,0.0,0.0,-0.14399999999999999,0.49299999999999999,0.0,5.6399999999999997,-0.040000000000000001,0.111,0.91600000000000004,0.037999999999999999,-0.217,0.96299999999999997,0.26400000000000001,0.95199999999999996,1.0,0.0,0.85699999999999998,0.46300000000000002,0.0,-0.11899999999999999,0.0,0.0,4.0,0.65700000000000003,3.6749999999999998,0.156,0.44600000000000001,2.0,0.033000000000000002
364,none,0.876,1.7529999999999999,0.039,0.0,0.0,-0.086999999999999994,0.49299999999999999,0.0,5.9249999999999998,-0.33800000000000002,0.097000000000000003,1.1439999999999999,0.037999999999999999,-0.19900000000000001,0.97599999999999998,0.26700000000000002,0.93999999999999995,1.0,0.0,0.85699999999999998,0.53600000000000003,0.0,0.0,0.0,0.0,5.0,0.66600000000000004,3.7639999999999998,0.16900000000000001,0.42999999999999999,2.0,0.033000000000000002
365,none,0.624,1.758,0.027,0.0,0.0,-0.111,0.49299999999999999,0.0,8.1400000000000006,-0.057000000000000002,0.113,0.80700000000000005,0.043999999999999997,-0.29199999999999998,0.94299999999999995,0.34200000000000003,0.94799999999999995,1.0,0.0,0.86499999999999999,0.48899999999999999,0.0,-0.42599999999999999,0.0,0.0,4.0,0.64000000000000001,3.6509999999999998,0.17299999999999999,0.442,2.0,0.040000000000000001
366,none,0.86099999999999999,1.7050000000000001,0.041000000000000002,0.0,0.0,-0.14299999999999999,0.49299999999999999,0.0,3.4089999999999998,-0.084000000000000005,0.108,0.93000000000000005,0.034000000000000002,0.0,0.99299999999999999,0.191,0.95899999999999996,1.0,0.0,0.84999999999999998,0.436,0.0,0.0,0.0,0.0,4.0,0.67100000000000004,3.6779999999999999,0.154,0.45000000000000001,2.0,0.033000000000000002
367,none,0.042000000000000003,1.135,-0.13500000000000001,0.0,0.98299999999999998,0.14199999999999999,0.247,0.0,11.336,-0.318,0.16200000000000001,0.68999999999999995,0.043999999999999997,-1.0,0.311,0.30499999999999999,0.89300000000000002,0.0,1.0,0.5,0.51600000000000001,0.0,0.0,0.0,0.0,2.0,0.63900000000000001,2.931,0.18099999999999999,0.438,1.0,0.050000000000000003
368,none,0.22600000000000001,2.2989999999999999,0.01,1.0,0.0,-0.098000000000000004,0.49299999999999999,0.0,11.074,-0.36499999999999999,0.23499999999999999,0.64800000000000002,0.055,0.0,0.34699999999999998,0.44700000000000001,0.85699999999999998,1.0,0.0,0.56299999999999994,0.39400000000000002,0.0,0.0,0.0,1.0,0.0,0.71499999999999997,2.2389999999999999,0.17899999999999999,0.41799999999999998,1.0,0.12
369,none,0.434,1.8140000000000001,0.048000000000000001,0.0,0.0,-0.089999999999999997,0.49299999999999999,0.0,7.4370000000000003,-0.28899999999999998,0.112,1.1000000000000001,0.049000000000000002,-0.98399999999999999,0.55900000000000005,0.28899999999999998,0.91100000000000003,1.0,0.0,0.82499999999999996,0.34399999999999997,0.0,-1.0,0.0,0.0,1.0,0.71899999999999997,2.1589999999999998,0.16900000000000001,0.42999999999999999,1.0,0.067000000000000004
370,none,-0.0060000000000000001,1.7989999999999999,0.017000000000000001,0.0,0.0,0.058000000000000003,0.49299999999999999,0.0,6.7110000000000003,-0.27000000000000002,0.13200000000000001,0.86799999999999999,0.050999999999999997,0.0,0.32300000000000001,0.26600000000000001,0.82599999999999996,1.0,0.0,0.84399999999999997,0.39400000000000002,0.0,0.0,0.0,0.0,1.0,0.68100000000000005,2.4430000000000001,0.17899999999999999,0.42599999999999999,1.0,0.080000000000000002
371,none,0.29899999999999999,1.6759999999999999,0.010999999999999999,0.0,0.0,0.036999999999999998,0.49299999999999999,0.0,1.0449999999999999,-0.26900000000000002,0.104,1.0760000000000001,0.042999999999999997,-1.0,0.60799999999999998,0.083000000000000004,0.89400000000000002,1.0,0.0,0.82499999999999996,0.35899999999999999,0.0,-1.0,0.0,0.0,1.0,0.747,2.3799999999999999,0.16900000000000001,0.44500000000000001,1.0,0.033000000000000002
372,none,0.051999999999999998,1.7110000000000001,0.02,0.0,0.0,0.080000000000000002,0.49299999999999999,0.0,3.5289999999999999,-0.29399999999999998,0.11700000000000001,1.0329999999999999,0.050999999999999997,-1.0,0.47199999999999998,0.16300000000000001,0.86299999999999999,1.0,0.0,0.83299999999999996,0.38200000000000001,0.0,0.0,0.0,0.0,1.0,0.72399999999999998,2.4329999999999998,0.17399999999999999,0.44,1.0,0.043999999999999997
373,none,0.42499999999999999,1.679,0.012,0.0,0.0,0.012,0.49299999999999999,0.0,0.69699999999999995,-0.41399999999999998,0.112,1.2150000000000001,0.041000000000000002,-0.622,0.63500000000000001,0.029999999999999999,0.88800000000000001,1.0,0.0,0.81799999999999995,0.443,0.0,-0.90500000000000003,0.0,0.0,2.0,0.78000000000000003,2.399,0.16500000000000001,0.41399999999999998,1.0,0.034000000000000002
374,none,0.22600000000000001,1.671,0.0050000000000000001,0.0,0.0,-0.089999999999999997,0.49299999999999999,0.0,13.99,-0.30299999999999999,0.20999999999999999,0.59999999999999998,0.040000000000000001,-0.82199999999999995,0.53400000000000003,0.41999999999999998,0.91200000000000003,1.0,0.0,0.82499999999999996,0.36499999999999999,0.0,-0.95999999999999996,0.0,0.0,1.0,0.70299999999999996,2.0680000000000001,0.16900000000000001,0.47499999999999998,1.0,0.11600000000000001
375,none,-0.17499999999999999,1.663,0.035999999999999997,0.0,0.0,-0.121,0.49299999999999999,0.0,5.3710000000000004,-0.090999999999999998,0.114,0.69399999999999995,0.045999999999999999,-0.92600000000000005,0.57299999999999995,0.161,0.56100000000000005,1.0,0.0,0.82499999999999996,0.33200000000000002,0.0,-0.92700000000000005,0.0,0.0,1.0,0.81499999999999995,2.5569999999999999,0.16900000000000001,0.39000000000000001,1.0,0.069000000000000006
376,none,0.25700000000000001,1.161,0.068000000000000005,0.0,0.0,-0.125,0.247,0.0,15.393000000000001,-0.037999999999999999,0.16200000000000001,0.315,0.028000000000000001,0.0,0.57899999999999996,0.35499999999999998,0.97999999999999998,0.0,0.0,0.55000000000000004,0.14499999999999999,0.0,0.0,0.0,0.0,1.0,0.61199999999999999,2.9119999999999999,0.17100000000000001,0.48999999999999999,2.0,0.067000000000000004
377,none,0.68500000000000005,1.8260000000000001,0.039,0.0,0.0,-0.18099999999999999,0.49299999999999999,0.0,15.398,0.012,0.097000000000000003,0.48999999999999999,0.014999999999999999,-0.55500000000000005,0.755,0.48499999999999999,0.98399999999999999,1.0,0.0,0.875,0.24399999999999999,0.0,-0.78100000000000003,0.0,0.0,2.0,0.58299999999999996,3.016,0.16,0.48199999999999998,1.0,0.055
378,none,0.91000000000000003,1.7030000000000001,0.045999999999999999,0.0,0.0,-0.19500000000000001,0.49299999999999999,0.0,10.545,0.025999999999999999,0.075999999999999998,0.68200000000000005,0.012,-0.14399999999999999,0.92600000000000005,0.32500000000000001,0.98599999999999999,1.0,0.0,0.85699999999999998,0.22600000000000001,0.0,-0.39500000000000002,0.0,0.0,2.0,0.627,3.1659999999999999,0.155,0.47499999999999998,1.0,0.031
