molid,identifiere,X0,X1,X2,X3,X4,X5,X0A,X1A,X2A,X3A,X4A,X5A,X0v,X1v,X2v,X3v,X4v,X5v,X0Av,X1Av,X2Av,X3Av,X4Av,X5Av,X0sol,X1sol,X2sol,X3sol,X4sol,X5sol,XMOD,RDCHI,RDSQ
27,C8H11N,6.5270000000000001,4.4320000000000004,3.2930000000000001,2.4220000000000002,1.8839999999999999,1.3089999999999999,0.72499999999999998,0.49199999999999999,0.32900000000000001,0.22,0.157,0.109,5.3780000000000001,3.1720000000000002,2.024,1.276,0.81100000000000005,0.46300000000000002,0.59799999999999998,0.35199999999999998,0.20200000000000001,0.11600000000000001,0.068000000000000005,0.039,6.5270000000000001,4.4320000000000004,3.2930000000000001,2.4220000000000002,1.8839999999999999,1.3089999999999999,26.945,2.1339999999999999,38.405000000000001
28,C10H18O,8.2680000000000007,5.2530000000000001,4.3109999999999999,3.5529999999999999,2.4929999999999999,1.629,0.752,0.47799999999999998,0.308,0.20899999999999999,0.13900000000000001,0.096000000000000002,7.5979999999999999,4.7809999999999997,3.7040000000000002,2.9329999999999998,1.8959999999999999,1.2609999999999999,0.69099999999999995,0.435,0.26500000000000001,0.17299999999999999,0.105,0.073999999999999996,8.2680000000000007,5.2530000000000001,4.3109999999999999,3.5529999999999999,2.4929999999999999,1.629,32.097000000000001,2.2090000000000001,55.527999999999999
29,C10H18O,8.2680000000000007,5.2530000000000001,4.3109999999999999,3.5529999999999999,2.4929999999999999,1.629,0.752,0.47799999999999998,0.308,0.20899999999999999,0.13900000000000001,0.096000000000000002,7.5979999999999999,4.7809999999999997,3.7040000000000002,2.9329999999999998,1.8959999999999999,1.2609999999999999,0.69099999999999995,0.435,0.26500000000000001,0.17299999999999999,0.105,0.073999999999999996,8.2680000000000007,5.2530000000000001,4.3109999999999999,3.5529999999999999,2.4929999999999999,1.629,32.097000000000001,2.2090000000000001,55.527999999999999
30,C10H18O,8.2680000000000007,5.2530000000000001,4.3109999999999999,3.5529999999999999,2.4929999999999999,1.629,0.752,0.47799999999999998,0.308,0.20899999999999999,0.13900000000000001,0.096000000000000002,7.5979999999999999,4.7809999999999997,3.7040000000000002,2.9329999999999998,1.8959999999999999,1.2609999999999999,0.69099999999999995,0.435,0.26500000000000001,0.17299999999999999,0.105,0.073999999999999996,8.2680000000000007,5.2530000000000001,4.3109999999999999,3.5529999999999999,2.4929999999999999,1.629,32.097000000000001,2.2090000000000001,55.527999999999999
31,C10H18O,8.2680000000000007,5.2530000000000001,4.3109999999999999,3.5529999999999999,2.4929999999999999,1.629,0.752,0.47799999999999998,0.308,0.20899999999999999,0.13900000000000001,0.096000000000000002,7.5979999999999999,4.7809999999999997,3.7040000000000002,2.9329999999999998,1.8959999999999999,1.2609999999999999,0.69099999999999995,0.435,0.26500000000000001,0.17299999999999999,0.105,0.073999999999999996,8.2680000000000007,5.2530000000000001,4.3109999999999999,3.5529999999999999,2.4929999999999999,1.629,32.097000000000001,2.2090000000000001,55.527999999999999
32,C10H18O,8.4830000000000005,5.016,5.234,3.2240000000000002,2.6030000000000002,1.4490000000000001,0.77100000000000002,0.45600000000000002,0.32700000000000001,0.19,0.13700000000000001,0.090999999999999998,7.8140000000000001,4.5430000000000001,4.6310000000000002,2.6000000000000001,1.899,1.1719999999999999,0.70999999999999996,0.41299999999999998,0.28899999999999998,0.153,0.10000000000000001,0.072999999999999995,8.4830000000000005,5.016,5.234,3.2240000000000002,2.6030000000000002,1.4490000000000001,30.672000000000001,2.117,57.707000000000001
33,C10H18O,8.4830000000000005,5.016,5.234,3.2240000000000002,2.6030000000000002,1.4490000000000001,0.77100000000000002,0.45600000000000002,0.32700000000000001,0.19,0.13700000000000001,0.090999999999999998,7.8140000000000001,4.5430000000000001,4.6310000000000002,2.6000000000000001,1.899,1.1719999999999999,0.70999999999999996,0.41299999999999998,0.28899999999999998,0.153,0.10000000000000001,0.072999999999999995,8.4830000000000005,5.016,5.234,3.2240000000000002,2.6030000000000002,1.4490000000000001,30.672000000000001,2.117,57.707000000000001
34,C7H5Cl3O,8.4309999999999992,5.1470000000000002,4.6029999999999998,3.4820000000000002,3.081,1.361,0.76600000000000001,0.46800000000000003,0.307,0.193,0.14699999999999999,0.075999999999999998,7.9649999999999999,3.968,3.1539999999999999,1.9470000000000001,1.6950000000000001,0.54300000000000004,0.72399999999999998,0.36099999999999999,0.20999999999999999,0.108,0.081000000000000003,0.029999999999999999,9.9309999999999992,6.0129999999999999,5.7530000000000001,4.3810000000000002,4.585,1.7110000000000001,41.524000000000001,2.1400000000000001,57.213999999999999
35,C8H8O2,7.5599999999999996,4.7149999999999999,4.1699999999999999,3.0339999999999998,2.335,1.3420000000000001,0.75600000000000001,0.47199999999999998,0.32100000000000001,0.20200000000000001,0.14599999999999999,0.096000000000000002,5.665,3.0049999999999999,2.073,1.2829999999999999,0.77100000000000002,0.39100000000000001,0.56599999999999995,0.30099999999999999,0.159,0.085999999999999993,0.048000000000000001,0.028000000000000001,7.5599999999999996,4.7149999999999999,4.1699999999999999,3.0339999999999998,2.335,1.3420000000000001,29.446000000000002,2.0899999999999999,48.305999999999997
36,C9H10O,7.5599999999999996,4.7149999999999999,4.1699999999999999,3.0339999999999998,2.335,1.3420000000000001,0.75600000000000001,0.47199999999999998,0.32100000000000001,0.20200000000000001,0.14599999999999999,0.096000000000000002,6.218,3.2810000000000001,2.371,1.524,0.96799999999999997,0.44900000000000001,0.622,0.32800000000000001,0.182,0.10199999999999999,0.059999999999999998,0.032000000000000001,7.5599999999999996,4.7149999999999999,4.1699999999999999,3.0339999999999998,2.335,1.3420000000000001,28.869,2.0899999999999999,48.305999999999997
37,C10H12O,8.4309999999999992,5.109,4.8029999999999999,3.3540000000000001,2.6789999999999998,1.4630000000000001,0.76600000000000001,0.46400000000000002,0.32000000000000001,0.19700000000000001,0.14099999999999999,0.081000000000000003,7.1399999999999997,3.6920000000000002,2.875,1.7609999999999999,1.2090000000000001,0.55000000000000004,0.64900000000000002,0.33600000000000002,0.192,0.104,0.064000000000000001,0.031,8.4309999999999992,5.109,4.8029999999999999,3.3540000000000001,2.6789999999999998,1.4630000000000001,31.231999999999999,2.1600000000000001,56.552999999999997
38,C7H16O,6.4059999999999997,3.8079999999999998,2.6560000000000001,1.7470000000000001,0.75700000000000001,0.49299999999999999,0.80100000000000005,0.54400000000000004,0.379,0.29099999999999998,0.189,0.16400000000000001,5.8529999999999998,3.4889999999999999,2.2040000000000002,1.3620000000000001,0.64400000000000002,0.38,0.73199999999999998,0.498,0.315,0.22700000000000001,0.161,0.127,6.4059999999999997,3.8079999999999998,2.6560000000000001,1.7470000000000001,0.75700000000000001,0.49299999999999999,23.425999999999998,1.885,26.379000000000001
39,C7H16O,6.4059999999999997,3.8079999999999998,2.6560000000000001,1.7470000000000001,0.75700000000000001,0.49299999999999999,0.80100000000000005,0.54400000000000004,0.379,0.29099999999999998,0.189,0.16400000000000001,5.8529999999999998,3.4889999999999999,2.2040000000000002,1.3620000000000001,0.64400000000000002,0.38,0.73199999999999998,0.498,0.315,0.22700000000000001,0.161,0.127,6.4059999999999997,3.8079999999999998,2.6560000000000001,1.7470000000000001,0.75700000000000001,0.49299999999999999,23.425999999999998,1.885,26.379000000000001
40,C13H18O2,11.096,7.1980000000000004,6.0099999999999998,4.3849999999999998,2.7080000000000002,1.976,0.73999999999999999,0.47999999999999998,0.33400000000000002,0.23100000000000001,0.14999999999999999,0.104,9.4019999999999992,5.4050000000000002,3.911,2.1680000000000001,1.26,0.79300000000000004,0.627,0.35999999999999999,0.217,0.114,0.070000000000000007,0.042000000000000003,11.096,7.1980000000000004,6.0099999999999998,4.3849999999999998,2.7080000000000002,1.976,44.676000000000002,2.8239999999999998,80.248999999999995
