molid,identifiere,GGI1,GGI2,GGI3,GGI4,GGI5,GGI6,GGI7,GGI8,GGI9,GGI10,JGI1,JGI2,JGI3,JGI4,JGI5,JGI6,JGI7,JGI8,JGI9,JGI10,JGT
289,C7H8O2,2.0,0.88900000000000001,0.25,0.34200000000000003,0.11799999999999999,0.0,0.0,0.0,0.0,0.0,0.222,0.081000000000000003,0.028000000000000001,0.085999999999999993,0.058999999999999997,0.0,0.0,0.0,0.0,0.0,0.47499999999999998
290,C8H8O3,2.0,0.88900000000000001,0.25,0.38200000000000001,0.20799999999999999,0.081000000000000003,0.031,0.0,0.0,0.0,0.182,0.068000000000000005,0.021000000000000001,0.048000000000000001,0.042000000000000003,0.027,0.016,0.0,0.0,0.0,0.40300000000000002
291,C10H12O3,3.0,1.111,0.5,0.54200000000000004,0.23599999999999999,0.182,0.089999999999999997,0.025000000000000001,0.0,0.0,0.23100000000000001,0.069000000000000006,0.033000000000000002,0.049000000000000002,0.025999999999999999,0.029999999999999999,0.023,0.0080000000000000002,0.0,0.0,0.46999999999999997
292,C9H12O2,1.5,1.111,0.56299999999999994,0.191,0.18099999999999999,0.080000000000000002,0.0,0.0,0.0,0.0,0.13600000000000001,0.085000000000000006,0.042999999999999997,0.019,0.029999999999999999,0.040000000000000001,0.0,0.0,0.0,0.0,0.35399999999999998
293,C7H6O2,1.5,0.88900000000000001,0.438,0.191,0.125,0.0,0.0,0.0,0.0,0.0,0.16700000000000001,0.081000000000000003,0.049000000000000002,0.037999999999999999,0.063,0.0,0.0,0.0,0.0,0.0,0.39700000000000002
294,C14H12O2,2.0,1.778,1.125,0.70199999999999996,0.36099999999999999,0.082000000000000003,0.049000000000000002,0.032000000000000001,0.0,0.0,0.11799999999999999,0.081000000000000003,0.050999999999999997,0.039,0.023,0.0070000000000000001,0.0060000000000000001,0.0080000000000000002,0.0,0.0,0.33200000000000002
295,C13H10O,1.5,1.333,0.875,0.38200000000000001,0.13900000000000001,0.078,0.049000000000000002,0.0,0.0,0.0,0.10000000000000001,0.070000000000000007,0.049000000000000002,0.027,0.012,0.01,0.012,0.0,0.0,0.0,0.28000000000000003
296,C11H11O3,3.0,1.333,0.93799999999999994,0.63100000000000001,0.34000000000000002,0.16500000000000001,0.111,0.0,0.0,0.0,0.214,0.073999999999999996,0.055,0.042000000000000003,0.025999999999999999,0.016,0.028000000000000001,0.0,0.0,0.0,0.45600000000000002
297,Mol.1 - Error,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
298,C14H12O2,2.0,1.333,0.5,0.34200000000000003,0.35399999999999998,0.14299999999999999,0.035000000000000003,0.032000000000000001,0.023,0.0,0.11799999999999999,0.063,0.025999999999999999,0.024,0.027,0.012,0.0030000000000000001,0.0040000000000000001,0.0060000000000000001,0.0,0.28399999999999997
299,C11H14O2,2.0,0.88900000000000001,0.313,0.311,0.20100000000000001,0.082000000000000003,0.070999999999999994,0.033000000000000002,0.016,0.0,0.154,0.058999999999999997,0.024,0.031,0.021999999999999999,0.01,0.012,0.010999999999999999,0.016,0.0,0.33900000000000002
300,C11H14O2,2.5,1.333,0.313,0.311,0.313,0.16400000000000001,0.094,0.041000000000000002,0.0,0.0,0.192,0.083000000000000004,0.021999999999999999,0.035000000000000003,0.035000000000000003,0.017999999999999999,0.016,0.02,0.0,0.0,0.42199999999999999
301,C16H14O2,2.5,1.111,0.25,0.54200000000000004,0.34699999999999998,0.083000000000000004,0.14199999999999999,0.066000000000000003,0.0089999999999999993,0.016,0.13200000000000001,0.048000000000000001,0.012999999999999999,0.035999999999999997,0.021999999999999999,0.0060000000000000001,0.012,0.0070000000000000001,0.001,0.002,0.27700000000000002
302,C8H8O2,1.0,0.44400000000000001,0.188,0.151,0.089999999999999997,0.059999999999999998,0.028000000000000001,0.0,0.0,0.0,0.10000000000000001,0.040000000000000001,0.021000000000000001,0.025000000000000001,0.017999999999999999,0.02,0.028000000000000001,0.0,0.0,0.0,0.252
303,C7H8S,1.0,0.44400000000000001,0.188,0.151,0.063,0.0,0.0,0.0,0.0,0.0,0.125,0.049000000000000002,0.027,0.050000000000000003,0.063,0.0,0.0,0.0,0.0,0.0,0.314
304,C15H14O2,2.5,0.88900000000000001,0.5,0.54200000000000004,0.20799999999999999,0.183,0.115,0.0089999999999999993,0.023,0.016,0.13900000000000001,0.040000000000000001,0.025999999999999999,0.035999999999999997,0.014,0.014,0.01,0.001,0.0030000000000000001,0.0040000000000000001,0.28799999999999998
305,C10H12O2,2.0,0.88900000000000001,0.188,0.311,0.20100000000000001,0.082000000000000003,0.070999999999999994,0.02,0.0,0.0,0.16700000000000001,0.063,0.016,0.039,0.025000000000000001,0.012,0.017999999999999999,0.02,0.0,0.0,0.35999999999999999
306,C14H12O3,2.5,1.778,0.93799999999999994,0.53300000000000003,0.35399999999999998,0.224,0.097000000000000003,0.052999999999999999,0.037999999999999999,0.0,0.13900000000000001,0.076999999999999999,0.042999999999999997,0.031,0.025000000000000001,0.017000000000000001,0.0070000000000000001,0.0050000000000000001,0.0080000000000000002,0.0,0.35299999999999998
307,C12H16O2,3.0,0.88900000000000001,0.56299999999999994,0.39100000000000001,0.20100000000000001,0.16400000000000001,0.13400000000000001,0.053999999999999999,0.031,0.0,0.214,0.051999999999999998,0.040000000000000001,0.033000000000000002,0.02,0.017999999999999999,0.017000000000000001,0.010999999999999999,0.016,0.0,0.42099999999999999
308,C10H18O,4.5,3.778,1.9930000000000001,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.17999999999999999,0.105,0.036999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.69699999999999995
309,C12H20O2,5.5,3.778,2.2429999999999999,0.67600000000000005,0.5,0.080000000000000002,0.0,0.0,0.0,0.0,0.36699999999999999,0.151,0.098000000000000004,0.060999999999999999,0.044999999999999998,0.012999999999999999,0.0,0.0,0.0,0.0,0.73599999999999999
310,Mol.14 - Error,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
311,Mol.15 - Error,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
312,Mol.16 - Error,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
313,C8H14O3,3.5,0.88900000000000001,0.625,0.40000000000000002,0.111,0.16300000000000001,0.0,0.0,0.0,0.0,0.34999999999999998,0.073999999999999996,0.069000000000000006,0.043999999999999997,0.016,0.041000000000000002,0.0,0.0,0.0,0.0,0.59499999999999997
314,C4H10O,1.5,0.44400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48599999999999999
315,C11H15NO2,2.0,1.556,1.0,0.46200000000000002,0.26400000000000001,0.10100000000000001,0.074999999999999997,0.033000000000000002,0.016,0.0,0.14299999999999999,0.091999999999999998,0.058999999999999997,0.033000000000000002,0.025999999999999999,0.012999999999999999,0.012,0.0080000000000000002,0.016,0.0,0.40100000000000002
316,C15H24O,7.0,2.8889999999999998,2.25,1.52,0.875,0.0,0.0,0.0,0.0,0.0,0.438,0.111,0.089999999999999997,0.060999999999999999,0.045999999999999999,0.0,0.0,0.0,0.0,0.0,0.745
317,C11H14O2,2.5,1.333,0.56299999999999994,0.35099999999999998,0.26400000000000001,0.14199999999999999,0.066000000000000003,0.041000000000000002,0.0,0.0,0.192,0.083000000000000004,0.040000000000000001,0.032000000000000001,0.025999999999999999,0.02,0.012999999999999999,0.02,0.0,0.0,0.42799999999999999
318,C8H16O2,1.5,0.66700000000000004,0.375,0.16,0.111,0.041000000000000002,0.031,0.0,0.0,0.0,0.16700000000000001,0.073999999999999996,0.047,0.023,0.021999999999999999,0.01,0.016,0.0,0.0,0.0,0.35899999999999999
319,C8H16O2,2.5,0.88900000000000001,0.375,0.32000000000000001,0.111,0.082000000000000003,0.0,0.0,0.0,0.0,0.27800000000000002,0.088999999999999996,0.047,0.045999999999999999,0.019,0.027,0.0,0.0,0.0,0.0,0.505
320,C8H16O2,2.0,1.111,0.375,0.23999999999999999,0.16700000000000001,0.082000000000000003,0.0,0.0,0.0,0.0,0.222,0.111,0.042000000000000003,0.040000000000000001,0.033000000000000002,0.02,0.0,0.0,0.0,0.0,0.46899999999999997
321,C8H16O2,3.0,1.333,0.375,0.32000000000000001,0.222,0.0,0.0,0.0,0.0,0.0,0.33300000000000002,0.121,0.042000000000000003,0.052999999999999999,0.036999999999999998,0.0,0.0,0.0,0.0,0.0,0.58699999999999997
322,C11H20O4,4.0,2.6669999999999998,1.25,0.64000000000000001,0.33300000000000002,0.16300000000000001,0.062,0.025000000000000001,0.02,0.0,0.28599999999999998,0.14799999999999999,0.063,0.040000000000000001,0.025999999999999999,0.016,0.0089999999999999993,0.0060000000000000001,0.01,0.0,0.60299999999999998
323,C13H16O2,3.0,1.111,0.313,0.55100000000000005,0.25700000000000001,0.082000000000000003,0.13400000000000001,0.082000000000000003,0.043999999999999997,0.025000000000000001,0.20000000000000001,0.062,0.021000000000000001,0.045999999999999999,0.02,0.0080000000000000002,0.017000000000000001,0.012,0.0089999999999999993,0.012,0.40600000000000003
324,C5H10O2,0.5,0.222,0.125,0.080000000000000002,0.056000000000000001,0.0,0.0,0.0,0.0,0.0,0.083000000000000004,0.043999999999999997,0.031,0.027,0.028000000000000001,0.0,0.0,0.0,0.0,0.0,0.21299999999999999
325,C5H10O2,1.5,0.44400000000000001,0.25,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.073999999999999996,0.063,0.052999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.44
326,C10H20O2,1.5,0.66700000000000004,0.375,0.23999999999999999,0.16700000000000001,0.041000000000000002,0.031,0.025000000000000001,0.02,0.0,0.13600000000000001,0.060999999999999999,0.037999999999999999,0.027,0.021000000000000001,0.0060000000000000001,0.0080000000000000002,0.0080000000000000002,0.01,0.0,0.314
327,C10H20O2,2.5,0.88900000000000001,0.375,0.40000000000000002,0.16700000000000001,0.082000000000000003,0.062,0.049000000000000002,0.0,0.0,0.22700000000000001,0.073999999999999996,0.037999999999999999,0.043999999999999997,0.019,0.014,0.016,0.016,0.0,0.0,0.44800000000000001
328,C7H14O3,2.0,1.111,0.375,0.23999999999999999,0.16700000000000001,0.082000000000000003,0.0,0.0,0.0,0.0,0.222,0.111,0.042000000000000003,0.040000000000000001,0.033000000000000002,0.02,0.0,0.0,0.0,0.0,0.46899999999999997
329,C16H32O2,1.5,0.66700000000000004,0.375,0.23999999999999999,0.16700000000000001,0.082000000000000003,0.062,0.049000000000000002,0.040000000000000001,0.033000000000000002,0.087999999999999995,0.039,0.023,0.016,0.012,0.0060000000000000001,0.0060000000000000001,0.0050000000000000001,0.0040000000000000001,0.0040000000000000001,0.20399999999999999
330,C9H16O3,2.5,0.88900000000000001,0.375,0.40000000000000002,0.16700000000000001,0.082000000000000003,0.062,0.049000000000000002,0.0,0.0,0.22700000000000001,0.073999999999999996,0.037999999999999999,0.043999999999999997,0.019,0.014,0.016,0.016,0.0,0.0,0.44800000000000001
331,C12H16O2,2.0,0.66700000000000004,0.56299999999999994,0.39100000000000001,0.17399999999999999,0.10000000000000001,0.042999999999999997,0.033000000000000002,0.025999999999999999,0.012,0.14299999999999999,0.042000000000000003,0.040000000000000001,0.033000000000000002,0.016,0.010999999999999999,0.0070000000000000001,0.0070000000000000001,0.0089999999999999993,0.012,0.31900000000000001
332,C12H16O2,3.0,0.88900000000000001,0.56299999999999994,0.55100000000000005,0.11799999999999999,0.182,0.106,0.053999999999999999,0.031,0.0,0.214,0.051999999999999998,0.040000000000000001,0.045999999999999999,0.01,0.023,0.014999999999999999,0.010999999999999999,0.016,0.0,0.42699999999999999
333,C7H14O2,1.5,0.66700000000000004,0.25,0.16,0.111,0.041000000000000002,0.0,0.0,0.0,0.0,0.188,0.083000000000000004,0.035999999999999997,0.032000000000000001,0.028000000000000001,0.014,0.0,0.0,0.0,0.0,0.38
334,C22H44O2,1.5,0.66700000000000004,0.375,0.23999999999999999,0.16700000000000001,0.082000000000000003,0.062,0.049000000000000002,0.040000000000000001,0.033000000000000002,0.065000000000000002,0.029000000000000001,0.017000000000000001,0.010999999999999999,0.0080000000000000002,0.0040000000000000001,0.0040000000000000001,0.0030000000000000001,0.0030000000000000001,0.002,0.14699999999999999
335,C8H18S,0.5,0.222,0.125,0.080000000000000002,0.056000000000000001,0.041000000000000002,0.031,0.0,0.0,0.0,0.063,0.032000000000000001,0.021000000000000001,0.016,0.014,0.014,0.016,0.0,0.0,0.0,0.17399999999999999
336,C15H28O2,1.5,0.66700000000000004,0.375,0.23999999999999999,0.16700000000000001,0.082000000000000003,0.062,0.049000000000000002,0.040000000000000001,0.033000000000000002,0.094,0.042000000000000003,0.025000000000000001,0.017000000000000001,0.012999999999999999,0.0070000000000000001,0.0060000000000000001,0.0050000000000000001,0.0050000000000000001,0.0050000000000000001,0.219
337,C9H18O2,1.5,0.66700000000000004,0.375,0.23999999999999999,0.111,0.041000000000000002,0.031,0.025000000000000001,0.0,0.0,0.14999999999999999,0.067000000000000004,0.042000000000000003,0.029999999999999999,0.016,0.0080000000000000002,0.01,0.012,0.0,0.0,0.33500000000000002
338,C9H18O2,2.5,0.66700000000000004,0.625,0.23999999999999999,0.16700000000000001,0.082000000000000003,0.062,0.0,0.0,0.0,0.25,0.060999999999999999,0.069000000000000006,0.027,0.028000000000000001,0.016,0.021000000000000001,0.0,0.0,0.0,0.47199999999999998
339,C7H14O2,2.5,0.88900000000000001,0.25,0.32000000000000001,0.111,0.0,0.0,0.0,0.0,0.0,0.313,0.099000000000000005,0.035999999999999997,0.064000000000000001,0.021999999999999999,0.0,0.0,0.0,0.0,0.0,0.53300000000000003
340,C4H8O,1.5,0.44400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48599999999999999
341,C15H26O6,4.5,1.778,1.0,0.71999999999999997,0.38900000000000001,0.40799999999999997,0.312,0.222,0.10000000000000001,0.050000000000000003,0.22500000000000001,0.076999999999999999,0.042999999999999997,0.029999999999999999,0.017000000000000001,0.017999999999999999,0.012999999999999999,0.010999999999999999,0.0060000000000000001,0.0060000000000000001,0.44600000000000001
342,C10H16,3.5,2.444,1.2290000000000001,0.33300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.13600000000000001,0.095000000000000001,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.66000000000000003
343,C10H16O,4.5,3.778,1.9930000000000001,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.17999999999999999,0.105,0.036999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.69699999999999995
344,C12H18O,3.0,1.778,0.81299999999999994,0.77300000000000002,0.438,0.122,0.0,0.0,0.0,0.0,0.23100000000000001,0.105,0.048000000000000001,0.058999999999999997,0.043999999999999997,0.02,0.0,0.0,0.0,0.0,0.50700000000000001
345,C10H18O,4.0,1.778,0.68799999999999994,0.57299999999999995,0.34699999999999998,0.0,0.0,0.0,0.0,0.0,0.36399999999999999,0.111,0.052999999999999999,0.082000000000000003,0.086999999999999994,0.0,0.0,0.0,0.0,0.0,0.69599999999999995
346,C10H16O,3.0,1.778,0.68799999999999994,0.65300000000000002,0.23599999999999999,0.0,0.0,0.0,0.0,0.0,0.27300000000000002,0.11899999999999999,0.049000000000000002,0.082000000000000003,0.047,0.0,0.0,0.0,0.0,0.0,0.56899999999999995
347,C12H18O2,4.0,1.778,0.93799999999999994,0.93300000000000005,0.46500000000000002,0.24299999999999999,0.0,0.0,0.0,0.0,0.28599999999999998,0.094,0.051999999999999998,0.062,0.035999999999999997,0.029999999999999999,0.0,0.0,0.0,0.0,0.56000000000000005
348,C13H20O2,4.0,2.0,0.93799999999999994,0.93300000000000005,0.52100000000000002,0.26400000000000001,0.089999999999999997,0.0,0.0,0.0,0.26700000000000002,0.10000000000000001,0.047,0.058000000000000003,0.035000000000000003,0.024,0.014999999999999999,0.0,0.0,0.0,0.54600000000000004
349,C15H24,4.5,2.444,2.0630000000000002,1.0529999999999999,0.63200000000000001,0.151,0.0,0.0,0.0,0.0,0.28100000000000003,0.111,0.094,0.048000000000000001,0.042000000000000003,0.019,0.0,0.0,0.0,0.0,0.59499999999999997
350,C9H8O2,2.0,0.66700000000000004,0.188,0.311,0.20100000000000001,0.082000000000000003,0.056000000000000001,0.0,0.0,0.0,0.182,0.050999999999999997,0.019,0.043999999999999997,0.029000000000000001,0.016,0.028000000000000001,0.0,0.0,0.0,0.36899999999999999
351,C11H12O2,2.0,0.66700000000000004,0.313,0.23100000000000001,0.089999999999999997,0.14199999999999999,0.106,0.053999999999999999,0.031,0.0,0.154,0.043999999999999997,0.025999999999999999,0.025999999999999999,0.010999999999999999,0.02,0.014999999999999999,0.010999999999999999,0.016,0.0,0.32300000000000001
352,C9H10O,1.0,0.44400000000000001,0.188,0.151,0.089999999999999997,0.059999999999999998,0.028000000000000001,0.0,0.0,0.0,0.10000000000000001,0.040000000000000001,0.021000000000000001,0.025000000000000001,0.017999999999999999,0.02,0.028000000000000001,0.0,0.0,0.0,0.252
353,C13H16O2,2.0,0.88900000000000001,0.438,0.23100000000000001,0.089999999999999997,0.14199999999999999,0.106,0.053999999999999999,0.041000000000000002,0.021000000000000001,0.13300000000000001,0.051999999999999998,0.029000000000000001,0.019,0.0089999999999999993,0.016,0.012,0.0070000000000000001,0.0070000000000000001,0.0070000000000000001,0.29099999999999998
354,C13H16O2,2.5,1.333,0.438,0.311,0.14599999999999999,0.14199999999999999,0.16800000000000001,0.10299999999999999,0.059999999999999998,0.025000000000000001,0.16700000000000001,0.073999999999999996,0.027,0.028000000000000001,0.014999999999999999,0.016,0.019,0.010999999999999999,0.01,0.012,0.379
355,C18H16O2,2.5,1.111,0.375,0.46200000000000002,0.23599999999999999,0.184,0.14599999999999999,0.036999999999999998,0.067000000000000004,0.041000000000000002,0.11899999999999999,0.043999999999999997,0.017000000000000001,0.027,0.014,0.010999999999999999,0.01,0.0030000000000000001,0.0060000000000000001,0.0040000000000000001,0.25600000000000001
356,C10H10O2,1.0,0.44400000000000001,0.188,0.151,0.089999999999999997,0.059999999999999998,0.042999999999999997,0.033000000000000002,0.016,0.0,0.083000000000000004,0.034000000000000002,0.017000000000000001,0.019,0.012999999999999999,0.01,0.0089999999999999993,0.010999999999999999,0.016,0.0,0.21199999999999999
357,C12H14O2,2.0,0.88900000000000001,0.313,0.23100000000000001,0.089999999999999997,0.14199999999999999,0.106,0.053999999999999999,0.041000000000000002,0.012,0.14299999999999999,0.056000000000000001,0.021999999999999999,0.023,0.01,0.017999999999999999,0.012999999999999999,0.0080000000000000002,0.01,0.012,0.315
358,C14H18O2,3.0,0.88900000000000001,0.68799999999999994,0.311,0.14599999999999999,0.183,0.106,0.10299999999999999,0.081000000000000003,0.036999999999999998,0.188,0.047,0.042999999999999997,0.021999999999999999,0.012999999999999999,0.017999999999999999,0.010999999999999999,0.010999999999999999,0.01,0.0070000000000000001,0.371
359,C10H16O,2.5,0.88900000000000001,0.5,0.16,0.222,0.082000000000000003,0.062,0.0,0.0,0.0,0.25,0.081000000000000003,0.056000000000000001,0.02,0.036999999999999998,0.014,0.021000000000000001,0.0,0.0,0.0,0.47799999999999998
360,C14H26O2,3.5,1.111,0.875,0.47999999999999998,0.44400000000000001,0.082000000000000003,0.125,0.099000000000000005,0.080000000000000002,0.0,0.23300000000000001,0.065000000000000002,0.055,0.028000000000000001,0.029999999999999999,0.0060000000000000001,0.016,0.012,0.012999999999999999,0.0,0.45800000000000002
361,C12H22O2,3.5,1.111,0.875,0.40000000000000002,0.27800000000000002,0.082000000000000003,0.125,0.099000000000000005,0.0,0.0,0.26900000000000002,0.073999999999999996,0.063,0.031,0.025000000000000001,0.0089999999999999993,0.021000000000000001,0.016,0.0,0.0,0.50800000000000001
362,C12H22O2,3.5,1.111,0.625,0.23999999999999999,0.38900000000000001,0.122,0.094,0.049000000000000002,0.080000000000000002,0.0,0.26900000000000002,0.073999999999999996,0.051999999999999998,0.021999999999999999,0.039,0.010999999999999999,0.016,0.01,0.02,0.0,0.51300000000000001
363,C14H26O2,3.5,1.333,0.75,0.23999999999999999,0.38900000000000001,0.16300000000000001,0.125,0.049000000000000002,0.080000000000000002,0.033000000000000002,0.23300000000000001,0.078,0.050000000000000003,0.017000000000000001,0.032000000000000001,0.012999999999999999,0.014,0.0060000000000000001,0.012999999999999999,0.0060000000000000001,0.46300000000000002
364,C14H26O2,4.0,1.778,0.75,0.32000000000000001,0.38900000000000001,0.245,0.125,0.073999999999999996,0.080000000000000002,0.066000000000000003,0.26700000000000002,0.099000000000000005,0.047,0.025000000000000001,0.032000000000000001,0.019,0.012999999999999999,0.010999999999999999,0.012999999999999999,0.010999999999999999,0.53600000000000003
365,C13H24O2,3.5,1.333,0.625,0.23999999999999999,0.38900000000000001,0.16300000000000001,0.094,0.049000000000000002,0.080000000000000002,0.033000000000000002,0.25,0.083000000000000004,0.044999999999999998,0.02,0.035000000000000003,0.014,0.012,0.0080000000000000002,0.016,0.0070000000000000001,0.48899999999999999
366,C15H28O2,3.5,1.333,0.75,0.32000000000000001,0.38900000000000001,0.16300000000000001,0.125,0.073999999999999996,0.080000000000000002,0.033000000000000002,0.219,0.073999999999999996,0.047,0.021000000000000001,0.028000000000000001,0.012,0.012999999999999999,0.0080000000000000002,0.01,0.0050000000000000001,0.436
367,C10H12O,2.5,1.333,0.5,0.42199999999999999,0.29899999999999999,0.082000000000000003,0.0,0.0,0.0,0.0,0.22700000000000001,0.095000000000000001,0.037999999999999999,0.052999999999999999,0.074999999999999997,0.027,0.0,0.0,0.0,0.0,0.51600000000000001
368,C8H14O2,2.0,0.44400000000000001,0.438,0.311,0.11799999999999999,0.080000000000000002,0.0,0.0,0.0,0.0,0.20000000000000001,0.036999999999999998,0.049000000000000002,0.043999999999999997,0.024,0.040000000000000001,0.0,0.0,0.0,0.0,0.39400000000000002
369,C10H18O2,2.0,0.66700000000000004,0.313,0.151,0.20100000000000001,0.14199999999999999,0.066000000000000003,0.041000000000000002,0.0,0.0,0.16700000000000001,0.048000000000000001,0.028000000000000001,0.019,0.029000000000000001,0.02,0.012999999999999999,0.02,0.0,0.0,0.34399999999999997
370,C8H14O2,2.0,0.44400000000000001,0.438,0.311,0.11799999999999999,0.080000000000000002,0.0,0.0,0.0,0.0,0.20000000000000001,0.036999999999999998,0.049000000000000002,0.043999999999999997,0.024,0.040000000000000001,0.0,0.0,0.0,0.0,0.39400000000000002
371,C10H18O2,2.0,0.66700000000000004,0.56299999999999994,0.311,0.11799999999999999,0.10000000000000001,0.042999999999999997,0.02,0.0,0.0,0.16700000000000001,0.048000000000000001,0.047,0.031,0.014999999999999999,0.017000000000000001,0.014,0.02,0.0,0.0,0.35899999999999999
372,C9H16O2,2.0,0.66700000000000004,0.438,0.311,0.11799999999999999,0.10000000000000001,0.028000000000000001,0.0,0.0,0.0,0.182,0.050999999999999997,0.040000000000000001,0.039,0.017000000000000001,0.025000000000000001,0.028000000000000001,0.0,0.0,0.0,0.38200000000000001
373,C11H20O2,3.0,0.66700000000000004,0.81299999999999994,0.311,0.22900000000000001,0.182,0.066000000000000003,0.041000000000000002,0.0,0.0,0.23100000000000001,0.042000000000000003,0.063,0.025999999999999999,0.025000000000000001,0.023,0.012999999999999999,0.02,0.0,0.0,0.443
374,C10H18O2,2.0,0.66700000000000004,0.56899999999999995,0.20499999999999999,0.13600000000000001,0.096000000000000002,0.071999999999999995,0.056000000000000001,0.0,0.0,0.16700000000000001,0.048000000000000001,0.057000000000000002,0.025999999999999999,0.019,0.016,0.014,0.019,0.0,0.0,0.36499999999999999
375,C10H18O2,2.0,0.66700000000000004,0.625,0.40000000000000002,0.16,0.056000000000000001,0.0,0.0,0.0,0.0,0.16700000000000001,0.048000000000000001,0.042000000000000003,0.025000000000000001,0.023,0.028000000000000001,0.0,0.0,0.0,0.0,0.33200000000000002
376,C10H18O,0.5,0.222,0.125,0.080000000000000002,0.056000000000000001,0.041000000000000002,0.031,0.025000000000000001,0.02,0.0,0.050000000000000003,0.025000000000000001,0.016,0.010999999999999999,0.0089999999999999993,0.0080000000000000002,0.0080000000000000002,0.0080000000000000002,0.01,0.0,0.14499999999999999
377,C12H24O2,1.5,0.44400000000000001,0.25,0.16,0.111,0.082000000000000003,0.062,0.049000000000000002,0.040000000000000001,0.033000000000000002,0.115,0.034000000000000002,0.023,0.016,0.012,0.01,0.0089999999999999993,0.0080000000000000002,0.0080000000000000002,0.0080000000000000002,0.24399999999999999
378,C14H28O2,1.5,0.66700000000000004,0.375,0.16,0.111,0.082000000000000003,0.062,0.049000000000000002,0.040000000000000001,0.033000000000000002,0.10000000000000001,0.043999999999999997,0.027,0.012,0.01,0.0080000000000000002,0.0070000000000000001,0.0060000000000000001,0.0060000000000000001,0.0060000000000000001,0.22600000000000001
379,C14H14O,1.5,0.66700000000000004,0.25,0.14199999999999999,0.18099999999999999,0.121,0.0070000000000000001,0.032000000000000001,0.023,0.0,0.094,0.035000000000000003,0.016,0.012999999999999999,0.017999999999999999,0.012,0.001,0.0040000000000000001,0.0060000000000000001,0.0,0.19800000000000001
380,C4H6O2,2.0,0.88900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40000000000000002,0.14799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54800000000000004
381,C7H12O4,2.5,0.88900000000000001,0.75,0.23999999999999999,0.16700000000000001,0.041000000000000002,0.031,0.0,0.0,0.0,0.25,0.081000000000000003,0.074999999999999997,0.024,0.028000000000000001,0.0080000000000000002,0.016,0.0,0.0,0.0,0.48099999999999998
382,C14H26O4,2.5,1.111,0.625,0.23999999999999999,0.16700000000000001,0.122,0.094,0.073999999999999996,0.040000000000000001,0.066000000000000003,0.14699999999999999,0.062,0.036999999999999998,0.014999999999999999,0.012999999999999999,0.01,0.0089999999999999993,0.0070000000000000001,0.0040000000000000001,0.0080000000000000002,0.312
383,C8H14O6,3.0,2.222,1.25,0.64000000000000001,0.27800000000000002,0.122,0.031,0.025000000000000001,0.0,0.0,0.23100000000000001,0.13900000000000001,0.069000000000000006,0.040000000000000001,0.023,0.014999999999999999,0.0060000000000000001,0.012,0.0,0.0,0.53600000000000003
384,C10H18O,3.0,1.778,0.68799999999999994,0.65300000000000002,0.23599999999999999,0.0,0.0,0.0,0.0,0.0,0.27300000000000002,0.11899999999999999,0.049000000000000002,0.082000000000000003,0.047,0.0,0.0,0.0,0.0,0.0,0.56899999999999995
385,C12H20O2,4.0,1.778,0.93799999999999994,0.93300000000000005,0.46500000000000002,0.24299999999999999,0.0,0.0,0.0,0.0,0.28599999999999998,0.094,0.051999999999999998,0.062,0.035999999999999997,0.029999999999999999,0.0,0.0,0.0,0.0,0.56000000000000005
386,C9H8O2,2.0,1.111,0.438,0.55600000000000005,0.083000000000000004,0.040000000000000001,0.0,0.0,0.0,0.0,0.16700000000000001,0.069000000000000006,0.031,0.069000000000000006,0.021000000000000001,0.040000000000000001,0.0,0.0,0.0,0.0,0.39800000000000002
