molid,identifiere,GGI1,GGI2,GGI3,GGI4,GGI5,GGI6,GGI7,GGI8,GGI9,GGI10,JGI1,JGI2,JGI3,JGI4,JGI5,JGI6,JGI7,JGI8,JGI9,JGI10,JGT
11,C5H10O2,2.0,1.111,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33300000000000002,0.159,0.042000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53400000000000003
12,C5H10O2,2.0,1.111,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33300000000000002,0.159,0.042000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53400000000000003
13,C10H16,3.5,2.222,1.75,0.44400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.13900000000000001,0.13500000000000001,0.088999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.68100000000000005
14,C13H24O2,3.0,1.556,0.75,0.56000000000000005,0.33300000000000002,0.20399999999999999,0.094,0.049000000000000002,0.02,0.0,0.214,0.097000000000000003,0.043999999999999997,0.036999999999999998,0.024,0.017000000000000001,0.012,0.01,0.0070000000000000001,0.0,0.46200000000000002
15,C8H18O,0.5,0.222,0.125,0.080000000000000002,0.056000000000000001,0.041000000000000002,0.031,0.0,0.0,0.0,0.063,0.032000000000000001,0.021000000000000001,0.016,0.014,0.014,0.016,0.0,0.0,0.0,0.17399999999999999
16,C5H12O,0.5,0.222,0.125,0.080000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000001,0.056000000000000001,0.042000000000000003,0.040000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.23699999999999999
17,C8H10O,1.5,0.88900000000000001,0.438,0.191,0.125,0.0,0.0,0.0,0.0,0.0,0.16700000000000001,0.081000000000000003,0.049000000000000002,0.037999999999999999,0.063,0.0,0.0,0.0,0.0,0.0,0.39700000000000002
18,C8H10O,1.5,0.88900000000000001,0.438,0.191,0.125,0.0,0.0,0.0,0.0,0.0,0.16700000000000001,0.081000000000000003,0.049000000000000002,0.037999999999999999,0.063,0.0,0.0,0.0,0.0,0.0,0.39700000000000002
19,C3H8O,0.5,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16700000000000001,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27800000000000002
20,C10H18O,5.0,2.222,1.069,0.66000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.41699999999999998,0.111,0.075999999999999998,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.69799999999999995
21,C4H8O,1.5,0.44400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48599999999999999
22,C7H14O,1.5,0.44400000000000001,0.25,0.16,0.111,0.0,0.0,0.0,0.0,0.0,0.214,0.063,0.050000000000000003,0.040000000000000001,0.036999999999999998,0.0,0.0,0.0,0.0,0.0,0.40500000000000003
23,C6H12O,1.5,0.44400000000000001,0.25,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.073999999999999996,0.063,0.052999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.44
24,C6H10O,1.5,0.66700000000000004,0.25,0.080000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.111,0.050000000000000003,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.438
25,C8H16O,1.5,0.44400000000000001,0.25,0.16,0.111,0.082000000000000003,0.0,0.0,0.0,0.0,0.188,0.056000000000000001,0.042000000000000003,0.032000000000000001,0.028000000000000001,0.027,0.0,0.0,0.0,0.0,0.372
26,C8H10O,1.0,0.44400000000000001,0.188,0.151,0.089999999999999997,0.040000000000000001,0.0,0.0,0.0,0.0,0.111,0.043999999999999997,0.023,0.029999999999999999,0.029999999999999999,0.040000000000000001,0.0,0.0,0.0,0.0,0.27900000000000003
27,C8H11N,1.0,0.44400000000000001,0.188,0.151,0.089999999999999997,0.040000000000000001,0.0,0.0,0.0,0.0,0.111,0.043999999999999997,0.023,0.029999999999999999,0.029999999999999999,0.040000000000000001,0.0,0.0,0.0,0.0,0.27900000000000003
