molid,identifiere,ATS1m,ATS2m,ATS3m,ATS4m,ATS5m,ATS6m,ATS7m,ATS8m,ATS1v,ATS2v,ATS3v,ATS4v,ATS5v,ATS6v,ATS7v,ATS8v,ATS1e,ATS2e,ATS3e,ATS4e,ATS5e,ATS6e,ATS7e,ATS8e,ATS1p,ATS2p,ATS3p,ATS4p,ATS5p,ATS6p,ATS7p,ATS8p,MATS1m,MATS2m,MATS3m,MATS4m,MATS5m,MATS6m,MATS7m,MATS8m,MATS1v,MATS2v,MATS3v,MATS4v,MATS5v,MATS6v,MATS7v,MATS8v,MATS1e,MATS2e,MATS3e,MATS4e,MATS5e,MATS6e,MATS7e,MATS8e,MATS1p,MATS2p,MATS3p,MATS4p,MATS5p,MATS6p,MATS7p,MATS8p,GATS1m,GATS2m,GATS3m,GATS4m,GATS5m,GATS6m,GATS7m,GATS8m,GATS1v,GATS2v,GATS3v,GATS4v,GATS5v,GATS6v,GATS7v,GATS8v,GATS1e,GATS2e,GATS3e,GATS4e,GATS5e,GATS6e,GATS7e,GATS8e,GATS1p,GATS2p,GATS3p,GATS4p,GATS5p,GATS6p,GATS7p,GATS8p
246,C7H14O2,2.302,2.6699999999999999,2.1970000000000001,2.1970000000000001,1.3859999999999999,0.0,0.0,0.0,2.02,2.177,1.877,1.877,1.3859999999999999,0.0,0.0,0.0,2.3010000000000002,2.6669999999999998,2.1949999999999998,2.1949999999999998,1.3859999999999999,0.0,0.0,0.0,1.9970000000000001,2.1379999999999999,1.851,1.851,1.3859999999999999,0.0,0.0,0.0,-0.19600000000000001,-0.0060000000000000001,-0.26500000000000001,-0.26500000000000001,0.28599999999999998,0.0,0.0,0.0,-0.19600000000000001,-0.0060000000000000001,-0.26500000000000001,-0.26500000000000001,0.28599999999999998,0.0,0.0,0.0,-0.19600000000000001,-0.0060000000000000001,-0.26500000000000001,-0.26500000000000001,0.28599999999999998,0.0,0.0,0.0,-0.19600000000000001,-0.0060000000000000001,-0.26500000000000001,-0.26500000000000001,0.28599999999999998,0.0,0.0,0.0,0.96399999999999997,1.169,1.1020000000000001,1.1020000000000001,0.0,0.0,0.0,0.0,0.96399999999999997,1.169,1.1020000000000001,1.1020000000000001,0.0,0.0,0.0,0.0,0.96399999999999997,1.169,1.1020000000000001,1.1020000000000001,0.0,0.0,0.0,0.0,0.96399999999999997,1.169,1.1020000000000001,1.1020000000000001,0.0,0.0,0.0,0.0
247,C11H20O4,2.8330000000000002,3.0390000000000001,3.0390000000000001,2.944,2.8260000000000001,2.6150000000000002,2.335,1.8460000000000001,2.4910000000000001,2.4940000000000002,2.4940000000000002,2.452,2.3580000000000001,2.2570000000000001,1.9530000000000001,1.7070000000000001,2.831,3.036,3.036,2.9420000000000002,2.823,2.613,2.3330000000000002,1.845,2.4620000000000002,2.4510000000000001,2.4510000000000001,2.4060000000000001,2.3250000000000002,2.2269999999999999,1.9199999999999999,1.696,-0.221,0.065000000000000002,0.065000000000000002,-0.45500000000000002,0.311,-0.25600000000000001,-0.318,0.090999999999999998,-0.221,0.065000000000000002,0.065000000000000002,-0.45500000000000002,0.311,-0.25600000000000001,-0.318,0.090999999999999998,-0.221,0.065000000000000002,0.065000000000000002,-0.45500000000000002,0.311,-0.25600000000000001,-0.318,0.090999999999999998,-0.221,0.065000000000000002,0.065000000000000002,-0.45500000000000002,0.311,-0.25600000000000001,-0.318,0.090999999999999998,1.0229999999999999,1.044,1.044,1.4319999999999999,0.73399999999999999,1.085,1.1930000000000001,0.47699999999999998,1.0229999999999999,1.044,1.044,1.4319999999999999,0.73399999999999999,1.085,1.1930000000000001,0.47699999999999998,1.0229999999999999,1.044,1.044,1.4319999999999999,0.73399999999999999,1.085,1.1930000000000001,0.47699999999999998,1.0229999999999999,1.044,1.044,1.4319999999999999,0.73399999999999999,1.085,1.1930000000000001,0.47699999999999998
248,C11H20O4,2.8330000000000002,3.0390000000000001,3.0390000000000001,2.944,2.8260000000000001,2.6150000000000002,2.335,1.8460000000000001,2.4910000000000001,2.4940000000000002,2.4940000000000002,2.452,2.3580000000000001,2.2570000000000001,1.9530000000000001,1.7070000000000001,2.831,3.036,3.036,2.9420000000000002,2.823,2.613,2.3330000000000002,1.845,2.4620000000000002,2.4510000000000001,2.4510000000000001,2.4060000000000001,2.3250000000000002,2.2269999999999999,1.9199999999999999,1.696,-0.221,0.065000000000000002,0.065000000000000002,-0.45500000000000002,0.311,-0.25600000000000001,-0.318,0.090999999999999998,-0.221,0.065000000000000002,0.065000000000000002,-0.45500000000000002,0.311,-0.25600000000000001,-0.318,0.090999999999999998,-0.221,0.065000000000000002,0.065000000000000002,-0.45500000000000002,0.311,-0.25600000000000001,-0.318,0.090999999999999998,-0.221,0.065000000000000002,0.065000000000000002,-0.45500000000000002,0.311,-0.25600000000000001,-0.318,0.090999999999999998,1.0229999999999999,1.044,1.044,1.4319999999999999,0.73399999999999999,1.085,1.1930000000000001,0.47699999999999998,1.0229999999999999,1.044,1.044,1.4319999999999999,0.73399999999999999,1.085,1.1930000000000001,0.47699999999999998,1.0229999999999999,1.044,1.044,1.4319999999999999,0.73399999999999999,1.085,1.1930000000000001,0.47699999999999998,1.0229999999999999,1.044,1.044,1.4319999999999999,0.73399999999999999,1.085,1.1930000000000001,0.47699999999999998
249,C11H22O2,2.6389999999999998,2.6930000000000001,2.5899999999999999,2.512,2.427,2.302,1.992,1.609,2.4449999999999998,2.379,2.3069999999999999,2.202,2.085,2.02,1.8740000000000001,1.609,2.6379999999999999,2.6909999999999998,2.5880000000000001,2.5099999999999998,2.4260000000000002,2.3010000000000002,1.992,1.609,2.4300000000000002,2.3580000000000001,2.2839999999999998,2.177,2.056,1.9970000000000001,1.865,1.609,-0.114,0.33000000000000002,-0.248,-0.29099999999999998,-0.34300000000000003,-0.26100000000000001,-0.014999999999999999,0.182,-0.114,0.33000000000000002,-0.248,-0.29099999999999998,-0.34300000000000003,-0.26100000000000001,-0.014999999999999999,0.182,-0.114,0.33000000000000002,-0.248,-0.29099999999999998,-0.34300000000000003,-0.26100000000000001,-0.014999999999999999,0.182,-0.114,0.33000000000000002,-0.248,-0.29099999999999998,-0.34300000000000003,-0.26100000000000001,-0.014999999999999999,0.182,0.88600000000000001,0.88600000000000001,1.2889999999999999,1.4179999999999999,1.5760000000000001,1.3300000000000001,0.59099999999999997,0.0,0.88600000000000001,0.88600000000000001,1.2889999999999999,1.4179999999999999,1.5760000000000001,1.3300000000000001,0.59099999999999997,0.0,0.88600000000000001,0.88600000000000001,1.2889999999999999,1.4179999999999999,1.5760000000000001,1.3300000000000001,0.59099999999999997,0.0,0.88600000000000001,0.88600000000000001,1.2889999999999999,1.4179999999999999,1.5760000000000001,1.3300000000000001,0.59099999999999997,0.0
250,C11H22O2,2.6389999999999998,2.6930000000000001,2.5899999999999999,2.512,2.3980000000000001,2.302,2.0369999999999999,1.609,2.4449999999999998,2.379,2.3069999999999999,2.202,2.1440000000000001,2.02,1.796,1.609,2.6379999999999999,2.6909999999999998,2.5880000000000001,2.5099999999999998,2.3959999999999999,2.3010000000000002,2.0350000000000001,1.609,2.4300000000000002,2.3580000000000001,2.2839999999999998,2.177,2.1240000000000001,1.9970000000000001,1.776,1.609,-0.114,0.33000000000000002,-0.248,-0.29099999999999998,-0.21199999999999999,-0.26100000000000001,-0.21199999999999999,0.182,-0.114,0.33000000000000002,-0.248,-0.29099999999999998,-0.21199999999999999,-0.26100000000000001,-0.21199999999999999,0.182,-0.114,0.33000000000000002,-0.248,-0.29099999999999998,-0.21199999999999999,-0.26100000000000001,-0.21199999999999999,0.182,-0.114,0.33000000000000002,-0.248,-0.29099999999999998,-0.21199999999999999,-0.26100000000000001,-0.21199999999999999,0.182,0.88600000000000001,0.88600000000000001,1.2889999999999999,1.4179999999999999,1.1819999999999999,1.3300000000000001,1.1819999999999999,0.0,0.88600000000000001,0.88600000000000001,1.2889999999999999,1.4179999999999999,1.1819999999999999,1.3300000000000001,1.1819999999999999,0.0,0.88600000000000001,0.88600000000000001,1.2889999999999999,1.4179999999999999,1.1819999999999999,1.3300000000000001,1.1819999999999999,0.0,0.88600000000000001,0.88600000000000001,1.2889999999999999,1.4179999999999999,1.1819999999999999,1.3300000000000001,1.1819999999999999,0.0
251,C11H22O2,2.6389999999999998,2.758,2.7080000000000002,2.367,2.2679999999999998,2.1589999999999998,2.0369999999999999,1.8460000000000001,2.4449999999999998,2.468,2.3100000000000001,2.2000000000000002,2.0819999999999999,1.9490000000000001,1.796,1.7070000000000001,2.6379999999999999,2.7559999999999998,2.706,2.3660000000000001,2.2669999999999999,2.1579999999999999,2.0350000000000001,1.845,2.4300000000000002,2.448,2.2749999999999999,2.1869999999999998,2.0680000000000001,1.9330000000000001,1.776,1.696,-0.114,0.318,-0.40899999999999997,-0.081000000000000003,-0.114,-0.156,-0.21199999999999999,-0.055,-0.114,0.318,-0.40899999999999997,-0.081000000000000003,-0.114,-0.156,-0.21199999999999999,-0.055,-0.114,0.318,-0.40899999999999997,-0.081000000000000003,-0.114,-0.156,-0.21199999999999999,-0.055,-0.114,0.318,-0.40899999999999997,-0.081000000000000003,-0.114,-0.156,-0.21199999999999999,-0.055,0.88600000000000001,0.81799999999999995,1.7729999999999999,0.78800000000000003,0.88600000000000001,1.0129999999999999,1.1819999999999999,0.70899999999999996,0.88600000000000001,0.81799999999999995,1.7729999999999999,0.78800000000000003,0.88600000000000001,1.0129999999999999,1.1819999999999999,0.70899999999999996,0.88600000000000001,0.81799999999999995,1.7729999999999999,0.78800000000000003,0.88600000000000001,1.0129999999999999,1.1819999999999999,0.70899999999999996,0.88600000000000001,0.81799999999999995,1.7729999999999999,0.78800000000000003,0.88600000000000001,1.0129999999999999,1.1819999999999999,0.70899999999999996
252,C6H10O2,2.1589999999999998,2.335,2.2789999999999999,1.734,1.204,0.0,0.0,0.0,1.9490000000000001,1.9530000000000001,1.7569999999999999,1.3919999999999999,0.92100000000000004,0.0,0.0,0.0,2.1579999999999999,2.3330000000000002,2.2770000000000001,1.732,1.202,0.0,0.0,0.0,1.9330000000000001,1.9199999999999999,1.7170000000000001,1.363,0.89800000000000002,0.0,0.0,0.0,-0.048000000000000001,-0.33300000000000002,0.14299999999999999,-0.33300000000000002,-0.33300000000000002,0.0,0.0,0.0,-0.048000000000000001,-0.33300000000000002,0.14299999999999999,-0.33300000000000002,-0.33300000000000002,0.0,0.0,0.0,-0.048000000000000001,-0.33300000000000002,0.14299999999999999,-0.33300000000000002,-0.33300000000000002,0.0,0.0,0.0,-0.048000000000000001,-0.33300000000000002,0.14299999999999999,-0.33300000000000002,-0.33300000000000002,0.0,0.0,0.0,0.66700000000000004,1.167,1.0,1.167,1.167,0.0,0.0,0.0,0.66700000000000004,1.167,1.0,1.167,1.167,0.0,0.0,0.0,0.66700000000000004,1.167,1.0,1.167,1.167,0.0,0.0,0.0,0.66700000000000004,1.167,1.0,1.167,1.167,0.0,0.0,0.0
253,C7H10N2,2.367,2.5649999999999999,2.4729999999999999,1.819,0.69299999999999995,0.0,0.0,0.0,2.1720000000000002,2.319,2.258,1.74,0.69299999999999995,0.0,0.0,0.0,2.3650000000000002,2.5619999999999998,2.4700000000000002,1.8180000000000001,0.69299999999999995,0.0,0.0,0.0,2.1400000000000001,2.2770000000000001,2.226,1.7270000000000001,0.69299999999999995,0.0,0.0,0.0,-0.28599999999999998,-0.41599999999999998,0.221,0.029000000000000001,0.28599999999999998,0.0,0.0,0.0,-0.28599999999999998,-0.41599999999999998,0.221,0.029000000000000001,0.28599999999999998,0.0,0.0,0.0,-0.28599999999999998,-0.41599999999999998,0.221,0.029000000000000001,0.28599999999999998,0.0,0.0,0.0,-0.28599999999999998,-0.41599999999999998,0.221,0.029000000000000001,0.28599999999999998,0.0,0.0,0.0,1.143,1.403,0.77100000000000002,0.51400000000000001,0.0,0.0,0.0,0.0,1.143,1.403,0.77100000000000002,0.51400000000000001,0.0,0.0,0.0,0.0,1.143,1.403,0.77100000000000002,0.51400000000000001,0.0,0.0,0.0,0.0,1.143,1.403,0.77100000000000002,0.51400000000000001,0.0,0.0,0.0,0.0
254,C2H4O,1.204,0.84699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.92100000000000004,0.41299999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.202,0.84499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.89800000000000002,0.375,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.5,0.0,0.0,0.0,0.0,0.0,0.0
255,C13H20O2,2.8519999999999999,3.0009999999999999,2.8519999999999999,2.6619999999999999,2.5899999999999999,2.4849999999999999,2.367,2.1200000000000001,2.6419999999999999,2.7280000000000002,2.6419999999999999,2.4020000000000001,2.3069999999999999,2.2549999999999999,2.2000000000000002,2.016,2.851,2.9990000000000001,2.851,2.661,2.5880000000000001,2.4830000000000001,2.3660000000000001,2.1200000000000001,2.6259999999999999,2.71,2.6259999999999999,2.3809999999999998,2.2839999999999998,2.2370000000000001,2.1869999999999998,2.0089999999999999,-0.154,0.25600000000000001,-0.154,-0.23100000000000001,-0.26600000000000001,-0.192,-0.10299999999999999,-0.010999999999999999,-0.154,0.25600000000000001,-0.154,-0.23100000000000001,-0.26600000000000001,-0.192,-0.10299999999999999,-0.010999999999999999,-0.154,0.25600000000000001,-0.154,-0.23100000000000001,-0.26600000000000001,-0.192,-0.10299999999999999,-0.010999999999999999,-0.154,0.25600000000000001,-0.154,-0.23100000000000001,-0.26600000000000001,-0.192,-0.10299999999999999,-0.010999999999999999,1.077,0.94999999999999996,1.077,1.3460000000000001,1.4690000000000001,1.212,0.89700000000000002,0.57699999999999996,1.077,0.94999999999999996,1.077,1.3460000000000001,1.4690000000000001,1.212,0.89700000000000002,0.57699999999999996,1.077,0.94999999999999996,1.077,1.3460000000000001,1.4690000000000001,1.212,0.89700000000000002,0.57699999999999996,1.077,0.94999999999999996,1.077,1.3460000000000001,1.4690000000000001,1.212,0.89700000000000002,0.57699999999999996
256,C9H10O2,2.5649999999999999,2.7930000000000001,2.73,2.302,1.734,1.631,1.204,0.0,2.355,2.569,2.4889999999999999,2.02,1.3919999999999999,1.02,0.92100000000000004,0.0,2.5640000000000001,2.7919999999999998,2.7280000000000002,2.3010000000000002,1.732,1.627,1.202,0.0,2.3380000000000001,2.5510000000000002,2.4700000000000002,1.9970000000000001,1.363,0.97899999999999998,0.89800000000000002,0.0,-0.111,-0.127,-0.154,-0.23599999999999999,-0.38900000000000001,1.2410000000000001,-0.38900000000000001,0.0,-0.111,-0.127,-0.154,-0.23599999999999999,-0.38900000000000001,1.2410000000000001,-0.38900000000000001,0.0,-0.111,-0.127,-0.154,-0.23599999999999999,-0.38900000000000001,1.2410000000000001,-0.38900000000000001,0.0,-0.111,-0.127,-0.154,-0.23599999999999999,-0.38900000000000001,1.2410000000000001,-0.38900000000000001,0.0,0.83299999999999996,0.873,0.93999999999999995,1.1459999999999999,1.528,1.0189999999999999,1.528,0.0,0.83299999999999996,0.873,0.93999999999999995,1.1459999999999999,1.528,1.0189999999999999,1.528,0.0,0.83299999999999996,0.873,0.93999999999999995,1.1459999999999999,1.528,1.0189999999999999,1.528,0.0,0.83299999999999996,0.873,0.93999999999999995,1.1459999999999999,1.528,1.0189999999999999,1.528,0.0
257,C4H8O2,1.897,2.1200000000000001,1.8620000000000001,0.0,0.0,0.0,0.0,0.0,1.6140000000000001,1.619,1.1899999999999999,0.0,0.0,0.0,0.0,0.0,1.895,2.117,1.859,0.0,0.0,0.0,0.0,0.0,1.591,1.5720000000000001,1.1359999999999999,0.0,0.0,0.0,0.0,0.0,-0.10000000000000001,-0.5,0.125,0.0,0.0,0.0,0.0,0.0,-0.10000000000000001,-0.5,0.125,0.0,0.0,0.0,0.0,0.0,-0.10000000000000001,-0.5,0.125,0.0,0.0,0.0,0.0,0.0,-0.10000000000000001,-0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.75,1.25,0.93799999999999994,0.0,0.0,0.0,0.0,0.0,0.75,1.25,0.93799999999999994,0.0,0.0,0.0,0.0,0.0,0.75,1.25,0.93799999999999994,0.0,0.0,0.0,0.0,0.0,0.75,1.25,0.93799999999999994,0.0,0.0,0.0,0.0,0.0
258,C7H12O2,2.302,2.3769999999999998,2.2330000000000001,2.0790000000000002,1.6739999999999999,1.099,0.69299999999999995,0.0,2.02,1.917,1.8,1.7110000000000001,1.5069999999999999,1.099,0.69299999999999995,0.0,2.3010000000000002,2.3740000000000001,2.2309999999999999,2.077,1.673,1.099,0.69299999999999995,0.0,1.9970000000000001,1.883,1.7609999999999999,1.6799999999999999,1.494,1.099,0.69299999999999995,0.0,-0.19600000000000001,0.20499999999999999,-0.44900000000000001,-0.35699999999999998,-0.035999999999999997,0.28599999999999998,0.28599999999999998,0.0,-0.19600000000000001,0.20499999999999999,-0.44900000000000001,-0.35699999999999998,-0.035999999999999997,0.28599999999999998,0.28599999999999998,0.0,-0.19600000000000001,0.20499999999999999,-0.44900000000000001,-0.35699999999999998,-0.035999999999999997,0.28599999999999998,0.28599999999999998,0.0,-0.19600000000000001,0.20499999999999999,-0.44900000000000001,-0.35699999999999998,-0.035999999999999997,0.28599999999999998,0.28599999999999998,0.0,0.96399999999999997,0.96399999999999997,1.4690000000000001,1.286,0.64300000000000002,0.0,0.0,0.0,0.96399999999999997,0.96399999999999997,1.4690000000000001,1.286,0.64300000000000002,0.0,0.0,0.0,0.96399999999999997,0.96399999999999997,1.4690000000000001,1.286,0.64300000000000002,0.0,0.0,0.0,0.96399999999999997,0.96399999999999997,1.4690000000000001,1.286,0.64300000000000002,0.0,0.0,0.0
259,C12H12O2,2.7719999999999998,2.9319999999999999,2.7930000000000001,2.5649999999999999,2.6150000000000002,2.427,2.1589999999999998,1.792,2.605,2.694,2.569,2.355,2.2570000000000001,2.085,1.9490000000000001,1.792,2.7709999999999999,2.931,2.7919999999999998,2.5640000000000001,2.613,2.4260000000000002,2.1579999999999999,1.792,2.593,2.6789999999999998,2.5510000000000002,2.3380000000000001,2.2269999999999999,2.056,1.9330000000000001,1.792,-0.083000000000000004,0.313,-0.16700000000000001,-0.152,-0.36399999999999999,-0.35199999999999998,-0.16700000000000001,0.16700000000000001,-0.083000000000000004,0.313,-0.16700000000000001,-0.152,-0.36399999999999999,-0.35199999999999998,-0.16700000000000001,0.16700000000000001,-0.083000000000000004,0.313,-0.16700000000000001,-0.152,-0.36399999999999999,-0.35199999999999998,-0.16700000000000001,0.16700000000000001,-0.083000000000000004,0.313,-0.16700000000000001,-0.152,-0.36399999999999999,-0.35199999999999998,-0.16700000000000001,0.16700000000000001,0.81299999999999994,0.71099999999999997,1.083,1.034,1.7230000000000001,1.6850000000000001,1.083,0.0,0.81299999999999994,0.71099999999999997,1.083,1.034,1.7230000000000001,1.6850000000000001,1.083,0.0,0.81299999999999994,0.71099999999999997,1.083,1.034,1.7230000000000001,1.6850000000000001,1.083,0.0,0.81299999999999994,0.71099999999999997,1.083,1.034,1.7230000000000001,1.6850000000000001,1.083,0.0
260,C6H10S2,2.8610000000000002,2.6160000000000001,2.54,2.121,1.3859999999999999,1.099,0.69299999999999995,0.0,2.1240000000000001,1.9950000000000001,1.849,1.6439999999999999,1.3859999999999999,1.099,0.69299999999999995,0.0,2.1179999999999999,1.9890000000000001,1.841,1.6399999999999999,1.3859999999999999,1.099,0.69299999999999995,0.0,2.399,2.2610000000000001,2.1509999999999998,1.8400000000000001,1.3859999999999999,1.099,0.69299999999999995,0.0,0.33300000000000002,-0.55600000000000005,-0.73299999999999998,-0.33300000000000002,0.33300000000000002,0.33300000000000002,0.33300000000000002,0.0,0.33300000000000002,-0.55600000000000005,-0.73299999999999998,-0.33300000000000002,0.33300000000000002,0.33300000000000002,0.33300000000000002,0.0,0.33300000000000002,-0.55600000000000005,-0.73299999999999998,-0.33300000000000002,0.33300000000000002,0.33300000000000002,0.33300000000000002,0.0,0.33300000000000002,-0.55600000000000005,-0.73299999999999998,-0.33300000000000002,0.33300000000000002,0.33300000000000002,0.33300000000000002,0.0,0.66700000000000004,1.556,1.867,1.167,0.0,0.0,0.0,0.0,0.66700000000000004,1.556,1.867,1.167,0.0,0.0,0.0,0.0,0.66700000000000004,1.556,1.867,1.167,0.0,0.0,0.0,0.0,0.66700000000000004,1.556,1.867,1.167,0.0,0.0,0.0,0.0
261,C9H16O2,2.4849999999999999,2.6230000000000002,2.7080000000000002,2.5390000000000001,1.992,1.609,1.099,0.0,2.2549999999999999,2.282,2.3100000000000001,2.1469999999999998,1.8740000000000001,1.609,1.099,0.0,2.4830000000000001,2.621,2.706,2.5369999999999999,1.992,1.609,1.099,0.0,2.2370000000000001,2.2589999999999999,2.2749999999999999,2.113,1.865,1.609,1.099,0.0,-0.14399999999999999,0.27800000000000002,-0.38900000000000001,-0.38900000000000001,0.019,0.222,0.222,0.0,-0.14399999999999999,0.27800000000000002,-0.38900000000000001,-0.38900000000000001,0.019,0.222,0.222,0.0,-0.14399999999999999,0.27800000000000002,-0.38900000000000001,-0.38900000000000001,0.019,0.222,0.222,0.0,-0.14399999999999999,0.27800000000000002,-0.38900000000000001,-0.38900000000000001,0.019,0.222,0.222,0.0,0.91700000000000004,0.83299999999999996,1.528,1.528,0.50900000000000001,0.0,0.0,0.0,0.91700000000000004,0.83299999999999996,1.528,1.528,0.50900000000000001,0.0,0.0,0.0,0.91700000000000004,0.83299999999999996,1.528,1.528,0.50900000000000001,0.0,0.0,0.0,0.91700000000000004,0.83299999999999996,1.528,1.528,0.50900000000000001,0.0,0.0,0.0
262,C8H8O3,2.6150000000000002,2.819,2.6299999999999999,2.484,2.0369999999999999,1.6739999999999999,1.099,0.0,2.2570000000000001,2.335,2.024,1.956,1.796,1.5069999999999999,1.099,0.0,2.613,2.8170000000000002,2.6269999999999998,2.4820000000000002,2.0350000000000001,1.673,1.099,0.0,2.2269999999999999,2.2959999999999998,1.978,1.9059999999999999,1.776,1.494,1.099,0.0,-0.25,-0.083000000000000004,0.28299999999999997,-0.54200000000000004,-0.083000000000000004,0.031,0.375,0.0,-0.25,-0.083000000000000004,0.28299999999999997,-0.54200000000000004,-0.083000000000000004,0.031,0.375,0.0,-0.25,-0.083000000000000004,0.28299999999999997,-0.54200000000000004,-0.083000000000000004,0.031,0.375,0.0,-0.25,-0.083000000000000004,0.28299999999999997,-0.54200000000000004,-0.083000000000000004,0.031,0.375,0.0,1.042,1.0580000000000001,0.91700000000000004,1.528,0.76400000000000001,0.57299999999999995,0.0,0.0,1.042,1.0580000000000001,0.91700000000000004,1.528,0.76400000000000001,0.57299999999999995,0.0,0.0,1.042,1.0580000000000001,0.91700000000000004,1.528,0.76400000000000001,0.57299999999999995,0.0,0.0,1.042,1.0580000000000001,0.91700000000000004,1.528,0.76400000000000001,0.57299999999999995,0.0,0.0
263,C10H18O2,2.5649999999999999,2.6230000000000002,2.512,2.3980000000000001,2.302,2.0369999999999999,1.897,1.3859999999999999,2.355,2.282,2.202,2.1440000000000001,2.02,1.796,1.6140000000000001,1.3859999999999999,2.5640000000000001,2.621,2.5099999999999998,2.3959999999999999,2.3010000000000002,2.0350000000000001,1.895,1.3859999999999999,2.3380000000000001,2.2589999999999999,2.177,2.1240000000000001,1.9970000000000001,1.776,1.591,1.3859999999999999,-0.127,0.309,-0.28000000000000003,-0.20000000000000001,-0.25,-0.20000000000000001,-0.28000000000000003,0.20000000000000001,-0.127,0.309,-0.28000000000000003,-0.20000000000000001,-0.25,-0.20000000000000001,-0.28000000000000003,0.20000000000000001,-0.127,0.309,-0.28000000000000003,-0.20000000000000001,-0.25,-0.20000000000000001,-0.28000000000000003,0.20000000000000001,-0.127,0.309,-0.28000000000000003,-0.20000000000000001,-0.25,-0.20000000000000001,-0.28000000000000003,0.20000000000000001,0.90000000000000002,0.90000000000000002,1.3200000000000001,1.1000000000000001,1.238,1.1000000000000001,1.3200000000000001,0.0,0.90000000000000002,0.90000000000000002,1.3200000000000001,1.1000000000000001,1.238,1.1000000000000001,1.3200000000000001,0.0,0.90000000000000002,0.90000000000000002,1.3200000000000001,1.1000000000000001,1.238,1.1000000000000001,1.3200000000000001,0.0,0.90000000000000002,0.90000000000000002,1.3200000000000001,1.1000000000000001,1.238,1.1000000000000001,1.3200000000000001,0.0
264,C16H24O,2.9089999999999998,3.2050000000000001,3.2050000000000001,3.028,2.7719999999999998,2.871,2.4279999999999999,2.1970000000000001,2.863,3.137,3.137,2.9460000000000002,2.605,2.6070000000000002,2.3519999999999999,2.1970000000000001,2.9079999999999999,3.2050000000000001,3.2050000000000001,3.028,2.7709999999999999,2.8700000000000001,2.427,2.1970000000000001,2.8599999999999999,3.1320000000000001,3.1320000000000001,2.9399999999999999,2.593,2.5859999999999999,2.347,2.1970000000000001,0.0,-0.029999999999999999,-0.029999999999999999,-0.049000000000000002,-0.16500000000000001,-0.29199999999999998,-0.043999999999999997,0.062,0.0,-0.029999999999999999,-0.029999999999999999,-0.049000000000000002,-0.16500000000000001,-0.29199999999999998,-0.043999999999999997,0.062,0.0,-0.029999999999999999,-0.029999999999999999,-0.049000000000000002,-0.16500000000000001,-0.29199999999999998,-0.043999999999999997,0.063,0.0,-0.029999999999999999,-0.029999999999999999,-0.049000000000000002,-0.16500000000000001,-0.29199999999999998,-0.043999999999999997,0.062,0.5,0.73899999999999999,0.73899999999999999,0.89500000000000002,1.821,2.8330000000000002,0.84999999999999998,0.0,0.5,0.73899999999999999,0.73899999999999999,0.89500000000000002,1.821,2.8330000000000002,0.84999999999999998,0.0,0.5,0.73899999999999999,0.73899999999999999,0.89500000000000002,1.821,2.8330000000000002,0.84999999999999998,0.0,0.5,0.73899999999999999,0.73899999999999999,0.89500000000000002,1.821,2.8330000000000002,0.84999999999999998,0.0
265,C3H6S,1.7350000000000001,1.5409999999999999,1.3,0.0,0.0,0.0,0.0,0.0,1.4079999999999999,1.1279999999999999,0.73599999999999999,0.0,0.0,0.0,0.0,0.0,1.405,1.1240000000000001,0.73099999999999998,0.0,0.0,0.0,0.0,0.0,1.536,1.294,0.97399999999999998,0.0,0.0,0.0,0.0,0.0,-0.111,-0.33300000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,-0.111,-0.33300000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,-0.111,-0.33300000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,-0.111,-0.33300000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.66700000000000004,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.66700000000000004,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.66700000000000004,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.66700000000000004,1.0,2.0,0.0,0.0,0.0,0.0,0.0
