molid,identifiere,ATS1m,ATS2m,ATS3m,ATS4m,ATS5m,ATS6m,ATS7m,ATS8m,ATS1v,ATS2v,ATS3v,ATS4v,ATS5v,ATS6v,ATS7v,ATS8v,ATS1e,ATS2e,ATS3e,ATS4e,ATS5e,ATS6e,ATS7e,ATS8e,ATS1p,ATS2p,ATS3p,ATS4p,ATS5p,ATS6p,ATS7p,ATS8p,MATS1m,MATS2m,MATS3m,MATS4m,MATS5m,MATS6m,MATS7m,MATS8m,MATS1v,MATS2v,MATS3v,MATS4v,MATS5v,MATS6v,MATS7v,MATS8v,MATS1e,MATS2e,MATS3e,MATS4e,MATS5e,MATS6e,MATS7e,MATS8e,MATS1p,MATS2p,MATS3p,MATS4p,MATS5p,MATS6p,MATS7p,MATS8p,GATS1m,GATS2m,GATS3m,GATS4m,GATS5m,GATS6m,GATS7m,GATS8m,GATS1v,GATS2v,GATS3v,GATS4v,GATS5v,GATS6v,GATS7v,GATS8v,GATS1e,GATS2e,GATS3e,GATS4e,GATS5e,GATS6e,GATS7e,GATS8e,GATS1p,GATS2p,GATS3p,GATS4p,GATS5p,GATS6p,GATS7p,GATS8p
466,C12H20O2,2.7080000000000002,3.0169999999999999,2.8330000000000002,2.8519999999999999,2.5649999999999999,2.4849999999999999,1.992,1.734,2.5289999999999999,2.6960000000000002,2.677,2.6419999999999999,2.355,2.2549999999999999,1.8740000000000001,1.3919999999999999,2.7069999999999999,3.0150000000000001,2.8319999999999999,2.851,2.5640000000000001,2.4830000000000001,1.992,1.732,2.5150000000000001,2.673,2.665,2.6259999999999999,2.3380000000000001,2.2370000000000001,1.865,1.363,-0.10299999999999999,0.16700000000000001,-0.067000000000000004,-0.14399999999999999,-0.152,-0.183,-0.028000000000000001,-0.41699999999999998,-0.10299999999999999,0.16700000000000001,-0.067000000000000004,-0.14399999999999999,-0.152,-0.183,-0.028000000000000001,-0.41699999999999998,-0.10299999999999999,0.16700000000000001,-0.067000000000000004,-0.14399999999999999,-0.152,-0.183,-0.028000000000000001,-0.41699999999999998,-0.10299999999999999,0.16700000000000001,-0.067000000000000004,-0.14399999999999999,-0.152,-0.183,-0.028000000000000001,-0.41699999999999998,0.875,1.115,0.75800000000000001,1.0109999999999999,1.034,1.1379999999999999,0.63200000000000001,1.8959999999999999,0.875,1.115,0.75800000000000001,1.0109999999999999,1.034,1.1379999999999999,0.63200000000000001,1.8959999999999999,0.875,1.115,0.75800000000000001,1.0109999999999999,1.034,1.1379999999999999,0.63200000000000001,1.8959999999999999,0.875,1.115,0.75800000000000001,1.0109999999999999,1.034,1.1379999999999999,0.63200000000000001,1.8959999999999999
467,C17H23NO2,3.0979999999999999,3.4260000000000002,3.4279999999999999,3.399,3.2120000000000002,3.2770000000000001,2.927,2.552,2.956,3.1869999999999998,3.1640000000000001,3.02,3.008,3.1190000000000002,2.827,2.3719999999999999,3.097,3.4249999999999998,3.427,3.3959999999999999,3.2109999999999999,3.2759999999999998,2.9260000000000002,2.5510000000000002,2.944,3.1669999999999998,3.1379999999999999,2.9870000000000001,2.9910000000000001,3.1019999999999999,2.8159999999999998,2.355,-0.065000000000000002,0.161,-0.245,-0.019,-0.161,-0.081000000000000003,0.0089999999999999993,-0.13200000000000001,-0.064000000000000001,0.13800000000000001,-0.253,0.048000000000000001,-0.16,-0.091999999999999998,-0.001,-0.13800000000000001,-0.065000000000000002,0.16300000000000001,-0.24399999999999999,-0.025999999999999999,-0.161,-0.080000000000000002,0.01,-0.13100000000000001,-0.064000000000000001,0.127,-0.25600000000000001,0.078,-0.158,-0.097000000000000003,-0.0070000000000000001,-0.14000000000000001,0.79700000000000004,0.999,1.407,1.7150000000000001,1.1699999999999999,0.76700000000000002,0.433,1.0029999999999999,0.78700000000000003,0.99399999999999999,1.405,1.611,1.1379999999999999,0.80700000000000005,0.48599999999999999,1.0089999999999999,0.79700000000000004,0.999,1.407,1.726,1.173,0.76300000000000001,0.42799999999999999,1.002,0.78100000000000003,0.99099999999999999,1.403,1.5600000000000001,1.119,0.82799999999999996,0.51500000000000001,1.0109999999999999
468,C11H18O2,2.6389999999999998,2.8780000000000001,2.7719999999999998,2.6619999999999999,2.3980000000000001,2.3980000000000001,1.8460000000000001,1.2989999999999999,2.4449999999999998,2.6240000000000001,2.605,2.4020000000000001,2.1440000000000001,2.1440000000000001,1.7070000000000001,0.70499999999999996,2.6379999999999999,2.8759999999999999,2.7709999999999999,2.661,2.3959999999999999,2.3959999999999999,1.845,1.296,2.4300000000000002,2.6080000000000001,2.593,2.3809999999999998,2.1240000000000001,2.1240000000000001,1.696,0.64700000000000002,-0.114,0.29999999999999999,-0.070999999999999994,-0.21199999999999999,-0.21199999999999999,-0.21199999999999999,-0.055,-1.0,-0.114,0.29999999999999999,-0.070999999999999994,-0.21199999999999999,-0.21199999999999999,-0.21199999999999999,-0.055,-1.0,-0.114,0.29999999999999999,-0.070999999999999994,-0.21199999999999999,-0.21199999999999999,-0.21199999999999999,-0.055,-1.0,-0.114,0.29999999999999999,-0.070999999999999994,-0.21199999999999999,-0.21199999999999999,-0.21199999999999999,-0.055,-1.0,0.88600000000000001,0.70899999999999996,0.76000000000000001,1.1819999999999999,1.1819999999999999,1.1819999999999999,0.70899999999999996,3.5449999999999999,0.88600000000000001,0.70899999999999996,0.76000000000000001,1.1819999999999999,1.1819999999999999,1.1819999999999999,0.70899999999999996,3.5449999999999999,0.88600000000000001,0.70899999999999996,0.76000000000000001,1.1819999999999999,1.1819999999999999,1.1819999999999999,0.70899999999999996,3.5449999999999999,0.88600000000000001,0.70899999999999996,0.76000000000000001,1.1819999999999999,1.1819999999999999,1.1819999999999999,0.70899999999999996,3.5449999999999999
469,C13H22O2,2.7719999999999998,3.0649999999999999,2.9790000000000001,2.9079999999999999,2.7719999999999998,2.6389999999999998,2.1200000000000001,1.897,2.605,2.7610000000000001,2.7450000000000001,2.7109999999999999,2.605,2.4449999999999998,2.016,1.6140000000000001,2.7709999999999999,3.0630000000000002,2.9769999999999999,2.907,2.7709999999999999,2.6379999999999999,2.1200000000000001,1.895,2.593,2.7389999999999999,2.726,2.6960000000000002,2.593,2.4300000000000002,2.0089999999999999,1.591,-0.092999999999999999,0.186,-0.186,-0.13500000000000001,-0.092999999999999999,-0.13500000000000001,-0.010999999999999999,-0.308,-0.092999999999999999,0.186,-0.186,-0.13500000000000001,-0.092999999999999999,-0.13500000000000001,-0.010999999999999999,-0.308,-0.092999999999999999,0.186,-0.186,-0.13500000000000001,-0.092999999999999999,-0.13500000000000001,-0.010999999999999999,-0.308,-0.092999999999999999,0.186,-0.186,-0.13500000000000001,-0.092999999999999999,-0.13500000000000001,-0.010999999999999999,-0.308,0.86499999999999999,1.1220000000000001,1.1879999999999999,1.01,0.86499999999999999,1.01,0.57699999999999996,1.615,0.86499999999999999,1.1220000000000001,1.1879999999999999,1.01,0.86499999999999999,1.01,0.57699999999999996,1.615,0.86499999999999999,1.1220000000000001,1.1879999999999999,1.01,0.86499999999999999,1.01,0.57699999999999996,1.615,0.86499999999999999,1.1220000000000001,1.1879999999999999,1.01,0.86499999999999999,1.01,0.57699999999999996,1.615
470,C15H26O2,2.8900000000000001,3.1960000000000002,3.0760000000000001,3.1640000000000001,2.8900000000000001,2.996,2.512,2.1589999999999998,2.7429999999999999,2.9350000000000001,2.8660000000000001,2.839,2.7429999999999999,2.8639999999999999,2.4430000000000001,1.9490000000000001,2.8889999999999998,3.1949999999999998,3.0739999999999998,3.1619999999999999,2.8889999999999998,2.9950000000000001,2.512,2.1579999999999999,2.7320000000000002,2.9169999999999998,2.8490000000000002,2.8119999999999998,2.7320000000000002,2.8540000000000001,2.4380000000000002,1.9330000000000001,-0.079000000000000001,0.214,-0.16500000000000001,-0.32000000000000001,-0.079000000000000001,-0.056000000000000001,0.029999999999999999,-0.19,-0.079000000000000001,0.214,-0.16500000000000001,-0.32000000000000001,-0.079000000000000001,-0.056000000000000001,0.029999999999999999,-0.19,-0.079000000000000001,0.214,-0.16500000000000001,-0.32000000000000001,-0.079000000000000001,-0.056000000000000001,0.029999999999999999,-0.19,-0.079000000000000001,0.214,-0.16500000000000001,-0.32000000000000001,-0.079000000000000001,-0.056000000000000001,0.029999999999999999,-0.19,0.84999999999999998,1.079,1.1930000000000001,1.8129999999999999,0.84999999999999998,0.75600000000000001,0.41199999999999998,1.2949999999999999,0.84999999999999998,1.079,1.1930000000000001,1.8129999999999999,0.84999999999999998,0.75600000000000001,0.41199999999999998,1.2949999999999999,0.84999999999999998,1.079,1.1930000000000001,1.8129999999999999,0.84999999999999998,0.75600000000000001,0.41199999999999998,1.2949999999999999,0.84999999999999998,1.079,1.1930000000000001,1.8129999999999999,0.84999999999999998,0.75600000000000001,0.41199999999999998,1.2949999999999999
471,C6H6O3,2.427,2.73,2.722,1.8620000000000001,0.0,0.0,0.0,0.0,2.085,2.2599999999999998,2.0899999999999999,1.1899999999999999,0.0,0.0,0.0,0.0,2.4260000000000002,2.7269999999999999,2.7189999999999999,1.859,0.0,0.0,0.0,0.0,2.056,2.2170000000000001,2.0390000000000001,1.1359999999999999,0.0,0.0,0.0,0.0,-0.16700000000000001,-0.375,0.090999999999999998,0.125,0.0,0.0,0.0,0.0,-0.16700000000000001,-0.375,0.090999999999999998,0.125,0.0,0.0,0.0,0.0,-0.16700000000000001,-0.375,0.090999999999999998,0.125,0.0,0.0,0.0,0.0,-0.16700000000000001,-0.375,0.090999999999999998,0.125,0.0,0.0,0.0,0.0,0.88900000000000001,1.167,0.90900000000000003,1.0,0.0,0.0,0.0,0.0,0.88900000000000001,1.167,0.90900000000000003,1.0,0.0,0.0,0.0,0.0,0.88900000000000001,1.167,0.90900000000000003,1.0,0.0,0.0,0.0,0.0,0.88900000000000001,1.167,0.90900000000000003,1.0,0.0,0.0,0.0,0.0
472,C10H16O,2.512,2.73,2.6850000000000001,2.2679999999999998,1.6739999999999999,1.466,1.2989999999999999,0.0,2.4430000000000001,2.6749999999999998,2.5670000000000002,2.0819999999999999,1.5069999999999999,1.256,0.70499999999999996,0.0,2.512,2.73,2.6850000000000001,2.2669999999999999,1.673,1.4650000000000001,1.296,0.0,2.4380000000000002,2.6709999999999998,2.5579999999999998,2.0680000000000001,1.494,1.24,0.64700000000000002,0.0,0.0,0.021000000000000001,-0.069000000000000006,-0.17499999999999999,-0.17499999999999999,-0.26700000000000002,-1.0,0.0,0.0,0.021000000000000001,-0.069000000000000006,-0.17499999999999999,-0.17499999999999999,-0.26700000000000002,-1.0,0.0,0.0,0.021000000000000001,-0.069000000000000006,-0.17499999999999999,-0.17499999999999999,-0.26700000000000002,-1.0,0.0,0.0,0.021000000000000001,-0.069000000000000006,-0.17499999999999999,-0.17499999999999999,-0.26700000000000002,-1.0,0.0,0.5,0.39300000000000002,0.84599999999999997,1.375,1.375,1.833,5.5,0.0,0.5,0.39300000000000002,0.84599999999999997,1.375,1.375,1.833,5.5,0.0,0.5,0.39300000000000002,0.84599999999999997,1.375,1.375,1.833,5.5,0.0,0.5,0.39300000000000002,0.84599999999999997,1.375,1.375,1.833,5.5,0.0
473,C10H20O,2.512,2.8130000000000002,2.7719999999999998,2.512,1.3859999999999999,1.099,0.0,0.0,2.4430000000000001,2.71,2.605,2.202,1.3859999999999999,1.099,0.0,0.0,2.512,2.8130000000000002,2.7709999999999999,2.5099999999999998,1.3859999999999999,1.099,0.0,0.0,2.4380000000000002,2.702,2.593,2.177,1.3859999999999999,1.099,0.0,0.0,0.0,-0.047,-0.13600000000000001,-0.34000000000000002,0.10000000000000001,0.10000000000000001,0.0,0.0,0.0,-0.047,-0.13600000000000001,-0.34000000000000002,0.10000000000000001,0.10000000000000001,0.0,0.0,0.0,-0.047,-0.13600000000000001,-0.34000000000000002,0.10000000000000001,0.10000000000000001,0.0,0.0,0.0,-0.047,-0.13600000000000001,-0.34000000000000002,0.10000000000000001,0.10000000000000001,0.0,0.0,0.5,0.73299999999999998,1.179,2.2000000000000002,0.0,0.0,0.0,0.0,0.5,0.73299999999999998,1.179,2.2000000000000002,0.0,0.0,0.0,0.0,0.5,0.73299999999999998,1.179,2.2000000000000002,0.0,0.0,0.0,0.0,0.5,0.73299999999999998,1.179,2.2000000000000002,0.0,0.0,0.0,0.0
474,C10H20O,2.512,2.8719999999999999,2.8130000000000002,2.3980000000000001,1.734,0.0,0.0,0.0,2.4430000000000001,2.774,2.71,2.1440000000000001,1.3919999999999999,0.0,0.0,0.0,2.512,2.871,2.8130000000000002,2.3959999999999999,1.732,0.0,0.0,0.0,2.4380000000000002,2.7669999999999999,2.702,2.1240000000000001,1.363,0.0,0.0,0.0,0.0,-0.037999999999999999,-0.047,-0.26700000000000002,-0.45000000000000001,0.0,0.0,0.0,0.0,-0.037999999999999999,-0.047,-0.26700000000000002,-0.45000000000000001,0.0,0.0,0.0,0.0,-0.037999999999999999,-0.047,-0.26700000000000002,-0.45000000000000001,0.0,0.0,0.0,0.0,-0.036999999999999998,-0.047,-0.26700000000000002,-0.45000000000000001,0.0,0.0,0.0,0.5,0.68799999999999994,0.73299999999999998,1.833,2.75,0.0,0.0,0.0,0.5,0.68799999999999994,0.73299999999999998,1.833,2.75,0.0,0.0,0.0,0.5,0.68799999999999994,0.73299999999999998,1.833,2.75,0.0,0.0,0.0,0.5,0.68799999999999994,0.73299999999999998,1.833,2.75,0.0,0.0,0.0
475,C12H22O2,2.7719999999999998,3.1400000000000001,3.044,2.871,2.5899999999999999,2.302,1.734,0.0,2.605,2.907,2.9199999999999999,2.6070000000000002,2.3069999999999999,2.02,1.3919999999999999,0.0,2.7709999999999999,3.1389999999999998,3.044,2.8700000000000001,2.5880000000000001,2.3010000000000002,1.732,0.0,2.593,2.8919999999999999,2.9100000000000001,2.5859999999999999,2.2839999999999998,1.9970000000000001,1.363,0.0,-0.083000000000000004,0.22500000000000001,-0.017999999999999999,-0.222,-0.25800000000000001,-0.27100000000000002,-0.41699999999999998,0.0,-0.083000000000000004,0.22500000000000001,-0.017999999999999999,-0.222,-0.25800000000000001,-0.27100000000000002,-0.41699999999999998,0.0,-0.083000000000000004,0.22500000000000001,-0.017999999999999999,-0.222,-0.25800000000000001,-0.27100000000000002,-0.41699999999999998,0.0,-0.083000000000000004,0.22500000000000001,-0.017999999999999999,-0.222,-0.25800000000000001,-0.27100000000000002,-0.41699999999999998,0.0,0.81299999999999994,0.75800000000000001,0.59899999999999998,1.264,1.379,1.4219999999999999,1.8959999999999999,0.0,0.81299999999999994,0.75800000000000001,0.59899999999999998,1.264,1.379,1.4219999999999999,1.8959999999999999,0.0,0.81299999999999994,0.75800000000000001,0.59899999999999998,1.264,1.379,1.4219999999999999,1.8959999999999999,0.0,0.81299999999999994,0.75800000000000001,0.59899999999999998,1.264,1.379,1.4219999999999999,1.8959999999999999,0.0
476,C15H28O2,2.944,3.262,3.2189999999999999,3.27,2.944,2.9620000000000002,2.3980000000000001,2.1970000000000001,2.806,3.0590000000000002,2.9990000000000001,2.8969999999999998,2.806,2.7759999999999998,2.3980000000000001,2.1970000000000001,2.9430000000000001,3.2610000000000001,3.2170000000000001,3.2690000000000001,2.9430000000000001,2.9609999999999999,2.3980000000000001,2.1970000000000001,2.7949999999999999,3.0459999999999998,2.9820000000000002,2.8650000000000002,2.7949999999999999,2.7610000000000001,2.3980000000000001,2.1970000000000001,-0.067000000000000004,0.25700000000000001,-0.17599999999999999,-0.38200000000000001,-0.067000000000000004,-0.13300000000000001,0.13300000000000001,0.13300000000000001,-0.067000000000000004,0.25700000000000001,-0.17599999999999999,-0.38200000000000001,-0.067000000000000004,-0.13300000000000001,0.13300000000000001,0.13300000000000001,-0.067000000000000004,0.25700000000000001,-0.17599999999999999,-0.38200000000000001,-0.067000000000000004,-0.13300000000000001,0.13300000000000001,0.13300000000000001,-0.067000000000000004,0.25700000000000001,-0.17599999999999999,-0.38200000000000001,-0.067000000000000004,-0.13300000000000001,0.13300000000000001,0.13300000000000001,0.80000000000000004,0.78800000000000003,1.236,2.0609999999999999,0.80000000000000004,1.0669999999999999,0.0,0.0,0.80000000000000004,0.78800000000000003,1.236,2.0609999999999999,0.80000000000000004,1.0669999999999999,0.0,0.0,0.80000000000000004,0.78800000000000003,1.236,2.0609999999999999,0.80000000000000004,1.0669999999999999,0.0,0.0,0.80000000000000004,0.78800000000000003,1.236,2.0609999999999999,0.80000000000000004,1.0669999999999999,0.0,0.0
477,C8H10O2,2.4849999999999999,2.73,2.7149999999999999,2.2330000000000001,1.466,0.0,0.0,0.0,2.2549999999999999,2.4889999999999999,2.3330000000000002,1.8,1.256,0.0,0.0,0.0,2.4830000000000001,2.7280000000000002,2.7130000000000001,2.2309999999999999,1.4650000000000001,0.0,0.0,0.0,2.2370000000000001,2.4700000000000002,2.3050000000000002,1.7609999999999999,1.24,0.0,0.0,0.0,-0.125,-0.13500000000000001,0.14599999999999999,-0.46400000000000002,-0.16700000000000001,0.0,0.0,0.0,-0.125,-0.13500000000000001,0.14599999999999999,-0.46400000000000002,-0.16700000000000001,0.0,0.0,0.0,-0.125,-0.13500000000000001,0.14599999999999999,-0.46400000000000002,-0.16700000000000001,0.0,0.0,0.0,-0.125,-0.13500000000000001,0.14599999999999999,-0.46400000000000002,-0.16700000000000001,0.0,0.0,0.0,0.84399999999999997,0.86499999999999999,0.93799999999999994,1.607,0.93799999999999994,0.0,0.0,0.0,0.84399999999999997,0.86499999999999999,0.93799999999999994,1.607,0.93799999999999994,0.0,0.0,0.0,0.84399999999999997,0.86499999999999999,0.93799999999999994,1.607,0.93799999999999994,0.0,0.0,0.0,0.84399999999999997,0.86499999999999999,0.93799999999999994,1.607,0.93799999999999994,0.0,0.0,0.0
478,C11H14O2,2.7080000000000002,2.9079999999999999,2.7719999999999998,2.4569999999999999,2.3980000000000001,2.1970000000000001,1.734,1.631,2.5289999999999999,2.7109999999999999,2.605,2.3050000000000002,2.1440000000000001,1.877,1.3919999999999999,1.02,2.7069999999999999,2.907,2.7709999999999999,2.456,2.3959999999999999,2.1949999999999998,1.732,1.627,2.5150000000000001,2.6960000000000002,2.593,2.2930000000000001,2.1240000000000001,1.851,1.363,0.97899999999999998,-0.090999999999999998,-0.114,-0.070999999999999994,-0.055,-0.21199999999999999,-0.32500000000000001,-0.40899999999999997,1.5609999999999999,-0.090999999999999998,-0.114,-0.070999999999999994,-0.055,-0.21199999999999999,-0.32500000000000001,-0.40899999999999997,1.5609999999999999,-0.090999999999999998,-0.114,-0.070999999999999994,-0.055,-0.21199999999999999,-0.32500000000000001,-0.40899999999999997,1.5609999999999999,-0.090999999999999998,-0.114,-0.070999999999999994,-0.055,-0.21199999999999999,-0.32500000000000001,-0.40899999999999997,1.5609999999999999,0.81799999999999995,0.88600000000000001,0.76000000000000001,0.70899999999999996,1.1819999999999999,1.5189999999999999,1.7729999999999999,1.1819999999999999,0.81799999999999995,0.88600000000000001,0.76000000000000001,0.70899999999999996,1.1819999999999999,1.5189999999999999,1.7729999999999999,1.1819999999999999,0.81799999999999995,0.88600000000000001,0.76000000000000001,0.70899999999999996,1.1819999999999999,1.5189999999999999,1.7729999999999999,1.1819999999999999,0.81799999999999995,0.88600000000000001,0.76000000000000001,0.70899999999999996,1.1819999999999999,1.5189999999999999,1.7729999999999999,1.1819999999999999
479,C9H10O2,2.5649999999999999,2.7930000000000001,2.839,2.427,1.897,1.204,0.0,0.0,2.355,2.569,2.5099999999999998,2.085,1.6140000000000001,0.92100000000000004,0.0,0.0,2.5640000000000001,2.7919999999999998,2.8370000000000002,2.4260000000000002,1.895,1.202,0.0,0.0,2.3380000000000001,2.5510000000000002,2.4870000000000001,2.056,1.591,0.89800000000000002,0.0,0.0,-0.111,-0.127,0.17899999999999999,-0.32100000000000001,-0.26700000000000002,-0.38900000000000001,0.0,0.0,-0.111,-0.127,0.17899999999999999,-0.32100000000000001,-0.26700000000000002,-0.38900000000000001,0.0,0.0,-0.111,-0.127,0.17899999999999999,-0.32100000000000001,-0.26700000000000002,-0.38900000000000001,0.0,0.0,-0.111,-0.127,0.17899999999999999,-0.32100000000000001,-0.26700000000000002,-0.38900000000000001,0.0,0.0,0.83299999999999996,0.873,0.873,1.3580000000000001,1.222,1.528,0.0,0.0,0.83299999999999996,0.873,0.873,1.3580000000000001,1.222,1.528,0.0,0.0,0.83299999999999996,0.873,0.873,1.3580000000000001,1.222,1.528,0.0,0.0,0.83299999999999996,0.873,0.873,1.3580000000000001,1.222,1.528,0.0,0.0
480,C9H10O,2.4279999999999999,2.6850000000000001,2.5390000000000001,2.0369999999999999,1.466,1.204,0.0,0.0,2.3519999999999999,2.5670000000000002,2.3999999999999999,1.796,1.256,0.92100000000000004,0.0,0.0,2.427,2.6850000000000001,2.5379999999999998,2.0350000000000001,1.4650000000000001,1.202,0.0,0.0,2.347,2.5579999999999998,2.3900000000000001,1.776,1.24,0.89800000000000002,0.0,0.0,0.0,-0.059999999999999998,-0.090999999999999998,-0.25900000000000001,-0.25900000000000001,-0.44400000000000001,0.0,0.0,0.0,-0.059999999999999998,-0.090999999999999998,-0.25900000000000001,-0.25900000000000001,-0.44400000000000001,0.0,0.0,0.0,-0.059999999999999998,-0.090999999999999998,-0.25900000000000001,-0.25900000000000001,-0.44400000000000001,0.0,0.0,0.0,-0.059999999999999998,-0.090999999999999998,-0.25900000000000001,-0.25900000000000001,-0.44400000000000001,0.0,0.0,0.5,0.76900000000000002,0.90900000000000003,1.667,1.667,2.5,0.0,0.0,0.5,0.76900000000000002,0.90900000000000003,1.667,1.667,2.5,0.0,0.0,0.5,0.76900000000000002,0.90900000000000003,1.667,1.667,2.5,0.0,0.0,0.5,0.76900000000000002,0.90900000000000003,1.667,1.667,2.5,0.0,0.0
481,C9H10O3,2.6850000000000001,2.8959999999999999,2.9079999999999999,2.5390000000000001,2.0790000000000002,1.879,1.609,0.69299999999999995,2.3570000000000002,2.5880000000000001,2.532,2.1469999999999998,1.7110000000000001,1.26,0.93000000000000005,0.69299999999999995,2.6840000000000002,2.8940000000000001,2.9060000000000001,2.5369999999999999,2.077,1.875,1.6060000000000001,0.69299999999999995,2.3290000000000002,2.5670000000000002,2.5,2.113,1.6799999999999999,1.228,0.85999999999999999,0.69299999999999995,-0.222,0.156,-0.28899999999999998,-0.33300000000000002,-0.33300000000000002,1.667,-1.0,0.33300000000000002,-0.222,0.156,-0.28899999999999998,-0.33300000000000002,-0.33300000000000002,1.667,-1.0,0.33300000000000002,-0.222,0.156,-0.28899999999999998,-0.33300000000000002,-0.33300000000000002,1.667,-1.0,0.33300000000000002,-0.222,0.156,-0.28899999999999998,-0.33300000000000002,-0.33300000000000002,1.667,-1.0,0.33300000000000002,1.0189999999999999,0.65200000000000002,1.141,1.222,1.222,0.0,2.444,0.0,1.0189999999999999,0.65200000000000002,1.141,1.222,1.222,0.0,2.444,0.0,1.0189999999999999,0.65200000000000002,1.141,1.222,1.222,0.0,2.444,0.0,1.0189999999999999,0.65200000000000002,1.141,1.222,1.222,0.0,2.444,0.0
482,C8H10O,2.367,2.5390000000000001,2.4849999999999999,1.8460000000000001,0.69299999999999995,0.0,0.0,0.0,2.2000000000000002,2.3999999999999999,2.2549999999999999,1.7070000000000001,0.69299999999999995,0.0,0.0,0.0,2.3660000000000001,2.5379999999999998,2.4830000000000001,1.845,0.69299999999999995,0.0,0.0,0.0,2.1869999999999998,2.3900000000000001,2.2370000000000001,1.696,0.69299999999999995,0.0,0.0,0.0,-0.125,-0.080000000000000002,-0.21299999999999999,-0.10000000000000001,0.125,0.0,0.0,0.0,-0.125,-0.080000000000000002,-0.21199999999999999,-0.10000000000000001,0.125,0.0,0.0,0.0,-0.125,-0.080000000000000002,-0.21299999999999999,-0.10000000000000001,0.125,0.0,0.0,0.0,-0.125,-0.080000000000000002,-0.21299999999999999,-0.10000000000000001,0.125,0.0,0.0,0.0,1.0,0.81799999999999995,1.3500000000000001,0.90000000000000002,0.0,0.0,0.0,0.0,1.0,0.81799999999999995,1.3500000000000001,0.90000000000000002,0.0,0.0,0.0,0.0,1.0,0.81799999999999995,1.3500000000000001,0.90000000000000002,0.0,0.0,0.0,0.0,1.0,0.81799999999999995,1.3500000000000001,0.90000000000000002,0.0,0.0,0.0,0.0
483,C8H10O,2.367,2.5390000000000001,2.367,1.6739999999999999,1.204,0.69299999999999995,0.0,0.0,2.2000000000000002,2.3999999999999999,2.2000000000000002,1.5069999999999999,0.92100000000000004,0.69299999999999995,0.0,0.0,2.3660000000000001,2.5379999999999998,2.3660000000000001,1.673,1.202,0.69299999999999995,0.0,0.0,2.1869999999999998,2.3900000000000001,2.1869999999999998,1.494,0.89800000000000002,0.69299999999999995,0.0,0.0,-0.125,-0.080000000000000002,-0.125,-0.156,-0.438,0.125,0.0,0.0,-0.125,-0.080000000000000002,-0.125,-0.156,-0.437,0.125,0.0,0.0,-0.125,-0.080000000000000002,-0.125,-0.156,-0.438,0.125,0.0,0.0,-0.125,-0.080000000000000002,-0.125,-0.156,-0.438,0.125,0.0,0.0,1.0,0.81799999999999995,1.0,1.125,2.25,0.0,0.0,0.0,1.0,0.81799999999999995,1.0,1.125,2.25,0.0,0.0,0.0,1.0,0.81799999999999995,1.0,1.125,2.25,0.0,0.0,0.0,1.0,0.81799999999999995,1.0,1.125,2.25,0.0,0.0,0.0
484,C8H9NO2,2.577,2.8199999999999998,2.843,2.6099999999999999,1.921,0.69299999999999995,0.0,0.0,2.3250000000000002,2.54,2.4550000000000001,2.0089999999999999,1.5509999999999999,0.69299999999999995,0.0,0.0,2.5760000000000001,2.8180000000000001,2.8399999999999999,2.6059999999999999,1.919,0.69299999999999995,0.0,0.0,2.3010000000000002,2.5150000000000001,2.411,1.9470000000000001,1.512,0.69299999999999995,0.0,0.0,-0.13500000000000001,0.27400000000000002,-0.35299999999999998,-0.122,-0.40600000000000003,0.33800000000000002,0.0,0.0,-0.13500000000000001,0.24199999999999999,-0.376,-0.036999999999999998,-0.42599999999999999,0.35499999999999998,0.0,0.0,-0.13500000000000001,0.27700000000000002,-0.34999999999999998,-0.13100000000000001,-0.40300000000000002,0.33600000000000002,0.0,0.0,-0.13500000000000001,0.22600000000000001,-0.38500000000000001,0.001,-0.434,0.36199999999999999,0.0,0.0,0.878,0.53100000000000003,1.2210000000000001,1.411,1.3380000000000001,0.0,0.0,0.0,0.874,0.56299999999999994,1.2490000000000001,1.3240000000000001,1.355,0.0,0.0,0.0,0.879,0.52800000000000002,1.218,1.421,1.3360000000000001,0.0,0.0,0.0,0.86899999999999999,0.57899999999999996,1.262,1.2849999999999999,1.3620000000000001,0.0,0.0,0.0
