molID,identifier,"('TOPOLOGICAL', 'TI2')","('WALK_PATH_COUNTS', 'MPC04')","('CONNECTIVITY_INDICES', 'X2v')","('INFORMATION_INDICES', 'HVcpx')","('TWOD_AUTOCORRELATIONS', 'GATS1m')","('RDF', 'RDF110m')","('WHIM', 'G2v')","('GETAWAY', 'HATS2u')","('GETAWAY', 'HATS0p')","('GETAWAY', 'R4m+')","('GETAWAY', 'R2e')","('GETAWAY', 'R6p')","('GETAWAY', 'R6p')","('GETAWAY', 'RTp+')","('ATOMCENTRED_FRAGMENTS', 'H-049')","('ATOMCENTRED_FRAGMENTS', 'O-057')","('MOLECULAR_PROPERTIES', 'Hy')","('MOLECULAR_PROPERTIES', 'TPSA(NO)')","('MOLECULAR_PROPERTIES', 'TPSA(Tot)')"
234,none,1.496,3.0,1.6200000000000001,2.0009999999999999,1.75,0.0,0.183,0.53800000000000003,0.113,0.027,1.778,0.154,0.154,0.058000000000000003,0.0,0.0,-0.80200000000000005,3.2400000000000002,3.2400000000000002
235,none,3.8170000000000002,16.0,2.8100000000000001,2.8980000000000001,0.81799999999999995,0.001,1.0,0.41399999999999998,0.114,0.027,1.7689999999999999,0.17199999999999999,0.17199999999999999,0.067000000000000004,0.0,0.0,-0.82199999999999995,26.300000000000001,26.300000000000001
236,none,4.891,8.0,3.121,3.1680000000000001,0.54500000000000004,1.98,0.17599999999999999,0.33900000000000002,0.080000000000000002,0.025999999999999999,1.7749999999999999,0.19,0.19,0.058000000000000003,1.0,0.0,-0.88800000000000001,17.07,17.07
237,none,1.74,14.0,3.3679999999999999,2.3290000000000002,0.0,0.0,0.19800000000000001,0.40200000000000002,0.10199999999999999,0.019,1.7849999999999999,0.14499999999999999,0.14499999999999999,0.062,0.0,0.0,-0.95999999999999996,0.0,0.0
238,none,1.74,14.0,3.3679999999999999,2.3290000000000002,0.0,0.0,0.19800000000000001,0.40200000000000002,0.10199999999999999,0.019,1.7849999999999999,0.14499999999999999,0.14499999999999999,0.062,0.0,0.0,-0.95999999999999996,0.0,0.0
239,none,4.6790000000000003,11.0,3.673,3.0070000000000001,0.875,0.34999999999999998,0.16400000000000001,0.373,0.085999999999999993,0.017999999999999999,1.972,0.253,0.253,0.055,0.0,0.0,-0.83499999999999996,26.300000000000001,26.300000000000001
240,none,3.1669999999999998,14.0,2.0939999999999999,2.6160000000000001,1.042,0.0,0.185,0.48899999999999999,0.13200000000000001,0.021000000000000001,1.726,0.16300000000000001,0.16300000000000001,0.088999999999999996,0.0,0.0,-0.70199999999999996,39.439999999999998,39.439999999999998
241,none,3.4119999999999999,7.0,1.889,2.7320000000000002,0.93700000000000006,0.0,0.20399999999999999,0.5,0.10100000000000001,0.029000000000000001,1.919,0.159,0.159,0.058000000000000003,0.0,0.0,-0.76800000000000002,26.300000000000001,26.300000000000001
242,none,3.6509999999999998,26.0,4.6459999999999999,2.9300000000000002,0.80400000000000005,0.0,0.16200000000000001,0.34699999999999998,0.094,0.027,1.925,0.39100000000000001,0.39100000000000001,0.067000000000000004,0.0,0.0,-0.85599999999999998,26.300000000000001,26.300000000000001
243,none,4.3419999999999996,9.0,2.7280000000000002,3.0169999999999999,0.90000000000000002,0.92100000000000004,0.224,0.379,0.075999999999999998,0.032000000000000001,1.7629999999999999,0.14899999999999999,0.14899999999999999,0.045999999999999999,0.0,0.0,-0.80700000000000005,26.300000000000001,26.300000000000001
244,none,4.5149999999999997,11.0,3.4870000000000001,3.0209999999999999,0.88600000000000001,1.091,0.182,0.377,0.079000000000000001,0.033000000000000002,1.925,0.17299999999999999,0.17299999999999999,0.045999999999999999,0.0,0.0,-0.82199999999999995,26.300000000000001,26.300000000000001
245,none,1.6020000000000001,19.0,3.75,2.2839999999999998,0.5,0.0,0.19500000000000001,0.41099999999999998,0.089999999999999997,0.060999999999999999,1.8939999999999999,0.17999999999999999,0.17999999999999999,0.048000000000000001,0.0,0.0,-0.877,17.07,17.07
246,none,2.359,7.0,2.9399999999999999,2.1869999999999998,0.96399999999999997,0.0,0.18099999999999999,0.52800000000000002,0.11,0.036999999999999998,1.9199999999999999,0.246,0.246,0.055,0.0,0.0,-0.74199999999999999,26.300000000000001,26.300000000000001
247,none,4.1890000000000001,15.0,3.403,3.0819999999999999,1.0229999999999999,1.393,0.193,0.378,0.080000000000000002,0.041000000000000002,1.9690000000000001,0.223,0.223,0.052999999999999999,0.0,0.0,-0.71599999999999997,52.600000000000001,52.600000000000001
248,none,4.1890000000000001,15.0,3.403,3.0819999999999999,1.0229999999999999,1.98,0.16300000000000001,0.377,0.079000000000000001,0.042000000000000003,1.9590000000000001,0.221,0.221,0.052999999999999999,0.0,0.0,-0.71599999999999997,52.600000000000001,52.600000000000001
249,none,4.5289999999999999,10.0,3.3849999999999998,3.1219999999999999,0.88600000000000001,0.30199999999999999,0.16300000000000001,0.35199999999999998,0.062,0.014999999999999999,1.929,0.13900000000000001,0.13900000000000001,0.037999999999999999,0.0,0.0,-0.82199999999999995,26.300000000000001,26.300000000000001
250,none,4.5289999999999999,10.0,3.3849999999999998,3.1219999999999999,0.88600000000000001,0.40400000000000003,0.16300000000000001,0.34999999999999998,0.062,0.014999999999999999,1.919,0.152,0.152,0.039,0.0,0.0,-0.82199999999999995,26.300000000000001,26.300000000000001
251,none,4.694,9.0,3.7360000000000002,3.04,0.88600000000000001,0.39100000000000001,0.16300000000000001,0.374,0.071999999999999995,0.0080000000000000002,1.9570000000000001,0.184,0.184,0.049000000000000002,0.0,0.0,-0.82199999999999995,26.300000000000001,26.300000000000001
252,none,2.2290000000000001,4.0,1.7290000000000001,2.222,0.66700000000000004,0.0,0.193,0.60199999999999998,0.11799999999999999,0.035999999999999997,1.742,0.109,0.109,0.058000000000000003,0.0,0.0,-0.70999999999999996,34.140000000000001,34.140000000000001
253,none,1.3580000000000001,13.0,1.9419999999999999,2.1480000000000001,1.143,0.0,0.191,0.61099999999999999,0.14299999999999999,0.033000000000000002,1.839,0.16400000000000001,0.16400000000000001,0.082000000000000003,2.0,0.0,-0.74199999999999999,25.780000000000001,25.780000000000001
254,none,1.333,0.0,0.23599999999999999,1.363,0.75,0.0,0.26300000000000001,1.5609999999999999,0.27400000000000002,0.0,1.681,0.0,0.0,0.081000000000000003,1.0,0.0,-0.52800000000000002,17.07,17.07
255,none,4.5490000000000004,19.0,3.5449999999999999,3.1339999999999999,1.077,0.0,0.16300000000000001,0.37,0.099000000000000005,0.014999999999999999,1.99,0.247,0.247,0.066000000000000003,0.0,0.0,-0.84599999999999997,18.460000000000001,18.460000000000001
256,none,1.9510000000000001,16.0,2.2850000000000001,2.504,0.83299999999999996,0.0,0.185,0.68200000000000005,0.13900000000000001,0.034000000000000002,1.7889999999999999,0.113,0.113,0.067000000000000004,0.0,0.0,-0.79000000000000004,26.300000000000001,26.300000000000001
257,none,1.5209999999999999,0.0,1.2869999999999999,1.7649999999999999,0.75,0.0,0.23499999999999999,0.70199999999999996,0.14399999999999999,0.012999999999999999,1.7929999999999999,0.0,0.0,0.063,0.0,0.0,0.158,37.299999999999997,37.299999999999997
258,none,2.952,6.0,1.722,2.5739999999999998,0.96399999999999997,0.0,0.185,0.48399999999999999,0.112,0.035999999999999997,1.6679999999999999,0.14899999999999999,0.14899999999999999,0.075999999999999998,0.0,0.0,-0.74199999999999999,26.300000000000001,26.300000000000001
259,none,3.9929999999999999,18.0,2.6629999999999998,3.0059999999999998,0.81299999999999994,0.13200000000000001,0.19800000000000001,0.41399999999999998,0.13600000000000001,0.029000000000000001,1.4890000000000001,0.129,0.129,0.084000000000000005,0.0,0.0,-0.83499999999999996,26.300000000000001,26.300000000000001
260,none,3.2839999999999998,4.0,3.6989999999999998,2.625,0.66700000000000004,0.0,1.0,0.60699999999999998,0.28000000000000003,0.080000000000000002,1.653,0.13600000000000001,0.13600000000000001,0.23499999999999999,0.0,0.0,-0.70999999999999996,0.0,50.600000000000001
261,none,2.8490000000000002,10.0,2.4319999999999999,2.5750000000000002,0.91700000000000004,0.0,0.19500000000000001,0.40600000000000003,0.10199999999999999,0.033000000000000002,1.756,0.25,0.25,0.067000000000000004,0.0,0.0,-0.79000000000000004,26.300000000000001,26.300000000000001
262,none,2.8490000000000002,16.0,1.8640000000000001,2.5870000000000002,1.042,0.0,0.191,0.46500000000000002,0.161,0.042999999999999997,1.464,0.16400000000000001,0.16400000000000001,0.085999999999999993,0.0,0.0,-0.70199999999999996,39.439999999999998,39.439999999999998
263,none,4.1779999999999999,9.0,2.782,3.008,0.90000000000000002,0.78200000000000003,0.215,0.35999999999999999,0.080000000000000002,0.025999999999999999,1.7609999999999999,0.17100000000000001,0.17100000000000001,0.065000000000000002,0.0,0.0,-0.80700000000000005,26.300000000000001,26.300000000000001
264,none,3.8980000000000001,29.0,5.6059999999999999,2.9169999999999998,0.5,0.19500000000000001,0.17000000000000001,0.30299999999999999,0.075999999999999998,0.021999999999999999,1.889,0.28899999999999998,0.28899999999999998,0.058999999999999997,0.0,0.0,-0.92300000000000004,17.07,17.07
265,none,1.7070000000000001,0.0,0.83599999999999997,1.75,0.66700000000000004,0.0,0.23100000000000001,0.82699999999999996,0.60799999999999998,0.021999999999999999,1.2869999999999999,0.0,0.0,0.193,0.0,0.0,0.32300000000000001,0.0,38.799999999999997
266,none,4.6310000000000002,10.0,3.1360000000000001,3.1339999999999999,0.88600000000000001,0.89200000000000002,0.16500000000000001,0.33200000000000002,0.072999999999999995,0.025999999999999999,1.7849999999999999,0.18099999999999999,0.18099999999999999,0.063,0.0,0.0,-0.82199999999999995,26.300000000000001,26.300000000000001
267,none,2.6819999999999999,4.0,1.325,2.4140000000000001,1.0,0.0,0.21199999999999999,0.56200000000000006,0.13,0.035999999999999997,1.643,0.14899999999999999,0.14899999999999999,0.074999999999999997,0.0,0.0,-0.70999999999999996,26.300000000000001,26.300000000000001
268,none,2.8849999999999998,3.0,2.1899999999999999,2.4399999999999999,1.167,0.0,1.0,0.52700000000000002,0.14599999999999999,0.017000000000000001,1.514,0.126,0.126,0.079000000000000001,0.0,0.0,-0.80200000000000005,0.0,25.300000000000001
269,none,3.1059999999999999,8.0,2.5699999999999998,2.5840000000000001,0.93799999999999994,0.0,0.17899999999999999,0.45100000000000001,0.106,0.050999999999999997,1.7649999999999999,0.16400000000000001,0.16400000000000001,0.072999999999999995,0.0,0.0,-0.76800000000000002,26.300000000000001,26.300000000000001
270,none,3.7730000000000001,19.0,3.6840000000000002,2.8860000000000001,0.81299999999999994,0.014999999999999999,0.20599999999999999,0.39000000000000001,0.10299999999999999,0.028000000000000001,1.752,0.16,0.16,0.065000000000000002,0.0,0.0,-0.83499999999999996,26.300000000000001,26.300000000000001
271,none,3.8780000000000001,8.0,2.6779999999999999,2.8889999999999998,0.91700000000000004,0.050000000000000003,0.20899999999999999,0.41599999999999998,0.073999999999999996,0.029000000000000001,1.8999999999999999,0.14000000000000001,0.14000000000000001,0.041000000000000002,0.0,0.0,-0.79000000000000004,26.300000000000001,26.300000000000001
272,none,3.6840000000000002,8.0,3.153,2.7440000000000002,0.91700000000000004,0.012,0.17100000000000001,0.437,0.084000000000000005,0.027,1.9410000000000001,0.13200000000000001,0.13200000000000001,0.050999999999999997,0.0,0.0,-0.79000000000000004,26.300000000000001,26.300000000000001
273,none,3.6459999999999999,21.0,3.7050000000000001,2.988,0.5,0.0,0.16500000000000001,0.34699999999999998,0.099000000000000005,0.02,1.837,0.33300000000000002,0.33300000000000002,0.065000000000000002,1.0,0.0,-0.91200000000000003,17.07,17.07
274,none,3.0670000000000002,28.0,4.3899999999999997,2.9510000000000001,1.0629999999999999,0.0030000000000000001,0.16900000000000001,0.307,0.076999999999999999,0.021999999999999999,1.9990000000000001,0.42499999999999999,0.42499999999999999,0.058999999999999997,0.0,0.0,-0.873,18.460000000000001,18.460000000000001
275,none,4.7729999999999997,20.0,4.0940000000000003,3.1349999999999998,0.80400000000000005,2.4529999999999998,0.20300000000000001,0.371,0.097000000000000003,0.014,1.766,0.122,0.122,0.062,0.0,0.0,-0.85599999999999998,26.300000000000001,26.300000000000001
276,none,3.117,25.0,4.4509999999999996,2.9969999999999999,0.79700000000000004,0.13200000000000001,0.17100000000000001,0.33000000000000002,0.090999999999999998,0.012,1.923,0.34200000000000003,0.34200000000000003,0.064000000000000001,0.0,0.0,-0.873,26.300000000000001,26.300000000000001
277,none,3.2839999999999998,4.0,1.6739999999999999,2.625,1.0,0.0,0.188,0.52100000000000002,0.107,0.021999999999999999,1.839,0.108,0.108,0.058999999999999997,1.0,0.0,-0.70999999999999996,26.300000000000001,26.300000000000001
278,none,2.9990000000000001,4.0,2.1499999999999999,2.4329999999999998,1.0,0.0,0.219,0.53400000000000003,0.12,0.031,1.8779999999999999,0.11799999999999999,0.11799999999999999,0.070000000000000007,1.0,0.0,-0.70999999999999996,26.300000000000001,26.300000000000001
279,none,4.6449999999999996,19.0,3.9820000000000002,3.0209999999999999,0.97199999999999998,1.0449999999999999,0.16500000000000001,0.36799999999999999,0.094,0.019,1.8859999999999999,0.13900000000000001,0.13900000000000001,0.073999999999999996,0.0,0.0,-0.78100000000000003,39.439999999999998,39.439999999999998
280,none,3.1259999999999999,22.0,3.0059999999999998,2.718,0.80000000000000004,0.0,0.28199999999999997,0.41399999999999998,0.125,0.058000000000000003,1.889,0.215,0.215,0.074999999999999997,0.0,0.0,-0.748,53.270000000000003,53.270000000000003
281,none,4.391,10.0,3.8599999999999999,2.9980000000000002,0.88600000000000001,0.36399999999999999,0.224,0.374,0.070999999999999994,0.014,1.97,0.127,0.127,0.047,0.0,0.0,-0.82199999999999995,26.300000000000001,26.300000000000001
282,none,7.0090000000000003,16.0,5.9809999999999999,3.6240000000000001,0.83799999999999997,0.67100000000000004,0.36599999999999999,0.26000000000000001,0.049000000000000002,0.012,1.998,0.184,0.184,0.039,0.0,0.0,-0.879,26.300000000000001,26.300000000000001
283,none,5.6689999999999996,13.0,4.9210000000000003,3.3500000000000001,0.85699999999999998,0.69399999999999995,0.161,0.308,0.058000000000000003,0.012,1.986,0.159,0.159,0.042999999999999997,0.0,0.0,-0.85599999999999998,26.300000000000001,26.300000000000001
284,none,5.3280000000000003,12.0,4.0919999999999996,3.3359999999999999,0.86499999999999999,0.55200000000000005,0.20599999999999999,0.30399999999999999,0.052999999999999999,0.012,1.9450000000000001,0.16200000000000001,0.16200000000000001,0.035000000000000003,0.0,0.0,-0.84599999999999997,26.300000000000001,26.300000000000001
285,none,5.2290000000000001,12.0,4.5670000000000002,3.2389999999999999,0.86499999999999999,0.61499999999999999,0.17000000000000001,0.32700000000000001,0.062,0.012999999999999999,1.986,0.14899999999999999,0.14899999999999999,0.043999999999999997,0.0,0.0,-0.84599999999999997,26.300000000000001,26.300000000000001
286,none,3.7440000000000002,23.0,3.8359999999999999,2.8620000000000001,0.77800000000000002,0.014999999999999999,0.22,0.36299999999999999,0.10100000000000001,0.066000000000000003,1.7030000000000001,0.14999999999999999,0.14999999999999999,0.065000000000000002,0.0,1.0,-0.26500000000000001,46.530000000000001,46.530000000000001
287,none,2.2010000000000001,16.0,2.2730000000000001,2.6349999999999998,1.0,0.0,0.23300000000000001,0.64900000000000002,0.13200000000000001,0.017999999999999999,1.7529999999999999,0.158,0.158,0.065000000000000002,0.0,0.0,-0.877,9.2300000000000004,9.2300000000000004
288,none,2.4809999999999999,18.0,2.2690000000000001,2.6680000000000001,1.0189999999999999,0.0,0.183,0.50600000000000001,0.125,0.070000000000000007,1.9059999999999999,0.186,0.186,0.064000000000000001,0.0,0.0,-0.72699999999999998,35.530000000000001,35.530000000000001
289,none,1.544,12.0,1.698,2.2959999999999998,0.85699999999999998,0.0,0.19700000000000001,0.65300000000000002,0.158,0.021999999999999999,1.601,0.092999999999999999,0.092999999999999999,0.078,0.0,1.0,-0.107,29.460000000000001,29.460000000000001
290,none,2.2010000000000001,16.0,1.8899999999999999,2.6349999999999998,1.042,0.0,0.191,0.77600000000000002,0.16900000000000001,0.034000000000000002,1.7869999999999999,0.111,0.111,0.081000000000000003,1.0,0.0,-0.70199999999999996,35.530000000000001,35.530000000000001
291,none,2.8039999999999998,19.0,2.5030000000000001,2.8199999999999998,1.0,0.0,0.20100000000000001,0.47799999999999998,0.113,0.035999999999999997,1.9690000000000001,0.22600000000000001,0.22600000000000001,0.064000000000000001,0.0,0.0,-0.748,35.530000000000001,35.530000000000001
292,none,2.0019999999999998,17.0,2.214,2.4159999999999999,1.111,0.0,0.23300000000000001,0.496,0.126,0.037999999999999999,1.851,0.31900000000000001,0.31900000000000001,0.068000000000000005,0.0,0.0,-0.79000000000000004,18.460000000000001,18.460000000000001
293,none,1.659,12.0,1.671,2.2000000000000002,0.57099999999999995,0.0,0.20399999999999999,0.39200000000000002,0.19400000000000001,0.060999999999999999,1.218,0.039,0.039,0.10299999999999999,0.0,1.0,-0.107,37.299999999999997,37.299999999999997
294,none,3.0979999999999999,32.0,3.5430000000000001,2.8690000000000002,0.504,0.0,0.21199999999999999,0.34899999999999998,0.123,0.041000000000000002,1.647,0.30299999999999999,0.30299999999999999,0.074999999999999997,0.0,0.0,-0.35199999999999998,37.299999999999997,37.299999999999997
295,none,2.6269999999999998,28.0,3.0609999999999999,2.7269999999999999,0.46700000000000003,0.0,0.17899999999999999,0.36499999999999999,0.14299999999999999,0.041000000000000002,1.502,0.30599999999999999,0.30599999999999999,0.072999999999999995,0.0,0.0,-0.90500000000000003,17.07,17.07
296,none,2.7770000000000001,22.0,3.157,2.6150000000000002,0.59099999999999997,0.0,0.17699999999999999,0.38100000000000001,0.12,0.104,1.6930000000000001,0.26900000000000002,0.26900000000000002,0.069000000000000006,0.0,0.0,-0.76600000000000001,57.200000000000003,57.200000000000003
298,none,3.9279999999999999,28.0,3.4279999999999999,3.0219999999999998,0.75600000000000001,0.0,0.193,0.34999999999999998,0.13100000000000001,0.031,1.573,0.19700000000000001,0.19700000000000001,0.070000000000000007,0.0,0.0,-0.85599999999999998,26.300000000000001,26.300000000000001
299,none,3.5920000000000001,17.0,2.8959999999999999,2.887,0.81799999999999995,0.0,1.0,0.38600000000000001,0.113,0.035999999999999997,1.6659999999999999,0.17399999999999999,0.17399999999999999,0.070000000000000007,0.0,0.0,-0.82199999999999995,26.300000000000001,26.300000000000001
300,none,3.4500000000000002,16.0,3.2480000000000002,2.7759999999999998,0.81799999999999995,0.0,0.215,0.39300000000000002,0.11,0.017999999999999999,1.7390000000000001,0.21199999999999999,0.21199999999999999,0.069000000000000006,0.0,0.0,-0.82199999999999995,26.300000000000001,26.300000000000001
301,none,5.0060000000000002,29.0,3.8370000000000002,3.2429999999999999,0.755,0.91900000000000004,0.16700000000000001,0.33700000000000002,0.126,0.016,1.5800000000000001,0.154,0.154,0.070999999999999994,0.0,0.0,-0.873,26.300000000000001,26.300000000000001
302,none,2.593,13.0,1.893,2.577,0.84399999999999997,0.0,1.0,0.48199999999999998,0.18099999999999999,0.031,1.6120000000000001,0.13700000000000001,0.13700000000000001,0.11,1.0,0.0,-0.76800000000000002,26.300000000000001,26.300000000000001
303,none,1.4810000000000001,10.0,1.96,2.1720000000000002,0.5,0.0,1.0,0.57399999999999995,0.66000000000000003,0.11799999999999999,1.3140000000000001,0.066000000000000003,0.066000000000000003,0.20200000000000001,0.0,0.0,-0.158,0.0,38.799999999999997
304,none,4.4619999999999997,29.0,3.8090000000000002,3.1379999999999999,0.75600000000000001,0.31900000000000001,0.81299999999999994,0.32600000000000001,0.105,0.028000000000000001,1.641,0.20100000000000001,0.20100000000000001,0.055,0.0,0.0,-0.86499999999999999,26.300000000000001,26.300000000000001
305,none,3.23,15.0,2.5,2.7509999999999999,0.82499999999999996,0.0,0.88900000000000001,0.42099999999999999,0.12,0.017999999999999999,1.6639999999999999,0.187,0.187,0.069000000000000006,0.0,0.0,-0.80700000000000005,26.300000000000001,26.300000000000001
306,none,3.9620000000000002,32.0,3.5790000000000002,3.0070000000000001,0.71999999999999997,0.0,0.19900000000000001,0.32900000000000001,0.127,0.071999999999999995,1.53,0.19,0.19,0.070999999999999994,0.0,1.0,-0.314,46.530000000000001,46.530000000000001
307,none,3.8620000000000001,19.0,3.7440000000000002,2.9079999999999999,0.81299999999999994,0.002,0.188,0.36899999999999999,0.10299999999999999,0.040000000000000001,1.74,0.17799999999999999,0.17799999999999999,0.069000000000000006,0.0,0.0,-0.83499999999999996,26.300000000000001,26.300000000000001
308,none,0.81100000000000005,36.0,5.1260000000000003,1.827,0.45800000000000002,0.0,0.19900000000000001,0.38100000000000001,0.085000000000000006,0.035999999999999997,1.96,0.034000000000000002,0.034000000000000002,0.043999999999999997,0.0,0.0,-0.29399999999999998,20.23,20.23
309,none,2.0299999999999998,44.0,5.7089999999999996,2.3250000000000002,0.75800000000000001,0.0,0.16400000000000001,0.36499999999999999,0.086999999999999994,0.025000000000000001,2.048,0.27400000000000002,0.27400000000000002,0.055,0.0,0.0,-0.83499999999999996,26.300000000000001,26.300000000000001
313,none,3.3660000000000001,9.0,2.956,2.6160000000000001,0.91700000000000004,0.0,0.17699999999999999,0.48399999999999999,0.099000000000000005,0.105,1.885,0.17100000000000001,0.17100000000000001,0.058000000000000003,0.0,0.0,-0.70199999999999996,43.369999999999997,43.369999999999997
314,none,1.542,0.0,1.5760000000000001,1.732,0.625,0.0,0.25,0.66300000000000003,0.128,0.0089999999999999993,1.7709999999999999,0.0,0.0,0.063,0.0,0.0,0.13200000000000001,20.23,20.23
315,none,3.351,22.0,3.077,2.8279999999999998,0.83699999999999997,0.016,0.20899999999999999,0.38500000000000001,0.094,0.050999999999999997,1.651,0.159,0.159,0.066000000000000003,0.0,0.0,0.47699999999999998,52.32,52.32
316,none,1.9419999999999999,35.0,6.7089999999999996,2.4039999999999999,0.5,0.0,0.183,0.33000000000000002,0.078,0.02,1.9279999999999999,0.53000000000000003,0.53000000000000003,0.041000000000000002,0.0,1.0,-0.41299999999999998,20.23,20.23
317,none,3.2189999999999999,18.0,3.3580000000000001,2.734,0.81799999999999995,0.0,0.17399999999999999,0.42699999999999999,0.112,0.029999999999999999,1.7470000000000001,0.19600000000000001,0.19600000000000001,0.066000000000000003,0.0,0.0,-0.82199999999999995,26.300000000000001,26.300000000000001
318,none,3.4119999999999999,7.0,2.3239999999999998,2.7320000000000002,0.93799999999999994,0.012,0.24199999999999999,0.45700000000000002,0.083000000000000004,0.031,1.8660000000000001,0.13600000000000001,0.13600000000000001,0.043999999999999997,0.0,0.0,-0.76800000000000002,26.300000000000001,26.300000000000001
319,none,3.181,7.0,2.827,2.597,0.93799999999999994,0.0,0.17499999999999999,0.47999999999999998,0.091999999999999998,0.031,1.927,0.17199999999999999,0.17199999999999999,0.055,0.0,0.0,-0.76800000000000002,26.300000000000001,26.300000000000001
320,none,3.2370000000000001,6.0,2.6760000000000002,2.609,0.93799999999999994,0.0,0.17499999999999999,0.48099999999999998,0.092999999999999999,0.016,1.923,0.17699999999999999,0.17699999999999999,0.056000000000000001,0.0,0.0,-0.76800000000000002,26.300000000000001,26.300000000000001
321,none,2.9889999999999999,6.0,3.1789999999999998,2.4489999999999998,0.93799999999999994,0.0,0.187,0.46899999999999997,0.089999999999999997,0.021999999999999999,1.972,0.224,0.224,0.043999999999999997,0.0,0.0,-0.76800000000000002,26.300000000000001,26.300000000000001
322,none,3.552,16.0,3.7349999999999999,2.9009999999999998,0.85199999999999998,0.19400000000000001,0.17899999999999999,0.36599999999999999,0.080000000000000002,0.070000000000000007,1.9399999999999999,0.25900000000000001,0.25900000000000001,0.050000000000000003,0.0,0.0,-0.20000000000000001,63.600000000000001,63.600000000000001
323,none,4.3070000000000004,19.0,3.7679999999999998,3.024,0.80800000000000005,1.1180000000000001,0.22,0.41299999999999998,0.106,0.019,1.7749999999999999,0.13600000000000001,0.13600000000000001,0.068000000000000005,0.0,0.0,-0.84599999999999997,26.300000000000001,26.300000000000001
324,none,2.8849999999999998,3.0,1.321,2.4399999999999999,1.05,0.0,0.27500000000000002,0.60599999999999998,0.125,0.024,1.8360000000000001,0.076999999999999999,0.076999999999999999,0.070999999999999994,1.0,0.0,-0.66800000000000004,26.300000000000001,26.300000000000001
325,none,2.5350000000000001,3.0,1.823,2.246,1.05,0.0,0.19700000000000001,0.61099999999999999,0.13800000000000001,0.029999999999999999,1.847,0.086999999999999994,0.086999999999999994,0.075999999999999998,1.0,0.0,-0.66800000000000004,26.300000000000001,26.300000000000001
326,none,4.1150000000000002,9.0,3.0310000000000001,2.9889999999999999,0.90000000000000002,0.26400000000000001,0.16700000000000001,0.379,0.068000000000000005,0.017000000000000001,1.905,0.13800000000000001,0.13800000000000001,0.040000000000000001,0.0,0.0,-0.80700000000000005,26.300000000000001,26.300000000000001
327,none,3.9609999999999999,9.0,3.5339999999999998,2.8849999999999998,0.90000000000000002,0.25,0.16700000000000001,0.40600000000000003,0.076999999999999999,0.019,1.9590000000000001,0.161,0.161,0.050999999999999997,0.0,0.0,-0.80700000000000005,26.300000000000001,26.300000000000001
328,none,3.2370000000000001,6.0,2.1970000000000001,2.609,0.95199999999999996,0.0,0.192,0.496,0.098000000000000004,0.017000000000000001,1.909,0.16400000000000001,0.16400000000000001,0.058000000000000003,0.0,0.0,-0.065000000000000002,46.530000000000001,46.530000000000001
329,none,6.7409999999999997,15.0,5.1520000000000001,3.6200000000000001,0.84399999999999997,0.57099999999999995,0.151,0.25,0.043999999999999997,0.014,1.9530000000000001,0.19800000000000001,0.19800000000000001,0.032000000000000001,0.0,0.0,-0.873,26.300000000000001,26.300000000000001
330,none,3.9609999999999999,9.0,2.7759999999999998,2.8849999999999998,0.88900000000000001,0.032000000000000001,0.17199999999999999,0.41399999999999998,0.080000000000000002,0.023,1.8480000000000001,0.13100000000000001,0.13100000000000001,0.043999999999999997,0.0,0.0,-0.72699999999999998,43.369999999999997,43.369999999999997
331,none,3.9009999999999998,19.0,3.2360000000000002,2.988,0.81299999999999994,0.91400000000000003,1.0,0.38300000000000001,0.105,0.02,1.8129999999999999,0.14999999999999999,0.14999999999999999,0.066000000000000003,0.0,0.0,-0.83499999999999996,26.300000000000001,26.300000000000001
332,none,3.7549999999999999,19.0,3.7389999999999999,2.8900000000000001,0.81299999999999994,0.001,0.188,0.38300000000000001,0.104,0.021000000000000001,1.8160000000000001,0.184,0.184,0.067000000000000004,0.0,0.0,-0.83499999999999996,26.300000000000001,26.300000000000001
333,none,3.165,5.0,1.9279999999999999,2.5990000000000002,0.96399999999999997,0.0,0.18099999999999999,0.52000000000000002,0.094,0.016,1.877,0.14599999999999999,0.14599999999999999,0.050999999999999997,0.0,0.0,-0.74199999999999999,26.300000000000001,26.300000000000001
334,none,9.3599999999999994,21.0,7.274,4.0529999999999999,0.81799999999999995,0.57399999999999995,0.17899999999999999,0.187,0.033000000000000002,0.012,1.9750000000000001,0.23100000000000001,0.23100000000000001,0.025999999999999999,0.0,0.0,-0.90500000000000003,26.300000000000001,26.300000000000001
335,none,3.6850000000000001,5.0,3.544,2.7749999999999999,1.125,0.0,0.72599999999999998,0.45400000000000001,0.080000000000000002,0.025000000000000001,1.9419999999999999,0.13300000000000001,0.13300000000000001,0.041000000000000002,0.0,0.0,-0.84799999999999998,0.0,25.300000000000001
336,none,6.2960000000000003,14.0,4.5229999999999997,3.536,0.84999999999999998,1.2529999999999999,0.26600000000000001,0.26000000000000001,0.053999999999999999,0.014999999999999999,1.851,0.191,0.191,0.045999999999999999,0.0,0.0,-0.86499999999999999,26.300000000000001,26.300000000000001
337,none,3.7349999999999999,8.0,2.6779999999999999,2.8719999999999999,0.91700000000000004,0.19,0.22800000000000001,0.41799999999999998,0.074999999999999997,0.021999999999999999,1.897,0.128,0.128,0.041000000000000002,0.0,0.0,-0.79000000000000004,26.300000000000001,26.300000000000001
