molID,identifier,"('TOPOLOGICAL', 'TI2')","('WALK_PATH_COUNTS', 'MPC04')","('CONNECTIVITY_INDICES', 'X2v')","('INFORMATION_INDICES', 'HVcpx')","('TWOD_AUTOCORRELATIONS', 'GATS1m')","('RDF', 'RDF110m')","('WHIM', 'G2v')","('GETAWAY', 'HATS2u')","('GETAWAY', 'HATS0p')","('GETAWAY', 'R4m+')","('GETAWAY', 'R2e')","('GETAWAY', 'R6p')","('GETAWAY', 'R6p')","('GETAWAY', 'RTp+')","('ATOMCENTRED_FRAGMENTS', 'H-049')","('ATOMCENTRED_FRAGMENTS', 'O-057')","('MOLECULAR_PROPERTIES', 'Hy')","('MOLECULAR_PROPERTIES', 'TPSA(NO)')","('MOLECULAR_PROPERTIES', 'TPSA(Tot)')"
58,none,2.052,2.0,1.1439999999999999,1.9870000000000001,0.75,0.0,0.20799999999999999,0.66800000000000004,0.13500000000000001,0.047,1.6679999999999999,0.019,0.019,0.057000000000000002,0.0,1.0,0.158,37.299999999999997,37.299999999999997
59,none,2.3889999999999998,16.0,2.5390000000000001,2.548,0.5,0.0,0.18099999999999999,0.47599999999999998,0.114,0.032000000000000001,1.6399999999999999,0.20300000000000001,0.20300000000000001,0.064000000000000001,0.0,0.0,-0.877,17.07,17.07
60,none,2.9990000000000001,4.0,1.851,2.4329999999999998,0.66700000000000004,0.0,0.219,0.49399999999999999,0.099000000000000005,0.017000000000000001,1.73,0.109,0.109,0.048000000000000001,0.0,1.0,-0.039,37.299999999999997,37.299999999999997
61,none,2.8849999999999998,3.0,1.6619999999999999,2.4399999999999999,0.58299999999999996,0.0,0.25800000000000001,0.55500000000000005,0.111,0.016,1.778,0.10299999999999999,0.10299999999999999,0.059999999999999998,1.0,0.0,-0.80200000000000005,17.07,17.07
62,none,3.8879999999999999,6.0,2.5579999999999998,2.7719999999999998,0.625,0.01,0.55800000000000005,0.40000000000000002,0.079000000000000001,0.014,1.792,0.16300000000000001,0.16300000000000001,0.042000000000000003,0.0,1.0,-0.161,37.299999999999997,37.299999999999997
63,none,2.8849999999999998,3.0,1.3919999999999999,2.4399999999999999,0.58299999999999996,0.0,0.224,0.50700000000000001,0.11600000000000001,0.031,1.75,0.13200000000000001,0.13200000000000001,0.055,0.0,0.0,-0.087999999999999995,20.23,20.23
64,none,4.3419999999999996,9.0,2.6389999999999998,3.0169999999999999,0.90000000000000002,1.0589999999999999,0.188,0.40000000000000002,0.086999999999999994,0.029000000000000001,1.899,0.18099999999999999,0.18099999999999999,0.050000000000000003,0.0,0.0,-0.80700000000000005,26.300000000000001,26.300000000000001
65,none,5.4089999999999998,15.0,4.8600000000000003,3.242,0.84999999999999998,2.9729999999999999,0.156,0.314,0.074999999999999997,0.021999999999999999,1.889,0.22500000000000001,0.22500000000000001,0.042999999999999997,0.0,0.0,-0.86499999999999999,26.300000000000001,26.300000000000001
66,none,5.4089999999999998,15.0,4.8600000000000003,3.242,0.84999999999999998,3.3860000000000001,0.20100000000000001,0.28799999999999998,0.066000000000000003,0.021999999999999999,1.879,0.22800000000000001,0.22800000000000001,0.036999999999999998,0.0,0.0,-0.86499999999999999,26.300000000000001,26.300000000000001
67,none,5.5970000000000004,15.0,5.077,3.3359999999999999,0.84999999999999998,2.2309999999999999,0.17599999999999999,0.314,0.070000000000000007,0.016,1.968,0.21099999999999999,0.21099999999999999,0.041000000000000002,0.0,0.0,-0.86499999999999999,26.300000000000001,26.300000000000001
68,none,1.696,17.0,3.6920000000000002,2.3660000000000001,0.5,0.0,0.215,0.39800000000000002,0.099000000000000005,0.029999999999999999,1.8720000000000001,0.161,0.161,0.058999999999999997,0.0,0.0,-0.877,17.07,17.07
69,none,4.4889999999999999,7.0,3.077,3.0459999999999998,0.55000000000000004,0.30199999999999999,0.26100000000000001,0.36699999999999999,0.070999999999999994,0.014999999999999999,1.8620000000000001,0.18099999999999999,0.18099999999999999,0.045999999999999999,1.0,0.0,-0.877,17.07,17.07
70,none,4.7460000000000004,8.0,3.2650000000000001,3.0449999999999999,0.59999999999999998,0.066000000000000003,0.58999999999999997,0.33900000000000002,0.066000000000000003,0.016,1.833,0.182,0.182,0.039,0.0,1.0,-0.24399999999999999,37.299999999999997,37.299999999999997
71,none,4.4889999999999999,7.0,3.198,3.0459999999999998,0.55000000000000004,0.083000000000000004,0.16500000000000001,0.34999999999999998,0.062,0.01,1.8979999999999999,0.17999999999999999,0.17999999999999999,0.039,0.0,0.0,-0.29399999999999998,20.23,20.23
72,none,2.2010000000000001,16.0,2.3410000000000002,2.6349999999999998,1.0,0.0,0.18099999999999999,0.44700000000000001,0.126,0.021999999999999999,1.6850000000000001,0.16300000000000001,0.16300000000000001,0.079000000000000001,0.0,0.0,-0.877,9.2300000000000004,9.2300000000000004
73,none,2.052,2.0,0.92500000000000004,1.9870000000000001,1.125,0.0,0.20799999999999999,0.79900000000000004,0.154,0.053999999999999999,1.7190000000000001,0.070000000000000007,0.070000000000000007,0.071999999999999995,0.0,0.0,-0.61399999999999999,26.300000000000001,26.300000000000001
74,none,2.3889999999999998,16.0,2.0859999999999999,2.548,0.83299999999999996,0.0,0.185,0.58999999999999997,0.13800000000000001,0.034000000000000002,1.6220000000000001,0.183,0.183,0.065000000000000002,0.0,0.0,-0.79000000000000004,26.300000000000001,26.300000000000001
75,none,2.524,5.0,1.5549999999999999,2.371,1.0,0.0,0.28499999999999998,0.58399999999999996,0.107,0.040000000000000001,1.837,0.14099999999999999,0.14099999999999999,0.057000000000000002,0.0,0.0,-0.70999999999999996,26.300000000000001,26.300000000000001
76,none,3.181,7.0,2.0070000000000001,2.597,0.95199999999999996,0.0,0.183,0.51600000000000001,0.10100000000000001,0.034000000000000002,1.8140000000000001,0.13800000000000001,0.13800000000000001,0.051999999999999998,0.0,0.0,-0.67200000000000004,43.369999999999997,43.369999999999997
77,none,7.0129999999999999,15.0,5.0910000000000002,3.633,0.84399999999999997,0.318,0.17899999999999999,0.246,0.044999999999999998,0.021000000000000001,1.9510000000000001,0.219,0.219,0.034000000000000002,0.0,0.0,-0.873,26.300000000000001,26.300000000000001
78,none,2.1949999999999998,3.0,1.159,2.2050000000000001,1.05,0.0,0.19700000000000001,0.69199999999999995,0.125,0.040000000000000001,1.8160000000000001,0.13500000000000001,0.13500000000000001,0.058999999999999997,0.0,0.0,-0.66800000000000004,26.300000000000001,26.300000000000001
79,none,2.387,6.0,1.6919999999999999,2.3639999999999999,0.96399999999999997,0.0,0.185,0.56499999999999995,0.109,0.035999999999999997,1.7470000000000001,0.17999999999999999,0.17999999999999999,0.053999999999999999,0.0,0.0,-0.74199999999999999,26.300000000000001,26.300000000000001
80,none,2.952,6.0,1.909,2.5739999999999998,0.96399999999999997,0.0,0.26100000000000001,0.51400000000000001,0.092999999999999999,0.033000000000000002,1.8700000000000001,0.13600000000000001,0.13600000000000001,0.050000000000000003,0.0,0.0,-0.74199999999999999,26.300000000000001,26.300000000000001
81,none,1.9450000000000001,20.0,2.278,2.548,0.81499999999999995,0.0,0.183,0.495,0.13100000000000001,0.039,1.5900000000000001,0.23799999999999999,0.23799999999999999,0.064000000000000001,1.0,1.0,-0.16400000000000001,46.530000000000001,46.530000000000001
82,none,0.876,31.0,4.9299999999999997,1.9850000000000001,0.91700000000000004,0.0,0.67300000000000004,0.42699999999999999,0.090999999999999998,0.021000000000000001,2.1230000000000002,0.17199999999999999,0.17199999999999999,0.047,0.0,0.0,-0.877,9.2300000000000004,9.2300000000000004
83,none,2.0209999999999999,20.0,2.4990000000000001,2.5670000000000002,0.82499999999999996,0.0,0.22800000000000001,0.43099999999999999,0.125,0.042999999999999997,1.661,0.23899999999999999,0.23899999999999999,0.074999999999999997,0.0,1.0,-0.24399999999999999,29.460000000000001,29.460000000000001
84,none,3.6840000000000002,8.0,3.0529999999999999,2.7440000000000002,0.55000000000000004,0.0,0.19,0.372,0.085999999999999993,0.036999999999999998,1.819,0.218,0.218,0.045999999999999999,0.0,0.0,-0.29399999999999998,20.23,20.23
85,none,3.2999999999999998,28.0,4.6479999999999997,2.9209999999999998,0.76900000000000002,0.095000000000000001,0.17399999999999999,0.372,0.083000000000000004,0.023,2.0990000000000002,0.30199999999999999,0.30199999999999999,0.050999999999999997,0.0,0.0,-0.79500000000000004,43.369999999999997,43.369999999999997
86,none,3.2999999999999998,28.0,4.6479999999999997,2.9209999999999998,0.76900000000000002,0.063,0.17399999999999999,0.36299999999999999,0.082000000000000003,0.028000000000000001,2.081,0.29899999999999999,0.29899999999999999,0.050999999999999997,0.0,0.0,-0.79500000000000004,43.369999999999997,43.369999999999997
87,none,3.2999999999999998,28.0,4.6479999999999997,2.9209999999999998,0.76900000000000002,0.183,0.16,0.36299999999999999,0.081000000000000003,0.027,2.0739999999999998,0.29399999999999998,0.29399999999999998,0.048000000000000001,0.0,0.0,-0.79500000000000004,43.369999999999997,43.369999999999997
88,none,3.2999999999999998,28.0,4.6479999999999997,2.9209999999999998,0.76900000000000002,0.158,0.17399999999999999,0.378,0.085000000000000006,0.021999999999999999,2.1110000000000002,0.30499999999999999,0.30499999999999999,0.050000000000000003,0.0,0.0,-0.79500000000000004,43.369999999999997,43.369999999999997
89,none,3.2839999999999998,4.0,2.016,2.625,0.57099999999999995,0.0,0.183,0.48699999999999999,0.098000000000000004,0.017000000000000001,1.7989999999999999,0.14299999999999999,0.14299999999999999,0.055,1.0,0.0,-0.82799999999999996,17.07,17.07
