molid,identifiere,Ui,Hy,AMR,TPSA(NO),TPSA(Tot),MLOGP,MLOGP2,ALOGP,ALOGP2,LAI,GVWAI-80,GVWAI-50,Inflammat-80,Inflammat-50,Depressant-80,Depressant-50,Psychotic-80,Psychotic-50,Hypertens-80,Hypertens-50,Hypnotic-80,Hypnotic-50,Neoplastic-80,Neoplastic-50,Infective-80,Infective-50,BLTF96,BLTD48,BLTA96,ALOGPS_logP,ALOGPS_logS
253,C7H10N2,2.8069999999999999,-0.74199999999999999,35.554000000000002,25.780000000000001,25.780000000000001,0.318,0.10100000000000001,0.76100000000000001,0.57899999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6599999999999999,-1.6200000000000001,-1.55,1.2,-0.17000000000000001
254,C2H4O,1.0,-0.52800000000000002,11.718,17.07,17.07,-0.317,0.10100000000000001,-0.182,0.033000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1200000000000001,-1.02,-0.91000000000000003,-0.01,0.70999999999999996
255,C13H20O2,2.8069999999999999,-0.84599999999999997,62.347000000000001,18.460000000000001,18.460000000000001,2.915,8.4960000000000004,2.8570000000000002,8.1630000000000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-3.8700000000000001,-4.0899999999999999,-4.1399999999999997,3.0299999999999998,-3.8100000000000001
256,C9H10O2,3.0,-0.79000000000000004,42.923999999999999,26.300000000000001,26.300000000000001,1.8069999999999999,3.2639999999999998,1.554,2.4129999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9300000000000002,-3.04,-3.04,1.8200000000000001,-2.1499999999999999
257,C4H8O2,1.0,0.158,22.465,37.299999999999997,37.299999999999997,-0.22600000000000001,0.050999999999999997,-0.32500000000000001,0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,-1.1100000000000001,-1.0,-0.66000000000000003,0.72999999999999998
258,C7H12O2,1.585,-0.74199999999999999,35.802999999999997,26.300000000000001,26.300000000000001,1.619,2.621,1.7609999999999999,3.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.77,-2.8599999999999999,-2.8500000000000001,2.1099999999999999,-1.21
259,C12H12O2,3.3220000000000001,-0.83499999999999996,57.067,26.300000000000001,26.300000000000001,2.79,7.7850000000000001,2.77,7.673,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-3.7599999999999998,-3.9700000000000002,-4.0199999999999996,3.1899999999999999,-3.7799999999999998
260,C6H10S2,1.585,-0.70999999999999996,45.305999999999997,0.0,50.600000000000001,2.3519999999999999,5.5300000000000002,2.6190000000000002,6.8609999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.3900000000000001,-3.5499999999999998,-3.5800000000000001,2.7400000000000002,-3.1400000000000001
261,C9H16O2,1.585,-0.79000000000000004,44.978999999999999,26.300000000000001,26.300000000000001,2.27,5.1520000000000001,2.6800000000000002,7.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.3199999999999998,-3.48,-3.5,3.0499999999999998,-2.1400000000000001
262,C8H8O3,3.0,-0.70199999999999996,39.139000000000003,39.439999999999998,39.439999999999998,0.80600000000000005,0.64900000000000002,1.6970000000000001,2.8809999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0699999999999998,-2.0899999999999999,-2.04,1.6799999999999999,-1.8400000000000001
263,C10H18O2,1.585,-0.80700000000000005,49.606000000000002,26.300000000000001,26.300000000000001,2.573,6.6210000000000004,3.1299999999999999,9.7940000000000005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-3.5800000000000001,-3.7599999999999998,-3.7999999999999998,3.5699999999999998,-3.3500000000000001
264,C16H24O,2.3220000000000001,-0.92300000000000004,76.037000000000006,17.07,17.07,3.6760000000000002,13.515000000000001,4.2089999999999996,17.718,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-4.5099999999999998,-4.8099999999999996,-4.9100000000000001,4.79,-4.7000000000000002
265,C3H6S,1.0,0.32300000000000001,23.550999999999998,0.0,38.799999999999997,1.2190000000000001,1.486,1.23,1.5129999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4300000000000002,-2.48,-2.4500000000000002,1.4199999999999999,-1.27
266,C11H20O2,1.585,-0.82199999999999995,54.207000000000001,26.300000000000001,26.300000000000001,3.7770000000000001,14.263,3.5859999999999999,12.858000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-4.5999999999999996,-4.9100000000000001,-5.0099999999999998,4.04,-3.9900000000000002
267,C6H10O2,1.585,-0.70999999999999996,31.202000000000002,26.300000000000001,26.300000000000001,1.266,1.6020000000000001,1.3049999999999999,1.7030000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4700000000000002,-2.52,-2.5,1.6299999999999999,-0.75
268,C6H10S,1.585,-0.80200000000000005,37.512,0.0,25.300000000000001,2.3519999999999999,5.5300000000000002,2.0289999999999999,4.1159999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3900000000000001,-3.5499999999999998,-3.5800000000000001,2.1200000000000001,-2.6400000000000001
269,C8H14O2,1.585,-0.76800000000000002,40.351999999999997,26.300000000000001,26.300000000000001,1.9530000000000001,3.8130000000000002,2.0129999999999999,4.0510000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0499999999999998,-3.1699999999999999,-3.1800000000000002,2.4300000000000002,-1.6299999999999999
270,C12H16O2,3.0,-0.83499999999999996,56.006999999999998,26.300000000000001,26.300000000000001,3.2269999999999999,10.411,3.266,10.666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-4.1299999999999999,-4.3899999999999997,-4.46,3.5899999999999999,-3.6800000000000002
271,C9H18O2,1.0,-0.79000000000000004,45.115000000000002,26.300000000000001,26.300000000000001,2.3769999999999998,5.6509999999999998,2.9289999999999998,8.5800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.4100000000000001,-3.5800000000000001,-3.6099999999999999,3.3199999999999998,-2.6299999999999999
272,C9H18O2,1.0,-0.79000000000000004,45.063000000000002,26.300000000000001,26.300000000000001,2.3769999999999998,5.6509999999999998,2.7250000000000001,7.4240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.4100000000000001,-3.5800000000000001,-3.6099999999999999,3.0,-2.4300000000000002
273,C14H18O,3.1699999999999999,-0.91200000000000003,64.896000000000001,17.07,17.07,3.4769999999999999,12.089,4.2210000000000001,17.815000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-4.3499999999999996,-4.6200000000000001,-4.71,3.9300000000000002,-4.4699999999999998
274,C16H24O2,3.0,-0.873,76.411000000000001,18.460000000000001,18.460000000000001,3.5939999999999999,12.913,4.4420000000000002,19.73,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-4.4400000000000004,-4.7300000000000004,-4.8200000000000003,4.29,-4.5300000000000002
275,C14H18O2,3.1699999999999999,-0.85599999999999998,66.325999999999993,26.300000000000001,26.300000000000001,3.4079999999999999,11.615,3.734,13.941000000000001,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-4.29,-4.5599999999999996,-4.6399999999999997,4.3600000000000003,-4.5
276,C16H22O2,3.1699999999999999,-0.873,75.030000000000001,26.300000000000001,26.300000000000001,3.9140000000000001,15.316000000000001,4.3440000000000003,18.867000000000001,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-4.7199999999999998,-5.04,-5.1399999999999997,4.9400000000000004,-4.9500000000000002
277,C6H12O2,1.0,-0.70999999999999996,31.295000000000002,26.300000000000001,26.300000000000001,1.373,1.8859999999999999,1.7589999999999999,3.0939999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5600000000000001,-2.6200000000000001,-2.6000000000000001,2.1000000000000001,-1.45
278,C6H12O2,1.0,-0.70999999999999996,31.242000000000001,26.300000000000001,26.300000000000001,1.373,1.8859999999999999,1.5549999999999999,2.4169999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5600000000000001,-2.6200000000000001,-2.6000000000000001,2.0099999999999998,-1.3100000000000001
279,C12H18O3,2.8069999999999999,-0.78100000000000003,57.497,39.439999999999998,39.439999999999998,1.821,3.3170000000000002,2.7309999999999999,7.4569999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-2.9399999999999999,-3.0499999999999998,-3.0499999999999998,3.25,-3.4500000000000002
280,C10H13O3,2.8069999999999999,-0.748,46.375,53.270000000000003,53.270000000000003,1.5169999999999999,2.2999999999999998,2.4630000000000001,6.0650000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-2.6800000000000002,-2.7599999999999998,-2.75,3.2000000000000002,-3.1200000000000001
281,C11H22O2,1.0,-0.82199999999999995,54.265000000000001,26.300000000000001,26.300000000000001,2.972,8.8339999999999996,3.637,13.228,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-3.9199999999999999,-4.1399999999999997,-4.2000000000000002,4.1100000000000003,-3.5
282,C17H34O2,1.0,-0.879,81.870999999999995,26.300000000000001,26.300000000000001,5.4489999999999998,29.695,6.3739999999999997,40.631999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0199999999999996,-6.5,-6.6799999999999997,6.71,-6.3600000000000003
283,C14H28O2,1.0,-0.85599999999999998,68.067999999999998,26.300000000000001,26.300000000000001,4.7009999999999996,22.094999999999999,5.0060000000000002,25.056999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-5.3899999999999997,-5.79,-5.9299999999999997,5.4100000000000001,-5.1500000000000004
284,C13H26O2,1.0,-0.84599999999999997,63.518999999999998,26.300000000000001,26.300000000000001,4.4370000000000003,19.687000000000001,4.7539999999999996,22.600000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-5.1600000000000001,-5.54,-5.6699999999999999,5.2000000000000002,-4.7000000000000002
285,C13H26O2,1.0,-0.84599999999999997,63.466999999999999,26.300000000000001,26.300000000000001,4.4370000000000003,19.687000000000001,4.5499999999999998,20.698,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-5.1600000000000001,-5.54,-5.6699999999999999,4.9500000000000002,-4.5999999999999996
286,C12H16O3,3.0,-0.26500000000000001,57.701000000000001,46.530000000000001,46.530000000000001,3.1699999999999999,10.048,2.9990000000000001,8.9909999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-4.0800000000000001,-4.3300000000000001,-4.4000000000000004,3.4399999999999999,-2.7400000000000002
287,C10H12O,3.0,-0.877,47.881,9.2300000000000004,9.2300000000000004,2.7229999999999999,7.4139999999999997,2.7679999999999998,7.6600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.7000000000000002,-3.9100000000000001,-3.9500000000000002,3.3999999999999999,-2.9199999999999999
288,C9H10O3,3.0,-0.72699999999999998,43.654000000000003,35.530000000000001,35.530000000000001,1.7829999999999999,3.1789999999999998,1.581,2.5009999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.9100000000000001,-3.0099999999999998,-3.0099999999999998,1.6599999999999999,-2.1699999999999999
289,C7H8O2,2.8069999999999999,-0.107,34.215000000000003,29.460000000000001,29.460000000000001,1.246,1.5529999999999999,1.546,2.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4500000000000002,-2.5,-2.48,1.3100000000000001,-0.54000000000000004
290,C8H8O3,3.0,-0.70199999999999996,39.061,35.530000000000001,35.530000000000001,1.466,2.1480000000000001,1.534,2.3540000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6400000000000001,-2.71,-2.7000000000000002,1.4199999999999999,-1.8899999999999999
291,C10H12O3,3.0,-0.748,48.280999999999999,35.530000000000001,35.530000000000001,2.0859999999999999,4.3529999999999998,2.2480000000000002,5.0540000000000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-3.1600000000000001,-3.2999999999999998,-3.3199999999999998,2.1099999999999999,-2.5499999999999998
292,C9H12O2,2.8069999999999999,-0.79000000000000004,43.405999999999999,18.460000000000001,18.460000000000001,2.0350000000000001,4.1420000000000003,1.7030000000000001,2.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1200000000000001,-3.25,-3.27,1.6599999999999999,-2.1200000000000001
293,C7H6O2,3.0,-0.107,32.816000000000003,37.299999999999997,37.299999999999997,1.7,2.8900000000000001,1.4339999999999999,2.0579999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8300000000000001,-2.9300000000000002,-2.9300000000000002,1.72,-1.24
