molid,identifiere,ZM1,ZM1V,ZM2,ZM2V,Qindex,SNar,HNar,GNar,Xt,Dz,Ram,Pol,LPRS,VDA,MSD,SMTI,SMTIV,GMTI,GMTIV,Xu,SPI,bigW,WA,Har,Har2,QW,TI1,TI2,STN,HyDp,RHyDp,w,ww,Rww,D/D,Wap,WhetZ,Whetm,Whetv,Whete,Whetp,J,JhetZ,Jhetm,Jhetv,Jhete,Jhetp,MAXDN,MAXDP,DELS,TIE,S0K,S1K,S2K,S3K,PHI,BLI,PW2,PW3,PW4,PW5,PJI2,CSI,ECC,AECC,DECC,MDDD,UNIP,CENT,VAR,BAC,Lop,ICR,D/Dr03,D/Dr04,D/Dr05,D/Dr06,D/Dr07,D/Dr08,D/Dr09,D/Dr10,D/Dr11,D/Dr12,T(N..N),T(N..O),T(N..S),T(N..P),T(N..F),T(N..Cl),T(N..Br),T(N..I),T(O..O),T(O..S),T(O..P),T(O..F),T(O..Cl),T(O..Br),T(O..I),T(S..S),T(S..P),T(S..F),T(S..Cl),T(S..Br),T(S..I),T(P..P),T(P..F),T(P..Cl),T(P..Br),T(P..I),T(F..F),T(F..Cl),T(F..Br),T(F..I),T(Cl..Cl),T(Cl..Br),T(Cl..I),T(Br..Br),T(Br..I),T(I..I)
263,C10H18O2,44.0,126.0,43.0,98.0,1.0,6.6440000000000001,1.6359999999999999,1.74,0.38800000000000001,26.0,1.0,10.0,45.023000000000003,43.667000000000002,0.40100000000000002,960.0,1538.0,795.0,1777.0,13.076000000000001,6.8609999999999998,262.0,3.9700000000000002,16.094000000000001,26.094999999999999,262.0,-19.800999999999998,4.1779999999999999,0.0,833.0,18.376999999999999,262.0,833.0,18.376999999999999,66.0,262.0,234.875,234.916,312.52600000000001,235.095,328.41399999999999,3.024,3.3559999999999999,3.355,2.516,3.3519999999999999,2.3959999999999999,1.772,3.895,11.647,30.463999999999999,43.020000000000003,11.377000000000001,8.4730000000000008,8.3770000000000007,8.0329999999999995,1.2470000000000001,0.49399999999999999,0.248,0.115,0.060999999999999999,1.0,163.0,92.0,7.6669999999999998,1.333,8.2780000000000005,32.0,140.0,30.0,26.0,2.5219999999999998,2.5219999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,C16H24O,80.0,152.0,89.0,144.0,9.0,10.227,1.659,1.825,0.313,35.0,5.0,23.0,71.007999999999996,66.587999999999994,0.28899999999999998,2227.0,3125.0,2019.0,3833.0,17.27,10.640000000000001,566.0,4.1619999999999999,27.882999999999999,49.411999999999999,516.33299999999997,0.0,3.8980000000000001,1.792,1832.0,32.777999999999999,834.0,3678.0,20.507999999999999,99.477999999999994,1287.0,499.5,499.505,509.13099999999997,499.52699999999999,511.10199999999998,2.371,2.6859999999999999,2.6859999999999999,2.6429999999999998,2.6859999999999999,2.6349999999999998,1.4590000000000001,4.6079999999999997,12.747999999999999,41.100999999999999,67.486999999999995,13.959,6.0,3.9969999999999999,4.9260000000000002,1.1399999999999999,0.57199999999999995,0.314,0.14899999999999999,0.071999999999999995,1.0,265.0,136.0,8.0,1.1759999999999999,10.670999999999999,47.0,333.0,57.0,32.0,2.202,2.3799999999999999,0.0,0.0,0.0,62.305999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,C3H6S,10.0,17.309000000000001,8.0,13.111000000000001,0.0,1.3859999999999999,1.333,1.4139999999999999,0.84899999999999998,8.0,0.0,1.0,6.3559999999999999,5.0,0.52700000000000002,38.0,52.642000000000003,19.0,27.777999999999999,3.161,1.893,10.0,1.667,3.6110000000000002,4.3330000000000002,10.0,-2.4990000000000001,1.7070000000000001,0.0,15.0,3.8330000000000002,10.0,15.0,3.8330000000000002,6.0,10.0,6.625,6.6230000000000002,8.2569999999999997,8.2870000000000008,7.3209999999999997,1.9750000000000001,2.8719999999999999,2.8719999999999999,2.3570000000000002,2.3490000000000002,2.6240000000000001,0.72199999999999998,0.57999999999999996,1.966,1.351,8.0,4.0910000000000002,3.0910000000000002,4.008,3.161,1.7649999999999999,0.41699999999999998,0.16700000000000001,0.0,0.0,0.5,14.0,10.0,2.5,0.5,1.0,4.0,4.0,2.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,C11H20O2,48.0,130.0,47.0,102.0,1.0,7.3369999999999997,1.6599999999999999,1.758,0.36899999999999999,28.0,1.0,11.0,50.973999999999997,51.692,0.40300000000000002,1236.0,1914.0,1044.0,2214.0,14.23,7.3540000000000001,336.0,4.3079999999999998,17.667999999999999,29.239999999999998,336.0,-23.359999999999999,4.6310000000000002,0.0,1155.0,20.238,336.0,1155.0,20.238,78.0,336.0,306.0,306.04599999999999,392.68000000000001,306.245,410.416,3.0249999999999999,3.302,3.302,2.581,3.2989999999999999,2.4729999999999999,1.7669999999999999,3.9649999999999999,11.920999999999999,36.133000000000003,48.106000000000002,12.377000000000001,9.4649999999999999,9.2899999999999991,9.0109999999999992,1.2689999999999999,0.495,0.248,0.115,0.059999999999999998,0.83299999999999996,197.0,110.0,8.4619999999999997,1.4199999999999999,9.7750000000000004,38.0,178.0,36.0,29.0,2.5649999999999999,2.5649999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,C6H10O2,28.0,110.0,27.0,82.0,1.0,3.871,1.5,1.6220000000000001,0.50800000000000001,18.0,1.0,6.0,23.369,19.0,0.40999999999999998,276.0,574.0,199.0,669.0,8.2550000000000008,4.7380000000000004,76.0,2.714,9.8140000000000001,14.266999999999999,76.0,-8.8149999999999995,2.6819999999999999,0.0,170.0,10.981,76.0,170.0,10.981,28.0,76.0,60.375,60.396999999999998,101.90900000000001,60.493000000000002,110.408,2.8620000000000001,3.5960000000000001,3.5939999999999999,2.0539999999999998,3.5880000000000001,1.8899999999999999,1.843,3.3010000000000002,9.5470000000000006,11.388,24.0,7.3769999999999998,4.5330000000000004,4.3769999999999998,4.1799999999999997,1.103,0.5,0.26200000000000001,0.094,0.047,1.0,63.0,38.0,4.75,0.81299999999999994,3.5,14.0,40.0,12.0,18.0,1.9059999999999999,1.9059999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,C6H10S,22.0,34.444000000000003,20.0,26.667000000000002,0.0,3.4660000000000002,1.556,1.641,0.53700000000000003,14.0,0.0,4.0,19.248999999999999,16.0,0.47099999999999997,204.0,274.44400000000002,146.0,254.667,7.2969999999999997,3.6269999999999998,56.0,2.6669999999999998,7.9900000000000002,11.15,56.0,-7.4980000000000002,2.8849999999999998,0.0,126.0,8.8140000000000001,56.0,126.0,8.8140000000000001,21.0,56.0,35.0,34.988,48.055,48.296999999999997,40.566000000000003,2.4470000000000001,3.9630000000000001,3.9649999999999999,2.7959999999999998,2.7810000000000001,3.363,0.46600000000000003,0.57699999999999996,2.3090000000000002,6.2809999999999997,13.651,6.8310000000000004,5.8310000000000004,5.8310000000000004,5.6909999999999998,1.6830000000000001,0.45200000000000001,0.219,0.097000000000000003,0.042999999999999997,1.0,54.0,33.0,4.7140000000000004,0.89800000000000002,2.8570000000000002,12.0,28.0,9.0,13.0,1.95,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,C8H14O2,38.0,120.0,37.0,92.0,2.0,4.9699999999999998,1.5,1.6439999999999999,0.44900000000000001,22.0,2.0,8.0,33.234000000000002,28.399999999999999,0.378,516.0,918.0,397.0,1051.0,10.507999999999999,6.5300000000000002,142.0,3.1560000000000001,13.212999999999999,20.452000000000002,142.0,-12.994999999999999,3.1059999999999999,0.0,361.0,15.013999999999999,142.0,361.0,15.013999999999999,45.0,142.0,120.625,120.657,180.21700000000001,120.794,192.411,3.1600000000000001,3.706,3.7050000000000001,2.4380000000000002,3.7010000000000001,2.2810000000000001,1.8100000000000001,3.742,10.843999999999999,21.629000000000001,31.219000000000001,9.3770000000000007,5.1840000000000002,6.3769999999999998,4.8609999999999998,1.143,0.52500000000000002,0.23599999999999999,0.11899999999999999,0.050000000000000003,0.75,96.0,56.0,5.5999999999999996,1.0,5.2800000000000002,20.0,84.0,20.0,28.0,1.9219999999999999,1.9710000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,C12H16O2,62.0,168.0,66.0,152.0,6.0,8.8409999999999993,1.75,1.8799999999999999,0.33600000000000002,30.0,3.0,15.0,54.566000000000003,50.286000000000001,0.33000000000000002,1416.0,2250.0,1292.0,2938.0,14.654999999999999,7.367,352.0,3.8679999999999999,21.562000000000001,35.847000000000001,317.16699999999997,0.0,3.7730000000000001,1.792,1080.0,24.895,484.0,1890.0,15.849,70.988,728.0,287.625,287.68799999999999,407.41199999999998,287.964,431.92200000000003,2.0979999999999999,2.5779999999999998,2.5779999999999998,1.798,2.5750000000000002,1.694,1.897,4.4039999999999999,12.438000000000001,23.678999999999998,47.302999999999997,10.935,5.5590000000000002,4.0890000000000004,4.3419999999999996,1.054,0.55200000000000005,0.28199999999999997,0.13300000000000001,0.068000000000000005,0.80000000000000004,195.0,100.0,7.1429999999999998,1.163,8.6120000000000001,36.0,200.0,32.0,15.0,2.1080000000000001,2.306,0.0,0.0,0.0,50.188000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,C9H18O2,40.0,114.0,39.0,88.0,1.0,5.9509999999999996,1.6100000000000001,1.718,0.40999999999999998,24.0,1.0,9.0,39.378,36.726999999999997,0.40500000000000003,738.0,1133.0,598.0,1189.0,11.926,6.375,202.0,3.673,14.504,22.966000000000001,202.0,-16.722999999999999,3.8780000000000001,0.0,598.0,16.492000000000001,202.0,598.0,16.492000000000001,55.0,202.0,180.75,180.791,259.00299999999999,180.97200000000001,275.01400000000001,2.9729999999999999,3.347,3.3460000000000001,2.2610000000000001,3.3420000000000001,2.121,1.7190000000000001,3.7839999999999998,10.725,26.52,38.054000000000002,10.635999999999999,7.7400000000000002,7.5339999999999998,7.484,1.339,0.49399999999999999,0.25,0.11799999999999999,0.048000000000000001,0.80000000000000004,135.0,77.0,7.0,1.091,6.7930000000000001,27.0,107.0,25.0,25.0,2.2999999999999998,2.2999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,C9H18O2,42.0,116.0,41.0,90.0,2.0,5.6630000000000003,1.5349999999999999,1.673,0.41999999999999998,24.0,2.0,9.0,38.959000000000003,35.273000000000003,0.38700000000000001,708.0,1093.0,566.0,1137.0,11.752000000000001,7.1970000000000001,194.0,3.5270000000000001,14.749000000000001,23.379000000000001,194.0,-16.059999999999999,3.6840000000000002,0.0,549.0,16.815000000000001,194.0,549.0,16.815000000000001,55.0,194.0,172.75,172.791,251.00299999999999,172.97200000000001,267.01400000000001,3.1000000000000001,3.5059999999999998,3.5049999999999999,2.335,3.5009999999999999,2.1869999999999998,1.7290000000000001,3.802,10.988,27.681999999999999,36.054000000000002,10.635999999999999,6.3529999999999998,7.5339999999999998,6.1429999999999998,1.296,0.52600000000000002,0.23999999999999999,0.105,0.042000000000000003,1.0,122.0,70.0,6.3639999999999999,1.1240000000000001,6.298,26.0,102.0,22.0,29.0,2.1869999999999998,2.2309999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,C14H18O,64.0,148.0,68.0,136.0,5.0,9.8219999999999992,1.837,1.925,0.31900000000000001,31.0,2.0,16.0,60.323,57.067,0.32200000000000001,1711.0,2592.0,1573.0,3382.0,15.682,6.548,428.0,4.0759999999999996,23.085000000000001,39.335000000000001,390.0,0.0,3.6459999999999999,1.792,1358.0,26.748000000000001,572.0,2282.0,17.748999999999999,83.933999999999997,855.0,355.25,355.25400000000002,363.67700000000002,355.274,365.40100000000001,2.1320000000000001,2.5870000000000002,2.5870000000000002,2.5390000000000001,2.5859999999999999,2.5289999999999999,1.0249999999999999,3.835,8.0760000000000005,24.434000000000001,54.603000000000002,11.710000000000001,6.9980000000000002,4.5960000000000001,5.4630000000000001,1.115,0.52000000000000002,0.28799999999999998,0.14999999999999999,0.082000000000000003,1.0,225.0,115.0,7.6669999999999998,1.2889999999999999,10.337999999999999,40.0,256.0,45.0,14.0,2.3380000000000001,2.5059999999999998,0.0,0.0,0.0,55.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,C16H24O2,78.0,186.0,85.0,166.0,6.0,11.614000000000001,1.8,1.9059999999999999,0.29299999999999998,38.0,3.0,22.0,76.942999999999998,73.555999999999997,0.27800000000000002,2608.0,3832.0,2400.0,4910.0,18.236000000000001,8.9719999999999995,662.0,4.327,28.943999999999999,52.627000000000002,614.5,0.0,3.0670000000000002,1.792,2141.0,34.073,842.0,3359.0,24.774000000000001,128.05699999999999,1222.0,554.0,554.06299999999999,671.98099999999999,554.33399999999995,696.12099999999998,2.4060000000000001,2.891,2.891,2.4510000000000001,2.8900000000000001,2.3809999999999998,1.5680000000000001,1.8740000000000001,8.9030000000000005,30.181999999999999,67.058999999999997,14.942,8.8989999999999991,5.391,7.3879999999999999,1.1040000000000001,0.52500000000000002,0.309,0.16500000000000001,0.083000000000000004,1.0,268.0,138.0,7.6669999999999998,1.1479999999999999,13.284000000000001,48.0,460.0,60.0,27.0,2.3719999999999999,2.4409999999999998,0.0,0.0,0.0,69.257000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,C14H18O2,70.0,186.0,73.0,169.0,6.0,10.227,1.778,1.895,0.313,34.0,3.0,16.0,67.400999999999996,68.875,0.34499999999999997,2210.0,3458.0,2066.0,4719.0,16.957999999999998,8.3230000000000004,551.0,4.5919999999999996,24.667000000000002,42.469999999999999,509.83300000000003,0.0,4.7729999999999997,1.792,1993.0,28.577999999999999,707.0,3115.0,19.719999999999999,98.608000000000004,1064.0,442.375,442.45299999999997,589.851,442.79300000000001,620.02700000000004,1.98,2.4780000000000002,2.4769999999999999,1.857,2.476,1.768,1.9399999999999999,4.2889999999999997,12.095000000000001,27.858000000000001,58.0,12.666,6.968,5.9429999999999996,5.516,1.046,0.54700000000000004,0.26700000000000002,0.124,0.068000000000000005,0.83299999999999996,273.0,139.0,8.6880000000000006,1.4770000000000001,11.609,51.0,286.0,42.0,17.0,2.4529999999999998,2.5609999999999999,0.0,0.0,0.0,60.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,C16H22O2,78.0,196.0,82.0,178.0,6.0,11.614000000000001,1.8,1.9059999999999999,0.29299999999999998,38.0,3.0,19.0,77.915999999999997,77.667000000000002,0.29499999999999998,2762.0,4302.0,2560.0,5877.0,18.477,9.1590000000000007,699.0,4.569,28.460000000000001,51.430999999999997,651.5,0.0,3.117,1.792,2388.0,33.347000000000001,879.0,3642.0,24.141999999999999,128.435,1274.0,579.625,579.69500000000005,711.45100000000002,579.99800000000005,738.42399999999998,2.266,2.7469999999999999,2.7469999999999999,2.274,2.7450000000000001,2.2000000000000002,1.885,3.8809999999999998,11.897,33.625999999999998,71.058999999999997,14.657999999999999,8.6539999999999999,6.8289999999999997,7.0469999999999997,1.1000000000000001,0.53200000000000003,0.26700000000000002,0.13700000000000001,0.083000000000000004,1.0,274.0,141.0,7.8330000000000002,1.204,14.444000000000001,51.0,480.0,60.0,25.0,2.4140000000000001,2.4409999999999998,0.0,0.0,0.0,69.635000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,C6H12O2,26.0,98.0,24.0,62.0,0.0,4.1589999999999998,1.6000000000000001,1.6819999999999999,0.48999999999999999,18.0,0.0,5.0,24.172000000000001,21.0,0.46300000000000002,306.0,612.0,231.0,678.0,8.5839999999999996,4.1289999999999996,84.0,3.0,9.5020000000000007,13.743,84.0,-9.7430000000000003,3.2839999999999998,0.0,210.0,10.564,84.0,210.0,10.564,28.0,84.0,72.875,72.894000000000005,109.59399999999999,72.978999999999999,117.107,2.5299999999999998,2.8900000000000001,2.8889999999999998,1.9350000000000001,2.8860000000000001,1.8149999999999999,1.504,2.5459999999999998,7.226,9.7919999999999998,24.0,7.6360000000000001,6.6360000000000001,6.8520000000000003,6.335,1.272,0.45800000000000002,0.223,0.10100000000000001,0.048000000000000001,0.75,74.0,44.0,5.5,1.0,4.0,16.0,40.0,12.0,16.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,C6H12O2,28.0,100.0,26.0,64.0,1.0,3.871,1.5,1.6220000000000001,0.50800000000000001,18.0,1.0,5.0,23.693999999999999,19.75,0.43099999999999999,288.0,584.0,211.0,638.0,8.3699999999999992,4.7869999999999999,79.0,2.8210000000000002,9.7309999999999999,14.1,79.0,-9.1630000000000003,2.9990000000000001,0.0,185.0,10.862,79.0,185.0,10.862,28.0,79.0,67.875,67.894000000000005,104.59399999999999,67.978999999999999,112.107,2.7160000000000002,3.129,3.1280000000000001,2.0470000000000002,3.1240000000000001,1.9139999999999999,1.512,2.5640000000000001,7.4210000000000003,10.564,22.0,7.6360000000000001,4.7869999999999999,6.8520000000000003,4.569,1.21,0.502,0.21199999999999999,0.086999999999999994,0.042999999999999997,1.0,65.0,39.0,4.875,0.90600000000000003,3.75,15.0,38.0,12.0,18.0,1.9059999999999999,1.9059999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,C12H18O3,66.0,194.0,69.0,168.0,6.0,9.5340000000000007,1.7649999999999999,1.8879999999999999,0.32400000000000001,33.0,3.0,13.0,61.485999999999997,61.466999999999999,0.35299999999999998,1856.0,3033.0,1726.0,4206.0,15.973000000000001,7.9080000000000004,461.0,4.3899999999999997,22.858000000000001,38.549999999999997,436.0,0.0,4.6449999999999996,1.609,1601.0,26.361000000000001,561.0,2285.0,19.489999999999998,89.373000000000005,828.0,395.25,395.33600000000001,557.77499999999998,395.70999999999998,591.02999999999997,1.9490000000000001,2.2679999999999998,2.2679999999999998,1.6020000000000001,2.266,1.512,1.8129999999999999,4.2560000000000002,15.321999999999999,28.552,56.603000000000002,12.148999999999999,6.5410000000000004,5.5030000000000001,5.298,1.0720000000000001,0.55000000000000004,0.26800000000000002,0.124,0.053999999999999999,1.0,236.0,120.0,8.0,1.4670000000000001,10.497999999999999,45.0,247.0,37.0,17.0,2.548,2.4729999999999999,0.0,0.0,48.957000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,C10H13O3,58.0,204.0,64.0,169.0,6.0,8.1479999999999997,1.7330000000000001,1.8720000000000001,0.34999999999999998,29.0,3.0,14.0,48.225000000000001,41.845999999999997,0.31900000000000001,1082.0,2100.0,952.0,2978.0,13.41,6.9790000000000001,272.0,3.4870000000000001,20.015999999999998,32.648000000000003,248.0,0.0,3.1259999999999999,1.609,754.0,23.067,401.0,1511.0,14.569000000000001,56.484000000000002,629.0,232.167,232.18700000000001,269.88900000000001,232.273,277.60700000000003,2.2280000000000002,2.6339999999999999,2.633,2.2879999999999998,2.6320000000000001,2.2309999999999999,2.8919999999999999,3.5110000000000001,16.844999999999999,24.350000000000001,46.106000000000002,10.006,4.8289999999999997,2.7069999999999999,3.7170000000000001,1.042,0.54300000000000004,0.307,0.16200000000000001,0.070999999999999994,1.0,162.0,84.0,6.4619999999999997,1.0409999999999999,7.6799999999999997,29.0,167.0,35.0,17.0,2.0419999999999998,2.2000000000000002,0.0,0.0,38.423999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,C11H22O2,50.0,124.0,49.0,98.0,2.0,7.0490000000000004,1.5920000000000001,1.72,0.377,28.0,2.0,11.0,50.514000000000003,49.845999999999997,0.38600000000000001,1190.0,1683.0,996.0,1763.0,14.073,8.3260000000000005,324.0,4.1539999999999999,17.928999999999998,29.713999999999999,324.0,-22.526,4.391,0.0,1070.0,20.588000000000001,324.0,1070.0,20.588000000000001,78.0,324.0,296.0,296.05599999999998,401.94200000000001,296.30000000000001,423.61900000000003,3.1469999999999998,3.4660000000000002,3.4649999999999999,2.488,3.4620000000000002,2.3530000000000002,1.7,4.077,12.053000000000001,39.750999999999998,46.106000000000002,12.635999999999999,8.2439999999999998,9.5510000000000002,8.0139999999999993,1.3300000000000001,0.52200000000000002,0.23799999999999999,0.10199999999999999,0.051999999999999998,1.0,180.0,101.0,7.7690000000000001,1.4790000000000001,9.3729999999999993,36.0,180.0,35.0,33.0,2.4700000000000002,2.5070000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,C17H34O2,74.0,148.0,73.0,122.0,2.0,11.208,1.7010000000000001,1.804,0.29899999999999999,40.0,2.0,17.0,89.105999999999995,111.36799999999999,0.39700000000000002,3964.0,5021.0,3566.0,5401.0,20.596,11.428000000000001,1058.0,6.1870000000000003,27.472000000000001,50.073,1058.0,-49.686,7.0090000000000003,0.0,5135.0,31.945,1058.0,5135.0,31.945,171.0,1058.0,1009.75,1009.85,1198.76,1010.285,1237.434,3.117,3.2650000000000001,3.2650000000000001,2.7480000000000002,3.2629999999999999,2.6629999999999998,1.677,4.4089999999999998,13.279999999999999,85.042000000000002,78.710999999999999,18.635999999999999,14.054,15.58,13.785,1.387,0.51500000000000001,0.24199999999999999,0.108,0.053999999999999999,1.0,438.0,236.0,12.420999999999999,2.1269999999999998,21.058,83.0,539.0,81.0,45.0,3.0899999999999999,3.1160000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
