molid,identifiere,ISIZ,IAC,AAC,IDE,IDM,IDDE,IDDM,IDET,IDMT,IVDE,IVDM,HVcpx,HDcpx,Uindex,Vindex,Xindex,Yindex,IC0,TIC0,SIC0,CIC0,BIC0,IC1,TIC1,SIC1,CIC1,BIC1,IC2,TIC2,SIC2,CIC2,BIC2,IC3,TIC3,SIC3,CIC3,BIC3,IC4,TIC4,SIC4,CIC4,BIC4,IC5,TIC5,SIC5,CIC5,BIC5
272,C9H18O2,140.881,35.292999999999999,1.2170000000000001,2.8439999999999999,5.5460000000000003,3.0960000000000001,3.4289999999999998,156.398,1075.9179999999999,1.4950000000000001,3.3460000000000001,2.7440000000000002,1.415,32.152000000000001,0.63500000000000001,0.995,1.6839999999999999,1.2170000000000001,35.292999999999999,0.251,3.641,0.251,2.0369999999999999,59.067999999999998,0.41899999999999998,2.8210000000000002,0.41899999999999998,3.391,98.352000000000004,0.69799999999999995,1.4670000000000001,0.69799999999999995,3.8140000000000001,110.617,0.78500000000000003,1.044,0.78500000000000003,3.8140000000000001,110.617,0.78500000000000003,1.044,0.78500000000000003,3.8140000000000001,110.617,0.78500000000000003,1.044,0.78500000000000003
273,C14H18O,166.465,38.103000000000002,1.155,3.0750000000000002,6.4829999999999997,3.6400000000000001,3.8740000000000001,322.916,2774.598,1.103,3.8570000000000002,2.988,1.528,31.204000000000001,0.38,0.59099999999999997,1.04,1.155,38.103000000000002,0.22900000000000001,3.8900000000000001,0.22,2.7999999999999998,92.394999999999996,0.55500000000000005,2.2450000000000001,0.53400000000000003,3.8130000000000002,125.836,0.75600000000000001,1.2310000000000001,0.72699999999999998,4.3319999999999999,142.95500000000001,0.85899999999999999,0.71199999999999997,0.82499999999999996,4.415,145.71000000000001,0.875,0.629,0.84099999999999997,4.415,145.71000000000001,0.875,0.629,0.84099999999999997
274,C16H24O2,226.477,50.438000000000002,1.2010000000000001,3.0779999999999998,7.0540000000000003,3.3919999999999999,4.1369999999999996,470.97500000000002,4670.049,1.252,4.1070000000000002,2.9510000000000001,1.593,41.395000000000003,0.40300000000000002,0.61399999999999999,1.153,1.2010000000000001,50.438000000000002,0.223,4.1909999999999998,0.217,2.7509999999999999,115.544,0.51000000000000001,2.641,0.498,3.96,166.33799999999999,0.73399999999999999,1.4319999999999999,0.71699999999999997,4.3680000000000003,183.458,0.81000000000000005,1.024,0.79100000000000004,4.4340000000000002,186.21299999999999,0.82199999999999995,0.95899999999999996,0.80300000000000005,4.4340000000000002,186.21299999999999,0.82199999999999995,0.95899999999999996,0.80300000000000005
275,C14H18O2,172.97399999999999,42.612000000000002,1.2529999999999999,3.286,6.6420000000000003,3.5,3.972,394.35700000000003,3659.9520000000002,1.329,3.9289999999999998,3.1349999999999998,1.5409999999999999,34.899999999999999,0.33400000000000002,0.53900000000000003,0.86699999999999999,1.2529999999999999,42.612000000000002,0.246,3.8340000000000001,0.23699999999999999,2.931,99.659000000000006,0.57599999999999996,2.1560000000000001,0.55500000000000005,3.8559999999999999,131.09899999999999,0.75800000000000001,1.232,0.72999999999999998,4.1390000000000002,140.709,0.81299999999999994,0.94899999999999995,0.78300000000000003,4.2199999999999998,143.464,0.82899999999999996,0.86799999999999999,0.79800000000000004,4.2199999999999998,143.464,0.82899999999999996,0.86799999999999999,0.79800000000000004
276,C16H22O2,212.87700000000001,48.770000000000003,1.2190000000000001,3.1560000000000001,7.0430000000000001,3.3500000000000001,4.1360000000000001,482.92000000000002,4922.7340000000004,1.252,4.1070000000000002,2.9969999999999999,1.591,41.497999999999998,0.374,0.57999999999999996,1.0389999999999999,1.2190000000000001,48.770000000000003,0.22900000000000001,4.1029999999999998,0.222,2.9249999999999998,117.003,0.55000000000000004,2.3969999999999998,0.53300000000000003,4.1369999999999996,165.49299999999999,0.77700000000000002,1.1850000000000001,0.753,4.5650000000000004,182.61199999999999,0.85799999999999998,0.75700000000000001,0.83099999999999996,4.6340000000000003,185.36699999999999,0.871,0.68799999999999994,0.84399999999999997,4.6340000000000003,185.36699999999999,0.871,0.68799999999999994,0.84399999999999997
277,C6H12O2,86.438999999999993,25.908999999999999,1.2949999999999999,2.6099999999999999,4.5679999999999996,2.0,2.9660000000000002,73.079999999999998,383.68000000000001,0.81100000000000005,2.9500000000000002,2.625,1.2809999999999999,18.827000000000002,0.61699999999999999,0.97099999999999997,1.5740000000000001,1.2949999999999999,25.908999999999999,0.29999999999999999,3.0259999999999998,0.29999999999999999,2.181,43.630000000000003,0.505,2.1400000000000001,0.505,3.2090000000000001,64.174000000000007,0.74199999999999999,1.113,0.74199999999999999,3.6840000000000002,73.683999999999997,0.85199999999999998,0.63800000000000001,0.85199999999999998,3.6840000000000002,73.683999999999997,0.85199999999999998,0.63800000000000001,0.85199999999999998,3.577,71.531999999999996,0.82799999999999996,0.745,0.82799999999999996
278,C6H12O2,86.438999999999993,25.908999999999999,1.2949999999999999,2.4620000000000002,4.5869999999999997,2.25,2.9689999999999999,68.938000000000002,362.37599999999998,1.4059999999999999,2.8959999999999999,2.4329999999999998,1.286,18.751999999999999,0.68000000000000005,1.038,1.8120000000000001,1.2949999999999999,25.908999999999999,0.29999999999999999,3.0259999999999998,0.29999999999999999,2.319,46.384999999999998,0.53700000000000003,2.0030000000000001,0.53700000000000003,3.246,64.929000000000002,0.751,1.075,0.751,3.246,64.929000000000002,0.751,1.075,0.751,3.246,64.929000000000002,0.751,1.075,0.751,2.9750000000000001,59.499000000000002,0.68799999999999994,1.347,0.68799999999999994
279,C12H18O3,166.465,43.631999999999998,1.3220000000000001,3.1949999999999998,6.452,3.5070000000000001,3.879,335.49799999999999,2974.355,1.371,3.831,3.0209999999999999,1.52,31.52,0.33900000000000002,0.54500000000000004,0.879,1.3220000000000001,43.631999999999998,0.26200000000000001,3.722,0.255,2.9430000000000001,97.106999999999999,0.58299999999999996,2.1019999999999999,0.56699999999999995,4.0899999999999999,134.95500000000001,0.81100000000000005,0.95499999999999996,0.78800000000000003,4.2709999999999999,140.95500000000001,0.84699999999999998,0.77300000000000002,0.82299999999999995,4.2709999999999999,140.95500000000001,0.84699999999999998,0.77300000000000002,0.82299999999999995,4.2709999999999999,140.95500000000001,0.84699999999999998,0.77300000000000002,0.82299999999999995
280,C10H13O3,122.211,36.131999999999998,1.3899999999999999,2.8140000000000001,6.0640000000000001,3.3929999999999998,3.665,219.48599999999999,1649.518,1.4570000000000001,3.613,2.718,1.482,24.91,0.436,0.65700000000000003,1.2430000000000001,1.3899999999999999,36.131999999999998,0.29599999999999999,3.3109999999999999,0.28499999999999998,2.9769999999999999,77.403000000000006,0.63300000000000001,1.7230000000000001,0.60999999999999999,3.8439999999999999,99.947000000000003,0.81799999999999995,0.85599999999999998,0.78700000000000003,4.21,109.45699999999999,0.89600000000000002,0.49099999999999999,0.86199999999999999,4.21,109.45699999999999,0.89600000000000002,0.49099999999999999,0.86199999999999999,4.21,109.45699999999999,0.89600000000000002,0.49099999999999999,0.86199999999999999
281,C11H22O2,179.52500000000001,41.363999999999997,1.1819999999999999,3.1339999999999999,6.0289999999999999,3.5470000000000002,3.6669999999999998,244.44,1953.4490000000001,1.4199999999999999,3.605,2.9980000000000002,1.4730000000000001,42.893000000000001,0.58199999999999996,0.93600000000000005,1.5029999999999999,1.1819999999999999,41.363999999999997,0.23000000000000001,3.9470000000000001,0.23000000000000001,1.962,68.662999999999997,0.38200000000000001,3.1669999999999998,0.38200000000000001,3.4569999999999999,120.996,0.67400000000000004,1.6719999999999999,0.67400000000000004,4.1500000000000004,145.25999999999999,0.80900000000000005,0.97899999999999998,0.80900000000000005,4.1500000000000004,145.25999999999999,0.80900000000000005,0.97899999999999998,0.80900000000000005,4.1500000000000004,145.25999999999999,0.80900000000000005,0.97899999999999998,0.80900000000000005
282,C17H34O2,303.57999999999998,59.119,1.115,3.7959999999999998,7.1159999999999997,3.9319999999999999,4.2140000000000004,649.15200000000004,7529.0309999999999,1.1899999999999999,4.1840000000000002,3.6240000000000001,1.5900000000000001,83.105999999999995,0.47099999999999997,0.79900000000000004,1.137,1.115,59.119,0.19500000000000001,4.6120000000000001,0.19500000000000001,1.748,92.632000000000005,0.30499999999999999,3.98,0.30499999999999999,3.0750000000000002,162.96000000000001,0.53700000000000003,2.653,0.53700000000000003,3.8940000000000001,206.40299999999999,0.68000000000000005,1.8340000000000001,0.68000000000000005,4.327,229.34100000000001,0.755,1.401,0.755,4.6760000000000002,247.80500000000001,0.81599999999999995,1.052,0.81599999999999995
283,C14H28O2,240.215,50.305999999999997,1.143,3.5019999999999998,6.6239999999999997,3.5779999999999998,3.9660000000000002,420.23000000000002,4100.3280000000004,1.2989999999999999,3.923,3.3500000000000001,1.5389999999999999,61.572000000000003,0.51700000000000002,0.85799999999999998,1.2829999999999999,1.143,50.305999999999997,0.20899999999999999,4.3159999999999998,0.20899999999999999,1.8460000000000001,81.203000000000003,0.33800000000000002,3.6139999999999999,0.33800000000000002,3.2810000000000001,144.38300000000001,0.60099999999999998,2.1779999999999999,0.60099999999999998,4.1349999999999998,181.94999999999999,0.75700000000000001,1.3240000000000001,0.75700000000000001,4.4530000000000003,195.94999999999999,0.81599999999999995,1.006,0.81599999999999995,4.5439999999999996,199.94999999999999,0.83199999999999996,0.91500000000000004,0.83199999999999996
284,C13H26O2,219.66,47.341999999999999,1.155,3.4420000000000002,6.4349999999999996,3.907,3.8700000000000001,361.44600000000003,3333.3960000000002,1.0529999999999999,3.8519999999999999,3.3359999999999999,1.518,55.026000000000003,0.52200000000000002,0.86299999999999999,1.2989999999999999,1.155,47.341999999999999,0.216,4.2030000000000003,0.216,1.7430000000000001,71.447999999999993,0.32500000000000001,3.6150000000000002,0.32500000000000001,3.028,124.15000000000001,0.56499999999999995,2.3300000000000001,0.56499999999999995,3.9060000000000001,160.15000000000001,0.72899999999999998,1.4510000000000001,0.72899999999999998,4.3449999999999998,178.15000000000001,0.81100000000000005,1.012,0.81100000000000005,4.4909999999999997,184.15000000000001,0.83799999999999997,0.86599999999999999,0.83799999999999997
285,C13H26O2,219.66,47.341999999999999,1.155,3.3889999999999998,6.4390000000000001,3.774,3.8719999999999999,355.84100000000001,3258.3319999999999,1.3380000000000001,3.8250000000000002,3.2389999999999999,1.5189999999999999,55.018999999999998,0.53600000000000003,0.88200000000000001,1.347,1.155,47.341999999999999,0.216,4.2030000000000003,0.216,1.883,77.183999999999997,0.35099999999999998,3.4750000000000001,0.35099999999999998,3.3500000000000001,137.35599999999999,0.625,2.0070000000000001,0.625,4.1920000000000002,171.88499999999999,0.78300000000000003,1.165,0.78300000000000003,4.4240000000000004,181.39500000000001,0.82599999999999996,0.93300000000000005,0.82599999999999996,4.4240000000000004,181.39500000000001,0.82599999999999996,0.93300000000000005,0.82599999999999996
286,C12H16O3,153.58000000000001,41.805999999999997,1.349,3.0009999999999999,6.4809999999999999,3.6400000000000001,3.8769999999999998,315.09500000000003,2670.1759999999999,1.53,3.806,2.8620000000000001,1.5269999999999999,31.283000000000001,0.40000000000000002,0.61699999999999999,1.109,1.349,41.805999999999997,0.27200000000000002,3.6059999999999999,0.26300000000000001,3.1459999999999999,97.525999999999996,0.63500000000000001,1.8080000000000001,0.61299999999999999,3.9380000000000002,122.06999999999999,0.79500000000000004,1.016,0.76800000000000002,4.1959999999999997,130.06999999999999,0.84699999999999998,0.75800000000000001,0.81799999999999995,4.2599999999999998,132.06999999999999,0.85999999999999999,0.69399999999999995,0.83099999999999996,4.2599999999999998,132.06999999999999,0.85999999999999999,0.69399999999999995,0.83099999999999996
287,C10H12O,104.042,27.803000000000001,1.2090000000000001,2.6619999999999999,5.5570000000000004,3.0960000000000001,3.423,146.43100000000001,944.65700000000004,1.3089999999999999,3.391,2.6349999999999998,1.419,19.331,0.45700000000000002,0.68200000000000005,1.302,1.2090000000000001,27.803000000000001,0.26700000000000002,3.3149999999999999,0.254,2.827,65.022000000000006,0.625,1.6970000000000001,0.59499999999999997,3.5880000000000001,82.531999999999996,0.79300000000000004,0.93500000000000005,0.755,3.762,86.531999999999996,0.83199999999999996,0.76100000000000001,0.79100000000000004,3.762,86.531999999999996,0.83199999999999996,0.76100000000000001,0.79100000000000004,3.762,86.531999999999996,0.83199999999999996,0.76100000000000001,0.79100000000000004
288,C9H10O3,98.106999999999999,31.603999999999999,1.4370000000000001,2.7509999999999999,5.8170000000000002,2.855,3.5510000000000002,181.57599999999999,1262.182,1.5,3.4910000000000001,2.6680000000000001,1.45,22.085000000000001,0.441,0.66500000000000004,1.2509999999999999,1.4370000000000001,31.603999999999999,0.32200000000000001,3.0230000000000001,0.30599999999999999,2.9359999999999999,64.597999999999999,0.65800000000000003,1.5229999999999999,0.625,3.2999999999999998,72.597999999999999,0.73999999999999999,1.1599999999999999,0.70199999999999996,3.4820000000000002,76.597999999999999,0.78100000000000003,0.97799999999999998,0.74099999999999999,3.6640000000000001,80.597999999999999,0.82199999999999995,0.79600000000000004,0.77900000000000003,3.6640000000000001,80.597999999999999,0.82199999999999995,0.79600000000000004,0.77900000000000003
289,C7H8O2,69.486999999999995,23.835000000000001,1.4019999999999999,2.25,4.9859999999999998,2.7250000000000001,3.1429999999999998,81.004999999999995,448.74400000000003,1.4359999999999999,3.0859999999999999,2.2959999999999998,1.3460000000000001,14.268000000000001,0.54000000000000004,0.76800000000000002,1.6299999999999999,1.4019999999999999,23.835000000000001,0.34300000000000003,2.6850000000000001,0.32400000000000001,2.7490000000000001,46.731999999999999,0.67300000000000004,1.339,0.63600000000000001,2.867,48.731999999999999,0.70099999999999996,1.2210000000000001,0.66300000000000003,3.1019999999999999,52.731999999999999,0.75900000000000001,0.98599999999999999,0.71799999999999997,3.3370000000000002,56.731999999999999,0.81599999999999995,0.75,0.77200000000000002,3.3370000000000002,56.731999999999999,0.81599999999999995,0.75,0.77200000000000002
290,C8H8O3,80.710999999999999,27.956,1.4710000000000001,2.6619999999999999,5.5570000000000004,3.0960000000000001,3.423,146.43100000000001,944.65700000000004,1.3089999999999999,3.391,2.6349999999999998,1.419,19.331,0.45700000000000002,0.68200000000000005,1.302,1.4710000000000001,27.956,0.34599999999999997,2.7770000000000001,0.32500000000000001,2.8599999999999999,54.345999999999997,0.67300000000000004,1.3879999999999999,0.63200000000000001,3.1560000000000001,59.956000000000003,0.74299999999999999,1.0920000000000001,0.69799999999999995,3.3660000000000001,63.956000000000003,0.79200000000000004,0.88200000000000001,0.74399999999999999,3.577,67.956000000000003,0.84199999999999997,0.67100000000000004,0.79100000000000004,3.577,67.956000000000003,0.84199999999999997,0.67100000000000004,0.79100000000000004
291,C10H12O3,116.096,35.103000000000002,1.4039999999999999,2.8809999999999998,6.0510000000000002,3.181,3.6669999999999998,224.70500000000001,1669.9490000000001,1.4570000000000001,3.613,2.8199999999999998,1.478,25.012,0.41999999999999998,0.64200000000000002,1.175,1.4039999999999999,35.103000000000002,0.30199999999999999,3.2400000000000002,0.28899999999999998,2.964,74.096000000000004,0.63800000000000001,1.6799999999999999,0.60999999999999999,3.5430000000000001,88.587000000000003,0.76300000000000001,1.1000000000000001,0.72899999999999998,3.7029999999999998,92.587000000000003,0.79700000000000004,0.93999999999999995,0.76200000000000001,3.863,96.587000000000003,0.83199999999999996,0.78000000000000003,0.79500000000000004,3.863,96.587000000000003,0.83199999999999996,0.78000000000000003,0.79500000000000004
292,C9H12O2,104.042,30.492999999999999,1.3260000000000001,2.4180000000000001,5.6040000000000001,2.7320000000000002,3.4319999999999999,132.98099999999999,885.50599999999997,1.3089999999999999,3.391,2.4159999999999999,1.429,19.067,0.504,0.72299999999999998,1.5589999999999999,1.3260000000000001,30.492999999999999,0.29299999999999998,3.198,0.28199999999999997,2.4860000000000002,57.170999999999999,0.55000000000000004,2.0379999999999998,0.52900000000000003,2.8769999999999998,66.168000000000006,0.63600000000000001,1.647,0.61199999999999999,3.2080000000000002,73.777000000000001,0.70899999999999996,1.3160000000000001,0.68200000000000005,3.327,76.531999999999996,0.73599999999999999,1.196,0.70799999999999996,3.327,76.531999999999996,0.73599999999999999,1.196,0.70799999999999996
293,C7H6O2,58.603000000000002,21.442,1.429,2.1499999999999999,5.0049999999999999,2.1970000000000001,3.1480000000000001,77.394999999999996,440.41699999999997,1.4359999999999999,3.0859999999999999,2.2000000000000002,1.3500000000000001,14.173999999999999,0.55800000000000005,0.77900000000000003,1.764,1.429,21.442,0.36599999999999999,2.4769999999999999,0.33700000000000002,2.359,35.384,0.60399999999999998,1.548,0.55500000000000005,2.6829999999999998,40.238999999999997,0.68700000000000006,1.224,0.63200000000000001,3.1899999999999999,47.847999999999999,0.81599999999999995,0.71699999999999997,0.751,3.3740000000000001,50.603000000000002,0.86299999999999999,0.53300000000000003,0.79400000000000004,3.3740000000000001,50.603000000000002,0.86299999999999999,0.53300000000000003,0.79400000000000004
294,C14H12O2,134.60599999999999,36.283000000000001,1.296,2.9089999999999998,6.6950000000000003,2.1560000000000001,3.9750000000000001,349.04700000000003,2999.4749999999999,1.2989999999999999,3.9399999999999999,2.8690000000000002,1.552,25.898,0.32800000000000001,0.49299999999999999,0.95399999999999996,1.296,36.283000000000001,0.27000000000000002,3.512,0.251,2.4350000000000001,68.167000000000002,0.50600000000000001,2.3730000000000002,0.47099999999999997,2.9239999999999999,81.876999999999995,0.60799999999999998,1.883,0.56599999999999995,3.7530000000000001,105.096,0.78100000000000003,1.054,0.72599999999999998,4.1639999999999997,116.60599999999999,0.86599999999999999,0.64300000000000002,0.80600000000000005,4.2359999999999998,118.60599999999999,0.88100000000000001,0.57099999999999995,0.81899999999999995
295,C13H10O,110.039,28.713999999999999,1.196,2.742,6.3029999999999999,2.379,3.7829999999999999,249.51400000000001,1934.875,1.095,3.7650000000000001,2.7269999999999999,1.508,21.292999999999999,0.34699999999999998,0.51600000000000001,1.026,1.196,28.713999999999999,0.26100000000000001,3.3889999999999998,0.23899999999999999,1.7330000000000001,41.600999999999999,0.378,2.8519999999999999,0.34699999999999998,2.1379999999999999,51.310000000000002,0.46600000000000003,2.4470000000000001,0.42799999999999999,2.7719999999999998,66.528999999999996,0.60499999999999998,1.8129999999999999,0.55400000000000005,3.0019999999999998,72.039000000000001,0.65500000000000003,1.583,0.59999999999999998,3.0019999999999998,72.039000000000001,0.65500000000000003,1.583,0.59999999999999998
296,C11H11O3,116.096,35.234000000000002,1.409,2.7080000000000002,6.3150000000000004,2.6640000000000001,3.7829999999999999,246.43199999999999,1983.049,1.5569999999999999,3.7000000000000002,2.6150000000000002,1.5109999999999999,27.774000000000001,0.45200000000000001,0.67200000000000004,1.335,1.409,35.234000000000002,0.30299999999999999,3.234,0.28699999999999998,3.0150000000000001,75.367000000000004,0.64900000000000002,1.629,0.61399999999999999,3.6389999999999998,90.977000000000004,0.78400000000000003,1.0049999999999999,0.74199999999999999,3.9430000000000001,98.587000000000003,0.84899999999999998,0.69999999999999996,0.80400000000000005,4.0540000000000003,101.342,0.873,0.58999999999999997,0.82599999999999996,4.0540000000000003,101.342,0.873,0.58999999999999997,0.82599999999999996
297,Mol.1 - Error,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
298,C14H12O2,134.60599999999999,36.283000000000001,1.296,3.0990000000000002,6.6619999999999999,3.2029999999999998,3.976,371.90899999999999,3304.393,1.014,3.9620000000000002,3.0219999999999998,1.5449999999999999,26.129999999999999,0.28199999999999997,0.442,0.76600000000000001,1.296,36.283000000000001,0.27000000000000002,3.512,0.251,2.363,66.167000000000002,0.49199999999999999,2.444,0.45700000000000002,2.8530000000000002,79.876999999999995,0.59299999999999997,1.9550000000000001,0.55200000000000005,3.6819999999999999,103.096,0.76600000000000001,1.125,0.71199999999999997,4.093,114.60599999999999,0.85099999999999998,0.71399999999999997,0.79200000000000004,4.1639999999999997,116.60599999999999,0.86599999999999999,0.64300000000000002,0.80600000000000005
299,C11H14O2,128.38200000000001,35.024999999999999,1.2969999999999999,2.9409999999999998,6.0460000000000003,3.0270000000000001,3.6720000000000002,229.43299999999999,1753.357,1.198,3.6419999999999999,2.887,1.476,25.062999999999999,0.38500000000000001,0.60099999999999998,1.04,1.2969999999999999,35.024999999999999,0.27300000000000002,3.4580000000000002,0.26200000000000001,2.8380000000000001,76.632999999999996,0.59699999999999998,1.917,0.57299999999999995,3.6760000000000002,99.263000000000005,0.77300000000000002,1.0780000000000001,0.74199999999999999,3.9580000000000002,106.872,0.83199999999999996,0.79700000000000004,0.79900000000000004,4.0599999999999996,109.627,0.85399999999999998,0.69499999999999995,0.81999999999999995,4.0599999999999996,109.627,0.85399999999999998,0.69499999999999995,0.81999999999999995
300,C11H14O2,128.38200000000001,35.024999999999999,1.2969999999999999,2.843,6.056,2.661,3.6760000000000002,221.755,1695.6469999999999,1.4570000000000001,3.613,2.7759999999999998,1.4770000000000001,25.027999999999999,0.40200000000000002,0.62,1.1060000000000001,1.2969999999999999,35.024999999999999,0.27300000000000002,3.4580000000000002,0.26200000000000001,2.7639999999999998,74.632999999999996,0.58099999999999996,1.9910000000000001,0.55800000000000005,3.3519999999999999,90.507999999999996,0.70499999999999996,1.403,0.67700000000000005,3.6339999999999999,98.117000000000004,0.76400000000000001,1.121,0.73399999999999999,3.7360000000000002,100.872,0.78600000000000003,1.0189999999999999,0.754,3.7360000000000002,100.872,0.78600000000000003,1.0189999999999999,0.754
301,C16H14O2,160.0,40.697000000000003,1.272,3.3759999999999999,6.9889999999999999,2.8370000000000002,4.1449999999999996,516.524,5206.5190000000002,0.94399999999999995,4.1360000000000001,3.2429999999999999,1.5780000000000001,31.303999999999998,0.24399999999999999,0.39500000000000002,0.63300000000000001,1.272,40.697000000000003,0.254,3.7280000000000002,0.23699999999999999,2.4929999999999999,79.760999999999996,0.499,2.5070000000000001,0.46500000000000002,3.2269999999999999,103.271,0.64500000000000002,1.7729999999999999,0.60199999999999998,4.0149999999999997,128.49000000000001,0.80300000000000005,0.98499999999999999,0.749,4.375,140.0,0.875,0.625,0.81699999999999995,4.4379999999999997,142.0,0.88800000000000001,0.56299999999999994,0.82799999999999996
302,C8H8O2,75.058999999999997,25.059000000000001,1.3919999999999999,2.5659999999999998,5.2729999999999997,2.722,3.2909999999999999,115.45699999999999,701.33000000000004,0.92200000000000004,3.2839999999999998,2.577,1.3819999999999999,16.756,0.45100000000000001,0.67500000000000004,1.278,1.3919999999999999,25.059000000000001,0.33400000000000002,2.778,0.312,2.552,45.939,0.61199999999999999,1.6180000000000001,0.57199999999999995,3.0390000000000001,54.694000000000003,0.72899999999999998,1.131,0.68100000000000005,3.4609999999999999,62.304000000000002,0.82999999999999996,0.70899999999999996,0.77600000000000002,3.6139999999999999,65.058999999999997,0.86699999999999999,0.55600000000000005,0.81100000000000005,3.6139999999999999,65.058999999999997,0.86699999999999999,0.55600000000000005,0.81100000000000005
303,C7H8S,64.0,20.349,1.272,2.0600000000000001,4.6420000000000003,2.1560000000000001,2.9780000000000002,57.670000000000002,297.10599999999999,1.0609999999999999,2.9529999999999998,2.1720000000000002,1.2989999999999999,12.000999999999999,0.57299999999999995,0.79600000000000004,1.782,1.272,20.349,0.318,2.7280000000000002,0.29899999999999999,2.4239999999999999,38.780999999999999,0.60599999999999998,1.5760000000000001,0.57099999999999995,2.7269999999999999,43.634999999999998,0.68200000000000005,1.2729999999999999,0.64200000000000002,3.2029999999999998,51.244999999999997,0.80100000000000005,0.79700000000000004,0.754,3.375,54.0,0.84399999999999997,0.625,0.79500000000000004,3.375,54.0,0.84399999999999997,0.625,0.79500000000000004
304,C15H14O2,153.58000000000001,39.673999999999999,1.28,3.246,6.8300000000000001,3.617,4.0629999999999997,441.43299999999999,4180.0749999999998,0.97799999999999998,4.0510000000000002,3.1379999999999999,1.5620000000000001,28.664000000000001,0.26200000000000001,0.41699999999999998,0.69199999999999995,1.28,39.673999999999999,0.25800000000000001,3.6739999999999999,0.24199999999999999,2.488,77.141999999999996,0.502,2.4660000000000002,0.47099999999999997,2.9950000000000001,92.850999999999999,0.60499999999999998,1.9590000000000001,0.56699999999999995,3.6150000000000002,112.06999999999999,0.72999999999999998,1.339,0.68400000000000005,4.0510000000000002,125.58,0.81799999999999995,0.90300000000000002,0.76600000000000001,4.2450000000000001,131.58000000000001,0.85699999999999998,0.70999999999999996,0.80300000000000005
305,C10H12O2,110.039,31.800000000000001,1.325,2.7869999999999999,5.8150000000000004,2.855,3.5579999999999998,183.93600000000001,1314.25,1.252,3.5219999999999998,2.7509999999999999,1.4490000000000001,22.117000000000001,0.40799999999999997,0.628,1.1240000000000001,1.325,31.800000000000001,0.28899999999999998,3.2599999999999998,0.27600000000000002,2.7989999999999999,67.168000000000006,0.60999999999999999,1.786,0.58199999999999996,3.4550000000000001,82.920000000000002,0.754,1.1299999999999999,0.71899999999999997,3.7719999999999998,90.528999999999996,0.82299999999999995,0.81299999999999994,0.78500000000000003,3.887,93.284000000000006,0.84799999999999998,0.69799999999999995,0.80900000000000005,3.887,93.284000000000006,0.84799999999999998,0.69799999999999995,0.80900000000000005
306,C14H12O3,140.881,39.804000000000002,1.373,3.109,6.8479999999999999,3.8519999999999999,4.0640000000000001,422.85700000000003,3917.3420000000001,1.2609999999999999,4.0300000000000002,3.0070000000000001,1.5649999999999999,28.550999999999998,0.28799999999999998,0.44800000000000001,0.78900000000000003,1.373,39.804000000000002,0.28299999999999997,3.4849999999999999,0.26300000000000001,2.8210000000000002,81.822999999999993,0.58099999999999996,2.0369999999999999,0.54200000000000004,3.3359999999999999,96.742000000000004,0.68700000000000006,1.522,0.64000000000000001,4.1820000000000004,121.27200000000001,0.86099999999999999,0.67600000000000005,0.80300000000000005,4.5129999999999999,130.881,0.92900000000000005,0.34499999999999997,0.86599999999999999,4.5129999999999999,130.881,0.92900000000000005,0.34499999999999997,0.86599999999999999
307,C12H16O2,147.20699999999999,38.186999999999998,1.2729999999999999,3.008,6.266,3.093,3.7810000000000001,273.73899999999998,2230.8380000000002,1.4139999999999999,3.726,2.9079999999999999,1.5009999999999999,28.146999999999998,0.377,0.58999999999999997,1.0129999999999999,1.2729999999999999,38.186999999999998,0.25900000000000001,3.6339999999999999,0.25,2.798,83.933999999999997,0.56999999999999995,2.109,0.55000000000000004,3.5779999999999998,107.33199999999999,0.72899999999999998,1.329,0.70299999999999996,3.831,114.94199999999999,0.78100000000000003,1.075,0.753,3.923,117.697,0.80000000000000004,0.98399999999999999,0.77100000000000002,3.923,117.697,0.80000000000000004,0.98399999999999999,0.77100000000000002
308,C10H18O,140.881,32.603999999999999,1.1240000000000001,1.768,5.6710000000000003,3.0960000000000001,3.4369999999999998,97.251000000000005,697.58600000000001,1.9359999999999999,3.2719999999999998,1.827,1.4430000000000001,14.864000000000001,0.57899999999999996,0.74199999999999999,2.2909999999999999,1.1240000000000001,32.603999999999999,0.23100000000000001,3.734,0.22900000000000001,2.0649999999999999,59.884999999999998,0.42499999999999999,2.7930000000000001,0.42099999999999999,3.1749999999999998,92.087000000000003,0.65400000000000003,1.6830000000000001,0.64700000000000002,3.5979999999999999,104.352,0.74099999999999999,1.26,0.73299999999999998,3.883,112.617,0.79900000000000004,0.97499999999999998,0.79100000000000004,3.883,112.617,0.79900000000000004,0.97499999999999998,0.79100000000000004
