molid,identifiere,W3D,J3D,H3D,AGDD,DDI,ADDD,G1,G2,RGyr,SPAN,SPAM,MEcc,SPH,ASP,FDI,PJI3,L/Bw,SEig,HOMA,RCI,AROM,HOMT,DISPm,QXXm,QYYm,QZZm,DISPv,QXXv,QYYv,QZZv,DISPe,QXXe,QYYe,QZZe,DISPp,QXXp,QYYp,QZZp,G(N..N),G(N..O),G(N..S),G(N..P),G(N..F),G(N..Cl),G(N..Br),G(N..I),G(O..O),G(O..S),G(O..P),G(O..F),G(O..Cl),G(O..Br),G(O..I),G(S..S),G(S..P),G(S..F),G(S..Cl),G(S..Br),G(S..I),G(P..P),G(P..F),G(P..Cl),G(P..Br),G(P..I),G(F..F),G(F..Cl),G(F..Br),G(F..I),G(Cl..Cl),G(Cl..Br),G(Cl..I),G(Br..Br),G(Br..I),G(I..I)
464,C12H26O,4424.9219999999996,6.7599999999999998,189.245,226.91900000000001,761.05200000000002,39.027999999999999,12.728999999999999,7.2409999999999997,4.7990000000000004,8.4600000000000009,0.46600000000000003,1.0,0.93799999999999994,0.94699999999999995,1.0,0.97799999999999998,73.0,78.558000000000007,0.0,0.0,0.0,0.0,5.9500000000000002,6.5519999999999996,355.73399999999998,359.089,0.44700000000000001,16.247,435.95600000000002,440.83999999999997,0.218,46.177999999999997,874.79100000000005,885.16200000000003,0.094,20.010999999999999,482.00700000000001,487.54300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,C10H18O,1692.204,7.1360000000000001,126.413,116.70399999999999,386.12400000000002,26.629000000000001,11.862,6.1890000000000001,2.847,5.117,0.41999999999999998,0.995,0.64300000000000002,0.55900000000000005,0.92700000000000005,0.77800000000000002,9.4499999999999993,56.530000000000001,0.0,0.0,0.0,0.0,3.5350000000000001,17.768999999999998,95.638999999999996,95.995000000000005,1.8740000000000001,28.599,130.523,131.49199999999999,0.126,68.052999999999997,251.35900000000001,252.19900000000001,0.12,33.271999999999998,145.102,146.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,C12H20O2,2523.2440000000001,7.7699999999999996,162.167,148.42599999999999,525.14700000000005,30.890999999999998,17.481999999999999,8.3539999999999992,3.0609999999999999,5.8159999999999998,0.41399999999999998,0.997,0.73799999999999999,0.47399999999999998,0.91700000000000004,0.71999999999999997,5.1399999999999997,68.311000000000007,0.0,0.0,0.0,0.0,5.077,32.859999999999999,131.755,146.42400000000001,2.7690000000000001,52.133000000000003,164.04599999999999,186.30099999999999,0.222,112.363,313.73200000000003,358.65600000000001,0.152,59.670999999999999,180.47999999999999,205.62100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,C17H23NO2,4715.2520000000004,4.4249999999999998,230.309,219.31399999999999,834.923,38.834000000000003,27.635000000000002,12.358000000000001,3.6070000000000002,6.7930000000000001,0.39700000000000002,0.999,0.82599999999999996,0.38700000000000001,0.91200000000000003,0.73399999999999999,3.2000000000000002,88.507999999999996,0.69999999999999996,1.4039999999999999,0.97999999999999998,5.5990000000000002,11.028,81.25,233.036,291.23500000000001,7.9130000000000003,109.95099999999999,286.44900000000001,360.69799999999998,0.25800000000000001,208.815,506.93700000000001,638.428,0.42599999999999999,121.848,310.71600000000001,391.803,0.0,6.7009999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,C11H18O2,1976.6759999999999,7.4909999999999997,140.756,127.527,437.31200000000001,28.213999999999999,15.5,7.774,2.9409999999999998,5.4459999999999997,0.41899999999999998,0.995,0.66700000000000004,0.41599999999999998,0.91900000000000004,0.85599999999999998,4.6900000000000004,61.561,0.0,0.0,0.0,0.0,7.9980000000000002,34.619999999999997,112.428,122.31999999999999,2.149,39.768999999999998,139.387,146.60300000000001,0.28299999999999997,88.146000000000001,268.79899999999998,286.017,0.087999999999999995,44.301000000000002,153.453,161.05600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,C13H22O2,3176.741,7.9820000000000002,184.42599999999999,171.71600000000001,621.25,33.581000000000003,19.0,8.923,3.2269999999999999,6.0800000000000001,0.40500000000000003,0.998,0.77500000000000002,0.46300000000000002,0.91600000000000004,0.67400000000000004,4.6500000000000004,74.465999999999994,0.0,0.0,0.0,0.0,3.7589999999999999,40.161999999999999,152.77199999999999,174.447,2.4489999999999998,62.418999999999997,201.839,233.001,0.155,130.73400000000001,388.19499999999999,447.54500000000002,0.152,71.027000000000001,223.60599999999999,258.36399999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,C15H26O2,4697.7259999999997,8.4909999999999997,234.34200000000001,218.499,833.49400000000003,38.767000000000003,22.116,10.06,3.5510000000000002,6.6379999999999999,0.39300000000000002,0.999,0.81699999999999995,0.47699999999999998,0.91000000000000003,0.75600000000000001,4.5700000000000003,86.873000000000005,0.0,0.0,0.0,0.0,3.3279999999999998,53.468000000000004,207.577,240.82499999999999,2.2759999999999998,80.572999999999993,288.13600000000002,333.84800000000001,0.094,167.18700000000001,548.92899999999997,634.25699999999995,0.17100000000000001,91.322999999999993,320.34899999999999,370.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,C6H6O3,332.233,2.7269999999999999,40.875999999999998,44.298000000000002,110.556,14.741,10.871,6.1050000000000004,1.9379999999999999,3.2679999999999998,0.46700000000000003,1.0,0.92200000000000004,0.25600000000000001,0.98799999999999999,0.51700000000000002,1.3200000000000001,29.648,0.68600000000000005,0.0,0.0,3.4289999999999998,7.3630000000000004,19.57,21.960999999999999,40.875,4.8579999999999997,14.084,26.442,39.155999999999999,0.28299999999999997,32.326999999999998,53.389000000000003,81.617000000000004,0.34799999999999998,14.698,29.204999999999998,42.215000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,C10H16O,1362.326,3.8849999999999998,114.215,100.913,346.899,25.696000000000002,12.275,6.5060000000000002,2.6339999999999999,4.7729999999999997,0.41999999999999998,0.998,0.67900000000000005,0.55100000000000005,0.95899999999999996,0.83599999999999997,7.2000000000000002,53.32,0.0,0.0,0.0,0.0,4.077,15.664,78.338999999999999,83.602000000000004,1.919,25.207999999999998,95.451999999999998,100.893,0.20799999999999999,58.438000000000002,196.512,207.08699999999999,0.17299999999999999,29.206,105.85599999999999,111.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,C10H20O,1680.7260000000001,4.718,155.18199999999999,108.434,435.94900000000001,28.126000000000001,13.435,6.3890000000000002,2.2759999999999998,4.0190000000000001,0.35999999999999999,0.98799999999999999,0.59899999999999998,0.26200000000000001,0.91600000000000004,0.68100000000000005,2.8799999999999999,61.835000000000001,0.0,0.0,0.0,0.0,1.681,22.565000000000001,52.091000000000001,60.518000000000001,1.486,34.966999999999999,78.745000000000005,90.704999999999998,0.082000000000000003,82.525999999999996,163.85599999999999,188.05799999999999,0.124,40.503999999999998,89.311999999999998,102.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,C10H20O,1640.4400000000001,4.8470000000000004,157.16800000000001,105.83499999999999,439.10500000000002,28.329000000000001,13.234,6.3890000000000002,2.3109999999999999,4.0419999999999998,0.36099999999999999,0.97999999999999998,0.434,0.25,0.92300000000000004,0.75,3.25,61.841000000000001,0.0,0.0,0.0,0.0,4.4630000000000001,24.263999999999999,56.408999999999999,60.436,0.45300000000000001,37.173000000000002,74.558000000000007,78.432000000000002,0.155,85.843999999999994,160.98099999999999,169.66200000000001,0.023,42.872,83.972999999999999,88.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,C12H22O2,2516.1869999999999,4.9480000000000004,194.43000000000001,139.78800000000001,585.94000000000005,32.552,18.777999999999999,8.5540000000000003,2.6920000000000002,4.8499999999999996,0.36699999999999999,0.99099999999999999,0.56299999999999994,0.34499999999999997,0.91300000000000003,0.85699999999999998,4.0099999999999998,72.498000000000005,0.0,0.0,0.0,0.0,6.5570000000000004,34.685000000000002,100.913,110.55200000000001,2.6190000000000002,54.939999999999998,121.15900000000001,136.416,0.23899999999999999,120.10599999999999,246.02500000000001,274.53500000000003,0.14000000000000001,63.006999999999998,133.88200000000001,151.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,C15H28O2,4650.7299999999996,5.1539999999999999,269.95499999999998,206.69900000000001,897.53899999999999,39.890999999999998,23.602,10.26,3.1040000000000001,5.9610000000000003,0.36399999999999999,0.99399999999999999,0.71599999999999997,0.29099999999999998,0.89500000000000002,0.752,2.7799999999999998,90.899000000000001,0.0,0.0,0.0,0.0,2.7240000000000002,62.060000000000002,146.042,178.39500000000001,2.3769999999999998,94.198999999999998,208.19800000000001,257.37599999999998,0.074999999999999997,198.22900000000001,410.41199999999998,502.72699999999998,0.16,107.04900000000001,233.13,288.15300000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,C8H10O2,690.26300000000003,3.0950000000000002,66.108999999999995,69.025999999999996,191.28800000000001,19.129000000000001,11.622,6.4219999999999997,2.2269999999999999,3.9239999999999999,0.443,1.0,0.92400000000000004,0.26600000000000001,0.96399999999999997,0.70799999999999996,1.4399999999999999,39.509999999999998,0.99399999999999999,1.3919999999999999,0.99299999999999999,5.9660000000000002,8.641,26.164999999999999,34.033999999999999,59.353999999999999,4.1449999999999996,29.370999999999999,41.222000000000001,68.265000000000001,0.32300000000000001,63.780999999999999,86.289000000000001,142.97,0.316,32.527999999999999,45.796999999999997,75.405000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,C11H14O2,1612.5360000000001,3.2570000000000001,104.752,119.447,351.76600000000002,26.056999999999999,15.077999999999999,8.1649999999999991,3.2549999999999999,5.8479999999999999,0.46500000000000002,0.999,0.83399999999999996,0.71599999999999997,0.97199999999999998,0.89500000000000002,14.35,54.042000000000002,0.99399999999999999,1.387,0.995,5.9610000000000003,3.8210000000000002,17.015000000000001,147.93600000000001,151.042,3.367,23.824000000000002,161.11199999999999,168.40000000000001,0.081000000000000003,52.241999999999997,312.91800000000001,326.875,0.20000000000000001,27.044,174.89400000000001,183.31899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2629999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,C9H10O2,807.51300000000003,3.0680000000000001,70.353999999999999,76.906000000000006,211.63200000000001,20.155000000000001,12.834,6.9939999999999998,2.4380000000000002,4.8209999999999997,0.47899999999999998,1.0,0.96299999999999997,0.34799999999999998,0.96699999999999997,0.77400000000000002,2.1699999999999999,41.935000000000002,0.60699999999999998,1.3959999999999999,0.98699999999999999,4.859,6.9109999999999996,25.93,50.545999999999999,75.912999999999997,4.4299999999999997,29.742999999999999,57.976999999999997,86.332999999999998,0.315,63.036000000000001,114.72,173.61799999999999,0.34399999999999997,32.901000000000003,63.497999999999998,94.676000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7509999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,C9H10O,716.42100000000005,2.992,65.355000000000004,71.641999999999996,196.363,19.635999999999999,10.795,6.0780000000000003,2.387,4.1340000000000003,0.45500000000000002,1.0,0.94199999999999995,0.54300000000000004,0.98799999999999999,0.81399999999999995,4.46,40.195999999999998,0.70499999999999996,1.399,0.98199999999999998,5.6440000000000001,5.1829999999999998,13.34,52.240000000000002,65.046999999999997,2.6859999999999999,16.126000000000001,65.275000000000006,79.507000000000005,0.189,35.276000000000003,129.17500000000001,158.48400000000001,0.13100000000000001,18.030000000000001,72.180000000000007,87.798000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,C9H10O3,994.22199999999998,2.8690000000000002,73.289000000000001,90.384,235.90600000000001,21.446000000000002,14.618,7.9299999999999997,2.819,5.3120000000000003,0.49099999999999999,1.0,0.96099999999999997,0.65000000000000002,0.98099999999999998,0.92300000000000004,6.5599999999999996,44.213000000000001,0.69299999999999995,1.3979999999999999,0.98199999999999998,5.54,4.617,14.936999999999999,96.366,110.77,3.4220000000000002,18.699000000000002,101.78100000000001,118.586,0.14299999999999999,39.838999999999999,209.047,242.91800000000001,0.188,20.902000000000001,110.946,129.43600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,C8H10O,596.447,3.073,61.387,62.783999999999999,172.87299999999999,18.196999999999999,9.8559999999999999,5.6600000000000001,2.0579999999999998,3.7599999999999998,0.44500000000000001,1.0,0.92600000000000005,0.27800000000000002,0.96399999999999997,0.82699999999999996,1.5700000000000001,37.719999999999999,0.99399999999999999,1.3879999999999999,0.99399999999999999,5.9619999999999997,1.766,18.013000000000002,25.405999999999999,42.886000000000003,5.9210000000000003,26.266999999999999,35.579000000000001,59.951999999999998,0.10000000000000001,53.472000000000001,73.290000000000006,120.794,0.42599999999999999,29.605,40.018999999999998,67.212000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,C8H10O,623.70699999999999,2.9449999999999998,60.603999999999999,65.653000000000006,173.71100000000001,18.285,9.6839999999999993,5.6609999999999996,2.218,4.1699999999999999,0.46800000000000003,1.0,0.93500000000000005,0.54900000000000004,0.96899999999999997,0.78100000000000003,4.6100000000000003,37.749000000000002,0.99399999999999999,1.387,0.995,5.9610000000000003,5.1029999999999998,9.5099999999999998,41.43,50.406999999999996,3.1709999999999998,14.119999999999999,54.957999999999998,67.183999999999997,0.185,30.57,113.98099999999999,138.583,0.23100000000000001,16.082000000000001,61.555,75.224999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,C8H9NO2,730.58199999999999,2.9249999999999998,64.310000000000002,73.058000000000007,195.76599999999999,19.577000000000002,13.369,7.1529999999999996,2.3650000000000002,4.4109999999999996,0.46999999999999997,1.0,0.96799999999999997,0.40699999999999997,0.98499999999999999,0.79800000000000004,2.73,40.039000000000001,0.69999999999999996,1.4039999999999999,0.97999999999999998,5.6029999999999998,0.93000000000000005,19.093,51.524000000000001,70.239999999999995,6.3399999999999999,21.956,62.587000000000003,83.442999999999998,0.214,48.045000000000002,120.871,165.48500000000001,0.51000000000000001,24.23,68.744,91.584999999999994,0.0,6.7009999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,C10H12O2,1122.412,3.2839999999999998,87.828999999999994,93.534000000000006,278.26299999999998,23.189,14.282,7.5899999999999999,2.6760000000000002,4.7409999999999997,0.44400000000000001,0.996,0.70699999999999996,0.48499999999999999,0.97199999999999998,0.70399999999999996,5.8799999999999999,47.756999999999998,0.99099999999999999,1.3819999999999999,1.0,5.944,2.1720000000000002,20.555,84.552999999999997,91.171999999999997,8.2970000000000006,29.66,99.628,109.65600000000001,0.24399999999999999,63.776000000000003,182.41300000000001,202.74799999999999,0.63300000000000001,33.662999999999997,108.306,119.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,C12H16O2,2097.1039999999998,3.3999999999999999,123.90300000000001,139.80699999999999,436.58600000000001,29.106000000000002,16.931999999999999,8.7270000000000003,3.2320000000000002,6.3819999999999997,0.46100000000000002,0.999,0.79900000000000004,0.61499999999999999,0.97599999999999998,0.91900000000000004,8.5600000000000005,59.905999999999999,0.99099999999999999,1.3819999999999999,1.0,5.944,6.8879999999999999,24.949999999999999,152.066,161.721,12.02,36.088999999999999,200.797,212.874,0.070999999999999994,77.936000000000007,357.42500000000001,380.87400000000002,0.81599999999999995,40.994,220.19499999999999,233.51599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,C11H14O2,1558.117,3.3500000000000001,105.42,115.416,352.20800000000003,26.088999999999999,15.680999999999999,8.1590000000000007,2.9289999999999998,5.5819999999999999,0.45500000000000002,0.998,0.746,0.56200000000000006,0.97299999999999998,0.76500000000000001,7.5599999999999996,53.753999999999998,0.99099999999999999,1.3819999999999999,1.0,5.944,3.9460000000000002,21.731999999999999,113.599,120.47799999999999,10.461,32.189,145.22800000000001,154.44900000000001,0.13,69.465000000000003,261.84800000000001,279.92500000000001,0.74099999999999999,36.637,158.98500000000001,169.24199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,C13H18O2,2534.7530000000002,3.774,149.327,153.62100000000001,515.00199999999995,31.212,18.795999999999999,9.3079999999999998,3.2810000000000001,6.3049999999999997,0.437,0.997,0.72999999999999998,0.65000000000000002,0.95199999999999996,0.91500000000000004,13.25,66.036000000000001,0.99099999999999999,1.3819999999999999,1.0,5.944,8.9049999999999994,24.562999999999999,177.53299999999999,177.941,2.7389999999999999,38.857999999999997,207.47499999999999,209.24199999999999,0.36499999999999999,85.085999999999999,411.23599999999999,416.06799999999998,0.16700000000000001,44.57,227.72,230.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,C5H10O,338.13999999999999,5.7469999999999999,49.902000000000001,42.268000000000001,117.288,14.661,5.3330000000000002,3.3439999999999999,1.857,3.323,0.45600000000000002,0.998,0.58399999999999996,0.40500000000000003,0.92600000000000005,0.58599999999999997,3.7400000000000002,30.018000000000001,0.0,0.0,0.0,0.0,8.0150000000000006,8.7059999999999995,20.672999999999998,25.399000000000001,3.2970000000000002,11.601000000000001,21.715,27.029,0.22700000000000001,28.503,48.122,58.409999999999997,0.14399999999999999,13.346,23.928000000000001,29.716000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,C5H10O2,440.5,5.2919999999999998,52.220999999999997,51.823999999999998,134.80699999999999,15.859999999999999,7.3550000000000004,4.2869999999999999,1.8959999999999999,3.468,0.45200000000000001,0.998,0.76700000000000002,0.36899999999999999,0.94099999999999995,0.94399999999999995,3.0499999999999998,31.977,0.0,0.0,0.0,0.0,4.859,8.7189999999999994,24.053000000000001,29.879999999999999,0.995,11.619,34.158999999999999,40.637,0.184,28.673999999999999,75.353999999999999,89.152000000000001,0.085000000000000006,13.377000000000001,38.862000000000002,46.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,C10H10O,778.03099999999995,3.173,71.763999999999996,74.097999999999999,209.11600000000001,19.916,11.983000000000001,6.6900000000000004,2.609,4.3810000000000002,0.45700000000000002,1.0,0.85299999999999998,0.61099999999999999,0.95699999999999996,0.76200000000000001,6.79,42.761000000000003,0.73199999999999998,1.399,0.98199999999999998,7.3230000000000004,4.6289999999999996,12.468,73.164000000000001,81.646000000000001,3.1909999999999998,20.082000000000001,72.597999999999999,85.870000000000005,0.29299999999999998,42.951999999999998,129.14599999999999,156.79599999999999,0.28699999999999998,22.988,76.924999999999997,92.024000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,C10H10O2,1039.8989999999999,2.7269999999999999,71.822000000000003,94.536000000000001,241.37299999999999,21.943000000000001,13.506,7.5990000000000002,3.077,5.5389999999999997,0.502,1.0,0.98299999999999998,0.746,1.0,0.84599999999999997,9.8399999999999999,44.845999999999997,0.58899999999999997,1.399,0.98199999999999998,5.8879999999999999,1.734,11.968,116.22799999999999,127.929,7.9349999999999996,15.468,130.61799999999999,145.13900000000001,0.28699999999999998,34.018000000000001,238.149,269.18200000000002,0.624,17.43,141.126,157.34999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,C10H8O2,720.08500000000004,2.1890000000000001,64.573999999999998,72.007999999999996,204.15799999999999,20.416,14.775,8.0079999999999991,2.4980000000000002,4.5800000000000001,0.47899999999999998,1.0,0.97099999999999997,0.56799999999999995,1.0,0.81999999999999995,4.79,40.981999999999999,0.745,1.4059999999999999,0.97399999999999998,7.4480000000000004,13.012,16.91,74.613,91.257000000000005,6.7549999999999999,20.370000000000001,69.480999999999995,88.903000000000006,0.51900000000000002,41.439,128.256,166.71000000000001,0.313,22.523,73.308000000000007,94.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,C6H8O2,366.15699999999998,3.0110000000000001,47.484999999999999,45.770000000000003,125.91,15.739000000000001,8.7240000000000002,5.0549999999999997,1.891,2.7730000000000001,0.41599999999999998,1.0,0.82099999999999995,0.25800000000000001,0.99099999999999999,0.68899999999999995,1.46,31.713000000000001,0.66700000000000004,0.0,0.0,2.0,2.181,14.337,19.620000000000001,33.151000000000003,2.7869999999999999,14.526,23.132000000000001,34.793999999999997,0.050000000000000003,33.994999999999997,51.223999999999997,76.194999999999993,0.17899999999999999,15.294,26.619,38.265999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6779999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
