molid,identifiere,MW,AMW,Sv,Se,Sp,Ss,Mv,Me,Mp,Ms,nAT,nSK,nBT,nBO,nBM,SCBO,ARR,nCIC,nCIR,RBN,RBF,nDB,nTB,nAB,nH,nC,nN,nO,nP,nS,nF,nCL,nBR,nI,nB,nHM,nX,nR03,nR04,nR05,nR06,nR07,nR08,nR09,nR10,nR11,nR12,nBnz
1,C10H14O,150.24000000000001,6.0099999999999998,14.699999999999999,24.510000000000002,15.779999999999999,25.329999999999998,0.58999999999999997,0.97999999999999998,0.63,2.2999999999999998,25.0,11.0,25.0,11.0,3.0,14.0,0.0,1.0,1.0,1.0,0.040000000000000001,3.0,0.0,0.0,14.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,C5H10O3,118.15000000000001,6.5599999999999996,9.5199999999999996,18.399999999999999,10.17,25.0,0.53000000000000003,1.02,0.56999999999999995,3.1299999999999999,18.0,8.0,17.0,7.0,1.0,8.0,0.0,0.0,0.0,3.0,0.17599999999999999,1.0,0.0,0.0,10.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,C10H18O,154.28,5.3200000000000003,15.890000000000001,28.280000000000001,17.309999999999999,23.170000000000002,0.55000000000000004,0.97999999999999998,0.59999999999999998,2.1099999999999999,29.0,11.0,29.0,11.0,1.0,12.0,0.0,1.0,1.0,1.0,0.034000000000000002,1.0,0.0,0.0,18.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,C10H18O,154.28,5.3200000000000003,15.890000000000001,28.280000000000001,17.309999999999999,23.170000000000002,0.55000000000000004,0.97999999999999998,0.59999999999999998,2.1099999999999999,29.0,11.0,29.0,11.0,1.0,12.0,0.0,1.0,1.0,1.0,0.034000000000000002,1.0,0.0,0.0,18.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,C10H14O,150.24000000000001,6.0099999999999998,14.699999999999999,24.510000000000002,15.779999999999999,25.329999999999998,0.58999999999999997,0.97999999999999998,0.63,2.2999999999999998,25.0,11.0,25.0,11.0,3.0,14.0,0.0,1.0,1.0,1.0,0.040000000000000001,3.0,0.0,0.0,14.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,C10H18O,154.28,5.3200000000000003,15.890000000000001,28.280000000000001,17.309999999999999,23.170000000000002,0.55000000000000004,0.97999999999999998,0.59999999999999998,2.1099999999999999,29.0,11.0,29.0,11.0,1.0,12.0,0.0,1.0,1.0,1.0,0.034000000000000002,1.0,0.0,0.0,18.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,C10H18O,154.28,5.3200000000000003,15.890000000000001,28.280000000000001,17.309999999999999,23.170000000000002,0.55000000000000004,0.97999999999999998,0.59999999999999998,2.1099999999999999,29.0,11.0,29.0,11.0,1.0,12.0,0.0,1.0,1.0,1.0,0.034000000000000002,1.0,0.0,0.0,18.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,C10H16,136.25999999999999,5.2400000000000002,14.779999999999999,25.07,16.09,16.579999999999998,0.56999999999999995,0.95999999999999996,0.62,1.6599999999999999,26.0,10.0,27.0,11.0,1.0,12.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,C10H20O,156.30000000000001,5.04,16.489999999999998,30.16,18.07,21.920000000000002,0.53000000000000003,0.96999999999999997,0.57999999999999996,1.99,31.0,11.0,31.0,11.0,0.0,11.0,0.0,1.0,1.0,1.0,0.032000000000000001,0.0,0.0,0.0,20.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,C10H20O,156.30000000000001,5.04,16.489999999999998,30.16,18.07,21.920000000000002,0.53000000000000003,0.96999999999999997,0.57999999999999996,1.99,31.0,11.0,31.0,11.0,0.0,11.0,0.0,1.0,1.0,1.0,0.032000000000000001,0.0,0.0,0.0,20.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,C5H10O2,102.15000000000001,6.0099999999999998,9.0099999999999998,17.07,9.7200000000000006,21.5,0.53000000000000003,1.0,0.56999999999999995,3.0699999999999998,17.0,7.0,16.0,6.0,1.0,7.0,0.0,0.0,0.0,2.0,0.125,1.0,0.0,0.0,10.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,C5H10O2,102.15000000000001,6.0099999999999998,9.0099999999999998,17.07,9.7200000000000006,21.5,0.53000000000000003,1.0,0.56999999999999995,3.0699999999999998,17.0,7.0,16.0,6.0,1.0,7.0,0.0,0.0,0.0,2.0,0.125,1.0,0.0,0.0,10.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,C10H16,136.25999999999999,5.2400000000000002,14.779999999999999,25.07,16.09,16.579999999999998,0.56999999999999995,0.95999999999999996,0.62,1.6599999999999999,26.0,10.0,27.0,11.0,1.0,12.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,C13H24O2,212.37,5.4500000000000002,21.199999999999999,38.259999999999998,23.050000000000001,32.670000000000002,0.54000000000000004,0.97999999999999998,0.58999999999999997,2.1800000000000002,39.0,15.0,38.0,14.0,2.0,16.0,0.0,0.0,0.0,8.0,0.21099999999999999,2.0,0.0,0.0,24.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,C8H18O,130.25999999999999,4.8200000000000003,13.890000000000001,26.280000000000001,15.31,18.5,0.51000000000000001,0.96999999999999997,0.56999999999999995,2.0600000000000001,27.0,9.0,26.0,8.0,0.0,8.0,0.0,0.0,0.0,6.0,0.23100000000000001,0.0,0.0,0.0,18.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,C5H12O,88.170000000000002,4.9000000000000004,9.0999999999999996,17.629999999999999,10.02,14.0,0.51000000000000001,0.97999999999999998,0.56000000000000005,2.3300000000000001,18.0,6.0,17.0,5.0,0.0,5.0,0.0,0.0,0.0,3.0,0.17599999999999999,0.0,0.0,0.0,12.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,C8H10O,122.18000000000001,6.4299999999999997,11.5,18.75,12.26,21.0,0.60999999999999999,0.98999999999999999,0.65000000000000002,2.3300000000000001,19.0,9.0,19.0,9.0,6.0,12.0,0.66700000000000004,1.0,1.0,1.0,0.052999999999999999,0.0,0.0,6.0,10.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18,C8H10O,122.18000000000001,6.4299999999999997,11.5,18.75,12.26,21.0,0.60999999999999999,0.98999999999999999,0.65000000000000002,2.3300000000000001,19.0,9.0,19.0,9.0,6.0,12.0,0.66700000000000004,1.0,1.0,1.0,0.052999999999999999,0.0,0.0,6.0,10.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19,C3H8O,60.109999999999999,5.0099999999999998,5.9000000000000004,11.859999999999999,6.5,11.0,0.48999999999999999,0.98999999999999999,0.54000000000000004,2.75,12.0,4.0,11.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.090999999999999998,0.0,0.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,C10H18O,154.28,5.3200000000000003,15.890000000000001,28.280000000000001,17.309999999999999,19.329999999999998,0.55000000000000004,0.97999999999999998,0.59999999999999998,1.76,29.0,11.0,30.0,12.0,0.0,12.0,0.0,2.0,3.0,1.0,0.033000000000000002,0.0,0.0,0.0,18.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,C4H8O,72.120000000000005,5.5499999999999998,6.9000000000000004,12.859999999999999,7.5,14.17,0.53000000000000003,0.98999999999999999,0.57999999999999996,2.8300000000000001,13.0,5.0,12.0,4.0,1.0,5.0,0.0,0.0,0.0,1.0,0.083000000000000004,1.0,0.0,0.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,C7H14O,114.20999999999999,5.1900000000000004,11.699999999999999,21.510000000000002,12.779999999999999,18.670000000000002,0.53000000000000003,0.97999999999999998,0.57999999999999996,2.3300000000000001,22.0,8.0,21.0,7.0,1.0,8.0,0.0,0.0,0.0,4.0,0.19,1.0,0.0,0.0,14.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,C6H12O,100.18000000000001,5.2699999999999996,10.1,18.629999999999999,11.02,17.170000000000002,0.53000000000000003,0.97999999999999998,0.57999999999999996,2.4500000000000002,19.0,7.0,18.0,6.0,1.0,7.0,0.0,0.0,0.0,3.0,0.16700000000000001,1.0,0.0,0.0,12.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,C6H10O,98.159999999999997,5.7699999999999996,9.5,16.75,10.26,18.170000000000002,0.56000000000000005,0.98999999999999999,0.59999999999999998,2.6000000000000001,17.0,7.0,16.0,6.0,2.0,8.0,0.0,0.0,0.0,2.0,0.125,2.0,0.0,0.0,10.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,C8H16O,128.24000000000001,5.1299999999999999,13.289999999999999,24.399999999999999,14.550000000000001,20.170000000000002,0.53000000000000003,0.97999999999999998,0.57999999999999996,2.2400000000000002,25.0,9.0,24.0,8.0,1.0,9.0,0.0,0.0,0.0,5.0,0.20799999999999999,1.0,0.0,0.0,16.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,C8H10O,122.18000000000001,6.4299999999999997,11.5,18.75,12.26,20.670000000000002,0.60999999999999999,0.98999999999999999,0.65000000000000002,2.2999999999999998,19.0,9.0,19.0,9.0,6.0,12.0,0.66700000000000004,1.0,1.0,2.0,0.105,0.0,0.0,6.0,10.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,C8H11N,121.2,6.0599999999999996,11.98,19.52,12.81,18.670000000000002,0.59999999999999998,0.97999999999999998,0.64000000000000001,2.0699999999999998,20.0,9.0,20.0,9.0,6.0,12.0,0.66700000000000004,1.0,1.0,2.0,0.10000000000000001,0.0,0.0,6.0,11.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,C10H18O,154.28,5.3200000000000003,15.890000000000001,28.280000000000001,17.309999999999999,22.829999999999998,0.55000000000000004,0.97999999999999998,0.59999999999999998,2.0800000000000001,29.0,11.0,29.0,11.0,1.0,12.0,0.0,1.0,1.0,2.0,0.069000000000000006,1.0,0.0,0.0,18.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,C10H18O,154.28,5.3200000000000003,15.890000000000001,28.280000000000001,17.309999999999999,22.829999999999998,0.55000000000000004,0.97999999999999998,0.59999999999999998,2.0800000000000001,29.0,11.0,29.0,11.0,1.0,12.0,0.0,1.0,1.0,2.0,0.069000000000000006,1.0,0.0,0.0,18.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,C10H18O,154.28,5.3200000000000003,15.890000000000001,28.280000000000001,17.309999999999999,22.829999999999998,0.55000000000000004,0.97999999999999998,0.59999999999999998,2.0800000000000001,29.0,11.0,29.0,11.0,1.0,12.0,0.0,1.0,1.0,2.0,0.069000000000000006,1.0,0.0,0.0,18.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,C10H18O,154.28,5.3200000000000003,15.890000000000001,28.280000000000001,17.309999999999999,22.829999999999998,0.55000000000000004,0.97999999999999998,0.59999999999999998,2.0800000000000001,29.0,11.0,29.0,11.0,1.0,12.0,0.0,1.0,1.0,2.0,0.069000000000000006,1.0,0.0,0.0,18.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,C10H18O,154.28,5.3200000000000003,15.890000000000001,28.280000000000001,17.309999999999999,23.25,0.55000000000000004,0.97999999999999998,0.59999999999999998,2.1099999999999999,29.0,11.0,29.0,11.0,1.0,12.0,0.0,1.0,1.0,1.0,0.034000000000000002,1.0,0.0,0.0,18.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,C10H18O,154.28,5.3200000000000003,15.890000000000001,28.280000000000001,17.309999999999999,23.25,0.55000000000000004,0.97999999999999998,0.59999999999999998,2.1099999999999999,29.0,11.0,29.0,11.0,1.0,12.0,0.0,1.0,1.0,1.0,0.034000000000000002,1.0,0.0,0.0,18.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,C7H5Cl3O,211.47,13.220000000000001,12.01,16.829999999999998,13.07,28.5,0.75,1.05,0.81999999999999995,2.5899999999999999,16.0,11.0,16.0,11.0,6.0,14.0,0.54500000000000004,1.0,1.0,1.0,0.063,0.0,0.0,6.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35,C8H8O2,136.16,7.5599999999999996,11.41,18.190000000000001,11.949999999999999,28.0,0.63,1.01,0.66000000000000003,2.7999999999999998,18.0,10.0,18.0,10.0,7.0,14.0,0.59999999999999998,1.0,1.0,1.0,0.056000000000000001,1.0,0.0,6.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36,C9H10O,134.19,6.71,12.5,19.75,13.26,24.0,0.63,0.98999999999999999,0.66000000000000003,2.3999999999999999,20.0,10.0,20.0,10.0,7.0,14.0,0.59999999999999998,1.0,1.0,1.0,0.050000000000000003,1.0,0.0,6.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,C10H12O,148.22,6.4400000000000004,14.1,22.629999999999999,15.02,25.670000000000002,0.60999999999999999,0.97999999999999998,0.65000000000000002,2.3300000000000001,23.0,11.0,23.0,11.0,7.0,15.0,0.54500000000000004,1.0,1.0,1.0,0.042999999999999997,1.0,0.0,6.0,12.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,C7H16O,116.23,4.8399999999999999,12.289999999999999,23.399999999999999,13.550000000000001,17.329999999999998,0.51000000000000001,0.96999999999999997,0.56000000000000005,2.1699999999999999,24.0,8.0,23.0,7.0,0.0,7.0,0.0,0.0,0.0,4.0,0.17399999999999999,0.0,0.0,0.0,16.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,C7H16O,116.23,4.8399999999999999,12.289999999999999,23.399999999999999,13.550000000000001,17.329999999999998,0.51000000000000001,0.96999999999999997,0.56000000000000005,2.1699999999999999,24.0,8.0,23.0,7.0,0.0,7.0,0.0,0.0,0.0,4.0,0.17399999999999999,0.0,0.0,0.0,16.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,C13H18O2,206.31,6.25,19.399999999999999,32.609999999999999,20.760000000000002,33.670000000000002,0.58999999999999997,0.98999999999999999,0.63,2.2400000000000002,33.0,15.0,33.0,15.0,7.0,19.0,0.40000000000000002,1.0,1.0,6.0,0.182,1.0,0.0,6.0,18.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,C10H12O2,164.22,6.8399999999999999,14.609999999999999,23.960000000000001,15.48,29.0,0.60999999999999999,1.0,0.64000000000000001,2.4199999999999999,24.0,12.0,24.0,12.0,7.0,16.0,0.5,1.0,1.0,3.0,0.125,1.0,0.0,6.0,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,C6H7SN,125.20999999999999,8.3499999999999996,9.8800000000000008,14.83,10.94,17.170000000000002,0.66000000000000003,0.98999999999999999,0.72999999999999998,2.1499999999999999,15.0,8.0,15.0,8.0,6.0,11.5,0.625,1.0,1.0,1.0,0.067000000000000004,1.0,0.0,5.0,7.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,C8H16O,128.24000000000001,5.1299999999999999,13.289999999999999,24.399999999999999,14.550000000000001,20.5,0.53000000000000003,0.97999999999999998,0.57999999999999996,2.2799999999999998,25.0,9.0,24.0,8.0,1.0,9.0,0.0,0.0,0.0,4.0,0.16700000000000001,1.0,0.0,0.0,16.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,C8H16O,128.24000000000001,5.1299999999999999,13.289999999999999,24.399999999999999,14.550000000000001,20.5,0.53000000000000003,0.97999999999999998,0.57999999999999996,2.2799999999999998,25.0,9.0,24.0,8.0,1.0,9.0,0.0,0.0,0.0,4.0,0.16700000000000001,1.0,0.0,0.0,16.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,C8H8O,120.16,7.0700000000000003,10.9,16.859999999999999,11.5,22.329999999999998,0.64000000000000001,0.98999999999999999,0.68000000000000005,2.48,17.0,9.0,17.0,9.0,7.0,13.0,0.66700000000000004,1.0,1.0,1.0,0.058999999999999997,1.0,0.0,6.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,C11H12O3,192.22999999999999,7.3899999999999997,16.120000000000001,26.280000000000001,16.93,35.329999999999998,0.62,1.01,0.65000000000000002,2.52,26.0,14.0,26.0,14.0,8.0,19.0,0.42899999999999999,1.0,1.0,6.0,0.23100000000000001,2.0,0.0,6.0,12.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47,C8H12O2,140.19999999999999,6.3700000000000001,12.609999999999999,21.960000000000001,13.48,26.329999999999998,0.56999999999999995,1.0,0.60999999999999999,2.6299999999999999,22.0,10.0,21.0,9.0,3.0,12.0,0.0,0.0,0.0,4.0,0.19,3.0,0.0,0.0,12.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,C7H14O2,130.21000000000001,5.6600000000000001,12.210000000000001,22.84,13.24,22.170000000000002,0.53000000000000003,0.98999999999999999,0.57999999999999996,2.46,23.0,9.0,22.0,8.0,1.0,9.0,0.0,0.0,0.0,5.0,0.22700000000000001,1.0,0.0,0.0,14.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,C7H8O,108.15000000000001,6.7599999999999998,9.9000000000000004,15.859999999999999,10.5,17.170000000000002,0.62,0.98999999999999999,0.66000000000000003,2.1499999999999999,16.0,8.0,16.0,8.0,6.0,11.0,0.75,1.0,1.0,1.0,0.063,0.0,0.0,6.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50,C10H12O3,180.22,7.21,15.119999999999999,25.280000000000001,15.93,32.5,0.59999999999999998,1.01,0.64000000000000001,2.5,25.0,13.0,25.0,13.0,7.0,17.0,0.46200000000000002,1.0,1.0,4.0,0.16,1.0,0.0,6.0,12.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51,C7H6O,106.13,7.5800000000000001,9.3100000000000005,13.98,9.7400000000000002,20.670000000000002,0.66000000000000003,1.0,0.69999999999999996,2.5800000000000001,14.0,8.0,14.0,8.0,7.0,12.0,0.75,1.0,1.0,1.0,0.070999999999999994,1.0,0.0,6.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52,C9H10O2,150.19,7.1500000000000004,13.01,21.07,13.720000000000001,27.329999999999998,0.62,1.0,0.65000000000000002,2.48,21.0,11.0,21.0,11.0,7.0,15.0,0.54500000000000004,1.0,1.0,3.0,0.14299999999999999,1.0,0.0,6.0,10.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
53,C10H12O,148.22,6.4400000000000004,14.1,22.629999999999999,15.02,25.329999999999998,0.60999999999999999,0.97999999999999998,0.65000000000000002,2.2999999999999998,23.0,11.0,23.0,11.0,7.0,15.0,0.54500000000000004,1.0,1.0,3.0,0.13,1.0,0.0,6.0,12.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54,C13H18O,190.31,5.9500000000000002,18.890000000000001,31.280000000000001,20.309999999999999,30.579999999999998,0.58999999999999997,0.97999999999999998,0.63,2.1800000000000002,32.0,14.0,32.0,14.0,7.0,18.0,0.42899999999999999,1.0,1.0,4.0,0.125,1.0,0.0,6.0,18.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55,C4H8O,72.120000000000005,5.5499999999999998,6.9000000000000004,12.859999999999999,7.5,14.0,0.53000000000000003,0.98999999999999999,0.57999999999999996,2.7999999999999998,13.0,5.0,12.0,4.0,1.0,5.0,0.0,0.0,0.0,2.0,0.16700000000000001,1.0,0.0,0.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,C4H10O,74.140000000000001,4.9400000000000004,7.5,14.75,8.2599999999999998,12.5,0.5,0.97999999999999998,0.55000000000000004,2.5,15.0,5.0,14.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.14299999999999999,0.0,0.0,0.0,10.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,C6H12O2,116.18000000000001,5.8099999999999996,10.609999999999999,19.960000000000001,11.48,20.670000000000002,0.53000000000000003,1.0,0.56999999999999995,2.5800000000000001,20.0,8.0,19.0,7.0,1.0,8.0,0.0,0.0,0.0,4.0,0.21099999999999999,1.0,0.0,0.0,12.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
