molid,identifiere,EPS0,EPS1,EEig01x,EEig02x,EEig03x,EEig04x,EEig05x,EEig06x,EEig07x,EEig08x,EEig09x,EEig10x,EEig11x,EEig12x,EEig13x,EEig14x,EEig15x,EEig01d,EEig02d,EEig03d,EEig04d,EEig05d,EEig06d,EEig07d,EEig08d,EEig09d,EEig10d,EEig11d,EEig12d,EEig13d,EEig14d,EEig15d,EEig01r,EEig02r,EEig03r,EEig04r,EEig05r,EEig06r,EEig07r,EEig08r,EEig09r,EEig10r,EEig11r,EEig12r,EEig13r,EEig14r,EEig15r,ESpm01u,ESpm02u,ESpm03u,ESpm04u,ESpm05u,ESpm06u,ESpm07u,ESpm08u,ESpm09u,ESpm10u,ESpm11u,ESpm12u,ESpm13u,ESpm14u,ESpm15u,ESpm01x,ESpm02x,ESpm03x,ESpm04x,ESpm05x,ESpm06x,ESpm07x,ESpm08x,ESpm09x,ESpm10x,ESpm11x,ESpm12x,ESpm13x,ESpm14x,ESpm15x,ESpm01d,ESpm02d,ESpm03d,ESpm04d,ESpm05d,ESpm06d,ESpm07d,ESpm08d,ESpm09d,ESpm10d,ESpm11d,ESpm12d,ESpm13d,ESpm14d,ESpm15d,ESpm01r,ESpm02r,ESpm03r,ESpm04r,ESpm05r,ESpm06r,ESpm07r,ESpm08r,ESpm09r,ESpm10r,ESpm11r,ESpm12r,ESpm13r,ESpm14r,ESpm15r
205,C8H14O,5.3970000000000002,3.9489999999999998,3.6819999999999999,3.5089999999999999,2.093,1.0,0.45200000000000001,0.0,0.0,-0.73599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5640000000000001,2.6629999999999998,1.6000000000000001,0.68500000000000005,0.042999999999999997,-0.32000000000000001,-0.91300000000000003,-1.522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3290000000000002,3.1419999999999999,2.0169999999999999,0.76300000000000001,0.099000000000000005,0.0,-0.29399999999999998,-0.85699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.944,2.5649999999999999,4.2050000000000001,4.3940000000000001,5.6660000000000004,6.1070000000000002,7.2060000000000004,7.7789999999999999,8.7789999999999999,9.4329999999999998,10.372999999999999,11.081,11.981,12.725,2.3980000000000001,3.4969999999999999,4.6440000000000001,5.8780000000000001,7.1319999999999997,8.4000000000000004,9.6750000000000007,10.954000000000001,12.234999999999999,13.518000000000001,14.803000000000001,16.088000000000001,17.373999999999999,18.661000000000001,19.948,1.917,3.2989999999999999,4.1779999999999999,5.4180000000000001,6.5670000000000002,7.798,9.0190000000000001,10.262,11.507,12.760999999999999,14.018000000000001,15.279,16.542999999999999,17.808,19.074000000000002,2.2189999999999999,3.3119999999999998,4.343,5.476,6.6189999999999998,7.7800000000000002,8.9480000000000004,10.122,11.298,12.477,13.657999999999999,14.84,16.023,17.207000000000001,18.391999999999999
206,C6H12O,4.569,2.843,3.6349999999999998,2.1459999999999999,1.4750000000000001,0.65900000000000003,-0.17899999999999999,-0.73499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6150000000000002,1.3540000000000001,0.98699999999999999,0.105,-0.872,-1.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3820000000000001,2.1070000000000002,1.3069999999999999,0.45900000000000002,-0.317,-0.73799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5649999999999999,1.946,3.8069999999999999,3.9319999999999999,5.2930000000000001,5.7779999999999996,6.8890000000000002,7.548,8.5340000000000007,9.2810000000000006,10.202999999999999,10.997,11.884,12.702,2.0790000000000002,3.0910000000000002,4.1269999999999998,5.3079999999999998,6.5339999999999998,7.79,9.0609999999999999,10.34,11.624000000000001,12.911,14.199999999999999,15.489000000000001,16.779,18.068999999999999,19.359000000000002,1.5600000000000001,2.98,3.8730000000000002,5.1970000000000001,6.4249999999999998,7.718,8.9949999999999992,10.281000000000001,11.565,12.85,14.135,15.42,16.704999999999998,17.989999999999998,19.274999999999999,1.974,2.9670000000000001,3.9300000000000002,5.0419999999999998,6.1909999999999998,7.3710000000000004,8.5660000000000007,9.7710000000000008,10.98,12.194000000000001,13.409000000000001,14.625,15.842000000000001,17.059999999999999,18.277999999999999
207,C5H10O,3.6989999999999998,2.4319999999999999,3.6509999999999998,2.0,0.72599999999999998,0.0,-0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6829999999999998,1.756,0.099000000000000005,-0.32000000000000001,-1.3169999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,1.925,0.36799999999999999,0.0,-0.70299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3980000000000001,1.946,3.5550000000000002,3.714,4.9630000000000001,5.4160000000000004,6.4660000000000002,7.0709999999999997,8.0099999999999998,8.6969999999999992,9.5739999999999998,10.307,11.148999999999999,11.909000000000001,1.946,2.944,4.0599999999999996,5.2729999999999997,6.5250000000000004,7.7969999999999997,9.0800000000000001,10.368,11.66,12.952999999999999,14.247,15.541,16.835999999999999,18.131,19.425999999999998,1.361,2.5750000000000002,3.153,4.1790000000000003,5.0279999999999996,6.0119999999999996,6.952,7.931,8.9009999999999998,9.8829999999999991,10.864000000000001,11.848000000000001,12.832000000000001,13.818,14.804,1.758,2.75,3.7109999999999999,4.7969999999999997,5.9080000000000004,7.0439999999999996,8.1920000000000002,9.3469999999999995,10.506,11.669,12.833,13.997,15.163,16.329000000000001,17.494
208,C6H9SON,6.0599999999999996,4.3929999999999998,4.1859999999999999,2.7629999999999999,2.5590000000000002,2.0390000000000001,0.82699999999999996,0.27500000000000002,-0.107,-0.32900000000000001,-0.71299999999999997,0.0,0.0,0.0,0.0,0.0,0.0,3.028,1.891,1.341,1.1459999999999999,0.045999999999999999,-0.52000000000000002,-1.278,-1.6499999999999999,-1.7829999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.7349999999999999,2.4769999999999999,1.9470000000000001,1.7210000000000001,0.53900000000000003,0.032000000000000001,-0.60299999999999998,-0.79600000000000004,-1.0529999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1349999999999998,2.5649999999999999,4.5949999999999998,4.9489999999999998,6.3949999999999996,7.1509999999999998,8.3550000000000004,9.2750000000000004,10.381,11.368,12.433,13.448,14.496,15.522,2.5259999999999998,3.6440000000000001,4.7949999999999999,6.0579999999999998,7.3730000000000002,8.7289999999999992,10.112,11.512,12.923,14.342000000000001,15.765000000000001,17.192,18.620000000000001,20.050000000000001,21.48,1.169,3.2050000000000001,3.2970000000000002,4.8129999999999997,5.5300000000000002,6.782,7.7560000000000002,8.9100000000000001,9.9730000000000008,11.095000000000001,12.188000000000001,13.300000000000001,14.403,15.512,16.617999999999999,2.1970000000000001,3.4089999999999998,4.3700000000000001,5.5540000000000003,6.7599999999999998,8.016,9.2929999999999993,10.586,11.888,13.196,14.507,15.821,17.135999999999999,18.452000000000002,19.768999999999998
209,C9H10O2,7.0,5.4329999999999998,4.0359999999999996,3.5920000000000001,3.23,2.5,1.405,0.72199999999999998,0.5,0.32900000000000001,-0.10100000000000001,-0.5,-0.71299999999999997,0.0,0.0,0.0,0.0,3.6549999999999998,2.7559999999999998,2.3460000000000001,1.0,0.88600000000000001,0.308,-0.182,-0.84499999999999997,-1.0,-1.4430000000000001,-2.0,0.0,0.0,0.0,0.0,3.6190000000000002,3.222,2.8109999999999999,2.0,1.069,0.32900000000000001,0.091999999999999998,0.0,-0.372,-0.96999999999999997,-1.0,0.0,0.0,0.0,0.0,0.0,3.367,2.944,4.7960000000000003,5.0170000000000003,6.444,6.984,8.2040000000000006,8.9239999999999995,10.032,10.856999999999999,11.904,12.791,13.804,14.728,2.7730000000000001,3.9220000000000002,5.1070000000000002,6.3719999999999999,7.6619999999999999,8.9700000000000006,10.291,11.622,12.962,14.308999999999999,15.662000000000001,17.021000000000001,18.384,19.75,21.120999999999999,1.869,3.6150000000000002,4.2869999999999999,5.673,6.7389999999999999,8.0280000000000005,9.2270000000000003,10.500999999999999,11.753,13.032,14.307,15.590999999999999,16.876999999999999,18.166,19.457000000000001,2.468,3.6819999999999999,4.7130000000000001,5.8920000000000003,7.0700000000000003,8.2759999999999998,9.4920000000000009,10.718999999999999,11.954000000000001,13.195,14.443,15.695,16.951000000000001,18.210999999999999,19.474
210,C10H18O,6.9749999999999996,4.8979999999999997,3.6680000000000001,3.3700000000000001,2.609,2.0,1.0,0.67700000000000005,0.0,0.0,-0.502,-0.82099999999999995,0.0,0.0,0.0,0.0,0.0,2.9729999999999999,2.6739999999999999,2.2440000000000002,1.4419999999999999,0.49099999999999999,-0.16,-0.32000000000000001,-1.143,-1.341,-1.7410000000000001,0.0,0.0,0.0,0.0,0.0,3.395,3.1800000000000002,2.2690000000000001,1.887,0.79100000000000004,0.45200000000000001,0.0,-0.26200000000000001,-0.61599999999999999,-0.89800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,3.1349999999999998,2.5649999999999999,4.4189999999999996,4.5110000000000001,5.9160000000000004,6.3300000000000001,7.5060000000000002,8.093,9.1419999999999995,9.8300000000000001,10.805999999999999,11.557,12.489000000000001,13.279,2.5649999999999999,3.6640000000000001,4.7450000000000001,5.9269999999999996,7.133,8.3620000000000001,9.6039999999999992,10.855,12.113,13.377000000000001,14.645,15.917,17.190999999999999,18.468,19.745999999999999,1.8120000000000001,3.4209999999999998,3.944,5.1600000000000001,6.0179999999999998,7.1139999999999999,8.093,9.1560000000000006,10.182,11.241,12.288,13.349,14.407999999999999,15.474,16.539999999999999,2.4159999999999999,3.5099999999999998,4.5030000000000001,5.6230000000000002,6.758,7.9189999999999996,9.0920000000000005,10.275,11.462999999999999,12.656000000000001,13.852,15.050000000000001,16.251000000000001,17.452999999999999,18.655999999999999
211,C10H18O,6.9749999999999996,4.8979999999999997,3.6680000000000001,3.3700000000000001,2.609,2.0,1.0,0.67700000000000005,0.0,0.0,-0.502,-0.82099999999999995,0.0,0.0,0.0,0.0,0.0,2.9729999999999999,2.6739999999999999,2.2440000000000002,1.4419999999999999,0.49099999999999999,-0.16,-0.32000000000000001,-1.143,-1.341,-1.7410000000000001,0.0,0.0,0.0,0.0,0.0,3.395,3.1800000000000002,2.2690000000000001,1.887,0.79100000000000004,0.45200000000000001,0.0,-0.26200000000000001,-0.61599999999999999,-0.89800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,3.1349999999999998,2.5649999999999999,4.4189999999999996,4.5110000000000001,5.9160000000000004,6.3300000000000001,7.5060000000000002,8.093,9.1419999999999995,9.8300000000000001,10.805999999999999,11.557,12.489000000000001,13.279,2.5649999999999999,3.6640000000000001,4.7450000000000001,5.9269999999999996,7.133,8.3620000000000001,9.6039999999999992,10.855,12.113,13.377000000000001,14.645,15.917,17.190999999999999,18.468,19.745999999999999,1.8120000000000001,3.4209999999999998,3.944,5.1600000000000001,6.0179999999999998,7.1139999999999999,8.093,9.1560000000000006,10.182,11.241,12.288,13.349,14.407999999999999,15.474,16.539999999999999,2.4159999999999999,3.5099999999999998,4.5030000000000001,5.6230000000000002,6.758,7.9189999999999996,9.0920000000000005,10.275,11.462999999999999,12.656000000000001,13.852,15.050000000000001,16.251000000000001,17.452999999999999,18.655999999999999
212,C9H16O2,7.3970000000000002,4.8810000000000002,3.661,2.8149999999999999,2.6179999999999999,1.8080000000000001,1.6180000000000001,0.76600000000000001,0.38200000000000001,-0.157,-0.61799999999999999,-0.89200000000000002,0.0,0.0,0.0,0.0,0.0,3.6840000000000002,2.149,1.6930000000000001,1.0369999999999999,0.88900000000000001,0.14499999999999999,-0.33900000000000002,-0.92700000000000005,-1.1299999999999999,-1.722,0.0,0.0,0.0,0.0,0.0,3.355,2.6219999999999999,2.351,1.7010000000000001,1.103,0.622,0.0,-0.23899999999999999,-0.73399999999999999,-0.98199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,3.0449999999999999,1.946,4.234,3.9319999999999999,5.6520000000000001,5.8200000000000003,7.2009999999999996,7.6470000000000002,8.8260000000000005,9.4390000000000001,10.496,11.208,12.192,12.964,2.5649999999999999,3.6110000000000002,4.6050000000000004,5.7329999999999997,6.8959999999999999,8.0960000000000001,9.3190000000000008,10.56,11.814,13.079000000000001,14.352,15.630000000000001,16.914000000000001,18.199999999999999,19.489999999999998,1.869,3.3730000000000002,4.0979999999999999,5.4279999999999999,6.5839999999999996,7.8840000000000003,9.1509999999999998,10.449999999999999,11.744,13.045999999999999,14.347,15.65,16.954000000000001,18.257000000000001,19.561,2.3799999999999999,3.4249999999999998,4.3170000000000002,5.3789999999999996,6.4569999999999999,7.5750000000000002,8.7129999999999992,9.8680000000000003,11.036,12.214,13.398999999999999,14.590999999999999,15.786,16.984999999999999,18.187000000000001
213,C8H12N2,6.931,4.7930000000000001,4.1870000000000003,2.9199999999999999,2.9159999999999999,1.831,1.4339999999999999,0.66900000000000004,0.55500000000000005,-0.41999999999999998,-0.5,-0.59199999999999997,0.0,0.0,0.0,0.0,0.0,3.0499999999999998,1.9179999999999999,1.5189999999999999,0.70399999999999996,0.36499999999999999,-0.52100000000000002,-0.83099999999999996,-1.4199999999999999,-1.4239999999999999,-2.0,0.0,0.0,0.0,0.0,0.0,3.7919999999999998,2.5699999999999998,2.423,1.5660000000000001,1.3049999999999999,0.33400000000000002,0.072999999999999995,-0.67000000000000004,-0.72499999999999998,-1.0680000000000001,0.0,0.0,0.0,0.0,0.0,0.0,3.2189999999999999,2.5649999999999999,4.6909999999999998,4.9489999999999998,6.4749999999999996,7.1619999999999999,8.4209999999999994,9.3019999999999996,10.442,11.409000000000001,12.496,13.502000000000001,14.564,15.587,2.6389999999999998,3.75,4.8920000000000003,6.1509999999999998,7.4610000000000003,8.8059999999999992,10.176,11.563000000000001,12.964,14.374000000000001,15.789999999999999,17.210999999999999,18.635000000000002,20.062000000000001,21.489999999999998,0.85899999999999999,3.2549999999999999,3.2530000000000001,4.8780000000000001,5.5419999999999998,6.8559999999999999,7.7910000000000004,8.9870000000000001,10.029999999999999,11.178000000000001,12.263999999999999,13.393000000000001,14.496,15.617000000000001,16.727,2.3610000000000002,3.5329999999999999,4.5099999999999998,5.6920000000000002,6.9000000000000004,8.1560000000000006,9.4359999999999999,10.733000000000001,12.042999999999999,13.359999999999999,14.682,16.007999999999999,17.335999999999999,18.666,19.997
214,C11H18O2,8.8119999999999994,5.8810000000000002,4.0339999999999998,3.2240000000000002,2.7519999999999998,2.1669999999999998,2.0720000000000001,1.3360000000000001,0.68200000000000005,0.5,0.072999999999999995,-0.32900000000000001,-0.68200000000000005,-0.82899999999999996,0.0,0.0,0.0,3.7879999999999998,2.4489999999999998,1.821,1.671,1.103,0.77200000000000002,0.159,-0.152,-0.80300000000000005,-1.0249999999999999,-1.2569999999999999,-1.776,0.0,0.0,0.0,3.351,2.835,2.4249999999999998,2.0150000000000001,1.736,1.103,0.45500000000000002,0.372,-0.151,-0.56000000000000005,-0.81000000000000005,-0.97099999999999997,0.0,0.0,0.0,0.0,3.2189999999999999,1.946,4.3940000000000001,3.9319999999999999,5.7839999999999998,5.8200000000000003,7.2949999999999999,7.6390000000000002,8.8840000000000003,9.4190000000000005,10.523,11.179,12.195,12.926,2.7730000000000001,3.871,4.9560000000000004,6.165,7.4180000000000001,8.7089999999999996,10.026,11.362,12.712,14.071999999999999,15.44,16.814,18.193000000000001,19.574999999999999,20.960000000000001,2.048,3.577,4.2960000000000003,5.6260000000000003,6.782,8.093,9.3729999999999993,10.692,12.007999999999999,13.334,14.66,15.989000000000001,17.318999999999999,18.649999999999999,19.981000000000002,2.5489999999999999,3.6030000000000002,4.4880000000000004,5.5410000000000004,6.6070000000000002,7.7130000000000001,8.8379999999999992,9.9819999999999993,11.138,12.303000000000001,13.477,14.657,15.843,17.032,18.225000000000001
215,C8H18O,5.8200000000000003,3.9319999999999999,3.2349999999999999,2.6880000000000002,2.0,1.133,0.26100000000000001,0.0,-0.44600000000000001,-0.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4940000000000002,1.722,1.052,0.19900000000000001,-0.53000000000000003,-0.78800000000000003,-1.4279999999999999,-1.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1930000000000001,2.6789999999999998,1.9890000000000001,1.1220000000000001,0.253,-0.10299999999999999,-0.45800000000000002,-0.876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8330000000000002,1.946,3.9700000000000002,3.714,5.3129999999999997,5.4160000000000004,6.758,7.0860000000000003,8.2599999999999998,8.7370000000000001,9.798,10.375,11.359,12.006,2.1970000000000001,3.2189999999999999,4.1429999999999998,5.1980000000000004,6.2709999999999999,7.3719999999999999,8.4870000000000001,9.6150000000000002,10.75,11.893000000000001,13.041,14.194000000000001,15.35,16.510000000000002,17.670999999999999,0.621,2.8759999999999999,2.5489999999999999,4.1950000000000003,4.4459999999999997,5.7670000000000003,6.3239999999999998,7.4610000000000003,8.1820000000000004,9.218,10.028,11.009,11.866,12.817,13.699999999999999,2.1749999999999998,3.2040000000000002,4.1159999999999997,5.1609999999999996,6.2210000000000001,7.3099999999999996,8.4120000000000008,9.5250000000000004,10.647,11.776,12.91,14.048999999999999,15.191000000000001,16.335999999999999,17.484000000000002
216,C8H18O,5.8200000000000003,3.9319999999999999,3.2349999999999999,2.6880000000000002,2.0,1.133,0.26100000000000001,0.0,-0.44600000000000001,-0.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4940000000000002,1.722,1.052,0.19900000000000001,-0.53000000000000003,-0.78800000000000003,-1.4279999999999999,-1.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1930000000000001,2.6789999999999998,1.9890000000000001,1.1220000000000001,0.253,-0.10299999999999999,-0.45800000000000002,-0.876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8330000000000002,1.946,3.9700000000000002,3.714,5.3129999999999997,5.4160000000000004,6.758,7.0860000000000003,8.2599999999999998,8.7370000000000001,9.798,10.375,11.359,12.006,2.1970000000000001,3.2189999999999999,4.1429999999999998,5.1980000000000004,6.2709999999999999,7.3719999999999999,8.4870000000000001,9.6150000000000002,10.75,11.893000000000001,13.041,14.194000000000001,15.35,16.510000000000002,17.670999999999999,0.621,2.8759999999999999,2.5489999999999999,4.1950000000000003,4.4459999999999997,5.7670000000000003,6.3239999999999998,7.4610000000000003,8.1820000000000004,9.218,10.028,11.009,11.866,12.817,13.699999999999999,2.1749999999999998,3.2040000000000002,4.1159999999999997,5.1609999999999996,6.2210000000000001,7.3099999999999996,8.4120000000000008,9.5250000000000004,10.647,11.776,12.91,14.048999999999999,15.191000000000001,16.335999999999999,17.484000000000002
217,C8H18O,5.9829999999999997,3.843,3.3460000000000001,2.5990000000000002,1.778,1.2450000000000001,0.57999999999999996,-0.22500000000000001,-0.46400000000000002,-0.85999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5880000000000001,1.6259999999999999,0.78700000000000003,0.42699999999999999,-0.26100000000000001,-1.0209999999999999,-1.4319999999999999,-1.8540000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3050000000000002,2.593,1.7769999999999999,1.216,0.54400000000000004,-0.28199999999999997,-0.48999999999999999,-0.86199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8330000000000002,1.946,4.0430000000000001,3.9319999999999999,5.476,5.7779999999999996,7.0289999999999999,7.5570000000000004,8.6479999999999997,9.3059999999999992,10.303000000000001,11.037000000000001,11.978999999999999,12.759,2.1970000000000001,3.2189999999999999,4.1429999999999998,5.2199999999999998,6.3259999999999996,7.4660000000000002,8.6219999999999999,9.7910000000000004,10.970000000000001,12.154999999999999,13.345000000000001,14.539,15.736000000000001,16.936,18.137,0.621,2.8759999999999999,2.5489999999999999,4.2530000000000001,4.601,5.9139999999999997,6.5780000000000003,7.7039999999999997,8.516,9.5540000000000003,10.436,11.430999999999999,12.348000000000001,13.321,14.255000000000001,2.1749999999999998,3.2040000000000002,4.1159999999999997,5.1840000000000002,6.2770000000000001,7.4039999999999999,8.5470000000000006,9.7029999999999994,10.868,12.039999999999999,13.217000000000001,14.398,15.581,16.768000000000001,17.956
218,C8H18O,5.9829999999999997,3.843,3.3460000000000001,2.5990000000000002,1.778,1.2450000000000001,0.57999999999999996,-0.22500000000000001,-0.46400000000000002,-0.85999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5880000000000001,1.6259999999999999,0.78700000000000003,0.42699999999999999,-0.26100000000000001,-1.0209999999999999,-1.4319999999999999,-1.8540000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3050000000000002,2.593,1.7769999999999999,1.216,0.54400000000000004,-0.28199999999999997,-0.48999999999999999,-0.86199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8330000000000002,1.946,4.0430000000000001,3.9319999999999999,5.476,5.7779999999999996,7.0289999999999999,7.5570000000000004,8.6479999999999997,9.3059999999999992,10.303000000000001,11.037000000000001,11.978999999999999,12.759,2.1970000000000001,3.2189999999999999,4.1429999999999998,5.2199999999999998,6.3259999999999996,7.4660000000000002,8.6219999999999999,9.7910000000000004,10.970000000000001,12.154999999999999,13.345000000000001,14.539,15.736000000000001,16.936,18.137,0.621,2.8759999999999999,2.5489999999999999,4.2530000000000001,4.601,5.9139999999999997,6.5780000000000003,7.7039999999999997,8.516,9.5540000000000003,10.436,11.430999999999999,12.348000000000001,13.321,14.255000000000001,2.1749999999999998,3.2040000000000002,4.1159999999999997,5.1840000000000002,6.2770000000000001,7.4039999999999999,8.5470000000000006,9.7029999999999994,10.868,12.039999999999999,13.217000000000001,14.398,15.581,16.768000000000001,17.956
219,C8H18O2,6.9500000000000002,4.4139999999999997,2.9020000000000001,2.6179999999999999,2.1760000000000002,1.6180000000000001,1.0,0.38200000000000001,-0.17599999999999999,-0.61799999999999999,-0.90200000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.9730000000000001,1.823,1.476,0.95099999999999996,0.309,-0.374,-1.016,-1.54,-1.881,0.0,0.0,0.0,0.0,0.0,0.0,2.895,2.593,2.1269999999999998,1.5489999999999999,0.92100000000000004,0.307,-0.23200000000000001,-0.64900000000000002,-0.91100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8330000000000002,0.0,3.8069999999999999,0.0,4.9199999999999999,0.0,6.0979999999999999,0.0,7.3109999999999999,0.0,8.5459999999999994,0.0,9.7949999999999999,0.0,2.3029999999999999,3.258,4.0599999999999996,5.0110000000000001,5.9660000000000002,6.9530000000000003,7.9509999999999996,8.9610000000000003,9.9779999999999998,11.002000000000001,12.031000000000001,13.065,14.102,15.143000000000001,16.186,1.0009999999999999,2.9169999999999998,2.0059999999999998,3.9510000000000001,3.2389999999999999,5.1150000000000002,4.556,6.3380000000000001,5.9009999999999998,7.5919999999999996,7.2549999999999999,8.8650000000000002,8.6140000000000008,10.151999999999999,9.9749999999999996,2.262,3.23,4.0220000000000002,4.9720000000000004,5.9249999999999998,6.9100000000000001,7.9059999999999997,8.9139999999999997,9.9309999999999992,10.952999999999999,11.981,13.013,14.048999999999999,15.087999999999999,16.129999999999999
220,C8H18O2,6.6900000000000004,4.343,3.3460000000000001,2.7120000000000002,2.0579999999999998,1.401,1.0,0.24099999999999999,-0.33000000000000002,-0.53800000000000003,-0.89000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,2.637,1.742,1.196,0.94199999999999995,0.193,-0.60099999999999998,-1.03,-1.4830000000000001,-1.875,0.0,0.0,0.0,0.0,0.0,0.0,3.2959999999999998,2.7050000000000001,2.044,1.323,0.90900000000000003,0.20599999999999999,-0.41199999999999998,-0.57599999999999996,-0.89600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.944,1.946,4.1429999999999998,3.9319999999999999,5.5570000000000004,5.7779999999999996,7.0890000000000004,7.5570000000000004,8.6910000000000007,9.3059999999999992,10.334,11.038,12.002000000000001,12.76,2.3029999999999999,3.3319999999999999,4.2480000000000002,5.3179999999999996,6.4130000000000003,7.5430000000000001,8.6899999999999995,9.8520000000000003,11.022,12.201000000000001,13.385,14.574,15.766999999999999,16.962,18.16,1.0009999999999999,3.0190000000000001,2.7730000000000001,4.3799999999999999,4.7549999999999999,6.0499999999999998,6.7359999999999998,7.8659999999999997,8.6999999999999993,9.7479999999999993,10.651999999999999,11.661,12.598000000000001,13.587,14.541,2.262,3.306,4.2080000000000002,5.2699999999999996,6.3529999999999998,7.4690000000000003,8.6020000000000003,9.7469999999999999,10.901999999999999,12.064,13.231999999999999,14.404,15.58,16.759,17.940999999999999
221,C8H18O2,6.6900000000000004,4.343,3.3460000000000001,2.7120000000000002,2.0579999999999998,1.401,1.0,0.24099999999999999,-0.33000000000000002,-0.53800000000000003,-0.89000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,2.637,1.742,1.196,0.94199999999999995,0.193,-0.60099999999999998,-1.03,-1.4830000000000001,-1.875,0.0,0.0,0.0,0.0,0.0,0.0,3.2959999999999998,2.7050000000000001,2.044,1.323,0.90900000000000003,0.20599999999999999,-0.41199999999999998,-0.57599999999999996,-0.89600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.944,1.946,4.1429999999999998,3.9319999999999999,5.5570000000000004,5.7779999999999996,7.0890000000000004,7.5570000000000004,8.6910000000000007,9.3059999999999992,10.334,11.038,12.002000000000001,12.76,2.3029999999999999,3.3319999999999999,4.2480000000000002,5.3179999999999996,6.4130000000000003,7.5430000000000001,8.6899999999999995,9.8520000000000003,11.022,12.201000000000001,13.385,14.574,15.766999999999999,16.962,18.16,1.0009999999999999,3.0190000000000001,2.7730000000000001,4.3799999999999999,4.7549999999999999,6.0499999999999998,6.7359999999999998,7.8659999999999997,8.6999999999999993,9.7479999999999993,10.651999999999999,11.661,12.598000000000001,13.587,14.541,2.262,3.306,4.2080000000000002,5.2699999999999996,6.3529999999999998,7.4690000000000003,8.6020000000000003,9.7469999999999999,10.901999999999999,12.064,13.231999999999999,14.404,15.58,16.759,17.940999999999999
222,C8H18O,5.9829999999999997,3.8809999999999998,3.3700000000000001,2.4580000000000002,2.0,1.1719999999999999,0.42299999999999999,0.0,-0.57299999999999995,-0.84899999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6040000000000001,1.472,1.0860000000000001,0.27300000000000002,-0.36799999999999999,-0.86299999999999999,-1.496,-1.849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3300000000000001,2.4550000000000001,1.984,1.1559999999999999,0.38700000000000001,-0.052999999999999999,-0.60999999999999999,-0.84999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8330000000000002,1.946,4.0430000000000001,3.9319999999999999,5.5010000000000003,5.8200000000000003,7.0839999999999996,7.6390000000000002,8.7319999999999993,9.4169999999999998,10.414,11.173,12.115,12.917,2.1970000000000001,3.2189999999999999,4.1429999999999998,5.2199999999999998,6.3259999999999996,7.4690000000000003,8.6319999999999997,9.8109999999999999,10.999000000000001,12.196,13.398,14.603,15.811,17.021000000000001,18.233000000000001,0.621,2.8759999999999999,2.5489999999999999,4.2530000000000001,4.601,5.9299999999999997,6.6050000000000004,7.7409999999999997,8.5670000000000002,9.6099999999999994,10.504,11.504,12.43,13.407999999999999,14.35,2.1749999999999998,3.2040000000000002,4.1159999999999997,5.1840000000000002,6.2770000000000001,7.4080000000000004,8.5579999999999998,9.7230000000000008,10.898999999999999,12.083,13.272,14.465,15.66,16.858000000000001,18.056999999999999
