molid,identifiere,RDF010u,RDF015u,RDF020u,RDF025u,RDF030u,RDF035u,RDF040u,RDF045u,RDF050u,RDF055u,RDF060u,RDF065u,RDF070u,RDF075u,RDF080u,RDF085u,RDF090u,RDF095u,RDF100u,RDF105u,RDF110u,RDF115u,RDF120u,RDF125u,RDF130u,RDF135u,RDF140u,RDF145u,RDF150u,RDF155u,RDF010m,RDF015m,RDF020m,RDF025m,RDF030m,RDF035m,RDF040m,RDF045m,RDF050m,RDF055m,RDF060m,RDF065m,RDF070m,RDF075m,RDF080m,RDF085m,RDF090m,RDF095m,RDF100m,RDF105m,RDF110m,RDF115m,RDF120m,RDF125m,RDF130m,RDF135m,RDF140m,RDF145m,RDF150m,RDF155m,RDF010v,RDF015v,RDF020v,RDF025v,RDF030v,RDF035v,RDF040v,RDF045v,RDF050v,RDF055v,RDF060v,RDF065v,RDF070v,RDF075v,RDF080v,RDF085v,RDF090v,RDF095v,RDF100v,RDF105v,RDF110v,RDF115v,RDF120v,RDF125v,RDF130v,RDF135v,RDF140v,RDF145v,RDF150v,RDF155v,RDF010e,RDF015e,RDF020e,RDF025e,RDF030e,RDF035e,RDF040e,RDF045e,RDF050e,RDF055e,RDF060e,RDF065e,RDF070e,RDF075e,RDF080e,RDF085e,RDF090e,RDF095e,RDF100e,RDF105e,RDF110e,RDF115e,RDF120e,RDF125e,RDF130e,RDF135e,RDF140e,RDF145e,RDF150e,RDF155e,RDF010p,RDF015p,RDF020p,RDF025p,RDF030p,RDF035p,RDF040p,RDF045p,RDF050p,RDF055p,RDF060p,RDF065p,RDF070p,RDF075p,RDF080p,RDF085p,RDF090p,RDF095p,RDF100p,RDF105p,RDF110p,RDF115p,RDF120p,RDF125p,RDF130p,RDF135p,RDF140p,RDF145p,RDF150p,RDF155p
457,C10H18O2,8.6379999999999999,8.2739999999999991,7.468,28.071999999999999,19.75,11.195,12.429,13.971,15.523,5.7610000000000001,3.4950000000000001,7.6559999999999997,6.6849999999999996,7.7770000000000001,3.1360000000000001,2.73,1.081,0.25900000000000001,0.84699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76800000000000002,8.468,0.54900000000000004,10.949,2.2389999999999999,2.145,2.4809999999999999,0.751,2.8479999999999999,0.98799999999999999,2.0009999999999999,0.59399999999999997,1.8140000000000001,0.76300000000000001,0.498,0.81999999999999995,0.090999999999999998,0.031,0.095000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4540000000000002,7.9729999999999999,1.6579999999999999,11.743,3.867,3.4239999999999999,3.5859999999999999,2.3540000000000001,4.6669999999999998,1.4850000000000001,1.9399999999999999,1.73,1.6870000000000001,1.5740000000000001,0.72599999999999998,0.97699999999999998,0.317,0.042999999999999997,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4160000000000004,8.4710000000000001,7.4429999999999996,27.459,18.204999999999998,10.894,12.465999999999999,13.295999999999999,14.932,5.6109999999999998,3.5880000000000001,7.7119999999999997,6.7709999999999999,7.859,3.387,2.548,1.0169999999999999,0.317,1.0580000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1030000000000002,7.9390000000000001,2.1269999999999998,12.76,4.9000000000000004,4.0759999999999996,4.2830000000000004,3.1709999999999998,5.5259999999999998,1.7529999999999999,2.0110000000000001,2.2040000000000002,1.9330000000000001,2.0009999999999999,0.873,1.081,0.40400000000000003,0.049000000000000002,0.14599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,C10H12O2,6.133,5.5960000000000001,3.609,15.079000000000001,10.468,4.2220000000000004,6.2320000000000002,11.585000000000001,7.5830000000000002,4.7629999999999999,3.847,5.181,5.125,1.9810000000000001,1.248,1.978,0.13300000000000001,1.022,0.14099999999999999,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55700000000000005,5.6399999999999997,0.30099999999999999,7.7080000000000002,0.44800000000000001,0.69499999999999995,1.1459999999999999,3.2410000000000001,4.1849999999999996,0.38,1.0880000000000001,1.123,2.7040000000000002,0.77200000000000002,0.11799999999999999,0.13800000000000001,0.112,0.083000000000000004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7050000000000001,5.5270000000000001,1.071,7.6639999999999997,1.5529999999999999,1.1839999999999999,1.768,4.6139999999999999,3.1110000000000002,0.81000000000000005,1.5309999999999999,1.5680000000000001,2.7549999999999999,1.0049999999999999,0.373,0.378,0.049000000000000002,0.29599999999999999,0.012999999999999999,0.017000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0579999999999998,5.641,3.3969999999999998,15.285,10.032,4.0499999999999998,5.899,11.574999999999999,7.8209999999999997,4.383,4.0140000000000002,4.8250000000000002,5.4100000000000001,1.887,1.179,1.994,0.17199999999999999,0.96199999999999997,0.126,0.16800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1499999999999999,5.5199999999999996,1.365,7.9930000000000003,2.1360000000000001,1.4650000000000001,2.1400000000000001,5.1870000000000003,3.2629999999999999,1.093,1.7070000000000001,1.837,2.8900000000000001,1.1020000000000001,0.47299999999999998,0.48999999999999999,0.044999999999999998,0.378,0.021000000000000001,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,C13H20O,9.1549999999999994,10.496,6.149,31.937000000000001,15.932,26.256,18.329000000000001,16.881,19.460000000000001,12.414999999999999,12.125999999999999,7.1630000000000003,4.4509999999999996,1.9770000000000001,6.1950000000000003,2.2120000000000002,1.1120000000000001,1.8640000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78400000000000003,10.49,0.40000000000000002,16.422999999999998,3.718,4.7729999999999997,2.3490000000000002,1.7729999999999999,5.5700000000000003,1.0189999999999999,3.4590000000000001,1.425,0.27200000000000002,0.115,1.194,0.10299999999999999,0.033000000000000002,0.012999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7389999999999999,10.49,1.52,18.518000000000001,5.5570000000000004,8.8740000000000006,5.2030000000000003,4.532,5.9969999999999999,2.508,4.3330000000000002,1.8100000000000001,0.80700000000000005,0.32800000000000001,2.0070000000000001,0.435,0.16900000000000001,0.16700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6270000000000007,10.494999999999999,5.7080000000000002,30.786000000000001,14.819000000000001,24.582999999999998,17.126000000000001,15.672000000000001,18.928000000000001,11.853999999999999,11.638999999999999,6.8860000000000001,4.2619999999999996,1.7849999999999999,5.7910000000000004,2.024,1.0049999999999999,1.653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4860000000000002,10.491,1.984,19.574000000000002,6.423,10.586,6.4279999999999999,5.7089999999999996,6.9000000000000004,3.2320000000000002,4.9080000000000004,2.21,1.0740000000000001,0.44600000000000001,2.3719999999999999,0.58699999999999997,0.23899999999999999,0.27000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,C10H16,7.2830000000000004,7.6299999999999999,3.6389999999999998,9.6389999999999993,15.252000000000001,5.4589999999999996,11.722,18.954999999999998,9.0419999999999998,10.082000000000001,7.5119999999999996,4.375,5.4930000000000003,2.6320000000000001,3.5739999999999998,0.84499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61299999999999999,7.6269999999999998,0.29899999999999999,6.0439999999999996,1.708,1.5389999999999999,1.2949999999999999,2.5870000000000002,1.196,1.4359999999999999,1.4630000000000001,0.33800000000000002,0.28399999999999997,0.13100000000000001,0.025000000000000001,0.0060000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.177,7.6269999999999998,1.0669999999999999,6.5640000000000001,3.9649999999999999,2.1890000000000001,2.6960000000000002,5.077,2.089,2.718,2.73,0.999,1.157,0.54100000000000004,0.31900000000000001,0.075999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.859,7.6299999999999999,3.4220000000000002,9.3040000000000003,14.086,5.1200000000000001,10.712999999999999,17.468,8.2300000000000004,9.2859999999999996,7.077,4.0229999999999997,5.0460000000000003,2.4140000000000001,3.1699999999999999,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7730000000000001,7.6280000000000001,1.3620000000000001,6.8150000000000004,4.9729999999999999,2.48,3.3980000000000001,6.2430000000000003,2.5819999999999999,3.3260000000000001,3.2370000000000001,1.2969999999999999,1.546,0.72599999999999998,0.51800000000000002,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,C12H24O2,11.141999999999999,10.222,5.2300000000000004,51.643999999999998,28.056000000000001,0.94999999999999996,8.2170000000000005,4.0899999999999999,34.640000000000001,0.308,3.4100000000000001,31.033999999999999,3.5859999999999999,33.582999999999998,0.0030000000000000001,2.9910000000000001,18.809000000000001,2.931,25.693000000000001,0.0030000000000000001,2.6019999999999999,9.0060000000000002,3.0059999999999998,13.819000000000001,0.0040000000000000001,2.2869999999999999,0.96899999999999997,3.6259999999999999,2.738,0.0060000000000000001,0.97899999999999998,10.244,0.45300000000000001,11.901,0.35099999999999998,0.072999999999999995,1.639,0.17599999999999999,11.459,0.002,0.074999999999999997,3.4969999999999999,0.10000000000000001,9.6329999999999991,0.0,0.070000000000000007,1.2030000000000001,0.095000000000000001,7.133,0.0,0.067000000000000004,0.47099999999999997,0.096000000000000002,4.4169999999999998,0.0,0.066000000000000003,0.113,0.16800000000000001,1.208,0.0,3.202,10.177,1.5409999999999999,14.288,2.6019999999999999,0.25600000000000001,2.8079999999999998,0.61099999999999999,13.013999999999999,0.028000000000000001,0.41999999999999998,8.6349999999999998,0.52300000000000002,12.015000000000001,0.001,0.36499999999999999,3.7570000000000001,0.46400000000000002,8.9369999999999994,0.001,0.32000000000000001,1.395,0.47099999999999997,4.8250000000000002,0.001,0.28499999999999998,0.17000000000000001,0.58299999999999996,0.68400000000000005,0.002,10.775,10.249000000000001,4.9299999999999997,47.874000000000002,25.408999999999999,0.88900000000000001,8.4239999999999995,3.931,33.781999999999996,0.27300000000000002,3.0569999999999999,29.465,3.2349999999999999,32.933999999999997,0.0030000000000000001,2.6819999999999999,17.704999999999998,2.653,25.515000000000001,0.0030000000000000001,2.335,8.798,2.7189999999999999,14.355,0.0040000000000000001,2.0550000000000002,1.173,3.4849999999999999,3.4790000000000001,0.0060000000000000001,4.056,10.173,1.9650000000000001,16.440999999999999,4.1109999999999998,0.33000000000000002,3.2759999999999998,0.83899999999999997,14.423,0.044999999999999998,0.623,10.907999999999999,0.748,13.605,0.001,0.54200000000000004,4.9740000000000002,0.65200000000000002,10.164999999999999,0.001,0.47399999999999998,1.881,0.66400000000000003,5.3810000000000002,0.002,0.41999999999999998,0.19600000000000001,0.79200000000000004,0.68200000000000005,0.002
462,C12H24O,10.772,10.140000000000001,5.2309999999999999,50.838000000000001,28.312000000000001,1.877,6.2350000000000003,2.5310000000000001,31.222999999999999,0.505,2.1629999999999998,30.093,1.885,29.829999999999998,0.012,3.4689999999999999,18.417000000000002,0.41899999999999998,21.777000000000001,0.001,3.5550000000000002,8.6799999999999997,0.57899999999999996,10.163,0.0,3.1440000000000001,2.0819999999999999,0.77700000000000002,0.017000000000000001,0.95299999999999996,0.92200000000000004,10.135,0.45900000000000002,10.532,0.30199999999999999,0.96699999999999997,1.347,0.047,8.8170000000000002,0.0040000000000000001,0.44400000000000001,2.359,0.13900000000000001,7.1529999999999996,0.0,0.374,0.94199999999999995,0.248,4.899,0.0,0.317,0.31900000000000001,0.35999999999999999,2.4049999999999998,0.0,0.25800000000000001,0.096000000000000002,0.46000000000000002,0.0,0.107,3.2229999999999999,10.135,1.401,13.773999999999999,2.6000000000000001,0.624,2.4830000000000001,0.25800000000000001,11.82,0.044999999999999998,0.44,8.2370000000000001,0.23400000000000001,10.831,0.001,0.53300000000000003,3.7629999999999999,0.14499999999999999,7.8099999999999996,0.0,0.51500000000000001,1.446,0.19800000000000001,3.8010000000000002,0.0,0.44800000000000001,0.40400000000000003,0.27000000000000002,0.002,0.14599999999999999,10.15,10.138999999999999,5.2199999999999998,46.628999999999998,25.451000000000001,2.1600000000000001,5.944,2.2589999999999999,29.257000000000001,0.44800000000000001,2.2090000000000001,28.123999999999999,1.724,27.995000000000001,0.010999999999999999,3.5350000000000001,16.882999999999999,0.48099999999999998,20.370999999999999,0.001,3.613,7.8719999999999999,0.68100000000000005,9.532,0.0,3.1619999999999999,1.9039999999999999,0.91300000000000003,0.014999999999999999,1.1910000000000001,4.1020000000000003,10.135,1.766,16.006,4.1429999999999998,0.65900000000000003,2.9159999999999999,0.40100000000000002,13.314,0.072999999999999995,0.53000000000000003,10.577,0.33200000000000002,12.487,0.002,0.68400000000000005,5.0430000000000001,0.151,9.0869999999999997,0.0,0.67200000000000004,2.0089999999999999,0.20200000000000001,4.4000000000000004,0.0,0.58999999999999997,0.54700000000000004,0.27700000000000002,0.002,0.16500000000000001
463,C14H28O2,12.468999999999999,11.932,5.7990000000000004,57.277999999999999,30.844000000000001,0.91800000000000004,10.548999999999999,4.7880000000000003,44.731000000000002,0.35299999999999998,2.9590000000000001,38.238,2.6749999999999998,45.109000000000002,0.0030000000000000001,2.9470000000000001,25.242000000000001,2.0289999999999999,37.728999999999999,0.001,2.7850000000000001,14.877000000000001,2.395,26.245999999999999,0.001,2.5529999999999999,6.5910000000000002,2.6680000000000001,12.039,0.002,1.0649999999999999,12.215999999999999,0.52500000000000002,13.364000000000001,0.371,0.111,2.0870000000000002,0.30599999999999999,12.388,0.0030000000000000001,0.154,3.911,0.106,10.842000000000001,0.0,0.19900000000000001,1.474,0.10199999999999999,8.4399999999999995,0.0,0.24199999999999999,0.61699999999999999,0.106,5.7690000000000001,0.0,0.27700000000000002,0.224,0.109,2.9980000000000002,0.0,3.73,11.497999999999999,1.5649999999999999,15.455,2.8519999999999999,0.27800000000000002,3.6800000000000002,0.77100000000000002,15.603999999999999,0.032000000000000001,0.45800000000000002,10.35,0.47499999999999998,14.977,0.0,0.48199999999999998,4.7850000000000001,0.42099999999999999,11.920999999999999,0.0,0.498,2.1070000000000002,0.45600000000000002,7.7839999999999998,0.0,0.50600000000000001,0.77600000000000002,0.48299999999999998,3.1269999999999998,0.0,11.749000000000001,12.218,5.7590000000000003,53.448,27.882000000000001,0.90300000000000002,10.488,4.9580000000000002,43.345999999999997,0.313,2.665,36.308,2.4350000000000001,43.930999999999997,0.002,2.6560000000000001,23.617999999999999,1.8620000000000001,36.929000000000002,0.001,2.5169999999999999,14.092000000000001,2.1880000000000002,26.076000000000001,0.001,2.3159999999999998,6.2770000000000001,2.4300000000000002,12.736000000000001,0.001,4.7480000000000002,11.448,1.976,17.798999999999999,4.516,0.34200000000000003,4.351,1.002,17.675000000000001,0.050999999999999997,0.63100000000000001,13.141999999999999,0.65300000000000002,17.311,0.001,0.64900000000000002,6.4009999999999998,0.56399999999999995,13.912000000000001,0.0,0.65200000000000002,2.9350000000000001,0.62,9.1140000000000008,0.0,0.64400000000000002,1.115,0.66100000000000003,3.605,0.001
464,C12H26O,12.018000000000001,10.663,6.5439999999999996,54.509,29.405000000000001,2.036,7.9900000000000002,2.8519999999999999,34.890999999999998,0.35299999999999998,2.798,33.286000000000001,2.71,34.494,0.0030000000000000001,2.758,20.963999999999999,2.1720000000000002,27.196999999999999,0.001,2.5790000000000002,10.268000000000001,2.54,15.912000000000001,0.002,2.3109999999999999,3.246,2.8010000000000002,2.0099999999999998,0.002,1.036,10.858000000000001,0.57799999999999996,11.01,0.20999999999999999,0.074999999999999997,1.591,0.106,9.673,0.0030000000000000001,0.072999999999999995,2.6059999999999999,0.107,8.0869999999999997,0.0,0.078,1.0169999999999999,0.104,5.8879999999999999,0.0,0.084000000000000005,0.311,0.107,3.3809999999999998,0.0,0.088999999999999996,0.064000000000000001,0.109,0.75800000000000001,0.0,3.4609999999999999,10.363,1.744,14.244999999999999,2.6320000000000001,0.34200000000000003,2.8090000000000002,0.48799999999999999,12.532,0.032000000000000001,0.36699999999999999,8.9600000000000009,0.47999999999999998,11.766,0.0,0.34699999999999998,4.1070000000000002,0.435,8.9049999999999994,0.0,0.32300000000000001,1.52,0.46899999999999997,4.9569999999999999,0.001,0.29399999999999998,0.39200000000000002,0.49399999999999999,0.46400000000000002,0.001,11.595000000000001,10.859999999999999,6.556,49.761000000000003,26.082999999999998,1.8480000000000001,8.0980000000000008,2.5899999999999999,33.151000000000003,0.313,2.5150000000000001,31.297999999999998,2.4660000000000002,32.965000000000003,0.0030000000000000001,2.4790000000000001,19.207999999999998,1.99,26.120999999999999,0.001,2.3199999999999998,9.2710000000000008,2.3159999999999998,15.532,0.002,2.0840000000000001,2.9079999999999999,2.548,2.5459999999999998,0.002,4.3890000000000002,10.329000000000001,2.1960000000000002,16.664000000000001,4.2670000000000003,0.47499999999999998,3.2810000000000001,0.67600000000000005,14.141,0.050999999999999997,0.53600000000000003,11.5,0.66100000000000003,13.590999999999999,0.001,0.51000000000000001,5.5380000000000003,0.58599999999999997,10.394,0.001,0.47399999999999998,2.1619999999999999,0.64100000000000001,5.7990000000000004,0.001,0.42799999999999999,0.58399999999999996,0.68000000000000005,0.47099999999999997,0.001
465,C10H18O,8.7889999999999997,8.3840000000000003,6.7690000000000001,21.568999999999999,9.6969999999999992,19.012,12.851000000000001,12.791,10.021000000000001,4.9370000000000003,6.5430000000000001,4.7670000000000003,6.9050000000000002,3.4900000000000002,5.7519999999999998,1.155,1.593,0.0040000000000000001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76400000000000001,7.5880000000000001,0.46899999999999997,10.596,1.351,3.7810000000000001,1.401,0.53100000000000003,3.1339999999999999,1.0149999999999999,2.0259999999999998,0.38600000000000001,1.0389999999999999,0.121,1.2729999999999999,0.0089999999999999993,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.496,7.1749999999999998,1.7490000000000001,11.071999999999999,1.9359999999999999,6.3719999999999999,2.9870000000000001,2.2000000000000002,3.6150000000000002,1.4890000000000001,2.8479999999999999,0.86099999999999999,1.804,0.57399999999999995,2.105,0.105,0.17699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5540000000000003,8.4689999999999994,6.306,21.297000000000001,9.0500000000000007,17.962,11.794,11.634,9.9610000000000003,4.641,6.1769999999999996,4.6749999999999998,6.6950000000000003,3.1640000000000001,5.3949999999999996,1.0249999999999999,1.4219999999999999,0.0030000000000000001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1600000000000001,7.1959999999999997,2.2679999999999998,11.772,2.4630000000000001,7.5019999999999998,3.766,3.0350000000000001,4.056,1.7350000000000001,3.1989999999999998,1.1220000000000001,2.1699999999999999,0.80100000000000005,2.4569999999999999,0.16900000000000001,0.27000000000000002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,C12H20O2,9.2400000000000002,8.6560000000000006,7.1429999999999998,25.079000000000001,13.089,17.137,9.907,20.140999999999998,18.815000000000001,12.205,14.965999999999999,9.0280000000000005,7.4039999999999999,8.2059999999999995,5.484,5.1280000000000001,2.9590000000000001,0.29599999999999999,0.67500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79400000000000004,8.9399999999999995,0.61599999999999999,14.348000000000001,2.3100000000000001,3.9940000000000002,1.466,2.319,2.9289999999999998,1.827,3.226,2.1259999999999999,1.748,0.48499999999999999,1.0189999999999999,1.4199999999999999,0.17799999999999999,0.024,0.0050000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7650000000000001,8.2210000000000001,1.9350000000000001,12.760999999999999,3.0310000000000001,6.0389999999999997,2.9750000000000001,4.1749999999999998,5.1379999999999999,3.2869999999999999,4.7930000000000001,3.1120000000000001,1.6559999999999999,1.609,1.9990000000000001,1.0669999999999999,0.53400000000000003,0.085000000000000006,0.059999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7080000000000002,8.9420000000000002,6.9720000000000004,25.850000000000001,12.721,17.065000000000001,9.3360000000000003,19.338000000000001,17.925999999999998,11.259,13.829000000000001,8.6329999999999991,7.4809999999999999,7.8460000000000001,5.1779999999999999,5.016,2.9420000000000002,0.27800000000000002,0.59899999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5190000000000001,8.1709999999999994,2.4569999999999999,13.326000000000001,3.661,6.9169999999999998,3.6549999999999998,5.3550000000000004,6.2679999999999998,3.9980000000000002,5.5819999999999999,3.6459999999999999,1.9630000000000001,2.125,2.383,1.2589999999999999,0.70099999999999996,0.109,0.098000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,C17H23NO2,11.839,10.715,9.4459999999999997,36.073,9.7650000000000006,23.687000000000001,15.24,27.152999999999999,20.161000000000001,13.49,18.776,22.466999999999999,16.0,17.815000000000001,16.704999999999998,11.862,10.004,5.6230000000000002,5.7160000000000002,4.3959999999999999,1.8240000000000001,1.756,0.32800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.034,11.003,0.80800000000000005,21.241,2.4279999999999999,5.0629999999999997,1.8600000000000001,4.306,10.083,1.962,4.3129999999999997,8.0060000000000002,4.0999999999999996,4.6580000000000004,2.492,2.5390000000000001,1.96,0.33900000000000002,1.304,1.194,0.070000000000000007,0.10299999999999999,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3740000000000001,10.140000000000001,2.609,18.949000000000002,2.6880000000000002,7.54,4.0940000000000003,6.915,9.0380000000000003,3.6709999999999998,6.681,10.032,5.0359999999999996,6.8179999999999996,5.0350000000000001,3.4009999999999998,2.8599999999999999,1.2410000000000001,2.1640000000000001,1.284,0.29899999999999999,0.40300000000000002,0.029000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,11.047000000000001,9.1790000000000003,37.006999999999998,9.3070000000000004,23.373000000000001,14.526999999999999,26.244,20.754000000000001,12.468999999999999,18.244,21.658000000000001,15.661,17.032,15.550000000000001,11.407,9.9550000000000001,5.1760000000000002,5.3780000000000001,4.0940000000000003,1.681,1.6220000000000001,0.29099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2469999999999999,10.071999999999999,3.3119999999999998,19.710999999999999,3.141,8.7859999999999996,5.1020000000000003,8.4320000000000004,9.5269999999999992,4.4779999999999998,7.6779999999999999,11.101000000000001,5.8070000000000004,7.7679999999999998,6.1289999999999996,4.0810000000000004,3.3100000000000001,1.6379999999999999,2.52,1.4410000000000001,0.41099999999999998,0.53100000000000003,0.048000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,C11H18O2,8.4329999999999998,7.6589999999999998,7.6829999999999998,22.751000000000001,10.494,19.492999999999999,12.242000000000001,17.253,10.079000000000001,10.747,8.8780000000000001,7.5199999999999996,4.2160000000000002,5.3639999999999999,4.3220000000000001,2.7559999999999998,1.6200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72599999999999998,7.944,0.63400000000000001,11.496,2.0800000000000001,6.6319999999999997,3.7770000000000001,2.113,3.831,1.8540000000000001,2.3889999999999998,1.0760000000000001,0.29599999999999999,0.185,0.27400000000000002,0.14499999999999999,0.010999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.524,7.226,1.911,11.805999999999999,2.6440000000000001,7.5819999999999999,3.9060000000000001,3.2450000000000001,3.617,3.1949999999999998,2.8769999999999998,2.129,0.80700000000000005,0.81000000000000005,0.94299999999999995,0.37,0.14499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9470000000000001,7.9459999999999997,7.6070000000000002,22.577999999999999,9.8870000000000005,19.416,12.201000000000001,16.388999999999999,11.019,10.204000000000001,8.6899999999999995,7.2949999999999999,4.2619999999999996,4.8399999999999999,3.9900000000000002,2.8180000000000001,1.4370000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2109999999999999,7.1760000000000002,2.4319999999999999,12.539,3.1819999999999999,8.4339999999999993,4.5199999999999996,4.1980000000000004,3.9089999999999998,3.8079999999999998,3.2879999999999998,2.6440000000000001,1.04,1.143,1.248,0.496,0.23499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,C13H22O2,10.130000000000001,9.5700000000000003,7.452,29.925999999999998,14.622999999999999,17.782,13.654999999999999,23.521999999999998,21.013999999999999,13.766,18.669,14.061999999999999,13.375999999999999,10.275,8.7699999999999996,8.2690000000000001,4.4669999999999996,0.97399999999999998,1.1859999999999999,3.0209999999999999,1.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86899999999999999,9.8539999999999992,0.64100000000000001,15.465,2.3210000000000002,4.056,1.776,3.3100000000000001,4.0119999999999996,1.8799999999999999,3.512,3.2839999999999998,1.923,1.4470000000000001,1.619,1.581,0.22800000000000001,0.0070000000000000001,0.13,0.050999999999999997,0.0070000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0310000000000001,9.1349999999999998,2.0259999999999998,14.112,3.1680000000000001,6.2709999999999999,3.637,5.3159999999999998,6.5650000000000004,3.5409999999999999,5.6539999999999999,4.8259999999999996,2.5499999999999998,2.6360000000000001,3.1080000000000001,1.645,0.77500000000000002,0.086999999999999994,0.377,0.35099999999999998,0.089999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5459999999999994,9.8559999999999999,7.2629999999999999,30.274999999999999,14.081,17.641999999999999,13.433999999999999,22.594999999999999,20.082999999999998,12.673,17.239999999999998,13.303000000000001,12.872999999999999,9.7810000000000006,8.2530000000000001,7.8739999999999997,4.3079999999999998,0.86399999999999999,1.1180000000000001,2.7010000000000001,0.89300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8580000000000001,9.0850000000000009,2.5720000000000001,14.885,3.883,7.2110000000000003,4.4800000000000004,6.6100000000000003,7.8129999999999997,4.3520000000000003,6.6970000000000001,5.6280000000000001,3.2349999999999999,3.2080000000000002,3.7050000000000001,2.0419999999999998,1.0389999999999999,0.14099999999999999,0.47099999999999997,0.52900000000000003,0.14599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
