molid,identifiere,RDF010u,RDF015u,RDF020u,RDF025u,RDF030u,RDF035u,RDF040u,RDF045u,RDF050u,RDF055u,RDF060u,RDF065u,RDF070u,RDF075u,RDF080u,RDF085u,RDF090u,RDF095u,RDF100u,RDF105u,RDF110u,RDF115u,RDF120u,RDF125u,RDF130u,RDF135u,RDF140u,RDF145u,RDF150u,RDF155u,RDF010m,RDF015m,RDF020m,RDF025m,RDF030m,RDF035m,RDF040m,RDF045m,RDF050m,RDF055m,RDF060m,RDF065m,RDF070m,RDF075m,RDF080m,RDF085m,RDF090m,RDF095m,RDF100m,RDF105m,RDF110m,RDF115m,RDF120m,RDF125m,RDF130m,RDF135m,RDF140m,RDF145m,RDF150m,RDF155m,RDF010v,RDF015v,RDF020v,RDF025v,RDF030v,RDF035v,RDF040v,RDF045v,RDF050v,RDF055v,RDF060v,RDF065v,RDF070v,RDF075v,RDF080v,RDF085v,RDF090v,RDF095v,RDF100v,RDF105v,RDF110v,RDF115v,RDF120v,RDF125v,RDF130v,RDF135v,RDF140v,RDF145v,RDF150v,RDF155v,RDF010e,RDF015e,RDF020e,RDF025e,RDF030e,RDF035e,RDF040e,RDF045e,RDF050e,RDF055e,RDF060e,RDF065e,RDF070e,RDF075e,RDF080e,RDF085e,RDF090e,RDF095e,RDF100e,RDF105e,RDF110e,RDF115e,RDF120e,RDF125e,RDF130e,RDF135e,RDF140e,RDF145e,RDF150e,RDF155e,RDF010p,RDF015p,RDF020p,RDF025p,RDF030p,RDF035p,RDF040p,RDF045p,RDF050p,RDF055p,RDF060p,RDF065p,RDF070p,RDF075p,RDF080p,RDF085p,RDF090p,RDF095p,RDF100p,RDF105p,RDF110p,RDF115p,RDF120p,RDF125p,RDF130p,RDF135p,RDF140p,RDF145p,RDF150p,RDF155p
54,C13H18O,8.4329999999999998,8.1359999999999992,6.0540000000000003,27.242999999999999,11.893000000000001,14.135999999999999,13.003,19.84,14.946,4.3799999999999999,8.2959999999999994,13.606999999999999,7.1779999999999999,4.899,4.835,4.9039999999999999,3.9300000000000002,4.1740000000000004,2.677,1.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72599999999999998,8.1319999999999997,0.38100000000000001,14.208,2.2330000000000001,3.3969999999999998,1.355,3.528,4.9550000000000001,0.48699999999999999,1.0329999999999999,5.4480000000000004,0.85099999999999998,0.39600000000000002,0.76400000000000001,1.165,1.198,2.3700000000000001,0.115,0.20100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5230000000000001,8.1319999999999997,1.246,15.313000000000001,3.242,5.2050000000000001,3.7919999999999998,6.0890000000000004,6.9649999999999999,0.81100000000000005,1.994,5.9089999999999998,1.71,1.2170000000000001,1.3500000000000001,1.7509999999999999,1.016,1.3280000000000001,0.29999999999999999,0.27400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9470000000000001,8.1359999999999992,5.8899999999999997,26.178999999999998,11.193,13.723000000000001,12.186,18.402999999999999,14.363,4.194,7.5880000000000001,13.085000000000001,6.6470000000000002,4.5739999999999998,4.4539999999999997,4.8689999999999998,4.1180000000000003,5.0789999999999997,2.7029999999999998,2.2429999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2109999999999999,8.1329999999999991,1.629,16.044,3.8079999999999998,6.0830000000000002,4.766,7.2729999999999997,7.7750000000000004,1.0529999999999999,2.4790000000000001,6.4359999999999999,2.1480000000000001,1.5660000000000001,1.633,2.0070000000000001,1.167,1.3420000000000001,0.41799999999999998,0.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,C4H8O,3.6549999999999998,2.8250000000000002,2.1819999999999999,11.278,5.9980000000000002,1.827,0.63600000000000001,1.137,1.0309999999999999,0.93500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32400000000000001,2.823,0.20699999999999999,2.2959999999999998,0.14099999999999999,0.93999999999999995,0.104,0.043999999999999997,0.067000000000000004,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.095,2.823,0.503,2.9159999999999999,0.60199999999999998,0.61099999999999999,0.219,0.152,0.128,0.14299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4470000000000001,2.8250000000000002,2.351,10.625999999999999,5.6539999999999999,2.097,0.621,1.0269999999999999,1.119,1.1679999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3919999999999999,2.823,0.62,3.3879999999999999,0.90400000000000003,0.64600000000000002,0.26300000000000001,0.22,0.16500000000000001,0.16200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,C4H10O,4.9009999999999998,3.3479999999999999,3.4940000000000002,14.951000000000001,7.1020000000000003,2.036,2.3809999999999998,1.3700000000000001,2.2120000000000002,0.001,1.3420000000000001,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437,3.5470000000000002,0.32600000000000001,2.774,0.050999999999999997,0.074999999999999997,0.34699999999999998,0.096000000000000002,0.83599999999999997,0.0,0.016,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3340000000000001,3.0510000000000002,0.84599999999999997,3.387,0.63500000000000001,0.34200000000000003,0.54100000000000004,0.35599999999999998,0.51000000000000001,0.0,0.125,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8920000000000003,3.5459999999999998,3.6869999999999998,13.757999999999999,6.2999999999999998,1.8480000000000001,2.7669999999999999,1.276,2.7869999999999999,0.001,1.212,0.14000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.679,3.0169999999999999,1.05,4.0469999999999997,1.03,0.47499999999999998,0.624,0.46100000000000002,0.51800000000000002,0.0,0.19700000000000001,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,C6H12O2,5.3520000000000003,4.617,2.7490000000000001,18.006,8.3040000000000003,0.81999999999999995,5.4820000000000002,4.5979999999999999,10.577,0.78100000000000003,0.94199999999999995,3.149,3.9209999999999998,2.399,0.755,0.24299999999999999,0.48599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46700000000000003,4.9050000000000002,0.27300000000000002,5.1600000000000001,0.185,0.10000000000000001,0.88800000000000001,0.30599999999999999,3.46,0.0089999999999999993,0.105,1.1419999999999999,0.17699999999999999,0.501,0.0070000000000000001,0.0050000000000000001,0.0030000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6020000000000001,4.1859999999999999,0.66700000000000004,4.6399999999999997,0.81899999999999995,0.26300000000000001,1.5740000000000001,0.75600000000000001,3.2330000000000001,0.078,0.17100000000000001,0.89300000000000002,0.74399999999999999,0.91100000000000003,0.071999999999999995,0.029999999999999999,0.042999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0449999999999999,4.9039999999999999,2.8900000000000001,17.803999999999998,7.8019999999999996,0.78100000000000003,5.6669999999999998,4.79,11.615,0.69499999999999995,0.88600000000000001,3.21,3.601,2.2669999999999999,0.67100000000000004,0.218,0.43099999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0379999999999998,4.1360000000000001,0.82999999999999996,5.2309999999999999,1.238,0.32500000000000001,1.8999999999999999,0.97599999999999998,3.5939999999999999,0.123,0.215,1.0169999999999999,1.0089999999999999,1.0720000000000001,0.115,0.044999999999999998,0.070000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,C4H8O2,4.024,2.9079999999999999,2.181,12.085000000000001,5.7530000000000001,0.95199999999999996,2.6139999999999999,2.6989999999999998,1.3839999999999999,0.0,2.0009999999999999,0.34599999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,2.9329999999999998,0.20100000000000001,3.665,0.192,0.072999999999999995,0.39500000000000002,0.17299999999999999,1.1779999999999999,0.0,0.025000000000000001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075,2.8650000000000002,0.64300000000000002,3.4300000000000002,0.60599999999999998,0.25700000000000001,0.54200000000000004,0.505,0.51300000000000001,0.0,0.186,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0709999999999997,2.9340000000000002,2.0609999999999999,11.871,5.6260000000000003,0.89000000000000001,3.0979999999999999,2.7040000000000002,1.7949999999999999,0.0,1.8100000000000001,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.347,2.8610000000000002,0.81899999999999995,3.8239999999999998,0.875,0.33100000000000002,0.621,0.65800000000000003,0.47499999999999998,0.0,0.29399999999999998,0.050000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,C10H12O,5.7610000000000001,5.4539999999999997,2.6509999999999998,21.148,7.157,3.7210000000000001,3.4660000000000002,5.0960000000000001,10.022,0.161,2.9889999999999999,5.3499999999999996,3.4900000000000002,2.3700000000000001,0.85199999999999998,2.5369999999999999,0.002,0.081000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498,5.452,0.22,7.5490000000000004,0.89800000000000002,0.94199999999999995,0.79900000000000004,0.85599999999999998,3.9590000000000001,0.051999999999999998,0.29299999999999998,0.99099999999999999,0.10299999999999999,1.2030000000000001,0.0060000000000000001,0.090999999999999998,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.724,5.452,0.78400000000000003,8.5169999999999995,1.4790000000000001,1.2190000000000001,1.2629999999999999,1.2849999999999999,4.2439999999999998,0.070000000000000007,0.72399999999999998,2.0129999999999999,0.52600000000000002,1.4770000000000001,0.075999999999999998,0.42599999999999999,0.0,0.0070000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4299999999999997,5.4539999999999997,2.4940000000000002,20.381,6.9699999999999998,3.698,3.4620000000000002,4.8840000000000003,9.7490000000000006,0.16600000000000001,3.0990000000000002,5.0730000000000004,3.1509999999999998,2.2959999999999998,0.75600000000000001,2.302,0.002,0.071999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.194,5.452,1.0,9.2409999999999997,1.8129999999999999,1.4530000000000001,1.4730000000000001,1.5249999999999999,4.6500000000000004,0.076999999999999999,0.89900000000000002,2.4020000000000001,0.746,1.581,0.124,0.59199999999999997,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,C6H12O2,5.8029999999999999,4.7359999999999998,2.9430000000000001,21.975000000000001,11.329000000000001,0.95199999999999996,4.0170000000000003,2.9780000000000002,10.141999999999999,0.042999999999999997,3.4100000000000001,3.0779999999999998,2.8769999999999998,2.23,0.001,0.76600000000000001,0.36799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53000000000000003,4.7610000000000001,0.26400000000000001,5.7240000000000002,0.23200000000000001,0.072999999999999995,0.70599999999999996,0.16800000000000001,4.8319999999999999,0.0,0.073999999999999996,1.3280000000000001,0.112,1.228,0.0,0.014999999999999999,0.0030000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.607,4.6929999999999996,0.86799999999999999,6.1440000000000001,1.105,0.25700000000000001,1.109,0.51100000000000001,4.0010000000000003,0.0040000000000000001,0.41999999999999998,1.0429999999999999,0.48599999999999999,0.629,0.0,0.073999999999999996,0.033000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7469999999999999,4.7629999999999999,2.7789999999999999,20.872,10.571999999999999,0.89000000000000001,4.431,2.9449999999999998,11.018000000000001,0.037999999999999999,3.0569999999999999,3.3570000000000002,2.645,2.8500000000000001,0.001,0.70999999999999996,0.32600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.024,4.6890000000000001,1.105,6.9779999999999998,1.6839999999999999,0.33100000000000002,1.2849999999999999,0.67800000000000005,4.2110000000000003,0.0060000000000000001,0.623,1.1499999999999999,0.67000000000000004,0.61199999999999999,0.001,0.114,0.052999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,C6H12O,5.4340000000000002,4.6539999999999999,2.944,21.167999999999999,11.574,1.835,2.0390000000000001,1.4199999999999999,6.7060000000000004,0.23899999999999999,2.1469999999999998,2.1320000000000001,1.075,0.53100000000000003,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47299999999999998,4.6509999999999998,0.27000000000000002,4.3550000000000004,0.18099999999999999,0.94099999999999995,0.41499999999999998,0.040000000000000001,2.1880000000000002,0.002,0.42699999999999999,0.189,0.14299999999999999,0.045999999999999999,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.627,4.6509999999999998,0.72699999999999998,5.6310000000000002,1.1020000000000001,0.61199999999999999,0.78600000000000003,0.159,2.802,0.021000000000000001,0.433,0.64500000000000002,0.182,0.072999999999999995,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1230000000000002,4.6539999999999999,3.0680000000000001,19.626999999999999,10.6,2.1070000000000002,1.954,1.274,6.476,0.21199999999999999,2.1869999999999998,2.0089999999999999,1.0129999999999999,0.61899999999999999,1.2490000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0699999999999998,4.6509999999999998,0.90700000000000003,6.5419999999999998,1.714,0.64700000000000002,0.92700000000000005,0.23999999999999999,3.0950000000000002,0.035000000000000003,0.52400000000000002,0.81799999999999995,0.23699999999999999,0.087999999999999995,0.17299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,C8H16O2,7.5830000000000002,6.5650000000000004,3.706,31.864000000000001,16.905000000000001,0.95199999999999996,5.4189999999999996,3.3490000000000002,18.312000000000001,0.13300000000000001,3.4020000000000001,12.398,2.9929999999999999,12.227,0.002,2.9969999999999999,2.121,3.2810000000000001,2.617,0.0030000000000000001,0.29599999999999999,0.38300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67900000000000005,6.5890000000000004,0.32700000000000001,7.7830000000000004,0.27100000000000002,0.072999999999999995,1.0169999999999999,0.17000000000000001,7.0410000000000004,0.001,0.073999999999999996,2.0510000000000002,0.096000000000000002,4.806,0.0,0.069000000000000006,0.39900000000000002,0.13300000000000001,1.244,0.0,0.01,0.0030000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1379999999999999,6.5209999999999999,1.0920000000000001,8.859,1.6040000000000001,0.25700000000000001,1.6759999999999999,0.54400000000000004,7.0060000000000002,0.012,0.41899999999999998,3.5739999999999998,0.47099999999999997,4.5339999999999998,0.0,0.36499999999999999,0.48399999999999999,0.53300000000000003,0.68000000000000005,0.001,0.032000000000000001,0.034000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.423,6.5910000000000002,3.496,29.873000000000001,15.516999999999999,0.89000000000000001,5.7640000000000002,3.274,18.609999999999999,0.11799999999999999,3.0499999999999998,12.061999999999999,2.7090000000000001,13.031000000000001,0.002,2.6869999999999998,2.4430000000000001,3.0680000000000001,3.3319999999999999,0.0030000000000000001,0.29099999999999998,0.33900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.702,6.5170000000000003,1.3919999999999999,10.132,2.4929999999999999,0.33100000000000002,1.95,0.73099999999999998,7.617,0.019,0.622,4.4029999999999996,0.66200000000000003,4.9160000000000004,0.001,0.54200000000000004,0.55900000000000005,0.73299999999999998,0.67200000000000004,0.001,0.044999999999999998,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,C6H12O,5.9550000000000001,5.4429999999999996,4.9630000000000001,13.494,5.6900000000000004,10.148999999999999,8.891,3.355,1.9750000000000001,3.7040000000000002,5.9470000000000001,0.84399999999999997,1.258,0.91400000000000003,0.092999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52600000000000002,4.657,0.45000000000000001,4.2469999999999999,0.13900000000000001,2.3540000000000001,1.944,0.224,0.47499999999999998,0.83999999999999997,0.253,0.025000000000000001,0.13100000000000001,0.0060000000000000001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.649,4.2430000000000003,1.2849999999999999,4.8739999999999997,0.69999999999999996,3.875,2.9780000000000002,0.80500000000000005,0.32500000000000001,1.4830000000000001,1.085,0.086999999999999994,0.22500000000000001,0.082000000000000003,0.0080000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8849999999999998,5.5289999999999999,5.0700000000000003,12.721,5.0919999999999996,9.5540000000000003,8.3179999999999996,3.1120000000000001,1.911,3.5550000000000002,5.4219999999999997,0.81100000000000005,1.4890000000000001,0.81100000000000005,0.083000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.081,4.2640000000000002,1.609,5.4260000000000002,1.034,4.5049999999999999,3.4630000000000001,1.0529999999999999,0.39500000000000002,1.73,1.484,0.127,0.26600000000000001,0.13200000000000001,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,C10H18O2,8.1859999999999999,8.5410000000000004,4.9080000000000004,26.061,11.435,9.6790000000000003,14.323,5.242,13.273,3.3180000000000001,7.6689999999999996,9.5129999999999999,3.7360000000000002,11.558,2.448,9.2089999999999996,5.2149999999999999,2.9590000000000001,2.8999999999999999,4.1589999999999998,4.1020000000000003,0.24299999999999999,2.512,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.70499999999999996,7.843,0.45300000000000001,8.7479999999999993,0.33000000000000002,2.4420000000000002,2.8599999999999999,0.42899999999999999,4.3760000000000003,0.80600000000000005,2.1440000000000001,1.8,0.309,2.04,1.1459999999999999,2.194,0.113,0.42599999999999999,0.44900000000000001,0.22800000000000001,1.0589999999999999,0.002,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4500000000000002,7.2060000000000004,1.3089999999999999,8.7919999999999998,1.306,4.0199999999999996,4.4279999999999999,0.96599999999999997,4.173,1.375,2.1800000000000002,2.2810000000000001,0.76000000000000001,3.9140000000000001,0.75800000000000001,3.0899999999999999,0.67400000000000004,0.89100000000000001,0.90400000000000003,0.91300000000000003,1.4079999999999999,0.021999999999999999,0.38900000000000001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,7.7140000000000004,8.7159999999999993,4.9219999999999997,25.341000000000001,10.710000000000001,9.1820000000000004,14.131,5.6440000000000001,13.638999999999999,3.1739999999999999,7.8170000000000002,9.2929999999999993,3.7610000000000001,10.835000000000001,2.762,9.0920000000000005,4.6799999999999997,2.7549999999999999,2.7050000000000001,3.831,3.7879999999999998,0.215,2.2709999999999999,0.0089999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,3.117,7.2110000000000003,1.647,9.6969999999999992,1.907,4.641,5.1970000000000001,1.21,4.7510000000000003,1.5940000000000001,2.5009999999999999,2.8039999999999998,0.96699999999999997,4.6859999999999999,0.81100000000000005,3.5150000000000001,0.98999999999999999,1.089,1.0960000000000001,1.212,1.6000000000000001,0.035000000000000003,0.55000000000000004,0.001,0.0,0.0,0.0,0.0,0.0,0.0
65,C15H26O2,11.741,11.445,9.3309999999999995,33.807000000000002,22.917000000000002,15.964,21.213000000000001,18.033000000000001,31.533000000000001,5.4880000000000004,11.916,15.772,11.391,24.032,2.4510000000000001,10.489000000000001,11.084,7.4299999999999997,13.403,3.0249999999999999,9.1929999999999996,5.085,8.3200000000000003,4.1120000000000001,3.0219999999999998,3.8100000000000001,4.6929999999999996,2.282,0.067000000000000004,1.135,1.0,11.734,0.56699999999999995,14.403,2.923,2.0489999999999999,2.8439999999999999,1.0740000000000001,7.6239999999999997,1.075,2.2610000000000001,3.1720000000000002,1.1639999999999999,5.2270000000000003,0.121,2.5920000000000001,1.762,3.9300000000000002,1.3600000000000001,0.216,2.9729999999999999,0.107,2.4020000000000001,0.17399999999999999,0.373,0.184,0.28000000000000003,0.52200000000000002,0.001,0.0089999999999999993,3.512,11.002000000000001,1.9490000000000001,15.305,4.7000000000000002,4.391,5.7439999999999998,3.0800000000000001,9.9529999999999994,1.7070000000000001,3.605,4.5069999999999997,2.7530000000000001,7.4039999999999999,0.501,3.4609999999999999,3.0179999999999998,3.1890000000000001,3.452,0.46700000000000003,3.5640000000000001,0.56599999999999995,3.214,0.73499999999999999,0.70199999999999996,0.76700000000000002,1.0900000000000001,0.79900000000000004,0.0070000000000000001,0.105,11.061999999999999,11.737,8.9049999999999994,33.064,20.885000000000002,14.868,20.661999999999999,17.457999999999998,31.09,5.3810000000000002,11.314,15.262,10.477,23.544,2.2480000000000002,9.952,10.234,7.8170000000000002,12.433,3.2189999999999999,8.7829999999999995,4.6669999999999998,7.7649999999999997,3.742,2.7570000000000001,3.4910000000000001,4.3380000000000001,2.125,0.059999999999999998,1.008,4.4710000000000001,10.951000000000001,2.5640000000000001,16.405999999999999,5.8959999999999999,5.4539999999999997,7.0389999999999997,4.0919999999999996,11.574,1.9930000000000001,4.2460000000000004,5.3609999999999998,3.488,8.7390000000000008,0.67200000000000004,3.968,3.6579999999999999,3.343,4.3650000000000002,0.59599999999999997,3.9929999999999999,0.84699999999999998,3.6160000000000001,1.0069999999999999,0.875,1.032,1.4350000000000001,0.92600000000000005,0.01,0.16800000000000001
66,C15H26O2,11.741,11.445,9.3309999999999995,33.807000000000002,22.916,16.661999999999999,20.824000000000002,18.617000000000001,34.564,7.226,10.797000000000001,17.434999999999999,10.901,24.327999999999999,3.8929999999999998,10.593999999999999,13.566000000000001,8.2720000000000002,11.692,2.7959999999999998,7.5289999999999999,4.8650000000000002,11.983000000000001,3.4089999999999998,6.056,6.2629999999999999,0.872,4.9989999999999997,0.105,3.2709999999999999,1.0,11.734,0.56699999999999995,14.403,2.923,2.0539999999999998,2.863,1.5589999999999999,8.5060000000000002,0.372,2.3879999999999999,3.6019999999999999,0.93300000000000005,5.2919999999999998,0.14599999999999999,3.556,1.9099999999999999,0.89500000000000002,1.304,0.17999999999999999,3.3860000000000001,0.13400000000000001,3.6379999999999999,0.14199999999999999,0.30399999999999999,0.60599999999999998,0.029999999999999999,1.1599999999999999,0.001,0.083000000000000004,3.512,11.002000000000001,1.9490000000000001,15.305,4.6989999999999998,4.4539999999999997,5.7699999999999996,3.7410000000000001,11.102,1.3300000000000001,3.7839999999999998,5.0670000000000002,2.2839999999999998,7.5499999999999998,0.65400000000000003,3.3839999999999999,3.3559999999999999,1.595,3.133,0.46800000000000003,4.0890000000000004,0.627,5.0380000000000003,0.59899999999999998,1.252,1.5860000000000001,0.14099999999999999,1.7849999999999999,0.0089999999999999993,0.45600000000000002,11.061999999999999,11.737,8.9049999999999994,33.063000000000002,20.884,15.487,20.332999999999998,18.087,33.905999999999999,6.8819999999999997,10.388,16.794,9.9450000000000003,23.844000000000001,3.5600000000000001,10.545999999999999,12.835000000000001,8.1790000000000003,10.869999999999999,2.8759999999999999,7.2089999999999996,4.4889999999999999,11.484,3.0990000000000002,5.5570000000000004,5.7880000000000003,0.79000000000000004,4.6639999999999997,0.092999999999999999,2.9449999999999998,4.4710000000000001,10.951000000000001,2.5640000000000001,16.405999999999999,5.8940000000000001,5.556,7.0510000000000002,4.7960000000000003,12.863,1.7809999999999999,4.3899999999999997,5.9969999999999999,2.9569999999999999,8.9109999999999996,0.90500000000000003,3.7690000000000001,4.1020000000000003,2.0,3.9279999999999999,0.60899999999999999,4.4080000000000004,0.90600000000000003,5.6470000000000002,0.82299999999999995,1.677,2.0139999999999998,0.19800000000000001,2.0680000000000001,0.014999999999999999,0.65800000000000003
